
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,NS-labs,TrackID,ID,
8644.56,-8330.4,271.068,um,Spot,Position,1,DP,1000000000,0,
8661.91,-8335.94,278.128,um,Spot,Position,1,DP,1000000001,1,
8651.99,-8347.14,244.611,um,Spot,Position,1,DP,1000000002,2,
8650.05,-8355.38,247.793,um,Spot,Position,1,DP,1000000003,3,
8643.97,-8352.21,257.569,um,Spot,Position,1,DP,1000000004,4,
8672.23,-8337.32,246.637,um,Spot,Position,1,DP,1000000005,5,
8688.35,-8329.85,258.942,um,Spot,Position,1,DP,1000000006,6,
8667.29,-8322.66,264.452,um,Spot,Position,1,DP,1000000007,7,
8663.89,-8327.15,249.155,um,Spot,Position,1,DP,1000000009,9,
8678.8,-8323.76,269.567,um,Spot,Position,1,DP,1000000010,10,
8663.89,-8318.29,272.76,um,Spot,Position,1,DP,1000000011,11,
8645.07,-8350.13,251.195,um,Spot,Position,1,DP,1000000467,467,
8655.31,-8332.13,275.254,um,Spot,Position,1,DP,1000000801,801,
8688.88,-8326.53,257.904,um,Spot,Position,2,DP,1000000006,802,
8664.34,-8317.95,271.823,um,Spot,Position,2,DP,1000000011,803,
8645.69,-8330.68,272.234,um,Spot,Position,2,DP,1000000000,804,
8661.96,-8332.74,278.8,um,Spot,Position,2,DP,1000000001,806,
8644.68,-8348.39,256.479,um,Spot,Position,2,DP,1000000004,807,
8650.61,-8353.53,245.332,um,Spot,Position,2,DP,1000000003,808,
8651.44,-8343.99,245.027,um,Spot,Position,2,DP,1000000002,809,
8645.9,-8346.54,250.691,um,Spot,Position,2,DP,1000000467,810,
8670.77,-8321.27,265.197,um,Spot,Position,2,DP,1000000007,811,
8680.11,-8320.17,270.836,um,Spot,Position,2,DP,1000000010,812,
8665,-8326.07,248.298,um,Spot,Position,2,DP,1000000009,813,
8654.76,-8330.08,275.818,um,Spot,Position,2,DP,1000000801,814,
8675.5,-8332.9,246.379,um,Spot,Position,2,DP;Mito,1000000005,805,
8689.32,-8326.25,255.337,um,Spot,Position,3,DP,1000000006,815,
8663.71,-8316.57,269.559,um,Spot,Position,3,DP,1000000011,816,
8645.05,-8329.85,273.182,um,Spot,Position,3,DP,1000000000,817,
8661.4,-8332.67,278.338,um,Spot,Position,3,DP,1000000001,819,
8645.67,-8346.73,255.194,um,Spot,Position,3,DP,1000000004,820,
8653.93,-8353.3,249.438,um,Spot,Position,3,DP,1000000003,821,
8652.55,-8343.55,244.091,um,Spot,Position,3,DP,1000000002,822,
8646.46,-8350.06,251.764,um,Spot,Position,3,DP,1000000467,823,
8669.3,-8319.61,263.009,um,Spot,Position,3,DP,1000000007,824,
8680,-8317.12,269.547,um,Spot,Position,3,DP,1000000010,825,
