Embryo_ID,Cell_ID,TE_ICM,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,CH4-Avg,CH4-Sum,CH5-Avg,CH5-Sum
012219Abl_EJ3,1,TE,I,9946,329.75,288,5.594,2034.1,2.02E+07,41.204,4.10E+05,255.29,2.54E+06,1359.8,1.35E+07,170.61,1.70E+06
012219Abl_EJ3,2,TE,I,12391,225.69,225.73,6.4231,2208.2,2.74E+07,37.741,4.68E+05,317.31,3.93E+06,1406.2,1.74E+07,150.62,1.87E+06
012219Abl_EJ3,3,TE,I,11424,274.26,235.64,6.0693,2194.2,2.51E+07,40.505,4.63E+05,230.07,2.63E+06,1389.8,1.59E+07,161.29,1.84E+06
012219Abl_EJ3,4,TE,I,11518,165.56,243.04,5.9956,2217.6,2.55E+07,41.186,4.74E+05,233.87,2.69E+06,1372.5,1.58E+07,147.08,1.69E+06
012219Abl_EJ3,5,TE,I,34919,234,274,7,2280.6,7.96E+07,40.62,1.42E+06,365.86,1.28E+07,1394.5,4.87E+07,157.73,5.51E+06
012219Abl_EJ3,5.2,TE,I,34919,252,302,11,2280.6,7.96E+07,40.62,1.42E+06,365.86,1.28E+07,1394.5,4.87E+07,157.73,5.51E+06
012219Abl_EJ3,6,TE,I,12344,315.39,178,8.6913,3087.8,3.81E+07,43.01,5.31E+05,299.28,3.69E+06,1370,1.69E+07,553.78,6.84E+06
012219Abl_EJ3,7,TE,I,15944,377.68,237.15,9.3255,2032.4,3.24E+07,35.472,5.66E+05,262,4.18E+06,1351.3,2.15E+07,172.46,2.75E+06
012219Abl_EJ3,8,TE,I,21936,141.09,297.91,9.3384,2359.8,5.18E+07,36.497,8.01E+05,387.76,8.51E+06,1313.4,2.88E+07,259.19,5.69E+06
012219Abl_EJ3,9,TE,I,10984,253.85,176.25,11.651,2031.7,2.23E+07,48.533,5.33E+05,260.27,2.86E+06,1374,1.51E+07,142.86,1.57E+06
012219Abl_EJ3,10,TE,I,13463,182.92,175.05,15.046,2818,3.79E+07,33.652,4.53E+05,176.31,2.37E+06,1371.8,1.85E+07,108.98,1.47E+06
012219Abl_EJ3,11,TE,I,13692,292.32,345.85,18.363,2313.2,3.17E+07,34.506,4.72E+05,367.22,5.03E+06,1348.9,1.85E+07,170.02,2.33E+06
012219Abl_EJ3,12,TE,I,18924,92,284,17,3357.516,,42.158,,331.388,,1395.595,,154.577,
012219Abl_EJ3,12.2,ICM,M,18924,98,302,23,3026.705,,188.882,,265.403,,1500.791,,117.696,
012219Abl_EJ3,13,TE,I,10643,379.81,317.73,19.836,2410.7,2.57E+07,39.196,4.17E+05,344.55,3.67E+06,1347.7,1.43E+07,222.78,2.37E+06
