Embryo_ID,Cell_ID,TE_ICM,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,CH4-Avg,CH4-Sum,CH5-Avg,CH5-Sum
032019Abl_EU5,1,TE,I,16501,296.03,205.27,6.0621,2662.2,4.39E+07,31.901,5.26E+05,113.63,1.88E+06,1150.6,1.90E+07,684.93,1.13E+07
032019Abl_EU5,2,TE,I,13112,221.13,244.41,6.7159,2827.9,3.71E+07,28.264,3.71E+05,48.561,6.37E+05,1193.9,1.57E+07,171.51,2.25E+06
032019Abl_EU5,3,TE,I,16718,288.53,286.03,6.2067,2281.3,3.81E+07,27.072,4.53E+05,55.495,9.28E+05,1168.8,1.95E+07,480.77,8.04E+06
032019Abl_EU5,4,TE,I,12063,323.97,254.05,8.6093,2937.4,3.54E+07,32.117,3.87E+05,82.099,9.90E+05,1151.3,1.39E+07,688.05,8.30E+06
032019Abl_EU5,5,TE,I,12491,182.78,303.33,7.3456,2648.6,3.31E+07,26.945,3.37E+05,43.156,5.39E+05,1137.5,1.42E+07,139.01,1.74E+06
032019Abl_EU5,6,TE,I,18388,233.82,320.34,6.6484,2260.2,4.16E+07,26.482,4.87E+05,45.13,8.30E+05,1204,2.21E+07,138.35,2.54E+06
032019Abl_EU5,7,TE,I,12574,156.47,269.91,9.4474,2746,3.45E+07,41.717,5.25E+05,45.292,5.70E+05,1228.7,1.54E+07,186.67,2.35E+06
032019Abl_EU5,8,TE,I,12808,249.29,173.55,12.266,3005.9,3.85E+07,34.566,4.43E+05,60.721,7.78E+05,1113.5,1.43E+07,184.46,2.36E+06
032019Abl_EU5,9,TE,I,6310,135.26,305.47,13.727,2884.3,1.82E+07,36.469,2.30E+05,61.412,3.88E+05,1175.1,7.41E+06,143.95,9.08E+05
032019Abl_EU5,10,TE,I,11297,188.79,202.71,15.15,3433,3.88E+07,29.519,3.33E+05,46.18,5.22E+05,1173.6,1.33E+07,362.27,4.09E+06
032019Abl_EU5,11,TE,I,9891,351.97,223.37,13.896,3113.4,3.08E+07,32.695,3.23E+05,85.562,8.46E+05,1181.2,1.17E+07,605.42,5.99E+06
032019Abl_EU5,12,TE,I,9876,316.15,337.44,13.494,2905.7,2.87E+07,31.738,3.13E+05,92.698,9.15E+05,1177.8,1.16E+07,763.46,7.54E+06
032019Abl_EU5,13,TE,I,10027,162.56,212.19,17.447,3490,3.50E+07,27.749,2.78E+05,42.519,4.26E+05,1128.2,1.13E+07,347.22,3.48E+06
032019Abl_EU5,14,TE,I,14697,118.2,265.7,16.491,2913.3,4.28E+07,29.865,4.39E+05,81.543,1.20E+06,1112.7,1.64E+07,154,2.26E+06
032019Abl_EU5,15,TE,I,12557,218.05,368.08,17.897,2739.8,3.44E+07,29.91,3.76E+05,48.547,6.10E+05,1166.5,1.46E+07,173.9,2.18E+06
032019Abl_EU5,16,TE,I,11013,279.71,378.97,18.968,2737,3.01E+07,28.422,3.13E+05,61.386,6.76E+05,1184,1.30E+07,529.49,5.83E+06
032019Abl_EU5,17,TE,I,7931,359.93,298.67,19.451,2490.8,1.98E+07,30.192,2.39E+05,57.255,4.54E+05,1186.4,9.41E+06,172.3,1.37E+06
032019Abl_EU5,18,TE,I,5165,158.7,363.64,19.246,3309.8,1.71E+07,28.977,1.50E+05,42.245,2.18E+05,1094.5,5.65E+06,143.04,7.39E+05
032019Abl_EU5,19,TE,I,11784,130,196.45,23.053,3317.5,3.91E+07,25.78,3.04E+05,35.432,4.18E+05,1125.6,1.33E+07,160.89,1.90E+06
032019Abl_EU5,20,TE,I,7029,127.85,339.46,21.25,2670,1.88E+07,32.105,2.26E+05,40.857,2.87E+05,1169,8.22E+06,133.38,9.38E+05
032019Abl_EU5,22,TE,I,5628,165.8,171.35,23.161,3170,1.78E+07,29.019,1.63E+05,53.123,2.99E+05,1071.8,6.03E+06,570.44,3.21E+06
