Embryo_ID,Cell_ID,TE_ICM,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,CH4-Avg,CH4-Sum,CH5-Avg,CH5-Sum
032019Abl_EU8,4,TE,I,11434,240.75,210.88,4.3539,2610.2,2.98E+07,36.394,4.16E+05,186.55,2.13E+06,1191.9,1.36E+07,155.61,1.78E+06
032019Abl_EU8,5,TE,I,9175,234.26,275.23,4.5608,2687.3,2.47E+07,36.51,3.35E+05,167.05,1.53E+06,1210.1,1.11E+07,178.54,1.64E+06
032019Abl_EU8,7,TE,I,9300,309.09,224.88,5.0378,2283.9,2.12E+07,41.327,3.84E+05,263.16,2.45E+06,1193.8,1.11E+07,248.73,2.31E+06
032019Abl_EU8,8,TE,I,9974,306.01,287.79,6.1694,2265,2.26E+07,46.662,4.65E+05,213.69,2.13E+06,1207.6,1.20E+07,245.2,2.45E+06
032019Abl_EU8,10,TE,I,19240,173.77,218.49,8.1331,2157.1,4.15E+07,29.215,5.62E+05,134.49,2.59E+06,1195.7,2.30E+07,117.27,2.26E+06
032019Abl_EU8,11,TE,I,11293,185.05,296.98,6.9872,2516.5,2.84E+07,41.453,4.68E+05,159.51,1.80E+06,1197.9,1.35E+07,227.45,2.57E+06
032019Abl_EU8,12,TE,I,13536,337.54,178.52,9.3059,2446.3,3.31E+07,44.452,6.02E+05,257.25,3.48E+06,1188.6,1.61E+07,328.1,4.44E+06
032019Abl_EU8,13,TE,I,13960,373.09,251.8,9.2196,2399.2,3.35E+07,40.891,5.71E+05,242.21,3.38E+06,1165.5,1.63E+07,300.07,4.19E+06
032019Abl_EU8,14,TE,I,20492,250.51,335.22,8.7499,1630.4,3.34E+07,30.951,6.34E+05,124.48,2.55E+06,1202.3,2.46E+07,127.29,2.61E+06
032019Abl_EU8,15,TE,I,10968,123.34,267.93,15.607,3172.7,3.48E+07,36.72,4.03E+05,206.48,2.26E+06,1079.9,1.18E+07,258.08,2.83E+06
032019Abl_EU8,16,TE,I,21974,348.08,347.1,16.757,2731.2,6.00E+07,37.797,8.31E+05,238.89,5.25E+06,1187.4,2.61E+07,273.43,6.01E+06
032019Abl_EU8,16.2,TE,I,21974,364,348,20,3234.287,,39.366,,264.052,,1206.546,,311.149,
032019Abl_EU8,17,TE,I,12521,413.41,277.91,17.483,2246.8,2.81E+07,33.223,4.16E+05,143.9,1.80E+06,1187,1.49E+07,339.55,4.25E+06
032019Abl_EU8,18,TE,I,18317,161.2,339.74,20.356,2506,4.59E+07,37.273,6.83E+05,650.15,1.19E+07,1164.9,2.13E+07,353.26,6.47E+06
032019Abl_EU8,18.2,ICM,I,18317,172,343,24,2585.101,,33.917,,1331.262,,1172.254,,644.208,
032019Abl_EU8,19,ICM,I,8654,139.54,301.24,21.332,2911.3,2.52E+07,34.331,2.97E+05,1087.6,9.41E+06,1168.9,1.01E+07,1057.5,9.15E+06
032019Abl_EU8,20,TE,I,14568,238.98,106.82,26.608,2100.5,3.06E+07,34.12,4.97E+05,131.74,1.92E+06,1173,1.71E+07,143.26,2.09E+06
032019Abl_EU8,21,TE,I,11740,190.01,130.01,22.721,2727.9,3.20E+07,30.935,3.63E+05,136.09,1.60E+06,1163.9,1.37E+07,295.96,3.47E+06
032019Abl_EU8,22,TE,I,10989,407.09,183.77,22.37,2377.4,2.61E+07,65.697,7.22E+05,246.67,2.71E+06,1193.7,1.31E+07,282.13,3.10E+06
032019Abl_EU8,23,ICM,I,11346,127.43,241.59,23.505,2682.3,3.04E+07,32,3.63E+05,1172.5,1.33E+07,1136.7,1.29E+07,1126,1.28E+07
032019Abl_EU8,24,TE,I,13152,254.24,398.45,26.134,2566.7,3.38E+07,29.032,3.82E+05,125.93,1.66E+06,1228.1,1.62E+07,122.72,1.61E+06
032019Abl_EU8,25,TE,I,12702,306.16,104.47,27.978,2252.2,2.86E+07,35.013,4.45E+05,159.71,2.03E+06,1104.6,1.40E+07,166.82,2.12E+06
032019Abl_EU8,26,TE,I,9818,93.053,321.43,28.746,3101.5,3.05E+07,50.272,4.94E+05,163.15,1.60E+06,1175.1,1.15E+07,157.47,1.55E+06
032019Abl_EU8,27,TE,I,10211,103.2,176.97,29.626,3185.3,3.25E+07,30.01,3.06E+05,133.32,1.36E+06,1184.6,1.21E+07,203.3,2.08E+06
032019Abl_EU8,28,TE,I,11817,387.88,123.72,31.402,1837.8,2.17E+07,33.449,3.95E+05,151.08,1.79E+06,1123.9,1.33E+07,177.2,2.09E+06
032019Abl_EU8,29,ICM,I,5762,126.25,191.37,30.266,2798.4,1.61E+07,28.945,1.67E+05,1212.2,6.98E+06,1112.2,6.41E+06,815.36,4.70E+06
032019Abl_EU8,30,TE,I,12631,177.34,395.7,32.887,2654.6,3.35E+07,30.282,3.83E+05,133.66,1.69E+06,1212.7,1.53E+07,128.33,1.62E+06
032019Abl_EU8,31,TE,I,8262,441.52,202.65,32.039,1882.6,1.56E+07,435.96,3.60E+06,168.82,1.39E+06,1187.2,9.81E+06,644.8,5.33E+06
032019Abl_EU8,32,ICM,I,7250,76.142,267.81,33.928,2284,1.66E+07,350.33,2.54E+06,152.5,1.11E+06,1251.9,9.08E+06,116.54,8.45E+05
032019Abl_EU8,33,ICM,I,8739,121.41,318.3,33.615,2436.8,2.13E+07,30.94,2.70E+05,1652.7,1.44E+07,1208.8,1.06E+07,852.91,7.45E+06
032019Abl_EU8,34,TE,I,9291,57.949,241.58,37.822,2645,2.46E+07,41.399,3.85E+05,116.28,1.08E+06,1211.6,1.13E+07,124.53,1.16E+06
032019Abl_EU8,35,ICM,I,6328,102.27,288.23,35.581,2255.5,1.43E+07,28.189,1.78E+05,1184.5,7.50E+06,1072.5,6.79E+06,649.04,4.11E+06
032019Abl_EU8,36,TE,I,10050,453.23,300.22,36.625,1926.9,1.94E+07,30.229,3.04E+05,143.7,1.44E+06,1103.5,1.11E+07,138.13,1.39E+06
032019Abl_EU8,37,TE,I,15572,347.35,414.13,41.13,2007.5,3.13E+07,182.93,2.85E+06,163.18,2.54E+06,1152.4,1.79E+07,324.53,5.05E+06
032019Abl_EU8,39,ICM,I,4849,93.261,337.07,36.822,2811,1.36E+07,337.25,1.64E+06,160.57,7.79E+05,1132.9,5.49E+06,133.61,6.48E+05
032019Abl_EU8,40,ICM,I,13323,137.53,144.33,41.082,2079,2.77E+07,25.641,3.42E+05,591.45,7.88E+06,1178.4,1.57E+07,896.37,1.19E+07
032019Abl_EU8,41,ICM,I,5285,109.51,204.84,39.841,1973.7,1.04E+07,25.611,1.35E+05,823.15,4.35E+06,1137.5,6.01E+06,564.6,2.98E+06
032019Abl_EU8,42,TE,I,7134,124.9,383.12,42.167,2343.6,1.67E+07,28.226,2.01E+05,146.74,1.05E+06,1257,8.97E+06,105.26,7.51E+05
032019Abl_EU8,43,TE,I,9446,426.55,142.68,44.228,1794,1.69E+07,29.086,2.75E+05,194.03,1.83E+06,1202.1,1.14E+07,188.03,1.78E+06
032019Abl_EU8,44,TE,I,8859,464.86,214.56,44.462,1772.6,1.57E+07,34.934,3.09E+05,175.39,1.55E+06,1084.6,9.61E+06,247.03,2.19E+06
032019Abl_EU8,45,TE,I,13771,66.527,337.37,48.177,2460.2,3.39E+07,40.964,5.64E+05,144.47,1.99E+06,1167.4,1.61E+07,167.97,2.31E+06
032019Abl_EU8,46,TE,I,11046,442.35,370.81,50.781,1924.1,2.13E+07,27.153,3.00E+05,113.5,1.25E+06,1094.5,1.21E+07,202.71,2.24E+06
032019Abl_EU8,47,ICM,I,4811,70.721,219.72,45.262,1724.6,8.30E+06,352.06,1.69E+06,111.75,5.38E+05,982.91,4.73E+06,100.97,4.86E+05
032019Abl_EU8,48,ICM,I,7108,91.73,268.7,47.804,1183.6,8.41E+06,30.004,2.13E+05,814,5.79E+06,1048.7,7.45E+06,614.44,4.37E+06
032019Abl_EU8,49,ICM,I,8462,87.965,209.33,50.173,1218.7,1.03E+07,276.49,2.34E+06,121.16,1.03E+06,1208.2,1.02E+07,100.21,8.48E+05
032019Abl_EU8,50,TE,I,8505,386.52,401.24,51.923,1967.9,1.67E+07,89.978,7.65E+05,115.29,9.81E+05,1126.6,9.58E+06,326.61,2.78E+06
032019Abl_EU8,51,TE,I,21417,179.09,91.004,60.78,1488.1,3.19E+07,20.613,4.41E+05,80.341,1.72E+06,1078.6,2.31E+07,73.127,1.57E+06
032019Abl_EU8,51.2,TE,I,21417,180,87,65,1589.787,,21.565,,86.255,,863.6,,84.414,
032019Abl_EU8,52,ICM,I,12159,125.87,315.2,49.399,1151.5,1.40E+07,24.161,2.94E+05,920.47,1.12E+07,1068,1.30E+07,386.11,4.69E+06
032019Abl_EU8,53,TE,I,7691,337.5,75.088,50.994,1186.2,9.12E+06,28.263,2.17E+05,174.32,1.34E+06,1235.9,9.50E+06,144.52,1.11E+06
032019Abl_EU8,55,TE,I,7331,386.59,94.121,54.262,1095.3,8.03E+06,25.046,1.84E+05,158.8,1.16E+06,1035.9,7.59E+06,142.08,1.04E+06
032019Abl_EU8,56,TE,I,11500,483.52,235.54,56.563,1320.9,1.52E+07,25.215,2.90E+05,156.41,1.80E+06,1333.6,1.53E+07,123.14,1.42E+06
032019Abl_EU8,57,ICM,I,13310,61.92,256.08,53.027,1611.7,2.15E+07,298.17,3.97E+06,132.52,1.76E+06,1176.4,1.57E+07,97.607,1.30E+06
032019Abl_EU8,60,TE,I,16371,305.77,75.899,61.575,1136.6,1.86E+07,22.81,3.73E+05,99.976,1.64E+06,1111.4,1.82E+07,97.425,1.60E+06
032019Abl_EU8,62,ICM,I,9846,107.33,365.44,57.575,1035.5,1.02E+07,22.789,2.24E+05,547.83,5.39E+06,1184,1.17E+07,287.55,2.83E+06
032019Abl_EU8,63,TE,I,16002,458.49,171.26,60.918,845.23,1.35E+07,25.925,4.15E+05,126.59,2.03E+06,1185.9,1.90E+07,117.74,1.88E+06
032019Abl_EU8,64,TE,I,8110,154.27,415.45,59.612,1522.6,1.23E+07,23.835,1.93E+05,106.79,8.66E+05,1096.9,8.90E+06,239.82,1.94E+06
032019Abl_EU8,65,TE,I,12768,253.29,442.97,60.146,1761.7,2.25E+07,30.555,3.90E+05,127.64,1.63E+06,1073.6,1.37E+07,334.35,4.27E+06
032019Abl_EU8,66,TE,M,9808,53.99,206.43,60.377,1888.9,1.85E+07,25.727,2.52E+05,78.485,7.70E+05,1133.5,1.11E+07,55.973,5.49E+05
032019Abl_EU8,67,ICM,I,5634,69.098,297.62,56.807,1168.5,6.58E+06,292.46,1.65E+06,120.26,6.78E+05,1067.5,6.01E+06,96.884,5.46E+05
032019Abl_EU8,68,TE,I,10605,485.3,282.97,64.291,697.03,7.39E+06,25.517,2.71E+05,111.37,1.18E+06,1161.9,1.23E+07,89.207,9.46E+05
032019Abl_EU8,69,ICM,I,10873,106.41,176.91,68.196,743.1,8.08E+06,20.661,2.25E+05,385.45,4.19E+06,1080.7,1.18E+07,268.32,2.92E+06
032019Abl_EU8,71,TE,I,11794,410.24,116.61,69.655,835.94,9.86E+06,20.49,2.42E+05,84.998,1.00E+06,1037.8,1.22E+07,78.287,9.23E+05
032019Abl_EU8,72,TE,I,9373,349.99,79.717,70.838,886.78,8.31E+06,26.248,2.46E+05,121.21,1.14E+06,927.89,8.70E+06,169.79,1.59E+06
032019Abl_EU8,73,ICM,I,13621,78.357,238.7,71.962,656.07,8.94E+06,29.476,4.01E+05,380.2,5.18E+06,991,1.35E+07,356.11,4.85E+06
032019Abl_EU8,74,TE,I,8218,116.17,384.31,70.794,901.17,7.41E+06,20.396,1.68E+05,101.78,8.36E+05,1083.9,8.91E+06,197.73,1.63E+06
032019Abl_EU8,75,ICM,I,7807,81.65,282.83,69.758,592.33,4.62E+06,36.845,2.88E+05,394.42,3.08E+06,1030.1,8.04E+06,260.37,2.03E+06
032019Abl_EU8,76,TE,I,14284,71.583,338.04,66.482,483.59,6.91E+06,25.699,3.67E+05,102.52,1.46E+06,965.65,1.38E+07,89.647,1.28E+06
