Embryo_ID,Cell_ID,TE_ICM,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,CH4-Avg,CH4-Sum,CH5-Avg,CH5-Sum
082819Abl_FJ1,1,TE,I,18583,288.07,248.82,7.2676,2810.9,5.22E+07,546.63,1.02E+07,398.14,7.40E+06,1181.6,2.20E+07,531.24,9.87E+06
082819Abl_FJ1,3,TE,I,24583,233.32,338.99,12.427,2374.5,5.84E+07,259.49,6.38E+06,80.946,1.99E+06,1229,3.02E+07,365.61,8.99E+06
082819Abl_FJ1,4,ICM,I,22474,224.51,280.41,12.232,2091,4.70E+07,32.462,7.30E+05,511.25,1.15E+07,1166.6,2.62E+07,332.04,7.46E+06
082819Abl_FJ1,5,TE,I,11278,205.09,226.41,13.483,2272.7,2.56E+07,432.31,4.88E+06,383.62,4.33E+06,1166.3,1.32E+07,670.66,7.56E+06
082819Abl_FJ1,6,ICM,I,18341,274.24,283.77,15.427,1681.7,3.08E+07,46.787,8.58E+05,207.24,3.80E+06,1202.4,2.21E+07,724.52,1.33E+07
082819Abl_FJ1,7,ICM,I,15743,254.6,239.58,21.519,1697.1,2.67E+07,35.548,5.60E+05,328.52,5.17E+06,1161,1.83E+07,593.31,9.34E+06
082819Abl_FJ1,8,TE,I,13581,374.02,267.45,22.139,1680.2,2.28E+07,321.14,4.36E+06,126.8,1.72E+06,1218.4,1.65E+07,450.03,6.11E+06
082819Abl_FJ1,9,TE,I,18503,359.78,209.44,24.087,1987.1,3.68E+07,274.16,5.07E+06,395.88,7.33E+06,1227.1,2.27E+07,387.87,7.18E+06
082819Abl_FJ1,10,TE,I,9469,326.75,328.48,23.655,2063.4,1.95E+07,253.49,2.40E+06,108.95,1.03E+06,1263.9,1.20E+07,385.04,3.65E+06
082819Abl_FJ1,11,TE,I,9887,286.17,348.99,25.117,1834.8,1.81E+07,188.68,1.87E+06,55.747,5.51E+05,1217.6,1.20E+07,285,2.82E+06
082819Abl_FJ1,13,ICM,I,16697,250.91,329.98,27.084,1495.2,2.50E+07,28.834,4.81E+05,422.09,7.05E+06,1187.5,1.98E+07,566.96,9.47E+06
082819Abl_FJ1,14,TE,I,10174,167.92,212.52,27.5,1649.9,1.68E+07,302.72,3.08E+06,123.79,1.26E+06,1181.8,1.20E+07,344.19,3.50E+06
082819Abl_FJ1,15,TE,I,24969,280.14,197.27,30.949,1400.1,3.50E+07,189.19,4.72E+06,252.17,6.30E+06,1189.8,2.97E+07,361.13,9.02E+06
082819Abl_FJ1,16,ICM,I,18988,211.33,211.18,29.59,1541.7,2.93E+07,30.927,5.87E+05,647.25,1.23E+07,1154.6,2.19E+07,143.95,2.73E+06
082819Abl_FJ1,17,TE,I,10451,139.26,250.8,31.046,1650.4,1.72E+07,250.94,2.62E+06,232.85,2.43E+06,1253.5,1.31E+07,418.49,4.37E+06
082819Abl_FJ1,18,ICM,M,15670,210.13,292.14,27.638,1411.3,2.21E+07,23.154,3.63E+05,106.66,1.67E+06,1209.5,1.90E+07,247.27,3.87E+06
082819Abl_FJ1,19,TE,I,9116,321.71,361.15,32.075,2109,1.92E+07,182.6,1.66E+06,67.382,6.14E+05,1386.7,1.26E+07,289.52,2.64E+06
082819Abl_FJ1,20,ICM,I,20245,169.53,282.53,33.437,1318.4,2.67E+07,29.506,5.97E+05,434.49,8.80E+06,1188.1,2.41E+07,362.47,7.34E+06
082819Abl_FJ1,21,ICM,I,13459,215.67,251.77,35.881,1186.7,1.60E+07,17.091,2.30E+05,240.25,3.23E+06,1087.3,1.46E+07,456.71,6.15E+06
082819Abl_FJ1,22,ICM,I,16782,263.11,278.5,35.954,845.78,1.42E+07,18.066,3.03E+05,226.28,3.80E+06,1073.8,1.80E+07,373.6,6.27E+06
