Embryo_ID,Cell_ID,TE_ICM,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,CH4-Avg,CH4-Sum,CH5-Avg,CH5-Sum
031919Abl_ET8,1,TE,I,23971,278,201,6,3408.052,,47.579,,280.111,,1113.597,,228.801,
031919Abl_ET8,2,TE,I,5528,235.32,181.2,9.4428,2963.8,1.64E+07,45.51,2.52E+05,327.77,1.81E+06,1192,6.59E+06,215.68,1.19E+06
031919Abl_ET8,3,TE,I,7981,193.79,260.98,8.0517,2742.2,2.19E+07,62.596,5.00E+05,408.11,3.26E+06,1157.1,9.23E+06,319.67,2.55E+06
031919Abl_ET8,4,TE,I,6955,333.67,268.92,8.0559,3435.4,2.39E+07,52.664,3.66E+05,119.98,8.34E+05,1248.6,8.68E+06,104.8,7.29E+05
031919Abl_ET8,5,TE,I,13030,260.72,277.83,7.8827,3269.5,4.26E+07,46.466,6.05E+05,312.43,4.07E+06,1106.3,1.44E+07,321.36,4.19E+06
031919Abl_ET8,6,TE,I,10541,226.62,309.71,9.0308,3274.5,3.45E+07,64.301,6.78E+05,326.25,3.44E+06,1083.1,1.14E+07,147.3,1.55E+06
031919Abl_ET8,7,TE,I,4968,209.79,338.85,8.1077,2636.1,1.31E+07,286.57,1.42E+06,114.3,5.68E+05,1214.2,6.03E+06,161.89,8.04E+05
031919Abl_ET8,8,TE,I,12747,201.38,195.08,10.373,2510.8,3.20E+07,41.613,5.30E+05,321.16,4.09E+06,1168.4,1.49E+07,227.95,2.91E+06
031919Abl_ET8,9,TE,I,5449,301.48,260.58,10.326,3486.7,1.90E+07,46.286,2.52E+05,313.49,1.71E+06,1171.7,6.38E+06,250.06,1.36E+06
031919Abl_ET8,10,TE,I,6981,303.34,224.84,9.7728,2947.8,2.06E+07,45.95,3.21E+05,312.37,2.18E+06,1203.9,8.40E+06,233.1,1.63E+06
