Embryo_ID,Cell_ID,TE_ICM,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,CH4-Avg,CH4-Sum,CH5-Avg,CH5-Sum
070919Abl_FE1,1,TE,I,5514,247.74,200.73,3.6458,3192.6,1.76E+07,320.49,1.77E+06,475.97,2.62E+06,1259.5,6.95E+06,1685.8,9.30E+06
070919Abl_FE1,2,TE,I,11021,292.75,237.5,4.1874,2942.7,3.24E+07,687.96,7.58E+06,424.66,4.68E+06,1257.8,1.39E+07,1207.5,1.33E+07
070919Abl_FE1,3,TE,I,4012,202.47,236.53,4.1047,3491.5,1.40E+07,246.6,9.89E+05,441.42,1.77E+06,1241.5,4.98E+06,1368.8,5.49E+06
070919Abl_FE1,4,TE,I,7052,222.88,283.44,3.4013,2876.2,2.03E+07,82.636,5.83E+05,334.34,2.36E+06,1284.7,9.06E+06,1099.7,7.76E+06
070919Abl_FE1,5,TE,I,8560,229.5,312.46,5.629,2542.1,2.18E+07,62.879,5.38E+05,275.87,2.36E+06,1315.4,1.13E+07,877.26,7.51E+06
070919Abl_FE1,6,TE,I,14955,181.85,199.6,7.521,2503.8,3.74E+07,48.933,7.32E+05,244.2,3.65E+06,1288.2,1.93E+07,882.27,1.32E+07
070919Abl_FE1,7,TE,I,19034,317.84,310.4,8.304,1995,3.80E+07,63.018,1.20E+06,351.48,6.69E+06,1246.1,2.37E+07,219.71,4.18E+06
070919Abl_FE1,8,TE,I,33095,342,174,12,2634.847,,83.744,,254.445,,1246.848,,833.525,
070919Abl_FE1,8.2,TE,I,33095,360,143,27,1756.286,,71.162,,217.051,,1269.785,,588.867,
070919Abl_FE1,9,TE,I,12749,355.55,252.18,13.142,2528.4,3.22E+07,56.726,7.23E+05,233.77,2.98E+06,1256.3,1.60E+07,860.79,1.10E+07
070919Abl_FE1,10,TE,I,7350,177.06,337.57,13.879,2932.7,2.16E+07,70.38,5.17E+05,294.58,2.17E+06,1297.2,9.53E+06,480.7,3.53E+06
070919Abl_FE1,11,TE,I,7610,246.76,136.9,13.926,1948.5,1.48E+07,59.617,4.54E+05,184.53,1.40E+06,1295.1,9.86E+06,604.06,4.60E+06
070919Abl_FE1,12,TE,I,20542,118.13,272.41,20.58,2198.7,4.52E+07,43.023,8.84E+05,291.25,5.98E+06,1183.5,2.43E+07,161.53,3.32E+06
070919Abl_FE1,13,TE,I,14867,321.19,352.79,19.972,1992,2.96E+07,41.409,6.16E+05,280.62,4.17E+06,1282,1.91E+07,178.42,2.65E+06
070919Abl_FE1,14,TE,I,10426,158.92,146.69,20.186,2877.7,3.00E+07,58.743,6.12E+05,235,2.45E+06,1284.4,1.34E+07,687.95,7.17E+06
070919Abl_FE1,15,TE,I,11796,369.28,326.44,21.233,2231.7,2.63E+07,46.332,5.47E+05,221.55,2.61E+06,1262,1.49E+07,180.7,2.13E+06
070919Abl_FE1,16,TE,I,11065,259.63,381.49,22.405,2673.9,2.96E+07,64.893,7.18E+05,362.49,4.01E+06,1199.1,1.33E+07,688.43,7.62E+06
070919Abl_FE1,17,TE,I,6569,139.77,343.28,22.398,2823.7,1.85E+07,105.86,6.95E+05,274.31,1.80E+06,1261.3,8.29E+06,837.74,5.50E+06
070919Abl_FE1,18,TE,I,9791,374.9,362.38,23.595,2504.8,2.45E+07,53.127,5.20E+05,304.06,2.98E+06,1221.9,1.20E+07,211.3,2.07E+06
070919Abl_FE1,19,TE,I,6896,204.97,383.5,24.479,2737.5,1.89E+07,54.889,3.79E+05,253.93,1.75E+06,1244.9,8.58E+06,393.35,2.71E+06
070919Abl_FE1,20,TE,I,7662,222.36,97.791,27.682,1804.3,1.38E+07,128.85,9.87E+05,185.31,1.42E+06,1239.2,9.49E+06,524.58,4.02E+06
070919Abl_FE1,21,TE,I,13852,101.88,191.92,30.025,2218.7,3.07E+07,40.462,5.60E+05,263.42,3.65E+06,1236.7,1.71E+07,142.85,1.98E+06
070919Abl_FE1,22,TE,I,12090,408.38,252.5,28.085,2033.3,2.46E+07,43.252,5.23E+05,211.11,2.55E+06,1187.8,1.44E+07,569.13,6.88E+06
070919Abl_FE1,23,TE,I,14289,311.66,391.53,30.807,1995.7,2.85E+07,47.867,6.84E+05,224.04,3.20E+06,1256.2,1.80E+07,169.31,2.42E+06
070919Abl_FE1,24,TE,I,5517,403.44,183.9,30.471,231.98,1.28E+06,48.748,2.69E+05,97.896,5.40E+05,1148.3,6.34E+06,87.065,4.80E+05
070919Abl_FE1,25,ICM,I,7995,104.67,242.11,28.141,2170.5,1.74E+07,42.554,3.40E+05,813.16,6.50E+06,1227.8,9.82E+06,963.42,7.70E+06
070919Abl_FE1,26,TE,I,9119,419.32,345.69,33.195,1671.5,1.52E+07,39.368,3.59E+05,245.4,2.24E+06,1257.2,1.15E+07,143.33,1.31E+06
070919Abl_FE1,27,TE,I,11424,103.89,341.04,37.169,1925.6,2.20E+07,54.959,6.28E+05,181.63,2.08E+06,1305.5,1.49E+07,279.43,3.19E+06
070919Abl_FE1,28,TE,I,12711,260.83,412.52,37.442,2209.1,2.81E+07,37.905,4.82E+05,226.41,2.88E+06,1320.7,1.68E+07,151.69,1.93E+06
070919Abl_FE1,29,TE,I,18926,396,395,36,1979.3,3.75E+07,658.84,1.25E+07,322.4,6.10E+06,1242,2.35E+07,625.19,1.18E+07
070919Abl_FE1,29.2,TE,I,18926,373,408,40,1979.3,3.75E+07,658.84,1.25E+07,322.4,6.10E+06,1242,2.35E+07,625.19,1.18E+07
070919Abl_FE1,30,ICM,I,7815,97.245,264.98,36.462,1901.9,1.49E+07,36.238,2.83E+05,1010.4,7.90E+06,1352.4,1.06E+07,1135.2,8.87E+06
070919Abl_FE1,31,ICM,I,13838,69.204,264.97,41.57,2082.5,2.88E+07,310.43,4.30E+06,327.83,4.54E+06,1331.9,1.84E+07,162.91,2.25E+06
070919Abl_FE1,32,TE,I,7300,147.22,111.26,39.861,1940.8,1.42E+07,36.776,2.68E+05,173.07,1.26E+06,1282.5,9.36E+06,414.72,3.03E+06
070919Abl_FE1,33,ICM,I,5288,78.1,232.08,39.75,2270.8,1.20E+07,32.43,1.71E+05,802.93,4.25E+06,1386.3,7.33E+06,1024.1,5.42E+06
070919Abl_FE1,34,TE,I,5924,163.19,396.17,40.213,2353.5,1.39E+07,63.681,3.77E+05,199.69,1.18E+06,1180.5,6.99E+06,504.37,2.99E+06
070919Abl_FE1,35,TE,I,11934,340.69,418.74,41.971,1816.2,2.17E+07,44.531,5.31E+05,265.03,3.16E+06,1239.4,1.48E+07,170.13,2.03E+06
070919Abl_FE1,36,TE,I,9143,207.65,413.34,44.657,1434.2,1.31E+07,40.08,3.66E+05,161.09,1.47E+06,1381.1,1.26E+07,275.6,2.52E+06
070919Abl_FE1,37,TE,I,11086,302.43,407.49,43.587,1790.4,1.98E+07,41.419,4.59E+05,206.08,2.28E+06,1199.5,1.33E+07,154.29,1.71E+06
070919Abl_FE1,38,TE,I,17354,454.66,304.36,49.694,1586.5,2.75E+07,51.527,8.94E+05,174.49,3.03E+06,1129.6,1.96E+07,675.08,1.17E+07
070919Abl_FE1,39,TE,I,11267,85.855,161.86,50.684,1846.6,2.08E+07,28.14,3.17E+05,180.01,2.03E+06,1216.3,1.37E+07,99.695,1.12E+06
070919Abl_FE1,40,TE,I,29390,440.21,225,46,1184.4,3.48E+07,117.68,3.46E+06,172.94,5.08E+06,1235.2,3.63E+07,279.85,8.22E+06
070919Abl_FE1,40.2,TE,I,29390,440.21,204,58,1184.4,3.48E+07,117.68,3.46E+06,172.94,5.08E+06,1235.2,3.63E+07,279.85,8.22E+06
070919Abl_FE1,41,ICM,I,10444,85.455,193.7,48.756,1803.9,1.88E+07,29.244,3.05E+05,1071.8,1.12E+07,1203.5,1.26E+07,823.91,8.61E+06
070919Abl_FE1,42,TE,I,23532,291.9,82.96,56.313,1291.1,3.04E+07,26.596,6.26E+05,99.714,2.35E+06,1058.8,2.49E+07,479.93,1.13E+07
070919Abl_FE1,43,TE,I,6707,223.21,73.49,49.909,1360,9.12E+06,37.697,2.53E+05,142.35,9.55E+05,1185,7.95E+06,310.44,2.08E+06
070919Abl_FE1,44,TE,I,9943,370.97,134.36,51.527,755.91,7.52E+06,24.239,2.41E+05,138.17,1.37E+06,1164.5,1.16E+07,151.99,1.51E+06
070919Abl_FE1,45,TE,I,6314,61.379,289.62,50.981,1731.3,1.09E+07,43.046,2.72E+05,157.33,9.93E+05,1184.6,7.48E+06,211.43,1.34E+06
070919Abl_FE1,46,TE,I,11209,251.51,419.84,50.969,962.49,1.08E+07,29.035,3.25E+05,175.29,1.96E+06,1223.2,1.37E+07,163.06,1.83E+06
070919Abl_FE1,47,ICM,I,8172,90.721,275.63,51.3,1226.8,1.00E+07,39.995,3.27E+05,810.06,6.62E+06,1156.3,9.45E+06,711.41,5.81E+06
070919Abl_FE1,48,TE,I,9662,132.31,381.07,54.973,1340.9,1.30E+07,25.084,2.42E+05,123.24,1.19E+06,1111.2,1.07E+07,243.22,2.35E+06
070919Abl_FE1,49,TE,I,8905,126.03,116.37,55.885,1504.7,1.34E+07,26.22,2.33E+05,138.99,1.24E+06,1079.7,9.61E+06,240.49,2.14E+06
070919Abl_FE1,50,TE,I,11014,57.87,233.77,56.785,1649.9,1.82E+07,43.653,4.81E+05,178.45,1.97E+06,1123.4,1.24E+07,89.702,9.88E+05
070919Abl_FE1,51,TE,I,13549,193.9,81.812,59.112,1118.3,1.52E+07,25.394,3.44E+05,146.73,1.99E+06,1107.1,1.50E+07,255.29,3.46E+06
070919Abl_FE1,52,ICM,I,12208,87.27,225.56,57.596,981.97,1.20E+07,27.755,3.39E+05,816.53,9.97E+06,1192.5,1.46E+07,450.89,5.50E+06
070919Abl_FE1,53,TE,I,8299,404.45,157.08,62.127,861.4,7.15E+06,52.864,4.39E+05,148.39,1.23E+06,1107.5,9.19E+06,263.6,2.19E+06
