Embryo_ID,Cell_ID,TE_ICM,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,CH4-Avg,CH4-Sum,CH5-Avg,CH5-Sum
031919Abl_ET4,1,TE,I,19768,259.92,264.63,5.2668,2340.4,4.63E+07,27.643,5.46E+05,55.689,1.10E+06,1224.7,2.42E+07,211.03,4.17E+06
031919Abl_ET4,2,TE,I,10846,217.26,197.07,6.4856,2281.9,2.47E+07,27.027,2.93E+05,46.164,5.01E+05,1203.1,1.30E+07,262.53,2.85E+06
031919Abl_ET4,3,TE,I,8556,161.25,246.44,8.0885,2543.6,2.18E+07,35.894,3.07E+05,53.835,4.61E+05,1049.3,8.98E+06,313.67,2.68E+06
031919Abl_ET4,4,TE,I,37237,163.67,306.69,6.8246,1901,7.08E+07,25.989,9.68E+05,41.966,1.56E+06,1170.9,4.36E+07,395.26,1.47E+07
031919Abl_ET4,4.2,TE,I,37237,150,307,8,2905.813,,33.592,,59.577,,1149.779,,660.879,
031919Abl_ET4,5,TE,I,10217,285.15,204.75,9.5434,2545.5,2.60E+07,30.488,3.12E+05,55.44,5.66E+05,1196.2,1.22E+07,363.89,3.72E+06
031919Abl_ET4,6,TE,I,17492,330.67,260.98,9.3698,2561.1,4.48E+07,26.206,4.58E+05,55.861,9.77E+05,1176.8,2.06E+07,538.81,9.42E+06
031919Abl_ET4,7,TE,I,13341,225.8,344.86,13.552,2622.3,3.50E+07,45.245,6.04E+05,77.951,1.04E+06,1202.1,1.60E+07,365.6,4.88E+06
031919Abl_ET4,8,TE,I,15717,283.61,326.79,14.541,2339.9,3.68E+07,36.589,5.75E+05,66.742,1.05E+06,1186.8,1.87E+07,225.77,3.55E+06
031919Abl_ET4,9,TE,I,8832,157.72,183.86,16.498,2496.7,2.21E+07,32.306,2.85E+05,37.909,3.35E+05,1163.6,1.03E+07,139.61,1.23E+06
031919Abl_ET4,10,TE,I,13594,331.56,178.41,17.409,3174.2,4.31E+07,26.671,3.63E+05,40.026,5.44E+05,1208.5,1.64E+07,197.4,2.68E+06
031919Abl_ET4,13,TE,M,12953,114.11,311,18.604,2188.7,2.84E+07,23.326,3.02E+05,27.702,3.59E+05,1181.6,1.53E+07,75.846,9.82E+05
031919Abl_ET4,15,TE,I,14121,364.16,302.55,20.014,2821.9,3.98E+07,39.275,5.55E+05,56.105,7.92E+05,1141.3,1.61E+07,170.72,2.41E+06
031919Abl_ET4,16,TE,I,9445,118.85,195.45,22.049,2699.8,2.55E+07,44.897,4.24E+05,39.798,3.76E+05,1190.1,1.12E+07,179.44,1.69E+06
031919Abl_ET4,17,TE,I,11152,380.57,252.97,19.569,3232.2,3.60E+07,25.773,2.87E+05,41.641,4.64E+05,1166.5,1.30E+07,305.46,3.41E+06
031919Abl_ET4,18,TE,I,11541,198.27,139.14,25.274,2347,2.71E+07,24.448,2.82E+05,38.17,4.41E+05,1176.4,1.36E+07,181.35,2.09E+06
031919Abl_ET4,19,TE,I,6869,383.14,183.32,25.905,3180.2,2.18E+07,25.015,1.72E+05,38.65,2.65E+05,1132,7.78E+06,194.84,1.34E+06
031919Abl_ET4,20,TE,I,13530,277.19,124.44,28.717,2961,4.01E+07,27.449,3.71E+05,44.74,6.05E+05,1182.5,1.60E+07,360.89,4.88E+06
031919Abl_ET4,21,ICM,I,9764,151.4,191.21,29.225,2239.5,2.19E+07,283.52,2.77E+06,48.162,4.70E+05,1091,1.07E+07,627.72,6.13E+06
031919Abl_ET4,22,ICM,I,11008,127.24,263.53,30.578,1209.9,1.33E+07,169,1.86E+06,38.975,4.29E+05,1025.2,1.13E+07,310.43,3.42E+06
031919Abl_ET4,23,TE,I,12325,273.75,381.83,31.16,2029.7,2.50E+07,23.068,2.84E+05,42.964,5.30E+05,1134.7,1.40E+07,252.45,3.11E+06
031919Abl_ET4,24,TE,I,9573,320.22,366.41,32.114,2396.4,2.29E+07,23.306,2.23E+05,44.769,4.29E+05,1139.6,1.09E+07,130.72,1.25E+06
031919Abl_ET4,25,TE,I,7481,352.62,135.16,32.087,2978.4,2.23E+07,25.463,1.90E+05,46.909,3.51E+05,1229.6,9.20E+06,241.95,1.81E+06
031919Abl_ET4,27,TE,I,9052,428.82,224.48,33.19,2716,2.46E+07,23.556,2.13E+05,35.995,3.26E+05,1176.5,1.06E+07,104.61,9.47E+05
031919Abl_ET4,28,ICM,I,4241,116.86,233.13,30.758,1299,5.51E+06,223.02,9.46E+05,41.22,1.75E+05,1117.1,4.74E+06,589.21,2.50E+06
031919Abl_ET4,29,TE,I,7838,128.91,164.22,35.665,1716.6,1.35E+07,23.829,1.87E+05,31.201,2.45E+05,1132.2,8.87E+06,101.87,7.98E+05
031919Abl_ET4,30,TE,I,6783,417.8,293.35,36.391,2402.1,1.63E+07,24.625,1.67E+05,42.926,2.91E+05,1231.4,8.35E+06,125.84,8.54E+05
031919Abl_ET4,31,TE,I,21403,181.09,389.73,43.489,1151.1,2.46E+07,20.102,4.30E+05,32.302,6.91E+05,1110,2.38E+07,150.54,3.22E+06
031919Abl_ET4,32,ICM,I,9431,116.56,196.79,39.406,1495.3,1.41E+07,226.7,2.14E+06,39.505,3.73E+05,1038.6,9.80E+06,784.89,7.40E+06
031919Abl_ET4,33,ICM,I,14546,120.95,306.29,43.06,979.67,1.43E+07,167.79,2.44E+06,29.766,4.33E+05,1070.6,1.56E+07,377.87,5.50E+06
031919Abl_ET4,33.2,ICM,I,14546,116,288,50,611.79,,98.55,,45.825,,1072.013,,361.487,
031919Abl_ET4,34,ICM,I,7570,74.439,237.29,43.66,1075,8.14E+06,40.679,3.08E+05,280.91,2.13E+06,1207.4,9.14E+06,83.484,6.32E+05
031919Abl_ET4,35,TE,I,12018,349.61,374.27,43.962,1675.5,2.01E+07,19.359,2.33E+05,34.611,4.16E+05,1176,1.41E+07,96.832,1.16E+06
031919Abl_ET4,36,TE,I,11646,201.71,109.3,44.293,2058.9,2.40E+07,20.598,2.40E+05,35.726,4.16E+05,1281.4,1.49E+07,374.99,4.37E+06
031919Abl_ET4,37,TE,I,11536,400.41,150.79,44.867,2376.3,2.74E+07,23.163,2.67E+05,49.867,5.75E+05,1188.7,1.37E+07,180.36,2.08E+06
031919Abl_ET4,38,TE,I,7608,88.228,184.48,46.766,1433.1,1.09E+07,23.936,1.82E+05,24.663,1.88E+05,1258.4,9.57E+06,76.419,5.81E+05
031919Abl_ET4,39,ICM,M,8477,74.286,282.79,43.572,1187.1,1.01E+07,31.23,2.65E+05,142.7,1.21E+06,1264.4,1.07E+07,59.592,5.05E+05
031919Abl_ET4,40,ICM,I,2684,147.34,219.64,42.059,854.31,2.29E+06,123.33,3.31E+05,32.464,87134,1017.9,2.73E+06,453.89,1.22E+06
031919Abl_ET4,41,ICM,I,3594,106.1,232.81,43.95,759.17,2.73E+06,152.98,5.50E+05,36.955,1.33E+05,1134.7,4.08E+06,334.45,1.20E+06
031919Abl_ET4,41.2,ICM,I,3594,76,242,45,542.753,,33.897,,213.374,,1094.672,,84.761,
031919Abl_ET4,42,TE,I,13740,105.16,345.84,50.232,1163.6,1.60E+07,19.534,2.68E+05,25.492,3.50E+05,1048.1,1.44E+07,110.1,1.51E+06
031919Abl_ET4,43,TE,I,13073,274.63,97.583,51.411,1791,2.34E+07,20.378,2.66E+05,31.5,4.12E+05,1181.1,1.54E+07,213.87,2.80E+06
031919Abl_ET4,44,TE,I,8941,124.64,150.83,49.056,1203.7,1.08E+07,20.669,1.85E+05,24.01,2.15E+05,1161.4,1.04E+07,101.44,9.07E+05
031919Abl_ET4,45,TE,I,31510,61.859,241.66,54.987,953.42,3.00E+07,22.956,7.23E+05,59.232,1.87E+06,1212.5,3.82E+07,83.172,2.62E+06
031919Abl_ET4,45.2,TE,I,31510,56,257,53,1491.826,,20.867,,48.086,,1238.082,,104.803,
031919Abl_ET4,45.3,ICM,I,31510,76,231,58,408.06,,37.062,,150.238,,1046.379,,99.801,
031919Abl_ET4,46,TE,I,15632,351.02,113.37,58.143,844.92,1.32E+07,23.51,3.68E+05,30.397,4.75E+05,973.13,1.52E+07,71.688,1.12E+06
031919Abl_ET4,47,TE,I,8029,101.96,162.36,56.45,877.35,7.04E+06,19.868,1.60E+05,21.189,1.70E+05,1355.8,1.09E+07,90.065,7.23E+05
031919Abl_ET4,49,TE,I,31897,443.22,250.51,62.367,885.77,2.83E+07,17.863,5.70E+05,28.169,8.99E+05,1053.4,3.36E+07,82.183,2.62E+06
031919Abl_ET4,50,ICM,I,3689,73.05,293.49,54.285,566.94,2.09E+06,26.343,97181,202.78,7.48E+05,926.42,3.42E+06,62.101,2.29E+05
031919Abl_ET4,51,ICM,I,10285,131.18,207.64,57.778,563.23,5.79E+06,126.88,1.30E+06,25.702,2.64E+05,937.79,9.65E+06,245.72,2.53E+06
031919Abl_ET4,52,TE,I,11408,192.07,116.32,60.36,989.04,1.13E+07,17.714,2.02E+05,29.087,3.32E+05,1007.3,1.15E+07,252.15,2.88E+06
031919Abl_ET4,53,TE,I,11870,254.29,405.44,64.384,1234.5,1.47E+07,17.314,2.06E+05,26.911,3.19E+05,1008.3,1.20E+07,229.01,2.72E+06
031919Abl_ET4,54,TE,I,4963,146.39,124.11,64.598,1791.3,8.89E+06,18.093,89795,32.888,1.63E+05,1176.8,5.84E+06,57.053,2.83E+05
031919Abl_ET4,55,TE,I,12279,288.03,102,68.576,930.09,1.14E+07,17.547,2.15E+05,27.605,3.39E+05,848.09,1.04E+07,156.18,1.92E+06
031919Abl_ET4,56,TE,I,11465,418.74,171.48,71.194,705.07,8.08E+06,17.416,2.00E+05,26.077,2.99E+05,1064.2,1.22E+07,68.197,7.82E+05
031919Abl_ET4,57,ICM,I,18624,93.695,296.65,69.797,306.81,5.71E+06,19.751,3.68E+05,29.708,5.53E+05,1117,2.08E+07,65.591,1.22E+06
031919Abl_ET4,58,ICM,I,3575,121.08,223.15,67.518,330.24,1.18E+06,93.537,3.34E+05,29.856,1.07E+05,953.3,3.41E+06,277.3,9.91E+05
031919Abl_ET4,59,TE,I,18971,384.58,360.92,74.662,785.38,1.49E+07,17.764,3.37E+05,27.863,5.29E+05,1109.7,2.11E+07,79.064,1.50E+06
031919Abl_ET4,60,TE,I,22470,160.37,344.52,77.89,433.05,9.73E+06,15.766,3.54E+05,19.238,4.32E+05,1331.2,2.99E+07,42.752,9.61E+05
031919Abl_ET4,61,TE,I,22340,306.21,385.28,77.917,575.42,1.29E+07,16.923,3.78E+05,26.443,5.91E+05,1040.7,2.32E+07,77.822,1.74E+06
031919Abl_ET4,61.2,TE,I,22340,312,380,83,760.997,,16.287,,31.597,,1030.783,,87.957,
031919Abl_ET4,62,TE,I,15713,228.31,115.64,77.089,536.64,8.43E+06,15.104,2.37E+05,21.178,3.33E+05,1135.1,1.78E+07,125.67,1.97E+06
031919Abl_ET4,65,TE,I,21849,356.33,147.43,86.886,511.04,1.12E+07,15.922,3.48E+05,23.168,5.06E+05,1240.9,2.71E+07,60.325,1.32E+06
031919Abl_ET4,67,TE,M,13135,131.83,254.11,85.952,331.05,4.35E+06,15.608,2.05E+05,17.147,2.25E+05,869.7,1.14E+07,47.711,6.27E+05
031919Abl_ET4,68,TE,I,18356,416.38,294.64,86.995,656.69,1.21E+07,16.464,3.02E+05,29.975,5.50E+05,1164.8,2.14E+07,78.086,1.43E+06
031919Abl_ET4,69,TE,I,16328,211.54,361.63,88.212,466.19,7.61E+06,14.71,2.40E+05,23.408,3.82E+05,1235,2.02E+07,111.03,1.81E+06
031919Abl_ET4,70,TE,I,14125,188.94,166.92,89.48,403.68,5.70E+06,15.002,2.12E+05,17.85,2.52E+05,1396.3,1.97E+07,39.383,5.56E+05
031919Abl_ET4,71,TE,I,19253,398.31,226.92,94.212,564.02,1.09E+07,15.09,2.91E+05,24.505,4.72E+05,1282.1,2.47E+07,153.36,2.95E+06
031919Abl_ET4,72,TE,I,11040,284.13,138.61,94.128,398.53,4.40E+06,14.483,1.60E+05,19.828,2.19E+05,1332.6,1.47E+07,46.4,5.12E+05
