Embryo_ID,Cell_ID,TE_ICM,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,CH4-Avg,CH4-Sum,CH5-Avg,CH5-Sum
021919Abl_EO2,1,TE,I,20669,306.97,265.34,7.1289,2226.2,4.60E+07,35.77,7.39E+05,40.625,8.40E+05,1214,2.51E+07,240.17,4.96E+06
021919Abl_EO2,2,TE,I,17446,230.8,242.3,7.55,2611.3,4.56E+07,39.647,6.92E+05,103.98,1.81E+06,1245.8,2.17E+07,269.01,4.69E+06
021919Abl_EO2,3,TE,I,9101,262.1,303.2,7.4025,2603.2,2.37E+07,47.499,4.32E+05,48.327,4.40E+05,1232.4,1.12E+07,288.23,2.62E+06
021919Abl_EO2,4,TE,I,16801,296.21,210.06,8.205,2417.8,4.06E+07,29.336,4.93E+05,43.399,7.29E+05,1231.8,2.07E+07,202.82,3.41E+06
021919Abl_EO2,5,TE,I,10334,205.11,293.05,10.669,1941.8,2.01E+07,48.223,4.98E+05,48.059,4.97E+05,1211.4,1.25E+07,220.47,2.28E+06
021919Abl_EO2,6,TE,I,13662,240.72,172.07,14.773,2659.9,3.63E+07,48.933,6.69E+05,46.988,6.42E+05,1227.7,1.68E+07,237.16,3.24E+06
021919Abl_EO2,7,TE,I,14476,357.79,253.2,14.735,3257.9,4.72E+07,24.191,3.50E+05,25.952,3.76E+05,1305.5,1.89E+07,127.12,1.84E+06
021919Abl_EO2,8,ICM,I,6442,247.74,218.04,14.069,2725.8,1.76E+07,69.728,4.49E+05,691.99,4.46E+06,1221.5,7.87E+06,187.73,1.21E+06
021919Abl_EO2,9,ICM,M,9111,279.65,246.67,15.363,3089.6,2.81E+07,1182.4,1.08E+07,49.442,4.50E+05,1212,1.10E+07,899.16,8.19E+06
021919Abl_EO2,10,TE,I,10239,339.78,212.46,16.878,2987.2,3.06E+07,31.649,3.24E+05,61.344,6.28E+05,1234.4,1.26E+07,232.68,2.38E+06
021919Abl_EO2,11,TE,I,8192,179.01,256.92,17.567,2788.7,2.28E+07,88.396,7.24E+05,74.333,6.09E+05,1211.5,9.92E+06,333.24,2.73E+06
