Embryo_ID,Cellcount,Cell_ID,Identity,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum
011216_FGF4fl_B3,112,1,TE,7012,219.82,240.34,5.3866,2338,1.64E+07,1339.9,9.40E+06,149.72,1.05E+06,934.85,6.56E+06,428.64,3.01E+06
011216_FGF4fl_B3,112,2,TE,9934,167.93,275.54,4.9735,2221.4,2.21E+07,952.09,9.46E+06,196.56,1.95E+06,848.31,8.43E+06,269.41,2.68E+06
011216_FGF4fl_B3,112,3,TE,7241,260.12,238.93,7.6516,1810.5,1.31E+07,2246.6,1.63E+07,163.03,1.18E+06,740.95,5.37E+06,577.37,4.18E+06
011216_FGF4fl_B3,112,4,TE,6335,280.18,266.54,6.3961,2019.6,1.28E+07,2130.8,1.35E+07,168.36,1.07E+06,778.11,4.93E+06,715.4,4.53E+06
011216_FGF4fl_B3,112,5,TE,5131,237.96,270.77,8.0772,2447.8,1.26E+07,1030.6,5.29E+06,144.32,7.41E+05,681.71,3.50E+06,309.53,1.59E+06
011216_FGF4fl_B3,112,6,TE,5720,206.66,306.64,6.9075,2546.3,1.46E+07,2221.4,1.27E+07,127.38,7.29E+05,777.22,4.45E+06,400.33,2.29E+06
011216_FGF4fl_B3,112,7,EPI,9091,172.34,234.35,10.652,1630.1,1.48E+07,76.433,6.95E+05,2094.9,1.90E+07,723.65,6.58E+06,278.89,2.54E+06
011216_FGF4fl_B3,112,8,TE,4756,251.09,295.99,10.354,2324.6,1.11E+07,905.59,4.31E+06,125.23,5.96E+05,785.87,3.74E+06,384.43,1.83E+06
011216_FGF4fl_B3,112,9,EPI,5471,140.35,258.09,10.455,1765.8,9.66E+06,58.309,3.19E+05,1070.5,5.86E+06,879.1,4.81E+06,193.38,1.06E+06
011216_FGF4fl_B3,112,10,TE,4799,308.53,256.71,11.901,2116.1,1.02E+07,2104.2,1.01E+07,142.06,6.82E+05,781.61,3.75E+06,484.55,2.33E+06
011216_FGF4fl_B3,112,11,TE,5647,168.31,320.9,10.869,2608.6,1.47E+07,1912.1,1.08E+07,181.66,1.03E+06,839.03,4.74E+06,258.37,1.46E+06
011216_FGF4fl_B3,112,12,TE,8008,270.28,340.62,11.89,1813.8,1.45E+07,1944.8,1.56E+07,140.73,1.13E+06,742.61,5.95E+06,449.85,3.60E+06
011216_FGF4fl_B3,112,13,TE,7853,235.98,206.28,12.586,1652.1,1.30E+07,2588.5,2.03E+07,143.41,1.13E+06,846.08,6.64E+06,716.91,5.63E+06
011216_FGF4fl_B3,112,14,TE,6376,334.24,239.61,12.14,2169.5,1.38E+07,2097.6,1.34E+07,147.23,9.39E+05,763.23,4.87E+06,457.03,2.91E+06
011216_FGF4fl_B3,112,15,TE,4709,230.37,339.31,11.526,2617.4,1.23E+07,2519.7,1.19E+07,140.46,6.61E+05,789,3.72E+06,414.62,1.95E+06
011216_FGF4fl_B3,112,16,TE,7321,287.21,224.58,14.009,1652,1.21E+07,2270.5,1.66E+07,134.32,9.83E+05,837.39,6.13E+06,633.69,4.64E+06
011216_FGF4fl_B3,112,17,TE,4159,345.25,273.45,12.444,2204.4,9.17E+06,1698.3,7.06E+06,212.55,8.84E+05,717.72,2.99E+06,670.45,2.79E+06
011216_FGF4fl_B3,112,18,TE,3723,303.97,294.27,12.372,1739.9,6.48E+06,1592.3,5.93E+06,303.13,1.13E+06,800.63,2.98E+06,528.54,1.97E+06
011216_FGF4fl_B3,112,19,DN,3721,161.1,268.86,11.772,1860.6,6.92E+06,149.74,5.57E+05,338.56,1.26E+06,720.87,2.68E+06,129.08,4.80E+05
011216_FGF4fl_B3,112,21,TE,4406,370.05,260.93,14.461,2037.2,8.98E+06,2048.8,9.03E+06,169.61,7.47E+05,723.02,3.19E+06,510.54,2.25E+06
011216_FGF4fl_B3,112,22,TE,4105,335.09,294.78,15.84,2487.6,1.02E+07,1363.2,5.60E+06,180.28,7.40E+05,749.82,3.08E+06,293.76,1.21E+06
011216_FGF4fl_B3,112,23,TE,4579,364.25,235.1,16.655,2359.1,1.08E+07,1642.5,7.52E+06,201.9,9.24E+05,728.44,3.34E+06,564.51,2.58E+06
