Embryo_ID,Cellcount,Cell_ID,Identity,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum,
072316_mzFGF4_J4,58,2,TE,7700,250.23,229.14,4.2123,1420.3,1.09E+07,749.89,5.77E+06,1088,8.38E+06,1168.1,8.99E+06,1031.5,7.94E+06,
072316_mzFGF4_J4,58,3,TE,6646,219.19,270.54,4.2036,1613.8,1.07E+07,978.87,6.51E+06,930.18,6.18E+06,1091.9,7.26E+06,1268.9,8.43E+06,
072316_mzFGF4_J4,58,5,TE,9938,318.29,243.56,5.7927,1236.9,1.23E+07,637.15,6.33E+06,840.88,8.36E+06,1270.8,1.26E+07,1067.2,1.06E+07,
072316_mzFGF4_J4,58,6,TE,14045,299.6,201.6,7.798,1101.1,1.55E+07,509.07,7.15E+06,688.94,9.68E+06,1236.4,1.74E+07,787.06,1.11E+07,
072316_mzFGF4_J4,58,7,TE,9331,315.22,294.13,7.1229,1315.1,1.23E+07,644.09,6.01E+06,635.2,5.93E+06,1275.7,1.19E+07,946.17,8.83E+06,
072316_mzFGF4_J4,58,8,TE,8819,261.34,306.07,7.3648,1309.3,1.15E+07,499.67,4.41E+06,693.87,6.12E+06,1221.7,1.08E+07,964.04,8.50E+06,
072316_mzFGF4_J4,58,9,TE,8683,167.09,211.03,11.124,2060.3,1.79E+07,392.45,3.41E+06,163.69,1.42E+06,1199,1.04E+07,473.59,4.11E+06,
072316_mzFGF4_J4,58,10,EPI,4307,225.46,298.59,10.154,2028.1,8.74E+06,150.91,6.50E+05,1989,8.57E+06,1144.8,4.93E+06,998.69,4.30E+06,
072316_mzFGF4_J4,58,11,EPI,6940,238.3,227.73,11.249,1352.6,9.39E+06,82.385,5.72E+05,1778.8,1.23E+07,1138,7.90E+06,730.49,5.07E+06,
072316_mzFGF4_J4,58,12,TE,12939,244.8,188.55,11.545,868.56,1.12E+07,648.82,8.40E+06,856.74,1.11E+07,1129.8,1.46E+07,736.95,9.54E+06,
072316_mzFGF4_J4,58,13,TE,10977,171.17,317.64,11.948,1172,1.29E+07,682.26,7.49E+06,440.46,4.83E+06,1276,1.40E+07,892.88,9.80E+06,
072316_mzFGF4_J4,58,14,TE,1240,187.42,211.31,14.218,2078.4,2.58E+06,380.88,4.72E+05,191.3,2.37E+05,1266,1.57E+06,418.29,5.19E+05,
072316_mzFGF4_J4,58,15,DP,17279,200.64,250.05,17.698,924.05,1.60E+07,70.128,1.21E+06,626.03,1.08E+07,1115.8,1.93E+07,499.05,8.62E+06,
072316_mzFGF4_J4,58,16,EPI,8898,216.46,330.55,18.308,993.35,8.84E+06,131.75,1.17E+06,2376.6,2.11E+07,1049.8,9.34E+06,682.71,6.07E+06,
