Embryo_ID,Cellcount,Cell_ID,Identity,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum
011216_FGF4fl_B5,107,1,TE,12765,194.48,208.5,9.7995,2007.1,2.56E+07,1016.2,1.30E+07,270.17,3.45E+06,767.84,9.80E+06,339.88,4.34E+06
011216_FGF4fl_B5,107,2,TE,7559,175.87,301.3,10.969,2359.6,1.78E+07,2623.7,1.98E+07,175.27,1.32E+06,868.87,6.57E+06,393.49,2.97E+06
011216_FGF4fl_B5,107,3,TE,7895,306.36,320.36,8.4595,1361.9,1.08E+07,1478.3,1.17E+07,129.62,1.02E+06,798.45,6.30E+06,487.34,3.85E+06
011216_FGF4fl_B5,107,5,TE,9439,273.91,228.74,11.994,1970.9,1.86E+07,1897.8,1.79E+07,147.93,1.40E+06,756.58,7.14E+06,543.66,5.13E+06
011216_FGF4fl_B5,107,6,TE,8270,306.84,263.59,10.829,2040.8,1.69E+07,1480.3,1.22E+07,141.37,1.17E+06,824.85,6.82E+06,356.93,2.95E+06
011216_FGF4fl_B5,107,10,TE,8474,235.01,249.6,12.285,2205.3,1.87E+07,1931.5,1.64E+07,184.53,1.56E+06,788.3,6.68E+06,684.97,5.80E+06
011216_FGF4fl_B5,107,11,EPI,5207,160.28,253.88,11.822,2314.5,1.21E+07,79.937,4.16E+05,2576.6,1.34E+07,687.68,3.58E+06,251.15,1.31E+06
011216_FGF4fl_B5,107,12,TE,5820,324.54,351.06,11.671,2002.8,1.17E+07,1480.5,8.62E+06,151.58,8.82E+05,795.93,4.63E+06,450.55,2.62E+06
011216_FGF4fl_B5,107,13,TE,11383,275.42,369.7,11.222,1872.4,2.13E+07,1678.5,1.91E+07,134.02,1.53E+06,805.36,9.17E+06,570.2,6.49E+06
011216_FGF4fl_B5,107,14,TE,5612,235.78,200.41,13.183,2097.7,1.18E+07,2265.5,1.27E+07,181.39,1.02E+06,840.27,4.72E+06,591.04,3.32E+06
011216_FGF4fl_B5,107,16,EPI,4688,213.03,235.6,15.509,1944.5,9.12E+06,133.8,6.27E+05,2471.3,1.16E+07,864.33,4.05E+06,349.27,1.64E+06
011216_FGF4fl_B5,107,17,EPI,4030,197.87,275.77,14.192,1864.6,7.51E+06,81.126,3.27E+05,2565.6,1.03E+07,661.27,2.66E+06,280.22,1.13E+06
011216_FGF4fl_B5,107,18,TE,6822,258.21,293.48,15.386,2592.9,1.77E+07,2066,1.41E+07,128.21,8.75E+05,806.62,5.50E+06,529.11,3.61E+06
011216_FGF4fl_B5,107,19,TE,8435,327.88,222.16,16.55,2045.8,1.73E+07,1335.5,1.13E+07,151.66,1.28E+06,807.33,6.81E+06,397.36,3.35E+06
011216_FGF4fl_B5,107,20,TE,9238,349.45,285.97,16.772,2147.6,1.98E+07,920.08,8.50E+06,130.53,1.21E+06,843.52,7.79E+06,304.24,2.81E+06
