Embryo_ID,Cellcount,Cell_ID,Identity,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum
012216_mzFGF4_G1,121,3,TE,10642,264.47,240.09,6.5333,1252.2,1.33E+07,361.68,3.85E+06,97.131,1.03E+06,845.45,9.00E+06,98.496,1.05E+06
012216_mzFGF4_G1,121,4,EPI,4712,213.84,256.96,5.5121,2118.2,9.98E+06,64,3.02E+05,2223.1,1.05E+07,848.44,4.00E+06,150.71,7.10E+05
012216_mzFGF4_G1,121,5,TE,12132,293.72,279.29,9.1919,1103.1,1.34E+07,107.77,1.31E+06,51.421,6.24E+05,883.17,1.07E+07,60.562,7.35E+05
012216_mzFGF4_G1,121,6,EPI,9119,220.53,308.94,7.7073,1735.9,1.58E+07,101.78,9.28E+05,1550,1.41E+07,829.11,7.56E+06,130.25,1.19E+06
012216_mzFGF4_G1,121,7,TE,9572,277.42,325.32,6.9309,1433.3,1.37E+07,94.806,9.07E+05,53.573,5.13E+05,744.46,7.13E+06,65.627,6.28E+05
012216_mzFGF4_G1,121,8,EPI,7967,231.87,224.34,9.0141,1982,1.58E+07,86.533,6.89E+05,2283.5,1.82E+07,877.37,6.99E+06,120.96,9.64E+05
012216_mzFGF4_G1,121,9,EPI,5040,184.29,295.9,6.7075,1153.7,5.81E+06,75.988,3.83E+05,1183.8,5.97E+06,800.36,4.03E+06,111.1,5.60E+05
012216_mzFGF4_G1,121,10,TE,12378,170.21,337.4,8.2003,1543.4,1.91E+07,168.95,2.09E+06,343.31,4.25E+06,819.56,1.01E+07,118.3,1.46E+06
012216_mzFGF4_G1,121,11,EPI,5641,250.01,284.94,9.5705,1343.9,7.58E+06,58.955,3.33E+05,1489.7,8.40E+06,730.62,4.12E+06,67.488,3.81E+05
012216_mzFGF4_G1,121,12,TE,8311,324.43,334.85,10.123,707.66,5.88E+06,73.47,6.11E+05,36.372,3.02E+05,835.68,6.95E+06,48.232,4.01E+05
012216_mzFGF4_G1,121,14,TE,11000,243.8,366.61,12.174,2362.3,2.60E+07,925.56,1.02E+07,134.79,1.48E+06,718.58,7.90E+06,186.98,2.06E+06
012216_mzFGF4_G1,121,14.2,TE,11000,243.8,366.61,12.174,2362.3,2.60E+07,925.56,1.02E+07,134.79,1.48E+06,718.58,7.90E+06,186.98,2.06E+06
012216_mzFGF4_G1,121,15,EPI,6407,201.74,221.19,12.025,1779.1,1.14E+07,50.896,3.26E+05,1963.6,1.26E+07,833.79,5.34E+06,142.56,9.13E+05
