Embryo_ID,Cellcount,Cell_ID,Identity,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum,
090216_mzFGF4_V5,54,1,TE,11213,230.86,198.28,5.3174,2395.7,2.69E+07,2963.7,3.32E+07,664.39,7.45E+06,1925,2.16E+07,1680.2,1.88E+07,
090216_mzFGF4_V5,54,2,TE,11657,210.12,260.46,4.6179,2369.7,2.76E+07,2623.5,3.06E+07,493.25,5.75E+06,1814.6,2.12E+07,1602.8,1.87E+07,
090216_mzFGF4_V5,54,3,TE,11709,275.77,266.12,5.7042,2441.8,2.86E+07,2527.9,2.96E+07,1609.8,1.88E+07,1887,2.21E+07,1339.6,1.57E+07,
090216_mzFGF4_V5,54,4,TE,11474,272.27,185.46,9.6659,2468.3,2.83E+07,2051.7,2.35E+07,754.76,8.66E+06,1875.7,2.15E+07,1369.5,1.57E+07,
090216_mzFGF4_V5,54,5,TE,12218,184.6,200.32,8.7166,2421.6,2.96E+07,1473.4,1.80E+07,175.82,2.15E+06,1874.7,2.29E+07,2053.5,2.51E+07,
090216_mzFGF4_V5,54,6,TE,10117,288.41,228.14,8.5856,2621.9,2.65E+07,1768.8,1.79E+07,144.14,1.46E+06,1738.1,1.76E+07,734.14,7.43E+06,
090216_mzFGF4_V5,54,7,TE,8445,276.78,311.94,12.66,2128.1,1.80E+07,1786.2,1.51E+07,136.26,1.15E+06,1747,1.48E+07,921.23,7.78E+06,
090216_mzFGF4_V5,54,8,TE,8303,238.17,321.86,14.005,2644.1,2.20E+07,890.75,7.40E+06,172.98,1.44E+06,1753.2,1.46E+07,743.37,6.17E+06,
090216_mzFGF4_V5,54,9,EPI,7721,194.44,243.84,11.906,1614.3,1.25E+07,137.08,1.06E+06,3079.3,2.38E+07,1838.5,1.42E+07,390.93,3.02E+06,
090216_mzFGF4_V5,54,10,TE,9041,313.17,263.48,15.406,2022.9,1.83E+07,1562.8,1.41E+07,259.31,2.34E+06,1750.3,1.58E+07,773.75,7.00E+06,
090216_mzFGF4_V5,54,11,TE,8701,190.61,311.32,15.793,2647.3,2.30E+07,725,6.31E+06,99.17,8.63E+05,1827.5,1.59E+07,727.28,6.33E+06,
090216_mzFGF4_V5,54,12,DP,10755,223.69,227.48,16.141,1466.3,1.58E+07,81.368,8.75E+05,1664.1,1.79E+07,1786.4,1.92E+07,975.44,1.05E+07,
090216_mzFGF4_V5,54,13,PRE,7575,248.81,267.59,13.345,1755.9,1.33E+07,110.7,8.39E+05,217.13,1.64E+06,1781.4,1.35E+07,3743.5,2.84E+07,
090216_mzFGF4_V5,54,14,TE,8836,306.56,198.64,17.407,2119.9,1.87E+07,1830.4,1.62E+07,264.18,2.33E+06,1875.4,1.66E+07,918.55,8.12E+06,
