Embryo_ID,Cellcount,Cell_ID,Identity,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum,
091415_FGF4ko_H9,92,1,TE,6184,273.98,216.89,4.0749,2098.7,1.30E+07,920.6,5.69E+06,157.6,9.75E+05,730.76,4.52E+06,508.93,3.15E+06,
091415_FGF4ko_H9,92,2,TE,5206,315.72,226.87,4.0419,2487,1.29E+07,747.2,3.89E+06,143.83,7.49E+05,722.19,3.76E+06,433.28,2.26E+06,
091415_FGF4ko_H9,92,3,EPI,2269,207.28,255.1,4.2882,3283.4,7.45E+06,111.09,2.52E+05,1928.8,4.38E+06,793.7,1.80E+06,328.56,7.46E+05,
091415_FGF4ko_H9,92,4,TE,5812,186.54,275.61,4.4496,2201.3,1.28E+07,1024.9,5.96E+06,267.68,1.56E+06,675.78,3.93E+06,595.45,3.46E+06,
091415_FGF4ko_H9,92,7,TE,5318,238.66,225.04,4.9803,2381.2,1.27E+07,907.21,4.82E+06,168.58,8.97E+05,727.81,3.87E+06,801.15,4.26E+06,
091415_FGF4ko_H9,92,8,TE,7501,204.41,191.07,6.1221,2163.3,1.62E+07,677.32,5.08E+06,314.21,2.36E+06,784.33,5.88E+06,463.04,3.47E+06,
091415_FGF4ko_H9,92,9,TE,6454,282.55,292.63,5.7022,2048.2,1.32E+07,781.91,5.05E+06,153.19,9.89E+05,770.55,4.97E+06,484.05,3.12E+06,
091415_FGF4ko_H9,92,10,TE,9485,350.9,206.98,8.1371,1600.4,1.52E+07,574.32,5.45E+06,94.191,8.93E+05,703.4,6.67E+06,256.6,2.43E+06,
091415_FGF4ko_H9,92,11,EPI,10123,203.35,228.23,8.9556,2325.1,2.35E+07,114.6,1.16E+06,2752.7,2.79E+07,588.96,5.96E+06,236.7,2.40E+06,
091415_FGF4ko_H9,92,12,TE,7249,277.02,162.55,9.5875,2062.2,1.49E+07,733.21,5.32E+06,119.85,8.69E+05,630.58,4.57E+06,374.48,2.71E+06,
091415_FGF4ko_H9,92,13,TE,7595,135.31,228.95,11.819,2143.2,1.63E+07,813.82,6.18E+06,173.71,1.32E+06,677.8,5.15E+06,498.07,3.78E+06,
091415_FGF4ko_H9,92,14,EPI,4216,231.57,292.55,11.641,2659.3,1.12E+07,107.83,4.55E+05,1382.8,5.83E+06,694.47,2.93E+06,268.36,1.13E+06,
091415_FGF4ko_H9,92,15,TE,5739,228.26,163.12,12.276,2081.3,1.19E+07,719.73,4.13E+06,149.37,8.57E+05,626.99,3.60E+06,622.86,3.57E+06,
091415_FGF4ko_H9,92,16,EPI,9748,170.69,215.45,13.845,2107.9,2.05E+07,100.63,9.81E+05,1957.9,1.91E+07,693.98,6.76E+06,209.6,2.04E+06,
091415_FGF4ko_H9,92,17,PRE,9550,173.22,257.89,14.199,2249.6,2.15E+07,111.99,1.07E+06,388.67,3.71E+06,839.85,8.02E+06,1117.4,1.07E+07,
091415_FGF4ko_H9,92,18,TE,7306,362.5,292.7,12.371,1811.8,1.32E+07,507.68,3.71E+06,100.98,7.38E+05,719.44,5.26E+06,336.49,2.46E+06,
091415_FGF4ko_H9,92,19,TE,5821,224.17,314.01,15.342,1882.1,1.10E+07,923.01,5.37E+06,199.73,1.16E+06,703.06,4.09E+06,486.53,2.83E+06,
091415_FGF4ko_H9,92,20,DP,8935,207.5,197.26,16.555,2188.1,1.96E+07,127.55,1.14E+06,2090.1,1.87E+07,693.38,6.20E+06,578.79,5.17E+06,
091415_FGF4ko_H9,92,21,TE,7178,162.35,309.77,17.566,1940.2,1.39E+07,703.48,5.05E+06,259.71,1.86E+06,822.97,5.91E+06,426.28,3.06E+06,
091415_FGF4ko_H9,92,22,TE,7558,266.34,330.22,16.078,1808.6,1.37E+07,621.27,4.70E+06,238.76,1.80E+06,671.57,5.08E+06,313.19,2.37E+06,
091415_FGF4ko_H9,92,23,EPI,8286,146.79,278.75,19.119,2140.4,1.77E+07,91.156,7.55E+05,2633.8,2.18E+07,644.98,5.34E+06,192.49,1.59E+06,
091415_FGF4ko_H9,92,24,EPI,8837,185.22,288.79,15.9,1886.3,1.67E+07,115.57,1.02E+06,2558.8,2.26E+07,676.07,5.97E+06,198.76,1.76E+06,
091415_FGF4ko_H9,92,25,TE,12998,332.61,333.47,18.836,1719.3,2.23E+07,519.13,6.75E+06,108.12,1.41E+06,660.94,8.59E+06,225.67,2.93E+06,
091415_FGF4ko_H9,92,26,PRE,8898,150.94,187.31,19.579,2435.4,2.17E+07,74.465,6.63E+05,147.78,1.32E+06,774.65,6.89E+06,540.76,4.81E+06,
091415_FGF4ko_H9,92,27,TE,6938,248.89,136.91,21.557,1650.8,1.15E+07,722,5.01E+06,123.56,8.57E+05,686.36,4.76E+06,461.89,3.20E+06,
091415_FGF4ko_H9,92,28,DP,5686,196.7,158.77,19.413,1724.8,9.81E+06,76.109,4.33E+05,284.07,1.62E+06,721.64,4.10E+06,300.83,1.71E+06,
091415_FGF4ko_H9,92,29,TE,5840,160.65,151.99,22.777,1968.3,1.15E+07,877.45,5.12E+06,143.18,8.36E+05,704.92,4.12E+06,447.62,2.61E+06,
091415_FGF4ko_H9,92,30,TE,6823,364.57,157.29,21.511,1736.9,1.19E+07,546.65,3.73E+06,114.75,7.83E+05,622.71,4.25E+06,287.27,1.96E+06,
091415_FGF4ko_H9,92,31,DP,9529,210.04,253.31,21.15,1477.2,1.41E+07,521.28,4.97E+06,307.08,2.93E+06,680.7,6.49E+06,362.07,3.45E+06,
091415_FGF4ko_H9,92,32,TE,9069,402.85,265.86,22.931,1739.5,1.58E+07,501.74,4.55E+06,147.41,1.34E+06,686.95,6.23E+06,217.57,1.97E+06,
091415_FGF4ko_H9,92,34,TE,9993,315.7,131.1,26.378,1951.5,1.95E+07,438.4,4.38E+06,92.534,9.25E+05,747.13,7.47E+06,177.67,1.78E+06,
091415_FGF4ko_H9,92,35,TE,9696,118.36,288.68,26.763,1556.7,1.51E+07,557.78,5.41E+06,134.89,1.31E+06,727.72,7.06E+06,409.23,3.97E+06,
091415_FGF4ko_H9,92,36,TE,5816,407.85,210.86,25.444,1860.4,1.08E+07,467.65,2.72E+06,93.949,5.46E+05,747.98,4.35E+06,207.62,1.21E+06,
091415_FGF4ko_H9,92,37,TE,5317,114.43,222.86,25.851,1805,9.60E+06,669.62,3.56E+06,202.3,1.08E+06,738.8,3.93E+06,395.16,2.10E+06,
091415_FGF4ko_H9,92,38,TE,8761,225.92,345.44,27.436,1402.3,1.23E+07,481.15,4.22E+06,92.934,8.14E+05,831.52,7.29E+06,273.13,2.39E+06,
091415_FGF4ko_H9,92,39,EPI,5961,133.59,246.49,25.367,1763.1,1.05E+07,87.471,5.21E+05,1711.7,1.02E+07,692.72,4.13E+06,168.13,1.00E+06,
091415_FGF4ko_H9,92,40,DP,28,189.29,149.89,25,2126.1,59530,69.786,1954,339.57,9508,691.75,19369,274.46,7685,
091415_FGF4ko_H9,92,41,PRE,10267,200.24,312.83,29.509,1216.1,1.25E+07,80.95,8.31E+05,199.29,2.05E+06,734.51,7.54E+06,782.86,8.04E+06,
091415_FGF4ko_H9,92,42,TE,6760,221.39,133.68,31.401,1358.3,9.18E+06,517.86,3.50E+06,108,7.30E+05,664.14,4.49E+06,343.67,2.32E+06,
091415_FGF4ko_H9,92,43,PRE,9445,160.97,208.83,26.779,1436.1,1.36E+07,70.921,6.70E+05,234.17,2.21E+06,701.85,6.63E+06,593.51,5.61E+06,
091415_FGF4ko_H9,92,44,DP,8616,184.79,228.68,30.658,1165.4,1.00E+07,63.581,5.48E+05,1403.7,1.21E+07,605.14,5.21E+06,403.81,3.48E+06,
091415_FGF4ko_H9,92,45,DP,8971,172.69,262.63,29.353,1365.4,1.22E+07,69.396,6.23E+05,663.41,5.95E+06,718.01,6.44E+06,735.08,6.59E+06,
091415_FGF4ko_H9,92,46,EPI,10291,164.48,306.79,30.756,1553.2,1.60E+07,112.13,1.15E+06,1751.1,1.80E+07,756.05,7.78E+06,211.86,2.18E+06,
091415_FGF4ko_H9,92,47,PRE,9227,196.64,181.28,32.2,1173.2,1.08E+07,55.798,5.15E+05,239.24,2.21E+06,736.57,6.80E+06,669.37,6.18E+06,
