Embryo_ID,Cellcount,Cell_ID,Identity,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum,
011916_mzFGF4_F6,100,2,TE,5296,230.71,255.01,5.8227,2102.2,1.11E+07,2170,1.15E+07,269.71,1.43E+06,685.58,3.63E+06,709.05,3.76E+06,
011916_mzFGF4_F6,100,3,TE,5411,278.55,259.1,5.8941,2163.8,1.17E+07,1874.9,1.01E+07,170.72,9.24E+05,666.82,3.61E+06,447.98,2.42E+06,
011916_mzFGF4_F6,100,4,TE,6478,181.25,264.2,5.6576,1740.1,1.13E+07,1994,1.29E+07,339.16,2.20E+06,731.06,4.74E+06,873.06,5.66E+06,
011916_mzFGF4_F6,100,5,TE,17016,281.67,215.31,8.7719,1453.6,2.47E+07,1446.8,2.46E+07,153.43,2.61E+06,675.39,1.15E+07,374.2,6.37E+06,
011916_mzFGF4_F6,100,6,TE,12298,219,226,6,2001.771,,2951.343,,392.458,,717.254,,1239.326,,
011916_mzFGF4_F6,100,6.2,EPI,12298,226,231,15,1423.091,,173.389,,2939.903,,691.196,,180.192,,
011916_mzFGF4_F6,100,7,TE,6909,243.59,286.98,8.0304,1706.5,1.18E+07,1525.3,1.05E+07,165.45,1.14E+06,782.95,5.41E+06,363.66,2.51E+06,
011916_mzFGF4_F6,100,8,TE,7599,211.56,293.63,8.0204,1812.3,1.38E+07,1276.9,9.70E+06,360.51,2.74E+06,746.61,5.67E+06,291.9,2.22E+06,
011916_mzFGF4_F6,100,9,TE,5007,251.39,196.46,9.032,2243.6,1.12E+07,2260.8,1.13E+07,205.92,1.03E+06,601.35,3.01E+06,972.49,4.87E+06,
011916_mzFGF4_F6,100,11,TE,5970,286.73,288.14,10.036,1823.2,1.09E+07,1392.2,8.31E+06,134.75,8.04E+05,838.69,5.01E+06,362.47,2.16E+06,
011916_mzFGF4_F6,100,12,TE,7318,316.25,235.48,10.562,1541,1.13E+07,1743.3,1.28E+07,151.93,1.11E+06,708.12,5.18E+06,459.38,3.36E+06,
011916_mzFGF4_F6,100,13,EPI,5358,172.52,221.11,12.11,1889.9,1.01E+07,59.9,3.21E+05,2576,1.38E+07,682.35,3.66E+06,180.58,9.68E+05,
011916_mzFGF4_F6,100,14,TE,16184,136,197,14,1831.15,,2131.432,,435.665,,735.435,,526.117,,
011916_mzFGF4_F6,100,14.2,EPI,16184,151,191,22,1580.51,,152.622,,3680.086,,672.867,,188.184,,
011916_mzFGF4_F6,100,15,TE,3914,313.28,267.36,13.799,1587.1,6.21E+06,1475.8,5.78E+06,177.72,6.96E+05,812.28,3.18E+06,290.69,1.14E+06,
011916_mzFGF4_F6,100,16,EPI,7900,180.06,185.77,16.808,1350.2,1.07E+07,56.422,4.46E+05,2984,2.36E+07,725.46,5.73E+06,207.18,1.64E+06,
011916_mzFGF4_F6,100,17,EPI,4812,214.87,196.77,12.647,1635.7,7.87E+06,113.15,5.45E+05,3287.5,1.58E+07,794.98,3.83E+06,339.21,1.63E+06,
011916_mzFGF4_F6,100,18,TE,6763,168.15,305.34,15.136,1581.7,1.07E+07,1666.4,1.13E+07,170.59,1.15E+06,726.21,4.91E+06,411.71,2.78E+06,
011916_mzFGF4_F6,100,19,EPI,7326,145.2,235.36,16.898,1451.3,1.06E+07,64.371,4.72E+05,2485.6,1.82E+07,774.81,5.68E+06,207.63,1.52E+06,
011916_mzFGF4_F6,100,20,EPI,5045,168.13,277.67,14.641,1611,8.13E+06,133.79,6.75E+05,2971.5,1.50E+07,710.82,3.59E+06,191.34,9.65E+05,
011916_mzFGF4_F6,100,21,TE,16266,245.57,159.91,17.632,1339.4,2.18E+07,1230.3,2.00E+07,165.76,2.70E+06,788.62,1.28E+07,379.64,6.18E+06,
011916_mzFGF4_F6,100,22,TE,5473,349.26,266.47,17.217,1667.9,9.13E+06,1615.2,8.84E+06,121.83,6.67E+05,773.63,4.23E+06,345.37,1.89E+06,
011916_mzFGF4_F6,100,23,TE,4940,337.22,233.25,18.038,1538.3,7.60E+06,1298.9,6.42E+06,130.94,6.47E+05,791.86,3.91E+06,282.76,1.40E+06,
011916_mzFGF4_F6,100,24,EPI,5981,179.29,245,20.121,2041.8,1.22E+07,61.312,3.67E+05,1449.5,8.67E+06,720.74,4.31E+06,105.73,6.32E+05,
011916_mzFGF4_F6,100,25,TE,6947,301.53,300.44,18.411,1264.1,8.78E+06,1202,8.35E+06,109.83,7.63E+05,819.22,5.69E+06,398.79,2.77E+06,
011916_mzFGF4_F6,100,26,TE,12049,324.39,198.32,21.839,1421.9,1.71E+07,1131.7,1.36E+07,109.68,1.32E+06,738.82,8.90E+06,218.36,2.63E+06,
011916_mzFGF4_F6,100,27,EPI,7741,220.12,283.47,19.102,1269,9.82E+06,129.68,1.00E+06,3169.2,2.45E+07,749.28,5.80E+06,155.04,1.20E+06,
011916_mzFGF4_F6,100,27.2,EPI,7741,201,272,22,1004.035,,57.171,,2143.851,,757.999,,111.68,,
011916_mzFGF4_F6,100,28,TE,5178,335.9,285,21.733,1770.8,9.17E+06,1022.5,5.29E+06,101.8,5.27E+05,823.45,4.26E+06,364.46,1.89E+06,
011916_mzFGF4_F6,100,29,TE,6506,268.48,313.34,20.491,1335,8.69E+06,1102,7.17E+06,211.03,1.37E+06,801.17,5.21E+06,319.69,2.08E+06,
011916_mzFGF4_F6,100,30,TE,6649,233.26,319.42,20.733,1142.4,7.60E+06,1074.5,7.14E+06,106.52,7.08E+05,745.86,4.96E+06,220.7,1.47E+06,
011916_mzFGF4_F6,100,31,EPI,10249,216.33,210.75,20.924,1249.8,1.28E+07,69.417,7.11E+05,2395.1,2.45E+07,746.52,7.65E+06,165.83,1.70E+06,
011916_mzFGF4_F6,100,32,EPI,2627,224.71,171.8,21.391,1575.4,4.14E+06,115.78,3.04E+05,3140.3,8.25E+06,673.51,1.77E+06,251.81,6.62E+05,
011916_mzFGF4_F6,100,33,TE,5920,296.78,175.01,25.467,1030.2,6.10E+06,599.91,3.55E+06,91.399,5.41E+05,863.59,5.11E+06,245.18,1.45E+06,
