
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,NS-labs,TrackID,ID,
-10490.2,-1771.05,828.392,um,Spot,Position,1,DP,1000000035,35,
-10465.2,-1758.87,812.98,um,Spot,Position,1,PRE;targeted,1000000000,0,
-10460.6,-1761.91,817.133,um,Spot,Position,1,PRE;targeted,1000000001,1,
-10481.6,-1760.25,819.697,um,Spot,Position,1,PRE;targeted,1000000004,4,
-10480.7,-1751.12,819.756,um,Spot,Position,1,PRE;targeted,1000000005,5,
-10462.1,-1768.28,826.439,um,Spot,Position,1,PRE;targeted,1000000006,6,
-10485.8,-1761.62,828.904,um,Spot,Position,1,PRE;targeted,1000000032,32,
-10492.2,-1756.39,829.345,um,Spot,Position,1,PRE;targeted,1000000033,33,
-10482.3,-1771.38,834.853,um,Spot,Position,1,PRE;targeted,1000000034,34,
-10481.7,-1779.05,830.853,um,Spot,Position,1,PRE;targeted,1000000036,36,
-10490.2,-1769.11,837.975,um,Spot,Position,1,PRE;targeted,1000000037,37,
-10494.2,-1764.4,842.159,um,Spot,Position,1,PRE;targeted,1000000038,38,
-10484.7,-1769.39,847.242,um,Spot,Position,1,PRE;targeted,1000000039,39,
-10470.1,-1772.43,843.161,um,Spot,Position,1,PRE;targeted,1000000040,40,
-10486.8,-1767.17,819.154,um,Spot,Position,2,DP,1000000035,70,
-10462.5,-1762.19,828.149,um,Spot,Position,2,PRE;targeted,1000000006,45,
-10485.5,-1751.02,824.853,um,Spot,Position,2,PRE;targeted,1000000033,46,
-10479.2,-1769.09,825.406,um,Spot,Position,2,PRE;targeted,1000000034,47,
-10484.2,-1776.01,825.257,um,Spot,Position,2,PRE;targeted,1000000036,119,
-10487.3,-1764.4,830.417,um,Spot,Position,2,PRE;targeted,1000000037,124,
-10489.2,-1756.8,835.052,um,Spot,Position,2,PRE;targeted,1000000038,134,
-10485,-1765.9,837.783,um,Spot,Position,2,PRE;targeted,1000000039,153,
-10469.6,-1766.06,836.041,um,Spot,Position,2,PRE;targeted,1000000040,186,
-10467.3,-1756.4,817.546,um,Spot,Position,2,Apoptosis;PRE;targeted,1000000000,41,
-10460.6,-1760.25,817.577,um,Spot,Position,2,Apoptosis;PRE;targeted,1000000001,42,
-10476.7,-1756.67,821.857,um,Spot,Position,2,Apoptosis;PRE;targeted,1000000004,43,
-10477.5,-1748.26,820.706,um,Spot,Position,2,Apoptosis;PRE;targeted,1000000005,44,
-10481.1,-1759.75,827.179,um,Spot,Position,2,Apoptosis;PRE;targeted,1000000032,417,
-10485,-1768,821.908,um,Spot,Position,3,DP,1000000035,190,
-10464.2,-1759.98,830.948,um,Spot,Position,3,PRE;targeted,1000000006,187,
