Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,Identity
021919Abl_EN6,1,I,17158,221.42,185.63,4.5614,19.17,3.29E+05,178.26,3.06E+06,352,6.04E+06,TE
021919Abl_EN6,2,I,12753,296.78,266.77,3.4892,19.767,2.52E+05,199.33,2.54E+06,383.41,4.89E+06,TE
021919Abl_EN6,3,I,15397,379.82,203.06,5.0005,19.702,3.03E+05,174.68,2.69E+06,395.95,6.10E+06,TE
021919Abl_EN6,4,I,12782,205.31,254.69,4.6447,19.9,2.54E+05,235.27,3.01E+06,325.26,4.16E+06,TE
021919Abl_EN6,5,I,11231,245.92,317.9,5.4857,19.175,2.15E+05,208.32,2.34E+06,388.4,4.36E+06,TE
021919Abl_EN6,6,I,24306,123.81,265.02,7.2258,19.682,4.78E+05,210.75,5.12E+06,424.37,1.03E+07,TE
021919Abl_EN6,7,I,32510,323.81,121.39,8.2663,21.457,6.98E+05,147.79,4.80E+06,371.15,1.21E+07,TE
021919Abl_EN6,8,I,12889,396.99,280.94,7.1144,19.599,2.53E+05,169.32,2.18E+06,383.01,4.94E+06,TE
021919Abl_EN6,10,I,24198,131.87,144.43,8.6509,20.415,4.94E+05,156.44,3.79E+06,421.77,1.02E+07,TE
021919Abl_EN6,11,I,15812,153.28,208.88,8.6986,31.016,4.90E+05,150.62,2.38E+06,339.61,5.37E+06,DP
021919Abl_EN6,12,I,19664,430.41,189.52,11.31,20.171,3.97E+05,197.55,3.88E+06,286.36,5.63E+06,TE
021919Abl_EN6,13,I,13869,101.28,205.54,9.9192,25.197,3.49E+05,142.18,1.97E+06,361.75,5.02E+06,DP
021919Abl_EN6,14,I,13886,338.12,347.27,9.3507,19.436,2.70E+05,151.99,2.11E+06,365.16,5.07E+06,TE
021919Abl_EN6,15,I,23355,181.12,348.38,13.088,19.973,4.66E+05,134.77,3.15E+06,324.61,7.58E+06,TE
021919Abl_EN6,16,I,10100,189.03,221.74,13.952,43.877,4.43E+05,139.46,1.41E+06,368.92,3.73E+06,PRE
021919Abl_EN6,17,I,10584,209.15,111.78,14.796,19.524,2.07E+05,212.7,2.25E+06,398.67,4.22E+06,TE
021919Abl_EN6,18,I,17313,45.224,200.12,16.926,19.98,3.46E+05,158.26,2.74E+06,396.93,6.87E+06,TE
021919Abl_EN6,19,I,14364,141.47,171.35,18.162,41.372,5.94E+05,216.15,3.10E+06,414.33,5.95E+06,PRE
021919Abl_EN6,20,I,10782,419.65,321.06,17.779,19.626,2.12E+05,287.92,3.10E+06,379.98,4.10E+06,TE
021919Abl_EN6,21,I,12297,94.214,163.39,19.455,22.067,2.71E+05,157.58,1.94E+06,355.76,4.37E+06,EPI
021919Abl_EN6,22,I,18175,93.483,271.89,17.723,25.305,4.60E+05,166.43,3.02E+06,391.52,7.12E+06,EPI
021919Abl_EN6,23,I,9804,269.95,385.17,18.271,19.541,1.92E+05,228.81,2.24E+06,351.97,3.45E+06,TE
021919Abl_EN6,24,I,9166,163.72,282.56,20.005,50.545,4.63E+05,144.72,1.33E+06,215.8,1.98E+06,PRE
021919Abl_EN6,25,I,8434,159.49,339.04,21.153,32.046,2.70E+05,246.55,2.08E+06,268.89,2.27E+06,DP
021919Abl_EN6,26,I,10504,163.59,119.84,21.23,21.714,2.28E+05,146.2,1.54E+06,446.29,4.69E+06,EPI
021919Abl_EN6,27,I,13063,138.01,91.385,24.328,18.918,2.47E+05,147.8,1.93E+06,348.63,4.55E+06,TE
021919Abl_EN6,28,I,8937,111.41,226.84,22.523,50.263,4.49E+05,179.15,1.60E+06,324.8,2.90E+06,PRE
021919Abl_EN6,29,I,17246,48.853,235.72,23.442,22.388,3.86E+05,197.04,3.40E+06,390.75,6.74E+06,DP
021919Abl_EN6,30,I,16138,38.215,286.64,24.096,19.568,3.16E+05,199.27,3.22E+06,368.7,5.95E+06,TE
021919Abl_EN6,31,I,9554,346.93,388.89,22.564,19.623,1.87E+05,222.7,2.13E+06,366.19,3.50E+06,TE
021919Abl_EN6,32,I,14135,481.51,254.89,25.92,19.488,2.75E+05,272.66,3.85E+06,433.19,6.12E+06,TE
021919Abl_EN6,33,I,18669,435.55,100.38,28.349,22.898,4.27E+05,258.68,4.83E+06,393.96,7.35E+06,TE
021919Abl_EN6,34,I,13430,113.16,274.49,26.243,55.706,7.48E+05,196.24,2.64E+06,385.72,5.18E+06,PRE
021919Abl_EN6,35,I,9560,101.86,316.6,27.277,31.08,2.97E+05,230.82,2.21E+06,451.31,4.31E+06,DP
021919Abl_EN6,36,I,19704,220.48,71.226,30.852,18.72,3.69E+05,126.75,2.50E+06,463.72,9.14E+06,TE
021919Abl_EN6,37,I,11415,67.641,161.18,26.188,23.901,2.73E+05,140.38,1.60E+06,381.31,4.35E+06,DP
021919Abl_EN6,38,I,12723,151.57,152.54,29.556,42.454,5.40E+05,146.37,1.86E+06,519.3,6.61E+06,PRE
021919Abl_EN6,39,I,12971,486.64,176.03,30.733,19.259,2.50E+05,156.49,2.03E+06,486.59,6.31E+06,TE
