Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,Identity,targeted
052119Abl_FB6,1,I,6596,258.45,191.35,2.6455,25.445,1.68E+05,442.68,2.92E+06,342.64,2.26E+06,TE,F
052119Abl_FB6,2,I,13209,344.81,271.66,3.0871,29.208,3.86E+05,493.15,6.51E+06,366.19,4.84E+06,TE,F
052119Abl_FB6,3,I,7667,228.94,291.56,2.7761,25.226,1.93E+05,431.42,3.31E+06,340.95,2.61E+06,TE,F
052119Abl_FB6,4,I,10550,160.64,286.45,4.1218,32.845,3.47E+05,389.09,4.10E+06,262.18,2.77E+06,TE,F
052119Abl_FB6,5,I,11351,301.21,137.3,6.1357,30.993,3.52E+05,667.96,7.58E+06,369.47,4.19E+06,TE,F
052119Abl_FB6,6,I,14073,368.87,327.94,5.8506,29.409,4.14E+05,441.37,6.21E+06,373.47,5.26E+06,TE,F
052119Abl_FB6,8,I,16454,221.55,403.26,7.9938,24.794,4.08E+05,307.36,5.06E+06,328.83,5.41E+06,TE,F
052119Abl_FB6,9,I,20971,178.86,171.47,9.9562,27.811,5.83E+05,418.81,8.78E+06,368.19,7.72E+06,TE,F
052119Abl_FB6,10,I,24264,58.407,273.75,10.709,26.007,6.31E+05,349.63,8.48E+06,407.12,9.88E+06,TE,F
052119Abl_FB6,11,I,17938,101.21,211.65,10.605,50.928,9.14E+05,339.28,6.09E+06,409.51,7.35E+06,DP,T
052119Abl_FB6,12,I,15557,102.19,278.1,13.449,76.291,1.19E+06,493.84,7.68E+06,403.18,6.27E+06,PRE,F
052119Abl_FB6,13,I,14615,343.51,389.88,12.02,27.781,4.06E+05,389.3,5.69E+06,311.72,4.56E+06,TE,F
052119Abl_FB6,14,I,8632,412.31,167.9,14.128,33.117,2.86E+05,661.22,5.71E+06,366.27,3.16E+06,TE,F
052119Abl_FB6,15,I,14914,439.89,259.65,15.091,27.143,4.05E+05,744.69,1.11E+07,383.65,5.72E+06,TE,F
052119Abl_FB6,16,I,13523,158.16,260.29,14.537,27.167,3.67E+05,319.02,4.31E+06,423.84,5.73E+06,EPI,F
052119Abl_FB6,17,I,10531,89.831,367.42,15.015,26.329,2.77E+05,441.61,4.65E+06,395.41,4.16E+06,TE,F
052119Abl_FB6,18,I,8967,100.94,162.81,16.083,25.895,2.32E+05,465.01,4.17E+06,465.25,4.17E+06,TE,F
052119Abl_FB6,19,I,10501,349.34,106.01,17.205,25.786,2.71E+05,567.29,5.96E+06,400.11,4.20E+06,TE,F
052119Abl_FB6,20,I,11014,124.92,234.49,19.205,41.969,4.62E+05,272.92,3.01E+06,443.73,4.89E+06,DP,T
052119Abl_FB6,21,I,9973,434.45,337.35,17.686,29.569,2.95E+05,376.28,3.75E+06,319.96,3.19E+06,TE,F
052119Abl_FB6,22,I,9463,238.58,91.091,20.682,24.379,2.31E+05,385.94,3.65E+06,377.96,3.58E+06,TE,F
052119Abl_FB6,23,I,17367,92.068,332.99,20.281,42.846,7.44E+05,418.91,7.28E+06,384.9,6.68E+06,DP,T
052119Abl_FB6,24,I,7959,157.2,158.21,21.137,130.72,1.04E+06,378.27,3.01E+06,336.68,2.68E+06,PRE,T
052119Abl_FB6,25,I,15261,47.034,266.91,24.318,76.714,1.17E+06,342.61,5.23E+06,370.83,5.66E+06,PRE,T
052119Abl_FB6,26,I,16402,72.669,200.14,27.004,44.443,7.29E+05,482.38,7.91E+06,350.27,5.75E+06,DP,T
052119Abl_FB6,27,I,9510,105.27,254,26.22,38.506,3.66E+05,309.67,2.95E+06,383.81,3.65E+06,DP,T
052119Abl_FB6,28,I,28361,123.06,382.85,28.687,28.471,8.07E+05,275.25,7.81E+06,357.02,1.01E+07,EPI,F
052119Abl_FB6,29,I,12614,417.88,395.94,27.547,24.139,3.04E+05,459.45,5.80E+06,482.48,6.09E+06,TE,F
052119Abl_FB6,30,I,11873,163.17,419,27.741,22.757,2.70E+05,339.21,4.03E+06,454.44,5.40E+06,TE,F
052119Abl_FB6,31,I,9794,164.83,137.22,28.89,101.17,9.91E+05,289.91,2.84E+06,360.37,3.53E+06,PRE,T
052119Abl_FB6,32,I,14178,465.16,171.18,29.554,26.147,3.71E+05,636.51,9.02E+06,475.56,6.74E+06,TE,F
