Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,Identity,targeted
050819Abl_EY7,1,I,20318,193.07,239.76,5.2629,23.836,4.84E+05,435.93,8.86E+06,1283.9,2.61E+07,TE,F
050819Abl_EY7,2,I,20214,248.12,312.01,5.0514,24.415,4.94E+05,303.75,6.14E+06,1343.7,2.72E+07,TE,F
050819Abl_EY7,3,I,15804,364.18,231.06,5.7216,21.687,3.43E+05,315.47,4.99E+06,1372.4,2.17E+07,TE,F
050819Abl_EY7,5,I,13915,162.47,223,10.247,41.072,5.72E+05,300.2,4.18E+06,1311.9,1.83E+07,PRE,F
050819Abl_EY7,6,I,15726,196.19,287.05,10.008,51.884,8.16E+05,268.03,4.22E+06,1283.4,2.02E+07,PRE,F
050819Abl_EY7,7,I,12553,339.38,363.37,8.0715,24.015,3.01E+05,258.04,3.24E+06,1353.8,1.70E+07,TE,F
050819Abl_EY7,8,I,19208,236.22,164.67,11.517,23.877,4.59E+05,437.01,8.39E+06,1259,2.42E+07,TE,F
050819Abl_EY7,9,I,23017,98.397,233.03,12.115,49.511,1.14E+06,266.96,6.14E+06,1314.1,3.02E+07,PRE,T
050819Abl_EY7,10,I,15567,78.058,291.64,12.82,23.164,3.61E+05,293.41,4.57E+06,1403.7,2.19E+07,TE,F
050819Abl_EY7,11,I,21471,147.05,310.16,12.72,54.869,1.18E+06,260.99,5.60E+06,1430.9,3.07E+07,PRE,T
050819Abl_EY7,12,I,10463,429.12,317.04,12.221,24.882,2.60E+05,279.11,2.92E+06,1333.5,1.40E+07,TE,F
050819Abl_EY7,13,I,10978,318.86,139.18,14.964,22.018,2.42E+05,362.82,3.98E+06,1305.3,1.43E+07,TE,F
050819Abl_EY7,14,I,20451,132.2,160.24,14.506,23.921,4.89E+05,272.65,5.58E+06,1388.4,2.84E+07,TE,F
050819Abl_EY7,16,I,15073,204.57,199.67,16.33,30.05,4.53E+05,412.99,6.22E+06,1296.9,1.95E+07,EPI,F
050819Abl_EY7,17,I,18423,213.81,383.43,16.836,23.094,4.25E+05,548.03,1.01E+07,1320,2.43E+07,TE,F
050819Abl_EY7,18,I,12570,123.42,213.13,20.177,54.943,6.91E+05,257.67,3.24E+06,1301,1.64E+07,PRE,F
050819Abl_EY7,19,M,8343,280.32,407.97,18.697,24.026,2.00E+05,219.1,1.83E+06,1415.6,1.18E+07,TE,F
050819Abl_EY7,20,I,12901,184.31,267.22,20.248,55.778,7.20E+05,251.01,3.24E+06,1256.3,1.62E+07,PRE,F
050819Abl_EY7,21,I,10576,419.2,155.18,22.571,22.67,2.40E+05,473.32,5.01E+06,1356.1,1.43E+07,TE,F
050819Abl_EY7,22,I,11437,475.37,300.07,21.65,22.726,2.60E+05,463.55,5.30E+06,1433.2,1.64E+07,TE,F
050819Abl_EY7,23,I,11410,187.48,168.06,25.476,83.986,9.58E+05,280.8,3.20E+06,1326.1,1.51E+07,PRE,T
050819Abl_EY7,24,I,19121,64.94,200.23,25.257,46.078,8.81E+05,303.71,5.81E+06,1274.5,2.44E+07,DP,T
050819Abl_EY7,25,I,13130,132.55,327.74,24.004,69.177,9.08E+05,350.8,4.61E+06,1374.3,1.80E+07,PRE,T
050819Abl_EY7,26,I,14843,80.346,326.59,25.443,29.294,4.35E+05,381.37,5.66E+06,1298.8,1.93E+07,EPI,F
050819Abl_EY7,27,I,13507,412.93,405.64,25.565,23.895,3.23E+05,295.79,4.00E+06,1379.9,1.86E+07,TE,F
050819Abl_EY7,28,I,11125,89.724,283.16,26.233,35.644,3.97E+05,263.46,2.93E+06,1312.8,1.46E+07,DP,F
050819Abl_EY7,29,I,11263,134.63,164.58,26.262,37.973,4.28E+05,231.02,2.60E+06,1365.8,1.54E+07,DP,F
050819Abl_EY7,30,I,23292,212.69,109.21,31.189,21.293,4.96E+05,280.11,6.52E+06,1477.6,3.44E+07,TE,F
050819Abl_EY7,31,I,14852,160.98,133.49,31.22,35.592,5.29E+05,258.22,3.84E+06,1323.6,1.97E+07,DP,F
050819Abl_EY7,32,I,15966,170.23,217.19,31.259,52.934,8.45E+05,178.71,2.85E+06,1296.1,2.07E+07,PRE,T
050819Abl_EY7,33,I,14231,114.91,112.9,32.869,22.882,3.26E+05,393.17,5.60E+06,1283,1.83E+07,TE,F
050819Abl_EY7,34,I,11511,129.94,240.41,31.782,30.583,3.52E+05,196.69,2.26E+06,1299.5,1.50E+07,DP,F
050819Abl_EY7,35,I,21264,39.65,276.65,31.337,30.6,6.51E+05,216.65,4.61E+06,1240.3,2.64E+07,DP,F
050819Abl_EY7,36,I,11051,347.93,93.125,34.117,21.319,2.36E+05,294.24,3.25E+06,1521.2,1.68E+07,TE,F
050819Abl_EY7,37,I,16494,131.62,294.32,33.238,29.494,4.86E+05,295.29,4.87E+06,1287.6,2.12E+07,DP,F
050819Abl_EY7,38,I,14720,156.6,361.1,33.439,29.242,4.30E+05,257.41,3.79E+06,1407.3,2.07E+07,DP,F
050819Abl_EY7,39,I,16930,77.642,360.96,35,22.823,3.86E+05,479.11,8.11E+06,1209.5,2.05E+07,TE,F
