Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,Identity,targeted
092319Abl_FK4,1,I,12844,241.77,314.79,4.4126,24.047,3.09E+05,291.58,3.75E+06,310.82,3.99E+06,TE,F
092319Abl_FK4,2,I,17343,304.91,237.93,7.4064,23.534,4.08E+05,215.39,3.74E+06,255.94,4.44E+06,TE,F
092319Abl_FK4,3,I,15440,306.92,161.39,6.3496,23.684,3.66E+05,236.5,3.65E+06,197.98,3.06E+06,TE,F
092319Abl_FK4,4,I,14164,306.91,307,5.736,24.153,3.42E+05,272.96,3.87E+06,295.74,4.19E+06,TE,F
092319Abl_FK4,5,I,15903,209.77,179.3,8.3085,23.312,3.71E+05,265.97,4.23E+06,287.98,4.58E+06,TE,F
092319Abl_FK4,6,I,21061,371.47,207.8,7.843,23.818,5.02E+05,212.49,4.48E+06,287.77,6.06E+06,TE,F
092319Abl_FK4,7,I,23832,205.13,240.1,7.7025,23.868,5.69E+05,195.74,4.67E+06,262.16,6.25E+06,EPI,T
092319Abl_FK4,8,I,17871,142.28,222.95,9.0316,22.713,4.06E+05,233.72,4.18E+06,332.63,5.94E+06,TE,F
092319Abl_FK4,9,I,25238,399.17,270.7,9.1873,22.848,5.77E+05,217.01,5.48E+06,287.94,7.27E+06,TE,F
092319Abl_FK4,10,I,24036,337.11,370.38,9.53,23.259,5.59E+05,258.63,6.22E+06,344.18,8.27E+06,TE,F
092319Abl_FK4,11,I,21044,217.61,328.31,11.406,23.938,5.04E+05,205.8,4.33E+06,295.9,6.23E+06,EPI,T
092319Abl_FK4,12,I,17251,271.28,372.45,12.44,23.481,4.05E+05,185.78,3.21E+06,350.63,6.05E+06,TE,F
092319Abl_FK4,13,I,19364,360.87,125.7,14.368,22.241,4.31E+05,169.57,3.28E+06,282.59,5.47E+06,TE,F
092319Abl_FK4,14,I,21215,274.92,132.79,14.938,22.158,4.70E+05,149.93,3.18E+06,314.57,6.67E+06,TE,F
092319Abl_FK4,15,I,11312,415.38,338.58,15.959,23.562,2.67E+05,267.59,3.03E+06,316.51,3.58E+06,TE,F
092319Abl_FK4,16,I,16624,253.66,252.16,17.005,24.216,4.03E+05,162.44,2.70E+06,305.15,5.07E+06,EPI,T
092319Abl_FK4,17,I,14325,181.59,373.3,16.896,22.412,3.21E+05,202.34,2.90E+06,332.46,4.76E+06,TE,F
092319Abl_FK4,18,I,26801,146.04,281.38,17.521,34.394,9.22E+05,164.73,4.41E+06,314.5,8.43E+06,PRE,F
092319Abl_FK4,19,I,16693,222.18,127.37,20.595,22.441,3.75E+05,169.39,2.83E+06,266.31,4.45E+06,TE,F
092319Abl_FK4,20,I,18395,426,214.96,22.555,22.37,4.12E+05,143.91,2.65E+06,289.81,5.33E+06,TE,F
092319Abl_FK4,21,M,41290,179.78,208.35,24.424,28.138,1.16E+06,82.472,3.41E+06,290.82,1.20E+07,PRE,F
092319Abl_FK4,22,I,15627,104.52,311.59,23.541,22.018,3.44E+05,230.09,3.60E+06,310.02,4.84E+06,TE,F
092319Abl_FK4,23,I,16607,212.71,335.53,22.841,30.552,5.07E+05,210.72,3.50E+06,278.25,4.62E+06,PRE,F
092319Abl_FK4,24,I,18803,389.33,148.79,26.406,22.182,4.17E+05,154.56,2.91E+06,264.26,4.97E+06,TE,F
092319Abl_FK4,26,I,11928,184.25,134.2,26.994,21.715,2.59E+05,124.49,1.49E+06,240,2.86E+06,TE,F
092319Abl_FK4,27,I,15247,223.49,395.6,26.5,22.986,3.50E+05,184.03,2.81E+06,318.23,4.85E+06,TE,F
