Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum, 
030519Abl_EQ6,1,I,19211,323.05,275.38,5.0316,19.492,3.74E+05,222.06,4.27E+06,407.75,7.83E+06,
030519Abl_EQ6,2,I,13599,377.16,244.74,5.7467,20.274,2.76E+05,322.22,4.38E+06,377.37,5.13E+06,
030519Abl_EQ6,3,I,23980,257.38,294.75,5.7412,19.884,4.77E+05,278.16,6.67E+06,378.75,9.08E+06,
030519Abl_EQ6,4,I,15777,196.48,315.59,7.4916,20.45,3.23E+05,433.6,6.84E+06,276.55,4.36E+06,
030519Abl_EQ6,5,I,20066,232.96,177.57,9.2659,20.557,4.13E+05,403.74,8.10E+06,294.74,5.91E+06,
030519Abl_EQ6,6,I,23241,182.33,229.48,7.8908,20.281,4.71E+05,332.69,7.73E+06,528.26,1.23E+07,
030519Abl_EQ6,7,I,11043,358.13,171.09,12.019,20.226,2.23E+05,337.22,3.72E+06,369.38,4.08E+06,
030519Abl_EQ6,8,I,10876,424.91,261.03,10.308,20.248,2.20E+05,404.89,4.40E+06,405.04,4.41E+06,
030519Abl_EQ6,9,I,11491,368.66,376.02,15.091,20.121,2.31E+05,312.59,3.59E+06,371.27,4.27E+06,
030519Abl_EQ6,10,I,13352,171.02,144.4,16.108,20.413,2.73E+05,248.84,3.32E+06,400.34,5.35E+06,
030519Abl_EQ6,11,I,13132,102.73,178.57,16.433,19.938,2.62E+05,248.35,3.26E+06,494.12,6.49E+06,
030519Abl_EQ6,12,I,14987,108.73,294.54,16.641,19.898,2.98E+05,252.55,3.78E+06,387.51,5.81E+06,
030519Abl_EQ6,13,I,11756,297.14,381.95,16.313,20.856,2.45E+05,488.07,5.74E+06,362.56,4.26E+06,
030519Abl_EQ6,14,I,9206,296.86,144.43,16.557,20.678,1.90E+05,439.08,4.04E+06,407.54,3.75E+06,
030519Abl_EQ6,15,I,11564,142.36,235.01,15.28,21.068,2.44E+05,236.25,2.73E+06,399.77,4.62E+06,
030519Abl_EQ6,16,I,7589,223.2,338.22,16.408,19.967,1.52E+05,328.72,2.49E+06,366.65,2.78E+06,
030519Abl_EQ6,17,I,10686,166.48,350.51,17.806,21.499,2.30E+05,510.37,5.45E+06,512.97,5.48E+06,
030519Abl_EQ6,18,I,9271,442.78,318.31,18.858,20.536,1.90E+05,350.59,3.25E+06,383.93,3.56E+06,
030519Abl_EQ6,19,I,9121,412.69,160.57,20.177,20.597,1.88E+05,466.22,4.25E+06,350.92,3.20E+06,
030519Abl_EQ6,20,I,10628,252.33,120.65,21.24,20.305,2.16E+05,297.97,3.17E+06,401.79,4.27E+06,
030519Abl_EQ6,21,I,12863,175.46,285.09,19.723,21.113,2.72E+05,193.59,2.49E+06,383.56,4.93E+06,
030519Abl_EQ6,22,I,10190,208.43,186.55,21.388,19.65,2.00E+05,264,2.69E+06,455.93,4.65E+06,
030519Abl_EQ6,23,I,10328,459.7,230.23,22.176,20.459,2.11E+05,417.88,4.32E+06,357.3,3.69E+06,
030519Abl_EQ6,24,I,12998,219.66,381.73,23.419,20.776,2.70E+05,591.4,7.69E+06,514.27,6.68E+06,
030519Abl_EQ6,25,I,11687,117.49,174.28,24.529,19.464,2.27E+05,228.44,2.67E+06,399.03,4.66E+06,
030519Abl_EQ6,26,I,13810,63.681,257.94,23.246,19.792,2.73E+05,237.89,3.29E+06,457.29,6.32E+06,
030519Abl_EQ6,27,I,11377,138.97,253.09,23.169,19.487,2.22E+05,256.84,2.92E+06,338.44,3.85E+06,
030519Abl_EQ6,28,I,11061,122.89,320.6,23.049,19.801,2.19E+05,264.45,2.93E+06,416.07,4.60E+06,
030519Abl_EQ6,29,I,10069,206.84,139.12,24.742,19.455,1.96E+05,234.57,2.36E+06,418.67,4.22E+06,
030519Abl_EQ6,30,I,7861,159.72,154.49,24.839,19.609,1.54E+05,257.1,2.02E+06,421.83,3.32E+06,
030519Abl_EQ6,31,I,10104,59.89,188.98,26.03,19.787,2.00E+05,205.21,2.07E+06,400.76,4.05E+06,
030519Abl_EQ6,32,I,9653,157.63,205.58,26.531,19.137,1.85E+05,233.33,2.25E+06,426.15,4.11E+06,
030519Abl_EQ6,33,I,14873,139.25,124.55,30.626,19.799,2.94E+05,253.97,3.78E+06,408.94,6.08E+06,
030519Abl_EQ6,34,I,12138,91.202,215.17,29,19.047,2.31E+05,175.71,2.13E+06,373.41,4.53E+06,
030519Abl_EQ6,35,I,12200,188.84,236.4,28.903,18.796,2.29E+05,157.87,1.93E+06,501.11,6.11E+06,
030519Abl_EQ6,36,I,14272,147.92,389.68,30.748,19.9,2.84E+05,344.74,4.92E+06,403.71,5.76E+06,
030519Abl_EQ6,37,I,11775,253.43,132.72,30.968,19.367,2.28E+05,323.78,3.81E+06,396.58,4.67E+06,
030519Abl_EQ6,38,I,19075,108.67,280.28,30.44,19.404,3.70E+05,303.77,5.79E+06,378.59,7.22E+06,
030519Abl_EQ6,39,I,4370,154.76,345.72,26.745,19.756,86334,211.38,9.24E+05,547.92,2.39E+06,
030519Abl_EQ6,40,I,15826,274.67,414.94,33.194,19.423,3.07E+05,248.54,3.93E+06,465.43,7.37E+06,
030519Abl_EQ6,41,I,11259,449.6,168.18,32.251,19.461,2.19E+05,306.29,3.45E+06,523.21,5.89E+06,
030519Abl_EQ6,42,I,10262,482.19,276.86,32.384,19.884,2.04E+05,313.57,3.22E+06,562.43,5.77E+06,
030519Abl_EQ6,43,I,18025,376.69,416.32,33.113,19.545,3.52E+05,247,4.45E+06,496.38,8.95E+06,
030519Abl_EQ6,44,I,9793,317.63,110.99,34.27,19.369,1.90E+05,246.79,2.42E+06,516.85,5.06E+06,
030519Abl_EQ6,45,I,9246,377.87,114.75,34.319,19.113,1.77E+05,235.38,2.18E+06,509.04,4.71E+06,
030519Abl_EQ6,46,I,10776,115.19,351.25,33.239,19.05,2.05E+05,192.26,2.07E+06,413.16,4.45E+06,
030519Abl_EQ6,47,I,11239,465.63,351.23,36.461,19.389,2.18E+05,255.4,2.87E+06,498.1,5.60E+06,
030519Abl_EQ6,48,I,12883,48.816,268.41,34.203,19.66,2.53E+05,184.66,2.38E+06,459.75,5.92E+06,
030519Abl_EQ6,49,I,9338,279.79,98.202,38.764,18.972,1.77E+05,197.9,1.85E+06,475.94,4.44E+06,
030519Abl_EQ6,50,I,22064,121.54,183.92,37.166,18.912,4.17E+05,197.4,4.36E+06,379.93,8.38E+06,
030519Abl_EQ6,51,I,15685,163.98,317.94,36.845,18.804,2.95E+05,229.48,3.60E+06,258.07,4.05E+06,
030519Abl_EQ6,52,I,16194,190.04,149.04,37.96,18.74,3.03E+05,155.19,2.51E+06,377.24,6.11E+06,
030519Abl_EQ6,53,I,12789,36.948,220.03,38.89,18.916,2.42E+05,160.85,2.06E+06,373.17,4.77E+06,
030519Abl_EQ6,54,I,10666,61.141,328.37,38.469,19.541,2.08E+05,185.03,1.97E+06,405.27,4.32E+06,
030519Abl_EQ6,55,I,12987,216.64,100.14,40.054,18.93,2.46E+05,203,2.64E+06,291.65,3.79E+06,
030519Abl_EQ6,56,I,13573,180.26,206.66,39.288,18.574,2.52E+05,132.06,1.79E+06,399.89,5.43E+06,
030519Abl_EQ6,57,I,14826,124.59,250.19,40.006,18.663,2.77E+05,190.08,2.82E+06,337.62,5.01E+06,
030519Abl_EQ6,58,I,22958,213.27,384.18,42.173,18.776,4.31E+05,109.02,2.50E+06,377.63,8.67E+06,
030519Abl_EQ6,59,I,11089,467.28,194.77,44.187,19.592,2.17E+05,306.1,3.39E+06,359.89,3.99E+06,
030519Abl_EQ6,60,I,15542,78.394,280.05,45.224,18.654,2.90E+05,135.11,2.10E+06,392.49,6.10E+06,
030519Abl_EQ6,61,I,11314,126.08,316.92,43.746,18.515,2.09E+05,149.77,1.69E+06,380.98,4.31E+06,
030519Abl_EQ6,62,I,12630,137.53,375.09,42.231,18.952,2.39E+05,186.63,2.36E+06,341.06,4.31E+06,
030519Abl_EQ6,63,I,9642,427.19,398.95,43.954,19.318,1.86E+05,265.08,2.56E+06,310.35,2.99E+06,
030519Abl_EQ6,64,I,13685,133.56,136.19,43.613,18.859,2.58E+05,196.71,2.69E+06,367.05,5.02E+06,
030519Abl_EQ6,65,I,12555,184.23,287.19,45.232,18.499,2.32E+05,190.06,2.39E+06,299,3.75E+06,
030519Abl_EQ6,66,I,11027,140.7,196.75,46.183,18.491,2.04E+05,204.19,2.25E+06,329.54,3.63E+06,
030519Abl_EQ6,67,I,11462,483.97,264.01,48.509,19.219,2.20E+05,254.43,2.92E+06,281.73,3.23E+06,
030519Abl_EQ6,68,I,12157,343.06,425.86,47.189,18.874,2.29E+05,194.46,2.36E+06,290.99,3.54E+06,
030519Abl_EQ6,69,I,14756,410.34,141.37,50.098,19.074,2.81E+05,192.58,2.84E+06,218.53,3.22E+06,
030519Abl_EQ6,70,I,13885,217.39,157.79,50.262,18.564,2.58E+05,160.39,2.23E+06,388.62,5.40E+06,
030519Abl_EQ6,71,I,15383,150.46,254.58,49.794,18.408,2.83E+05,124.93,1.92E+06,301.35,4.64E+06,
030519Abl_EQ6,72,I,14735,336.63,111.41,50.658,18.72,2.76E+05,118.32,1.74E+06,311.34,4.59E+06,
030519Abl_EQ6,74,I,12055,93.166,181.74,52.847,18.669,2.25E+05,152.83,1.84E+06,349.79,4.22E+06,
030519Abl_EQ6,75,I,15584,144.5,335.91,52.741,18.593,2.90E+05,151.98,2.37E+06,366.59,5.71E+06,
030519Abl_EQ6,76,I,14436,107.35,230.04,54.14,18.521,2.67E+05,111.79,1.61E+06,406.81,5.87E+06,
030519Abl_EQ6,77,I,15483,455.84,352.78,51.92,19.022,2.95E+05,197.74,3.06E+06,297.87,4.61E+06,
030519Abl_EQ6,78,I,22167,61.583,259.19,55.85,18.544,4.11E+05,126.18,2.80E+06,372.81,8.26E+06,
030519Abl_EQ6,79,I,20154,291.82,408.76,54.182,18.905,3.81E+05,184.9,3.73E+06,299.11,6.03E+06,
030519Abl_EQ6,80,I,12415,224.79,133.2,57.36,18.642,2.31E+05,139.34,1.73E+06,407.33,5.06E+06,
030519Abl_EQ6,81,I,15241,168.89,166.87,55.897,18.52,2.82E+05,138.5,2.11E+06,378.44,5.77E+06,
030519Abl_EQ6,82,I,16969,389.28,394.21,57.051,18.941,3.21E+05,193.19,3.28E+06,336,5.70E+06,
030519Abl_EQ6,83,I,14999,280.85,113.99,56.204,18.603,2.79E+05,114.17,1.71E+06,273.66,4.10E+06,
030519Abl_EQ6,84,I,16123,139.63,287.95,59.657,18.473,2.98E+05,118.93,1.92E+06,306.54,4.94E+06,
030519Abl_EQ6,85,I,18086,442.67,196.7,58.941,19.02,3.44E+05,186.76,3.38E+06,282.64,5.11E+06,
030519Abl_EQ6,86,I,20473,235.29,376.45,59.238,18.525,3.79E+05,89.878,1.84E+06,460.68,9.43E+06,
030519Abl_EQ6,87,I,12929,154.11,216.84,62.407,18.438,2.38E+05,115.09,1.49E+06,377.18,4.88E+06,
030519Abl_EQ6,88,I,15080,453.69,300.98,63.208,19.181,2.89E+05,216.13,3.26E+06,468.19,7.06E+06,
030519Abl_EQ6,89,I,15412,195.19,318.49,62.76,18.497,2.85E+05,133.15,2.05E+06,315.93,4.87E+06,
030519Abl_EQ6,90,I,22473,206.16,228.08,65.698,18.413,4.14E+05,100.32,2.25E+06,301.53,6.78E+06,
