Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum, 
121918Abl_EF5,1,I,16270,306.56,207.72,4.8498,21.98,3.58E+05,466.87,7.60E+06,276.51,4.50E+06,
121918Abl_EF5,2,I,4686,223.91,222.75,3.0706,21.991,1.03E+05,374.28,1.75E+06,315.32,1.48E+06,
121918Abl_EF5,3,I,8269,293.36,322.02,4.0053,22.308,1.84E+05,503.54,4.16E+06,265.91,2.20E+06,
121918Abl_EF5,4,I,10386,186.99,262.65,4.2762,21.877,2.27E+05,373,3.87E+06,272.19,2.83E+06,
121918Abl_EF5,5,I,9441,241.89,273.97,4.2905,21.963,2.07E+05,472.44,4.46E+06,313.4,2.96E+06,
121918Abl_EF5,6,I,9934,250.21,357.33,5.2563,21.798,2.17E+05,360.48,3.58E+06,309.32,3.07E+06,
121918Abl_EF5,7,I,16631,371.56,250.18,7.6315,21.06,3.50E+05,375.59,6.25E+06,283.94,4.72E+06,
121918Abl_EF5,8,I,13454,348.73,309.28,6.5697,21.477,2.89E+05,359.15,4.83E+06,308.17,4.15E+06,
121918Abl_EF5,9,I,12943,228.02,314.92,8.6942,20.719,2.68E+05,258.94,3.35E+06,291.07,3.77E+06,
121918Abl_EF5,10,I,16260,185.05,367.69,6.9869,21.224,3.45E+05,246.33,4.01E+06,306.6,4.99E+06,
121918Abl_EF5,11,I,13017,166.23,210.33,9.2312,20.822,2.71E+05,322.27,4.20E+06,322.97,4.20E+06,
121918Abl_EF5,12,I,14309,215.82,193.84,12.497,20.032,2.87E+05,328.67,4.70E+06,306.21,4.38E+06,
121918Abl_EF5,13,I,10955,138.59,260.83,10.007,20.146,2.21E+05,287.02,3.14E+06,281.44,3.08E+06,
121918Abl_EF5,14,I,16930,307.76,368,10.778,23.022,3.90E+05,242.71,4.11E+06,284.27,4.81E+06,
121918Abl_EF5,15,I,20042,192.2,289.3,15.796,22.348,4.48E+05,276.47,5.54E+06,281.3,5.64E+06,
121918Abl_EF5,16,M,38871,363.85,184.18,23.171,18.599,7.23E+05,110.75,4.30E+06,337.54,1.31E+07,
121918Abl_EF5,17,I,7333,194.36,375.07,16.048,33.246,2.44E+05,248.91,1.83E+06,288.29,2.11E+06,
121918Abl_EF5,18,M,31593,284.96,185.04,20.751,18.708,5.91E+05,100.82,3.19E+06,285.41,9.02E+06,
121918Abl_EF5,19,I,12640,135.62,298.88,16.501,19.654,2.48E+05,219.78,2.78E+06,323.46,4.09E+06,
121918Abl_EF5,20,I,10453,385.34,315.54,17.737,20.715,2.17E+05,322.16,3.37E+06,251.01,2.62E+06,
121918Abl_EF5,21,I,9503,260,358.73,16.29,31.687,3.01E+05,229.97,2.19E+06,354.06,3.36E+06,
121918Abl_EF5,22,I,10530,420.97,259.79,19.578,20.732,2.18E+05,358.98,3.78E+06,246.28,2.59E+06,
121918Abl_EF5,25,I,10298,151.02,390.91,21.23,20.103,2.07E+05,248.92,2.56E+06,268.37,2.76E+06,
121918Abl_EF5,27,I,12433,234.57,413.29,23.013,19.905,2.47E+05,225.04,2.80E+06,308.31,3.83E+06,
121918Abl_EF5,28,I,11184,166.71,180.87,22.085,19.749,2.21E+05,255.26,2.85E+06,296.19,3.31E+06,
121918Abl_EF5,29,I,16552,345.83,367.6,23.774,21.881,3.62E+05,198.56,3.29E+06,344.16,5.70E+06,
121918Abl_EF5,30,I,10548,152.43,228.55,22.701,19.681,2.08E+05,247.13,2.61E+06,308.34,3.25E+06,
121918Abl_EF5,31,I,18538,100.21,273.76,25.675,19.519,3.62E+05,240.89,4.47E+06,320.16,5.94E+06,
121918Abl_EF5,32,I,18024,213.74,338.22,23.567,23.979,4.32E+05,247.81,4.47E+06,256.02,4.61E+06,
121918Abl_EF5,33,I,11359,149.58,344.26,23.834,20.058,2.28E+05,186.26,2.12E+06,319.09,3.62E+06,
121918Abl_EF5,34,I,12823,297.48,399.97,23.52,19.36,2.48E+05,203.38,2.61E+06,236.45,3.03E+06,
121918Abl_EF5,36,I,13442,413.15,224.83,29.266,18.62,2.50E+05,160.69,2.16E+06,307.66,4.14E+06,
121918Abl_EF5,37,M,25206,173.23,284.91,31.171,19.238,4.85E+05,88.785,2.24E+06,247.45,6.24E+06,
121918Abl_EF5,38,I,13206,363.15,330.88,30.768,18.763,2.48E+05,154.38,2.04E+06,209.97,2.77E+06,
121918Abl_EF5,39,I,13107,129.62,347.35,31.39,18.934,2.48E+05,177,2.32E+06,234.87,3.08E+06,
121918Abl_EF5,40,I,9963,196.94,387.16,31.96,20.497,2.04E+05,194.73,1.94E+06,281.95,2.81E+06,
121918Abl_EF5,41,I,21259,215.74,194.39,33.012,18.283,3.89E+05,151.63,3.22E+06,301.31,6.41E+06,
121918Abl_EF5,42,I,14874,140.47,228.22,33.126,19.057,2.83E+05,217.12,3.23E+06,275.42,4.10E+06,
121918Abl_EF5,43,I,17616,275.41,324.32,35.258,19.719,3.47E+05,130.17,2.29E+06,244.6,4.31E+06,
121918Abl_EF5,44,I,10340,372.84,200.82,35.883,18.906,1.95E+05,213.57,2.21E+06,325.46,3.37E+06,
121918Abl_EF5,45,I,13702,396.46,289.83,36.082,17.997,2.47E+05,89.934,1.23E+06,238.68,3.27E+06,
121918Abl_EF5,46,I,12277,255.54,412.05,35.13,18.947,2.33E+05,155.99,1.92E+06,243.44,2.99E+06,
121918Abl_EF5,47,I,15602,244.68,371.14,38.929,18.54,2.89E+05,157.77,2.46E+06,266.46,4.16E+06,
121918Abl_EF5,48,I,21187,304.96,207.4,37.92,18.203,3.86E+05,119.06,2.52E+06,233.26,4.94E+06,
121918Abl_EF5,49,I,18643,231.57,274.42,39.01,17.909,3.34E+05,102.27,1.91E+06,265.07,4.94E+06,
121918Abl_EF5,50,I,13546,351.68,306.23,40.343,17.802,2.41E+05,88.036,1.19E+06,249.75,3.38E+06,
121918Abl_EF5,51,I,16838,335.38,366.47,39.357,18.282,3.08E+05,125.34,2.11E+06,292.83,4.93E+06,
121918Abl_EF5,52,I,19895,347.14,247.96,42.525,17.562,3.49E+05,81.326,1.62E+06,246.97,4.91E+06,
121918Abl_EF5,53,I,14469,215.85,334.02,42.359,19.648,2.84E+05,145.71,2.11E+06,244.36,3.54E+06,
121918Abl_EF5,54,I,17287,208.35,241.82,43.654,17.902,3.09E+05,110.49,1.91E+06,253.38,4.38E+06,
121918Abl_EF5,55,I,13589,311.29,290.06,43.93,17.713,2.41E+05,82.292,1.12E+06,391.73,5.32E+06,
121918Abl_EF5,56,I,12180,294.89,369.81,45.042,17.768,2.16E+05,110.17,1.34E+06,248.89,3.03E+06,
121918Abl_EF5,57,I,17629,162.05,329.04,44.611,18.306,3.23E+05,140.18,2.47E+06,312.17,5.50E+06,
121918Abl_EF5,58,I,10258,267.32,311.45,46.484,17.839,1.83E+05,84.146,8.63E+05,227.06,2.33E+06,
