Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum
012219Abl_EJ5,1,I,18903,126.03,166.95,6.0156,19.886,3.76E+05,247.34,4.68E+06,488.44,9.23E+06
012219Abl_EJ5,2,I,12973,240.43,238.4,4.1598,20.761,2.69E+05,387.21,5.02E+06,438.56,5.69E+06
012219Abl_EJ5,3,I,13012,319.47,315.74,4.5856,20.854,2.71E+05,424.51,5.52E+06,420.11,5.47E+06
012219Abl_EJ5,4,I,13275,132.56,317.15,5.0295,20.709,2.75E+05,378.08,5.02E+06,441.71,5.86E+06
012219Abl_EJ5,5,I,16256,84.17,223.04,6.7226,20.273,3.30E+05,318.35,5.18E+06,407.95,6.63E+06
012219Abl_EJ5,6,I,14968,247.58,343.62,6.1847,20.314,3.04E+05,335.21,5.02E+06,434.26,6.50E+06
012219Abl_EJ5,7,I,15121,182.03,235.47,7.5119,19.788,2.99E+05,218.14,3.30E+06,461.7,6.98E+06
012219Abl_EJ5,8,I,28951,128.62,255.14,9.808,19.755,5.72E+05,254.67,7.37E+06,432.4,1.25E+07
012219Abl_EJ5,9,I,21717,386.06,234.28,7.9196,19.246,4.18E+05,231.35,5.02E+06,411.02,8.93E+06
012219Abl_EJ5,10,M,55799,153.1,148.23,15.206,19.11,1.07E+06,121.09,6.76E+06,449.77,2.51E+07
012219Abl_EJ5,11,I,27078,58.352,301.88,14.635,20.818,5.64E+05,452.93,1.23E+07,474.13,1.28E+07
012219Abl_EJ5,12,I,12969,271.76,382.92,13.994,19.344,2.51E+05,248.12,3.22E+06,516.15,6.69E+06
012219Abl_EJ5,14,I,13126,207.08,280.18,14.482,19.786,2.60E+05,238.6,3.13E+06,305.39,4.01E+06
012219Abl_EJ5,15,M,9996,178.55,330.8,13.552,19.511,1.95E+05,255.05,2.55E+06,425.63,4.25E+06
012219Abl_EJ5,16,I,15170,228.1,139.65,15.662,20.36,3.09E+05,338.3,5.13E+06,513.66,7.79E+06
012219Abl_EJ5,17,I,11578,222.41,190.01,14.979,20.236,2.34E+05,316.07,3.66E+06,354.25,4.10E+06
012219Abl_EJ5,18,I,12687,374.02,130.24,21.399,20.694,2.63E+05,428.11,5.43E+06,546.16,6.93E+06
012219Abl_EJ5,19,I,18505,75.175,225.19,20.969,20.226,3.74E+05,385.56,7.13E+06,388.78,7.19E+06
012219Abl_EJ5,20,M,26448,140.87,222.03,22.809,18.699,4.95E+05,111.92,2.96E+06,407.14,1.08E+07
012219Abl_EJ5,21,I,12457,208.96,323.73,23.658,19.265,2.40E+05,223.04,2.78E+06,408.31,5.09E+06
012219Abl_EJ5,22,I,27271,163.06,378.84,26.187,19.398,5.29E+05,263.61,7.19E+06,484.28,1.32E+07
012219Abl_EJ5,23,I,9962,61.084,175.01,25.15,19.551,1.95E+05,233.03,2.32E+06,364.13,3.63E+06
012219Abl_EJ5,24,I,12868,199.46,249.55,27.402,18.802,2.42E+05,151.84,1.95E+06,410.81,5.29E+06
012219Abl_EJ5,25,M,11711,111.15,304.17,26.901,19.241,2.25E+05,229.82,2.69E+06,421.44,4.94E+06
012219Abl_EJ5,26,I,14474,64.101,312.19,26.622,19.726,2.86E+05,294.2,4.26E+06,422.41,6.11E+06
012219Abl_EJ5,27,I,15829,121.68,135.91,30.827,19.66,3.11E+05,295.6,4.68E+06,398.43,6.31E+06
012219Abl_EJ5,28,I,14975,191.89,142.09,29.393,19.383,2.90E+05,242.97,3.64E+06,422.34,6.32E+06
012219Abl_EJ5,29,I,11381,182.17,187.29,31.124,19.016,2.16E+05,219.8,2.50E+06,447.45,5.09E+06
012219Abl_EJ5,30,I,12929,439.5,331.1,34.229,20.298,2.62E+05,387.95,5.02E+06,515.26,6.66E+06
012219Abl_EJ5,31,I,13784,261.32,92.112,34.627,19.499,2.69E+05,277.94,3.83E+06,437.48,6.03E+06
012219Abl_EJ5,32,I,18397,178.33,320.44,36.351,18.942,3.48E+05,191.51,3.52E+06,398.8,7.34E+06
012219Abl_EJ5,33,I,12737,354.37,400.75,34.98,18.983,2.42E+05,211.83,2.70E+06,504.87,6.43E+06
012219Abl_EJ5,34,I,15079,253.31,421.85,34.545,18.835,2.84E+05,150.48,2.27E+06,463.54,6.99E+06
012219Abl_EJ5,35,I,16935,87.551,186.75,35.951,19.286,3.27E+05,281.73,4.77E+06,329.26,5.58E+06
012219Abl_EJ5,36,I,13583,119.48,223.15,36.682,18.822,2.56E+05,187.54,2.55E+06,418.07,5.68E+06
012219Abl_EJ5,37,I,12646,113.54,353.97,37.478,19.173,2.42E+05,276.85,3.50E+06,396.21,5.01E+06
012219Abl_EJ5,38,I,13468,87.323,267.05,38.333,19.065,2.57E+05,223.11,3.00E+06,401.16,5.40E+06
012219Abl_EJ5,39,I,13982,158.45,259.21,40.118,18.652,2.61E+05,141.75,1.98E+06,408.01,5.70E+06
012219Abl_EJ5,40,I,12764,456.64,195.85,40.39,19.781,2.52E+05,253.54,3.24E+06,366.7,4.68E+06
012219Abl_EJ5,41,I,15835,54.151,236.24,43.681,19.188,3.04E+05,300.96,4.77E+06,352.2,5.58E+06
012219Abl_EJ5,42,I,30522,183.89,376,43.912,18.717,5.71E+05,224.78,6.86E+06,443.53,1.35E+07
012219Abl_EJ5,43,I,14891,197.48,212.64,44.64,18.361,2.73E+05,121.16,1.80E+06,365,5.44E+06
012219Abl_EJ5,44,I,16442,119.84,305.85,45.141,18.817,3.09E+05,161.38,2.65E+06,423.3,6.96E+06
012219Abl_EJ5,45,I,18329,135.71,141.84,45.314,19.034,3.49E+05,267.7,4.91E+06,395.76,7.25E+06
012219Abl_EJ5,46,I,16347,152.24,197.56,48.025,18.501,3.02E+05,159.66,2.61E+06,373.28,6.10E+06
012219Abl_EJ5,47,I,18625,174.38,299.21,49.041,18.541,3.45E+05,128.99,2.40E+06,359.06,6.69E+06
