Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum, 
121018Abl_EB6,1,I,15761,376.44,140.25,7.0036,18.381,2.90E+05,151.64,2.39E+06,186.72,2.94E+06,
121018Abl_EB6,2,I,18617,237.45,241.37,5.7202,18.682,3.48E+05,221.01,4.11E+06,153.99,2.87E+06,
121018Abl_EB6,3,I,10478,169.3,258.66,5.5993,18.756,1.97E+05,218.43,2.29E+06,170.57,1.79E+06,
121018Abl_EB6,4,I,9117,198.18,319.72,5.3842,18.888,1.72E+05,241.61,2.20E+06,138.82,1.27E+06,
121018Abl_EB6,5,I,22631,318.74,346.54,6.8481,18.305,4.14E+05,138.11,3.13E+06,186.07,4.21E+06,
121018Abl_EB6,6,I,20102,222.44,167.43,6.8612,18.311,3.68E+05,140.94,2.83E+06,179.2,3.60E+06,
121018Abl_EB6,7,I,15349,397.74,176.13,7.7489,18.654,2.86E+05,162.26,2.49E+06,179.33,2.75E+06,
121018Abl_EB6,8,I,19933,382.4,274.48,6.6942,18.397,3.67E+05,185.92,3.71E+06,163.95,3.27E+06,
121018Abl_EB6,9,I,23837,108.54,282.96,7.6405,18.491,4.41E+05,148.86,3.55E+06,213.73,5.09E+06,
121018Abl_EB6,10,I,14298,214.18,375.14,11.237,18.327,2.62E+05,138.69,1.98E+06,197.66,2.83E+06,
121018Abl_EB6,11,I,18219,195.76,264.51,13.991,18.362,3.35E+05,186.8,3.40E+06,172.36,3.14E+06,
121018Abl_EB6,13,I,20005,137.9,213.86,17.139,18.842,3.77E+05,146.52,2.93E+06,158.42,3.17E+06,
121018Abl_EB6,14,I,14557,97.585,238.9,17.009,18.567,2.70E+05,180.98,2.63E+06,212.25,3.09E+06,
121018Abl_EB6,15,I,5900,51.531,242.29,16.262,19.236,1.14E+05,177.42,1.05E+06,170.74,1.01E+06,
121018Abl_EB6,17,M,9031,136.85,301.42,16.016,18.11,1.64E+05,110.98,1.00E+06,116.95,1.06E+06,
121018Abl_EB6,18,I,14072,53.191,203.57,19.335,19.047,2.68E+05,183.3,2.58E+06,180.17,2.54E+06,
121018Abl_EB6,19,I,14411,463.67,238.16,22.786,18.813,2.71E+05,199.77,2.88E+06,252.23,3.63E+06,
