Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,targeted
100819Abl_FN9,2,I,9441,240.3,236.81,4.3335,22.447,2.12E+05,297.23,2.81E+06,296.6,2.80E+06,F
100819Abl_FN9,3,I,59965,385.52,271.74,6.8507,21.924,1.31E+06,192.75,1.16E+07,312.63,1.87E+07,F
100819Abl_FN9,4,I,15021,115.58,278.44,6.1847,22.587,3.39E+05,225.15,3.38E+06,326.37,4.90E+06,F
100819Abl_FN9,5,I,10809,226.98,357.95,4.6258,22.424,2.42E+05,254.36,2.75E+06,276.48,2.99E+06,F
100819Abl_FN9,6,I,22629,190.2,179.55,6.7067,22.413,5.07E+05,247.73,5.61E+06,367.37,8.31E+06,F
100819Abl_FN9,7,I,18254,89.217,176.63,8.3105,22.256,4.06E+05,218.04,3.98E+06,321.23,5.86E+06,F
100819Abl_FN9,9,I,23349,172.27,233.72,10.784,22.236,5.19E+05,209.17,4.88E+06,294.78,6.88E+06,T
100819Abl_FN9,10,I,11932,93.443,234.58,10.721,22.166,2.64E+05,218.45,2.61E+06,319.03,3.81E+06,T
100819Abl_FN9,12,I,17789,332.77,133.41,13.563,22.201,3.95E+05,237.01,4.22E+06,301.91,5.37E+06,F
100819Abl_FN9,13,I,16055,52.791,260.37,13.298,21.975,3.53E+05,198.55,3.19E+06,311.39,5.00E+06,F
100819Abl_FN9,14,I,11868,159.65,356.61,11.273,22.253,2.64E+05,221.26,2.63E+06,318.74,3.78E+06,F
100819Abl_FN9,15,I,11692,100.05,334.95,15.989,22.089,2.58E+05,225.12,2.63E+06,285.79,3.34E+06,F
100819Abl_FN9,16,I,20197,183.53,170.23,19.183,22.025,4.45E+05,216.81,4.38E+06,334.03,6.75E+06,T
100819Abl_FN9,17,I,11526,252.94,95.813,20.453,22.937,2.64E+05,390.32,4.50E+06,271.23,3.13E+06,F
100819Abl_FN9,18,I,15568,132.05,133.6,23.128,21.811,3.40E+05,192.75,3.00E+06,337.41,5.25E+06,T
100819Abl_FN9,19,I,25887,121.48,270.66,22.492,21.815,5.65E+05,184.98,4.79E+06,320.15,8.29E+06,F
100819Abl_FN9,20,I,15486,213.97,444.05,24.214,22.312,3.46E+05,286.2,4.43E+06,339.72,5.26E+06,F
100819Abl_FN9,21,I,13452,45.624,162.1,26.158,21.838,2.94E+05,240.88,3.24E+06,274.28,3.69E+06,F
100819Abl_FN9,22,I,24633,78.032,194.22,24.479,21.754,5.36E+05,159.54,3.93E+06,296.85,7.31E+06,F
100819Abl_FN9,23,I,14523,364.09,430.61,26.524,22.18,3.22E+05,295.6,4.29E+06,320.62,4.66E+06,F
100819Abl_FN9,24,I,21805,138.04,203.03,29.484,21.405,4.67E+05,171.36,3.74E+06,321.44,7.01E+06,T
100819Abl_FN9,25,I,25062,117.94,334.77,29.449,21.628,5.42E+05,181.24,4.54E+06,315.41,7.90E+06,T
100819Abl_FN9,26,I,19634,188.92,88.791,31.267,21.941,4.31E+05,248.6,4.88E+06,317.35,6.23E+06,F
100819Abl_FN9,27,I,19007,59.691,245.77,32.445,21.639,4.11E+05,142.05,2.70E+06,315.43,6.00E+06,T
100819Abl_FN9,28,I,16261,107.76,151.11,34.376,21.663,3.52E+05,168.27,2.74E+06,269.76,4.39E+06,F
100819Abl_FN9,29,I,15585,55.605,307.02,35.492,21.731,3.39E+05,192.98,3.01E+06,298.24,4.65E+06,F
100819Abl_FN9,30,I,27927,130.88,383.57,36.496,21.386,5.97E+05,138.7,3.87E+06,285.53,7.97E+06,F
100819Abl_FN9,31,I,17348,347.82,77.651,37.752,22.029,3.82E+05,201.66,3.50E+06,295.87,5.13E+06,F
100819Abl_FN9,32,I,13122,472.09,228.42,39.557,22.689,2.98E+05,347.7,4.56E+06,250.96,3.29E+06,F
100819Abl_FN9,33,I,24687,119.79,271.69,39.525,21.293,5.26E+05,119.65,2.95E+06,302.49,7.47E+06,T
100819Abl_FN9,34,I,15922,426.52,136.13,43.481,22.397,3.57E+05,271.46,4.32E+06,259.3,4.13E+06,F
100819Abl_FN9,35,I,15872,83.842,145.61,44.736,21.609,3.43E+05,203.65,3.23E+06,250,3.97E+06,F
100819Abl_FN9,36,I,33107,91.975,218.1,46.308,21.106,6.99E+05,86.489,2.86E+06,288.23,9.54E+06,T
100819Abl_FN9,37,I,17603,458.77,317.67,46.517,21.774,3.83E+05,241.78,4.26E+06,198.34,3.49E+06,F
100819Abl_FN9,38,I,20233,237.65,90.139,50.547,21.085,4.27E+05,125.71,2.54E+06,284.63,5.76E+06,F
100819Abl_FN9,39,I,19834,163.55,151.42,55.036,21.013,4.17E+05,103.18,2.05E+06,230.09,4.56E+06,T
100819Abl_FN9,40,I,29359,112.34,255.04,56.898,20.869,6.13E+05,98.193,2.88E+06,280.94,8.25E+06,T
100819Abl_FN9,41,I,26496,330.66,103.96,57.053,21.295,5.64E+05,144.48,3.83E+06,345.8,9.16E+06,F
100819Abl_FN9,42,I,43338,169.52,352.86,58.445,20.871,9.05E+05,74.609,3.23E+06,280.59,1.22E+07,F
100819Abl_FN9,43,I,20729,422.27,223.22,64.261,21.274,4.41E+05,136.75,2.83E+06,454.61,9.42E+06,F
100819Abl_FN9,44,I,97037,355,375.81,67.615,21.118,2.05E+06,104.21,1.01E+07,373.37,3.62E+07,F
100819Abl_FN9,45,I,30474,200.12,200.25,67.829,20.962,6.39E+05,80.132,2.44E+06,279.41,8.51E+06,F
100819Abl_FN9,46,I,29834,311.57,175.22,71.096,21.291,6.35E+05,152.37,4.55E+06,387.69,1.16E+07,F
