Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum, 
030519Abl_EP6,1,I,11615,178.77,303.31,4.0424,20.805,2.42E+05,263.55,3.06E+06,450.56,5.23E+06,
030519Abl_EP6,2,I,15645,282.05,284.01,5.5253,20.785,3.25E+05,332.68,5.20E+06,478.66,7.49E+06,
030519Abl_EP6,4,I,10410,238.57,331.29,5.3502,20.57,2.14E+05,219.53,2.29E+06,467.16,4.86E+06,
030519Abl_EP6,5,I,13838,247.43,220.39,6.6589,20.575,2.85E+05,248.74,3.44E+06,405.16,5.61E+06,
030519Abl_EP6,6,I,10504,387.85,230.95,5.2593,21.102,2.22E+05,377.85,3.97E+06,446.41,4.69E+06,
030519Abl_EP6,7,I,10055,112.58,232.18,5.714,20.406,2.05E+05,222.62,2.24E+06,414.45,4.17E+06,
030519Abl_EP6,8,I,7004,363.92,275.62,6.6826,20.902,1.46E+05,365.38,2.56E+06,502.36,3.52E+06,
030519Abl_EP6,9,I,9519,409.02,306.84,5.6208,21.045,2.00E+05,341.03,3.25E+06,357.68,3.40E+06,
030519Abl_EP6,10,I,12700,352.08,322.13,6.7154,21.031,2.67E+05,306.18,3.89E+06,359.55,4.57E+06,
030519Abl_EP6,11,I,8888,143,266.27,6.7575,21.06,1.87E+05,229.16,2.04E+06,480.16,4.27E+06,
030519Abl_EP6,12,I,10330,236.99,284.63,8.5693,20.55,2.12E+05,278.59,2.88E+06,450.87,4.66E+06,
030519Abl_EP6,13,I,12213,99.721,302.77,7.4888,20.27,2.48E+05,201.86,2.47E+06,502.84,6.14E+06,
030519Abl_EP6,14,I,11875,348.78,193.67,7.7413,20.512,2.44E+05,277.91,3.30E+06,407.98,4.84E+06,
030519Abl_EP6,15,I,9074,216.35,248.41,7.8685,20.543,1.86E+05,226.32,2.05E+06,397.76,3.61E+06,
030519Abl_EP6,16,I,12271,325.66,245.14,9.7457,20.729,2.54E+05,277.27,3.40E+06,447.56,5.49E+06,
030519Abl_EP6,18,I,10104,456.52,292.91,9.6654,20.73,2.09E+05,312.35,3.16E+06,585.96,5.92E+06,
030519Abl_EP6,19,I,10014,136.02,308.04,11.046,20.913,2.09E+05,270.86,2.71E+06,411.83,4.12E+06,
030519Abl_EP6,20,I,10143,406.37,356.89,9.0315,20.46,2.08E+05,252.16,2.56E+06,530.45,5.38E+06,
