Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum, 
112018Abl_EA8,1,I,15342,277.25,286.24,4.5261,18.098,2.78E+05,185.93,2.85E+06,152.25,2.34E+06,
112018Abl_EA8,2,I,27848,378.38,173.11,6.848,18.193,5.07E+05,193.64,5.39E+06,156.56,4.36E+06,
112018Abl_EA8,3,I,13842,229.65,234.73,6.2121,18.088,2.50E+05,168.31,2.33E+06,159.48,2.21E+06,
112018Abl_EA8,4,I,16531,186.23,296.78,6.4291,18.236,3.01E+05,142.93,2.36E+06,142.33,2.35E+06,
112018Abl_EA8,5,I,10464,240.58,325.91,5.3884,18.628,1.95E+05,209.79,2.20E+06,163.96,1.72E+06,
112018Abl_EA8,6,I,13842,185.12,215.99,7.048,18.386,2.55E+05,155.97,2.16E+06,82.797,1.15E+06,
112018Abl_EA8,7,I,17267,420.92,234.91,6.9131,18.057,3.12E+05,166.74,2.88E+06,143.25,2.47E+06,
112018Abl_EA8,8,I,28013,392.82,345.4,7.1687,18.272,5.12E+05,188.79,5.29E+06,166.98,4.68E+06,
112018Abl_EA8,9,I,37871,261.38,130.9,9.7322,17.691,6.70E+05,126.54,4.79E+06,168.59,6.38E+06,
112018Abl_EA8,10,I,39533,105.09,242.97,9.4407,17.953,7.10E+05,122.87,4.86E+06,157.13,6.21E+06,
112018Abl_EA8,11,I,13968,314.55,375.63,9.2665,18.016,2.52E+05,160.33,2.24E+06,161,2.25E+06,
112018Abl_EA8,12,I,36320,143.01,347.47,12.622,18.414,6.69E+05,132.67,4.82E+06,194.68,7.07E+06,
112018Abl_EA8,14,I,11791,253.44,379.64,13.87,18.488,2.18E+05,202.89,2.39E+06,141.21,1.67E+06,
112018Abl_EA8,15,I,19289,148.09,280.91,17.207,18.992,3.66E+05,186.41,3.60E+06,171.22,3.30E+06,
112018Abl_EA8,17,I,19150,136.61,222.83,18.547,18.829,3.61E+05,204.17,3.91E+06,149.42,2.86E+06,
112018Abl_EA8,18,I,2603,163.01,159.55,16.657,20.733,53967,97.056,2.53E+05,188.76,4.91E+05,
112018Abl_EA8,19,I,15165,117.95,165.37,19.881,18.124,2.75E+05,147.25,2.23E+06,176.77,2.68E+06,
112018Abl_EA8,20,I,10788,162.9,328.03,20.975,19.805,2.14E+05,307.01,3.31E+06,155.54,1.68E+06,
112018Abl_EA8,21,I,20953,363.22,416.51,25.982,18.293,3.83E+05,210.49,4.41E+06,166.14,3.48E+06,
112018Abl_EA8,22,I,20694,334.08,80.729,27.988,18.311,3.79E+05,209.63,4.34E+06,168.14,3.48E+06,
112018Abl_EA8,23,I,14724,481.69,305.33,25.924,18.525,2.73E+05,199,2.93E+06,203.08,2.99E+06,
112018Abl_EA8,24,I,13592,107.43,235.48,26.299,18.918,2.57E+05,221.53,3.01E+06,148.26,2.02E+06,
112018Abl_EA8,25,I,14565,192.86,395.48,26.298,18.005,2.62E+05,160.64,2.34E+06,141.46,2.06E+06,
112018Abl_EA8,26,I,11482,180.13,122.08,27.211,17.755,2.04E+05,127.48,1.46E+06,168.7,1.94E+06,
112018Abl_EA8,27,I,13209,480.97,213.28,28.094,18.843,2.49E+05,273.59,3.61E+06,156.03,2.06E+06,
112018Abl_EA8,28,I,9624,97.017,370.74,27.782,18.432,1.77E+05,127.62,1.23E+06,159.42,1.53E+06,
112018Abl_EA8,29,I,15554,77.111,246.67,30.326,21.015,3.27E+05,162.29,2.52E+06,160.95,2.50E+06,
112018Abl_EA8,30,I,14500,143.72,284.93,27.84,18.72,2.71E+05,141.53,2.05E+06,167.81,2.43E+06,
112018Abl_EA8,31,I,11873,36.673,301.49,30.676,18.026,2.14E+05,135.45,1.61E+06,134.05,1.59E+06,
112018Abl_EA8,32,I,14190,137.22,343.11,29.915,19.184,2.72E+05,253.85,3.60E+06,168.04,2.38E+06,
112018Abl_EA8,33,I,12103,64.2,317.69,30.205,18.42,2.23E+05,139.77,1.69E+06,144.35,1.75E+06,
112018Abl_EA8,34,I,25739,73.276,145.32,37.222,17.844,4.59E+05,146.46,3.77E+06,175.56,4.52E+06,
112018Abl_EA8,35,I,15635,114.27,178.59,33.487,18.153,2.84E+05,142.43,2.23E+06,166.53,2.60E+06,
112018Abl_EA8,37,I,21747,436.71,127.57,38.281,18.116,3.94E+05,174.77,3.80E+06,159.93,3.48E+06,
112018Abl_EA8,38,I,11976,23.966,246.33,35.563,17.898,2.14E+05,144.92,1.74E+06,179.37,2.15E+06,
112018Abl_EA8,40,I,10765,126.69,390.01,38.362,17.794,1.92E+05,102.8,1.11E+06,144.16,1.55E+06,
112018Abl_EA8,41,I,14068,222.29,405.76,38.13,17.542,2.47E+05,95.608,1.35E+06,149.4,2.10E+06,
