Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,targeted
051419Abl_FA8,1,I,11205,120.17,198.51,3.7727,21.315,2.39E+05,218.77,2.45E+06,435.09,4.88E+06,F
051419Abl_FA8,2,I,9104,259.08,222.63,3.5516,21.915,2.00E+05,350.7,3.19E+06,427.77,3.89E+06,F
051419Abl_FA8,3,I,21865,370.21,284.08,4.659,21.394,4.68E+05,265.47,5.80E+06,417.93,9.14E+06,F
051419Abl_FA8,4,I,8767,206.04,291.61,3.7383,21.694,1.90E+05,221.81,1.94E+06,369.84,3.24E+06,F
051419Abl_FA8,6,I,12321,95.89,317.47,6.1476,21.615,2.66E+05,230.28,2.84E+06,435.08,5.36E+06,F
051419Abl_FA8,7,I,8438,244.82,328.93,5.8925,20.415,1.72E+05,130.33,1.10E+06,399.22,3.37E+06,F
051419Abl_FA8,8,M,26417,312.94,175.74,6.9143,20.978,5.54E+05,156.94,4.15E+06,424.46,1.12E+07,F
051419Abl_FA8,9,I,22516,106.14,253.92,8.1958,21.824,4.91E+05,287.09,6.46E+06,441.34,9.94E+06,F
051419Abl_FA8,11,I,21438,164.74,204.55,10.196,22.891,4.91E+05,180.96,3.88E+06,410.26,8.80E+06,F
051419Abl_FA8,12,I,12380,179.03,259.31,8.5509,21.272,2.63E+05,196.76,2.44E+06,385.42,4.77E+06,F
051419Abl_FA8,13,I,19952,181.86,326.33,9.9336,21.432,4.28E+05,222.87,4.45E+06,413.15,8.24E+06,F
051419Abl_FA8,14,I,14715,168.06,366.24,8.6001,21.477,3.16E+05,203.99,3.00E+06,399.24,5.87E+06,F
051419Abl_FA8,15,I,14892,160.1,144.37,9.728,21.308,3.17E+05,192.28,2.86E+06,404.86,6.03E+06,F
051419Abl_FA8,16,I,15885,54.858,204.79,9.883,21.243,3.37E+05,166.36,2.64E+06,436.57,6.93E+06,F
051419Abl_FA8,18,I,13338,118.16,306.33,12.339,21.697,2.89E+05,195.75,2.61E+06,414.96,5.53E+06,F
051419Abl_FA8,19,I,18508,355.92,389.43,9.9626,20.617,3.82E+05,135.66,2.51E+06,401.66,7.43E+06,F
051419Abl_FA8,20,I,14110,240.67,392.32,12.351,20.95,2.96E+05,171.42,2.42E+06,408.77,5.77E+06,F
051419Abl_FA8,21,I,10139,339.54,128.31,14.522,21.266,2.16E+05,202.82,2.06E+06,383.39,3.89E+06,F
051419Abl_FA8,22,I,14274,50.641,276.04,15.944,21.493,3.07E+05,225.09,3.21E+06,429.7,6.13E+06,F
051419Abl_FA8,23,I,17787,279.1,104.55,14.383,21.171,3.77E+05,187.43,3.33E+06,439.73,7.82E+06,F
051419Abl_FA8,24,I,11366,202.72,126.58,14.569,21.421,2.43E+05,218.6,2.48E+06,382.67,4.35E+06,F
051419Abl_FA8,25,I,19107,95.827,177.64,17.285,20.984,4.01E+05,219.46,4.19E+06,431.92,8.25E+06,F
051419Abl_FA8,26,I,11133,447.43,248.61,17.371,22.027,2.45E+05,351.9,3.92E+06,394.91,4.40E+06,F
051419Abl_FA8,27,I,16852,417.02,164.15,19.096,22.017,3.71E+05,321.33,5.42E+06,391.69,6.60E+06,F
051419Abl_FA8,28,I,9474,127.81,230.19,18.003,21.871,2.07E+05,266.56,2.53E+06,429.91,4.07E+06,F
051419Abl_FA8,29,I,9941,423.23,360.09,18.533,22.352,2.22E+05,383.52,3.81E+06,384.65,3.82E+06,F
051419Abl_FA8,30,I,13141,159.49,363,19.43,22.023,2.89E+05,262.16,3.45E+06,399.27,5.25E+06,F
051419Abl_FA8,31,I,10788,56.086,223.36,22.112,21.929,2.37E+05,210.18,2.27E+06,418.68,4.52E+06,F
051419Abl_FA8,32,I,13075,118.67,271.77,21.193,20.993,2.74E+05,182.56,2.39E+06,438.09,5.73E+06,F
051419Abl_FA8,33,I,9961,104.23,360.81,20.829,20.922,2.08E+05,168.07,1.67E+06,449.48,4.48E+06,F
051419Abl_FA8,34,I,8162,137.08,167.83,23.202,20.922,1.71E+05,204.13,1.67E+06,418.38,3.41E+06,F
051419Abl_FA8,35,I,16110,153.41,214.62,24.95,20.635,3.32E+05,182.4,2.94E+06,399.18,6.43E+06,F
051419Abl_FA8,36,I,8694,184.01,314.06,21.466,20.224,1.76E+05,138.56,1.20E+06,384.58,3.34E+06,F
051419Abl_FA8,37,I,17520,131.15,313.29,23.205,21.027,3.68E+05,251.12,4.40E+06,405.11,7.10E+06,F
051419Abl_FA8,38,I,11492,55.796,303.41,23.68,21.114,2.43E+05,189.81,2.18E+06,411.56,4.73E+06,F
051419Abl_FA8,39,I,15272,235.05,427.31,25.291,21.333,3.26E+05,146.32,2.23E+06,429.65,6.56E+06,F
051419Abl_FA8,40,I,15956,152.49,127.61,24.295,21.103,3.37E+05,232.66,3.71E+06,418.02,6.67E+06,F
051419Abl_FA8,41,I,10083,347.99,430.71,24.675,20.995,2.12E+05,243.77,2.46E+06,393.19,3.96E+06,F
051419Abl_FA8,42,I,14517,202.05,74.05,27.909,20.911,3.04E+05,197.63,2.87E+06,467.49,6.79E+06,F
051419Abl_FA8,43,I,8817,77.304,145.88,26.32,21.254,1.87E+05,256.5,2.26E+06,370.66,3.27E+06,F
051419Abl_FA8,44,I,11152,400.07,103.75,30.238,21.267,2.37E+05,202.73,2.26E+06,441.29,4.92E+06,F
051419Abl_FA8,45,I,16894,133.17,400.82,30.485,21.81,3.68E+05,178.18,3.01E+06,399.53,6.75E+06,F
051419Abl_FA8,46,I,15801,343.26,65.45,33.179,20.732,3.28E+05,163.14,2.58E+06,480.13,7.59E+06,F
051419Abl_FA8,47,I,7997,93.455,233.35,28.804,20.35,1.63E+05,158.82,1.27E+06,406.51,3.25E+06,F
051419Abl_FA8,48,I,10220,412.45,413.89,29.219,20.788,2.12E+05,144.23,1.47E+06,403.03,4.12E+06,F
051419Abl_FA8,49,I,9931,67.348,262.26,32.117,20.564,2.04E+05,195.96,1.95E+06,391.96,3.89E+06,F
051419Abl_FA8,50,I,15742,25.704,282.3,32.898,20.653,3.25E+05,163.99,2.58E+06,352.82,5.55E+06,F
051419Abl_FA8,51,I,14584,471.54,354.66,32.375,20.732,3.02E+05,167.33,2.44E+06,383.61,5.59E+06,F
051419Abl_FA8,52,I,8405,93.595,370.75,31.801,20.917,1.76E+05,178.26,1.50E+06,422.61,3.55E+06,F
051419Abl_FA8,53,I,9616,124.7,169.06,32.545,20.625,1.98E+05,199.1,1.91E+06,442.4,4.25E+06,F
