Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,targeted
052119Abl_FC6,1,I,18102,291.23,259.07,4.2894,22.533,4.08E+05,346.28,6.27E+06,349.11,6.32E+06,F
052119Abl_FC6,2,M,15108,149.49,313.3,5.0312,22.562,3.41E+05,278.58,4.21E+06,290.95,4.40E+06,F
052119Abl_FC6,3,I,15302,204.03,202.91,5.654,24.077,3.68E+05,594.12,9.09E+06,242.9,3.72E+06,F
052119Abl_FC6,5,M,10242,255.58,316.08,7.2287,22.652,2.32E+05,333.63,3.42E+06,442.44,4.53E+06,F
052119Abl_FC6,6,I,19292,265.85,162.5,7.567,22.137,4.27E+05,287.25,5.54E+06,345.4,6.66E+06,F
052119Abl_FC6,7,I,13864,147.54,203.25,8.3262,22.265,3.09E+05,286.86,3.98E+06,351.19,4.87E+06,F
052119Abl_FC6,8,I,18734,97.704,246.11,9.3797,22.433,4.20E+05,349.29,6.54E+06,452.05,8.47E+06,F
052119Abl_FC6,9,I,17461,70.224,178.22,13.34,23.841,4.16E+05,484.64,8.46E+06,409.73,7.15E+06,F
052119Abl_FC6,11,I,15864,144.64,247.07,16.287,22.738,3.61E+05,337.26,5.35E+06,361.16,5.73E+06,T
052119Abl_FC6,12,I,18672,125.98,316.1,13.369,22.681,4.23E+05,383.77,7.17E+06,408.53,7.63E+06,T
052119Abl_FC6,13,I,17870,201.54,308.22,15.692,22.958,4.10E+05,471.62,8.43E+06,405.42,7.24E+06,T
052119Abl_FC6,14,I,10482,67.747,326.53,15.243,24.203,2.54E+05,538.03,5.64E+06,322.88,3.38E+06,F
052119Abl_FC6,15,I,14303,422.35,293.89,16.172,23.317,3.34E+05,432.65,6.19E+06,338.08,4.84E+06,F
052119Abl_FC6,16,I,11739,143.06,377.2,15.294,23.14,2.72E+05,451.4,5.30E+06,293.73,3.45E+06,F
052119Abl_FC6,17,I,11297,151.87,155.95,16.245,23.111,2.61E+05,447.59,5.06E+06,287.33,3.25E+06,F
052119Abl_FC6,18,I,19747,216.81,113.65,18.658,22.573,4.46E+05,361.29,7.13E+06,339.87,6.71E+06,F
