Embryo_ID,Cell_ID,Cell_cycle, Size, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum,Identity
013118Abl_CM1,5,I,22393,165.04,220.4,7.7877,45.023,1.01E+06,213.6,4.78E+06,DP
013118Abl_CM1,7,I,28530,178.91,295.07,8.6024,61.684,1.76E+06,211.94,6.05E+06,PRE
013118Abl_CM1,12,I,25974,114.72,229.16,12.413,66.019,1.71E+06,248.54,6.46E+06,PRE
013118Abl_CM1,14,I,43061,137.99,347.12,12.439,53.443,2.30E+06,245.72,1.06E+07,PRE
013118Abl_CM1,19,I,16231,167.97,245.21,19.767,52.316,8.49E+05,219.54,3.56E+06,DP
013118Abl_CM1,21,I,21781,116.86,293.1,24.824,44.782,9.75E+05,259.9,5.66E+06,DP
013118Abl_CM1,22,I,25030,177.13,309.5,24.425,42.156,1.06E+06,193.34,4.84E+06,DP
013118Abl_CM1,23,I,12946,126.2,238.19,25.911,49.735,6.44E+05,237.69,3.08E+06,DP
013118Abl_CM1,25,I,31286,70.128,276.66,28.636,35.102,1.10E+06,208.56,6.53E+06,DP
013118Abl_CM1,29,I,25737,158.93,371.87,28.739,44.851,1.15E+06,203.67,5.24E+06,PRE
013118Abl_CM1,30,I,31469,115.06,349.45,33.428,46.826,1.47E+06,219.85,6.92E+06,PRE
013118Abl_CM1,31,I,24870,105.47,205.56,34.279,28.911,7.19E+05,195.82,4.87E+06,DP
013118Abl_CM1,34,I,33679,123.2,269.58,40.227,36.93,1.24E+06,222.34,7.49E+06,PRE
013118Abl_CM1,34.2,I,33679,135,236,47,29.316,,194.45,,DP
