Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,Identity
031919Abl_ET2,1,I,13095,203.36,192.11,5.2439,21.08,2.76E+05,185.95,2.44E+06,413.48,5.41E+06,TE
031919Abl_ET2,2,I,18859,243.05,241.09,5.0241,19.538,3.68E+05,168,3.17E+06,472.67,8.91E+06,TE
031919Abl_ET2,3,I,33222,270.98,330.76,6.7553,19.206,6.38E+05,129.19,4.29E+06,464.98,1.54E+07,TE
031919Abl_ET2,4,I,13595,387.34,182.27,6.7269,19.431,2.64E+05,157.95,2.15E+06,464.96,6.32E+06,TE
031919Abl_ET2,5,I,32598,402.99,259.92,7.6887,19.503,6.36E+05,139.33,4.54E+06,462.7,1.51E+07,TE
031919Abl_ET2,6,I,18381,147.59,288.55,7.3614,20.893,3.84E+05,164.77,3.03E+06,413.02,7.59E+06,EPI
031919Abl_ET2,7,I,21397,81.859,312.46,8.1588,19.811,4.24E+05,153.82,3.29E+06,447.79,9.58E+06,TE
031919Abl_ET2,8,I,13171,186.84,321.11,7.0885,19.786,2.61E+05,211.04,2.78E+06,461.76,6.08E+06,TE
031919Abl_ET2,9,I,35628,295.76,116.87,8.9565,19.168,6.83E+05,114.15,4.07E+06,410.17,1.46E+07,TE
031919Abl_ET2,10,I,21657,87.096,257.41,8.8318,22.202,4.81E+05,155.14,3.36E+06,489.5,1.06E+07,TE
031919Abl_ET2,11,I,17115,159.27,226.47,12.524,42.638,7.30E+05,133.62,2.29E+06,337.04,5.77E+06,PRE
031919Abl_ET2,12,I,17051,136.83,166.01,13.362,22.131,3.77E+05,156.14,2.66E+06,421.19,7.18E+06,EPI
031919Abl_ET2,13,I,17100,184.06,200.66,12.866,47.347,8.10E+05,166.34,2.84E+06,419.93,7.18E+06,PRE
031919Abl_ET2,14,I,19168,104.65,195.67,13.756,34.71,6.65E+05,146.92,2.82E+06,490.58,9.40E+06,PRE
031919Abl_ET2,15,I,10741,381.5,116.49,13.663,19.756,2.12E+05,179.19,1.92E+06,419.53,4.51E+06,TE
031919Abl_ET2,16,I,14803,163.86,133.36,17.013,19.689,2.91E+05,211.37,3.13E+06,510.27,7.55E+06,TE
031919Abl_ET2,17,I,13009,400.54,345.07,14.441,19.455,2.53E+05,210.49,2.74E+06,461.83,6.01E+06,TE
031919Abl_ET2,18,I,13965,122.79,249.03,18.497,36.707,5.13E+05,138.05,1.93E+06,523.46,7.31E+06,PRE
