Embryo_ID,Cell_ID,Cell_cycle, Size, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum,Identity
012318Abl_CJ3,2,I,13488,200.62,260.31,5.1677,124.87,1.68E+06,137.16,1.85E+06,PRE
012318Abl_CJ3,2.2,I,13488,182,220,5,50.035,,132.004,,EPI
012318Abl_CJ3,3,I,14381,255,278.34,5.7458,45.671,6.57E+05,148.75,2.14E+06,EPI
012318Abl_CJ3,4,I,19329,189.41,189.36,9.6385,99.938,1.93E+06,165.77,3.20E+06,PRE
012318Abl_CJ3,5,I,13282,241.16,174.78,10.368,86.055,1.14E+06,160.65,2.13E+06,PRE
012318Abl_CJ3,6,I,13998,220.45,220.99,13.761,186.53,2.61E+06,132.25,1.85E+06,PRE
012318Abl_CJ3,7,I,29894,155.65,253.53,13.395,98.597,2.95E+06,126.31,3.78E+06,PRE
012318Abl_CJ3,8,I,22403,218.68,320.47,13.761,73.779,1.65E+06,150.53,3.37E+06,DP
012318Abl_CJ3,9,I,4696,180.56,297.78,8.5928,60.76,2.85E+05,132.57,6.23E+05,DP
012318Abl_CJ3,11,I,21634,241.06,280.4,21.908,118.35,2.56E+06,144.15,3.12E+06,PRE
012318Abl_CJ3,12,I,16920,243.37,161.2,23.179,126.93,2.15E+06,134.78,2.28E+06,PRE
012318Abl_CJ3,13,I,18302,240.02,217.14,23.892,124.86,2.29E+06,147.53,2.70E+06,PRE
012318Abl_CJ3,14,I,22973,225.73,341.87,24.883,52.691,1.21E+06,138.81,3.19E+06,DP
012318Abl_CJ3,15,I,9195,188.3,198.9,24.728,75.459,6.94E+05,156.35,1.44E+06,DP
012318Abl_CJ3,17,I,25518,169.01,238.92,27.817,65.034,1.66E+06,114.68,2.93E+06,DP
012318Abl_CJ3,17.2,I,25518,144,260,24,39.189,,111.475,,EPI
012318Abl_CJ3,18,I,17535,274.8,263.54,30.482,53.984,9.47E+05,101.61,1.78E+06,DP
012318Abl_CJ3,21,I,18408,235.74,315.47,38.201,38.991,7.18E+05,145.37,2.68E+06,PRE
