Embryo_ID,Cell_ID,Cell_cycle, Size, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum,Identity
013118Abl_CN2,1,I,18781,216.15,159.58,6.5399,142.74,2.68E+06,233.01,4.38E+06,PRE
013118Abl_CN2,1.2,I,18781,147,214,5,27.647,,232.138,,EPI
013118Abl_CN2,2,I,17222,203.94,211.38,6.5241,126.98,2.19E+06,214.18,3.69E+06,PRE
013118Abl_CN2,2.2,I,17222,191,251,1,31.256,,188.006,,EPI
013118Abl_CN2,3,I,23422,130.4,304.61,8.2914,32.98,7.72E+05,237.31,5.56E+06,EPI
013118Abl_CN2,3.2,I,23422,133,253,6,26.822,,221.248,,EPI
013118Abl_CN2,4,I,17973,222.1,364.3,8.0571,127.65,2.29E+06,234.04,4.21E+06,PRE
013118Abl_CN2,5,I,19182,202.58,275.49,8.7251,117.8,2.26E+06,181.57,3.48E+06,PRE
013118Abl_CN2,5.2,I,19182,308,192,1,39.213,,217.52,,EPI
013118Abl_CN2,6,I,4677,164.21,359.52,6.5638,39.112,1.83E+05,244.67,1.14E+06,DP
013118Abl_CN2,7,I,12598,176.17,157.54,11.359,97.914,1.23E+06,239.97,3.02E+06,PRE
013118Abl_CN2,8,I,10783,131.1,187.34,16.344,92.909,1.00E+06,223.84,2.41E+06,PRE
013118Abl_CN2,9,I,12139,189.89,354.1,17.733,95.792,1.16E+06,230.81,2.80E+06,PRE
013118Abl_CN2,10,I,14219,169.34,207.02,18.252,127.26,1.81E+06,214.21,3.05E+06,PRE
013118Abl_CN2,10.2,I,14219,137,240,16,32.739,,215.054,,EPI
013118Abl_CN2,13,I,29094,151.29,285.01,22.343,51.38,1.49E+06,209.09,6.08E+06,DP
013118Abl_CN2,14,I,25885,156.88,140.2,24.368,99.19,2.57E+06,225.1,5.83E+06,PRE
013118Abl_CN2,15,I,22066,123.4,219.09,30.393,79.733,1.76E+06,200.19,4.42E+06,PRE
013118Abl_CN2,16,I,25236,122.22,311.44,31.837,60.366,1.52E+06,205.87,5.20E+06,PRE
