Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum, 
012119Abl_EI9,1,I,14047,298.45,192.04,4.2218,19.42,2.73E+05,283.85,3.99E+06,390.66,5.49E+06,
012119Abl_EI9,2,I,14975,307.44,314.86,4.3501,19.623,2.94E+05,281.45,4.21E+06,400.23,5.99E+06,
012119Abl_EI9,3,I,16990,177,172.31,5.7459,20.003,3.40E+05,411.59,6.99E+06,350.42,5.95E+06,
012119Abl_EI9,4,I,20163,364.74,244.18,5.4633,19.65,3.96E+05,327.71,6.61E+06,390.51,7.87E+06,
012119Abl_EI9,5,I,21090,198.86,247.65,6.0859,20.086,4.24E+05,301.76,6.36E+06,388.81,8.20E+06,
012119Abl_EI9,6,I,20844,130.55,286.99,6.4604,19.858,4.14E+05,258.48,5.39E+06,399.55,8.33E+06,
012119Abl_EI9,7,I,22521,126.2,204.83,9.8643,20.155,4.54E+05,373.42,8.41E+06,442.49,9.97E+06,
012119Abl_EI9,8,I,17482,61.039,206.91,9.7136,20.232,3.54E+05,437.25,7.64E+06,424.37,7.42E+06,
012119Abl_EI9,9,I,16477,218.55,139.07,9.2104,19.928,3.28E+05,354.7,5.84E+06,456.68,7.52E+06,
012119Abl_EI9,10,I,24233,338.38,382.2,10.808,20.283,4.92E+05,373.63,9.05E+06,405.34,9.82E+06,
012119Abl_EI9,11,I,13377,413.45,296.37,11.225,20.867,2.79E+05,476.49,6.37E+06,392.95,5.26E+06,
012119Abl_EI9,12,I,19686,180.21,330.71,10.936,20.601,4.06E+05,333.18,6.56E+06,306.97,6.04E+06,
012119Abl_EI9,13,I,10639,257.08,402.43,15.024,20.026,2.13E+05,338.3,3.60E+06,307.7,3.27E+06,
012119Abl_EI9,14,I,11301,40.556,295.73,16.084,20.43,2.31E+05,347.35,3.93E+06,369.85,4.18E+06,
012119Abl_EI9,15,I,9541,438.72,231.19,16.051,20.756,1.98E+05,551.07,5.26E+06,432.93,4.13E+06,
012119Abl_EI9,16,I,17805,69.936,250.54,17.695,21.027,3.74E+05,600.03,1.07E+07,395.81,7.05E+06,
012119Abl_EI9,17,M,1793,120.4,253.52,13.262,19.572,35092,246.92,4.43E+05,359.25,6.44E+05,
012119Abl_EI9,18,I,18786,146.02,147.5,18.89,20.084,3.77E+05,323.07,6.07E+06,392,7.36E+06,
012119Abl_EI9,19,I,12701,257.17,87.31,18.884,20.459,2.60E+05,503.7,6.40E+06,362.28,4.60E+06,
012119Abl_EI9,20,I,11976,98.182,118.73,19.211,20.695,2.48E+05,561.19,6.72E+06,351.39,4.21E+06,
012119Abl_EI9,21,I,12930,376.03,117.9,19.111,20.544,2.66E+05,489.34,6.33E+06,394.95,5.11E+06,
