Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,targeted
082619Abl_FH7,1,I,17935,131.58,221.49,5.667,21.013,3.77E+05,165.39,2.97E+06,365.9,6.56E+06,F
082619Abl_FH7,2,I,26934,317.48,245.19,6.0363,20.504,5.52E+05,108.75,2.93E+06,322.76,8.69E+06,F
082619Abl_FH7,3,I,18593,239.81,288.55,5.0806,20.84,3.87E+05,137.76,2.56E+06,373.46,6.94E+06,F
082619Abl_FH7,5,I,27263,165.05,311.48,5.7711,20.813,5.67E+05,136.73,3.73E+06,268.64,7.32E+06,F
082619Abl_FH7,6,I,46118,230.41,144.22,9.3895,20.572,9.49E+05,126.17,5.82E+06,377.48,1.74E+07,F
082619Abl_FH7,7,M,6431,148.76,242.48,10.996,21.084,1.36E+05,207.16,1.33E+06,321.77,2.07E+06,F
082619Abl_FH7,8,I,19168,109.92,273.44,11.23,20.894,4.01E+05,165.04,3.16E+06,327.88,6.28E+06,T
082619Abl_FH7,9,I,21681,227.84,364.24,10.512,20.62,4.47E+05,103.54,2.24E+06,387.86,8.41E+06,F
082619Abl_FH7,10,I,17015,99.853,158.8,11.704,21.111,3.59E+05,167.57,2.85E+06,454.61,7.74E+06,F
082619Abl_FH7,11,I,26361,417.18,247.82,11.709,20.581,5.43E+05,104.68,2.76E+06,409.96,1.08E+07,F
082619Abl_FH7,12,I,19627,177.89,339.62,14.469,21.119,4.15E+05,188.09,3.69E+06,266.04,5.22E+06,T
082619Abl_FH7,13,I,15250,159.72,205.82,15.918,20.864,3.18E+05,142.98,2.18E+06,249.84,3.81E+06,T
082619Abl_FH7,14,I,16798,112.9,324.53,15.958,20.771,3.49E+05,137.19,2.30E+06,319.3,5.36E+06,F
082619Abl_FH7,15,I,29209,370.49,368.62,15.622,20.806,6.08E+05,136.05,3.97E+06,318.24,9.30E+06,F
082619Abl_FH7,17,I,9474,168.14,152.49,18.029,21.075,2.00E+05,185.63,1.76E+06,227.38,2.15E+06,F
082619Abl_FH7,18,I,17214,423.42,306.31,16.023,20.891,3.60E+05,147.71,2.54E+06,299.17,5.15E+06,F
082619Abl_FH7,19,I,13423,94.223,188.19,20.398,21.055,2.83E+05,148.55,1.99E+06,247.05,3.32E+06,F
082619Abl_FH7,21,I,9921,59.874,305.24,16.184,20.763,2.06E+05,57.547,5.71E+05,400.4,3.97E+06,F
082619Abl_FH7,22,M,4391,159.13,303.65,19.721,21.036,92370,196.17,8.61E+05,299.54,1.32E+06,F
082619Abl_FH7,23,I,15206,404.63,140.43,21.874,20.858,3.17E+05,154.85,2.35E+06,349.27,5.31E+06,F
082619Abl_FH7,25,I,21320,205.26,414.5,20.63,20.986,4.47E+05,141.26,3.01E+06,424.93,9.06E+06,F
082619Abl_FH7,28,I,14331,136.67,310.45,25.373,20.825,2.98E+05,189.97,2.72E+06,290.59,4.16E+06,T
082619Abl_FH7,29,I,15387,172.58,271.41,28.901,20.258,3.12E+05,82.188,1.26E+06,247.85,3.81E+06,F
082619Abl_FH7,30,M,19190,79.806,359.05,28.125,20.752,3.98E+05,92.555,1.78E+06,355.6,6.82E+06,F
082619Abl_FH7,31,I,13472,184.09,95.515,29.637,20.997,2.83E+05,174.57,2.35E+06,308.9,4.16E+06,F
082619Abl_FH7,33,I,15708,108.82,154.56,29.841,20.52,3.22E+05,125.91,1.98E+06,469.36,7.37E+06,T
082619Abl_FH7,34,I,14513,139.63,212.56,29.699,20.37,2.96E+05,95.341,1.38E+06,324.5,4.71E+06,F
082619Abl_FH7,35,I,15798,57.905,284.01,31.086,20.615,3.26E+05,128.57,2.03E+06,345.5,5.46E+06,F
082619Abl_FH7,37,I,14093,321.68,441.65,29.835,20.881,2.94E+05,133.51,1.88E+06,289.68,4.08E+06,F
082619Abl_FH7,38,I,14045,334.46,63.924,33.452,21.022,2.95E+05,169.6,2.38E+06,304.09,4.27E+06,F
082619Abl_FH7,39,I,17014,149.08,147.29,33.177,20.346,3.46E+05,118.72,2.02E+06,271.06,4.61E+06,T
082619Abl_FH7,40,I,12616,475.42,286.17,33.796,20.685,2.61E+05,118.12,1.49E+06,335.52,4.23E+06,F
082619Abl_FH7,41,I,26951,40,243,24,21.18,,155.455,,338.039,,F
082619Abl_FH7,41.2,I,26951,57,209,36,20.371,,107.689,,327.122,,F
082619Abl_FH7,42,I,10562,119.6,339.11,34.257,20.479,2.16E+05,115.81,1.22E+06,308.45,3.26E+06,F
082619Abl_FH7,43,I,10892,455.39,354.3,35.846,20.831,2.27E+05,176.27,1.92E+06,261.43,2.85E+06,F
082619Abl_FH7,44,I,14229,124.81,275.81,35.209,20.231,2.88E+05,90.692,1.29E+06,350.76,4.99E+06,F
082619Abl_FH7,45,I,11967,489.59,228.23,41.426,21.03,2.52E+05,175.46,2.10E+06,374.42,4.48E+06,F
082619Abl_FH7,46,I,16606,128.06,374.1,40.589,20.401,3.39E+05,116.18,1.93E+06,289.54,4.81E+06,F
082619Abl_FH7,47,I,8621,268.4,48.78,41.242,20.972,1.81E+05,207.2,1.79E+06,343.49,2.96E+06,F
082619Abl_FH7,48,I,16450,101.08,137.28,40.867,20.376,3.35E+05,95.893,1.58E+06,267.47,4.40E+06,F
082619Abl_FH7,49,I,12525,50.188,146.21,41.127,20.7,2.59E+05,143.39,1.80E+06,388.61,4.87E+06,F
082619Abl_FH7,50,I,12516,132.13,205.84,41.247,20.173,2.52E+05,76.317,9.55E+05,332.32,4.16E+06,F
082619Abl_FH7,51,I,12050,38.19,258.6,41.679,20.462,2.47E+05,121.4,1.46E+06,327.19,3.94E+06,F
082619Abl_FH7,52,I,18301,157.43,423.53,41.601,20.854,3.82E+05,100.17,1.83E+06,332.47,6.08E+06,F
082619Abl_FH7,53,I,15521,458.95,128.16,44.426,20.855,3.24E+05,146.75,2.28E+06,353.22,5.48E+06,F
082619Abl_FH7,54,I,6283,85.494,219.98,39.574,20.154,1.27E+05,77.332,4.86E+05,227.48,1.43E+06,F
082619Abl_FH7,55,I,12742,99.23,180.51,44.751,20.161,2.57E+05,75.187,9.58E+05,270.48,3.45E+06,F
082619Abl_FH7,56,I,14780,54.803,351.91,42.508,20.788,3.07E+05,111.22,1.64E+06,304.48,4.50E+06,F
082619Abl_FH7,57,I,10698,429.03,403.87,43.396,20.822,2.23E+05,155.64,1.67E+06,313.6,3.35E+06,F
082619Abl_FH7,58,I,14695,137.41,294.38,44.356,20.025,2.94E+05,58.948,8.66E+05,322.98,4.75E+06,F
082619Abl_FH7,59,I,12751,152.88,82.555,45.905,20.487,2.61E+05,120.99,1.54E+06,305.71,3.90E+06,F
082619Abl_FH7,60,I,11071,80.65,267.87,47.35,19.934,2.21E+05,70.421,7.80E+05,303.51,3.36E+06,T
082619Abl_FH7,61,I,14422,47.766,303.89,48.881,20.197,2.91E+05,83.387,1.20E+06,361.37,5.21E+06,T
082619Abl_FH7,62,I,19288,104.82,358.88,51.409,20.076,3.87E+05,84.877,1.64E+06,358.86,6.92E+06,T
082619Abl_FH7,63,I,11990,56.309,224.21,50.567,20.073,2.41E+05,71.564,8.58E+05,271.75,3.26E+06,T
