Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,Identity
121718Abl_ED2,1,I,8270,231.64,216.7,3.7591,20.001,1.65E+05,287.9,2.38E+06,175.95,1.46E+06,TE
121718Abl_ED2,2,I,12027,139.93,264.73,4.7499,26.267,3.16E+05,220.45,2.65E+06,145.78,1.75E+06,TE
121718Abl_ED2,3,I,19721,113.41,187,5.1479,21.672,4.27E+05,433.69,8.55E+06,153.75,3.03E+06,TE
121718Abl_ED2,4,I,17287,445.96,288.07,6.8207,19.253,3.33E+05,252.51,4.37E+06,145.69,2.52E+06,TE
121718Abl_ED2,5,I,15304,191.75,156.05,8.0362,20.826,3.19E+05,216.63,3.32E+06,160.33,2.45E+06,TE
121718Abl_ED2,7,I,12026,186.99,252.53,7.3848,81.366,9.79E+05,177.66,2.14E+06,151.34,1.82E+06,PRE
121718Abl_ED2,8,I,12062,247.63,270.3,7.8378,20.302,2.45E+05,353.44,4.26E+06,161.56,1.95E+06,TE
121718Abl_ED2,9,I,12925,101.91,237.99,9.8476,34.683,4.48E+05,342.84,4.43E+06,147.96,1.91E+06,DP
121718Abl_ED2,10,I,12299,389.45,278.72,8.6437,19.282,2.37E+05,237.43,2.92E+06,148.14,1.82E+06,TE
121718Abl_ED2,11,I,18300,183.6,340.47,8.5371,22.895,4.19E+05,162.94,2.98E+06,174.94,3.20E+06,TE
121718Abl_ED2,12,I,13632,404.33,348.42,10.113,19.734,2.69E+05,288.62,3.93E+06,174.11,2.37E+06,TE
121718Abl_ED2,13,I,8411,418.53,202.36,9.4304,22.053,1.85E+05,277.7,2.34E+06,164.79,1.39E+06,TE
121718Abl_ED2,14,I,9408,285.87,228,11.687,20.713,1.95E+05,368.03,3.46E+06,172.17,1.62E+06,TE
121718Abl_ED2,15,I,9252,357.52,312.6,11.277,19.719,1.82E+05,246.31,2.28E+06,150.62,1.39E+06,TE
121718Abl_ED2,16,I,7256,451.35,341.3,12.675,19.407,1.41E+05,240.92,1.75E+06,173.39,1.26E+06,TE
121718Abl_ED2,17,I,7263,135.38,166.33,10.957,29.888,2.17E+05,325.57,2.36E+06,156.32,1.14E+06,DP
121718Abl_ED2,18,I,6300,195.31,188.75,14.009,109.05,6.87E+05,249.1,1.57E+06,156.58,9.86E+05,PRE
121718Abl_ED2,19,I,13599,358.31,234.55,14.177,19.738,2.68E+05,270.96,3.68E+06,181.56,2.47E+06,TE
121718Abl_ED2,20,I,7150,273.95,161.38,14.176,20.96,1.50E+05,387.35,2.77E+06,140.25,1.00E+06,TE
121718Abl_ED2,21,I,6803,420.73,234.8,14.386,21.052,1.43E+05,412.88,2.81E+06,133.06,9.05E+05,TE
121718Abl_ED2,22,I,6663,134.44,259.14,14.54,93.042,6.20E+05,221.06,1.47E+06,149.8,9.98E+05,PRE
121718Abl_ED2,23,I,13813,40.37,265.02,15.717,19.098,2.64E+05,186.47,2.58E+06,190.24,2.63E+06,TE
121718Abl_ED2,24,I,11034,83.492,297.48,14.391,24.792,2.74E+05,223.46,2.47E+06,182.16,2.01E+06,EPI
121718Abl_ED2,25,M,28858,274.86,318.61,16.147,18.207,5.25E+05,108.79,3.14E+06,157.1,4.53E+06,TE
121718Abl_ED2,26,I,7919,173.55,322.26,14.147,79.501,6.30E+05,213.57,1.69E+06,173.87,1.38E+06,PRE
121718Abl_ED2,27,I,9836,137.62,336.8,13.838,73.679,7.25E+05,237.62,2.34E+06,156.01,1.53E+06,PRE
121718Abl_ED2,28,I,8399,339.26,372.01,14.426,19.043,1.60E+05,257.06,2.16E+06,153.1,1.29E+06,TE
121718Abl_ED2,29,I,7438,459.09,219.02,16.465,19.706,1.47E+05,218.12,1.62E+06,176.32,1.31E+06,TE
121718Abl_ED2,30,I,9195,169.6,143.72,16.515,38.277,3.52E+05,332.07,3.05E+06,166.15,1.53E+06,DP
121718Abl_ED2,31,I,11670,401.66,157.21,17.119,20.232,2.36E+05,319,3.72E+06,162.28,1.89E+06,TE
121718Abl_ED2,32,I,7792,367.25,190.6,18.084,21.998,1.71E+05,286.6,2.23E+06,176.19,1.37E+06,TE
121718Abl_ED2,33,I,5497,322.58,211.13,14.453,21.054,1.16E+05,336.62,1.85E+06,197.74,1.09E+06,TE
