Embryo_ID,Cell_ID,Cell_cycle, Size, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum,Identity
013118Abl_CL1,4,I,24945,274.32,253.5,6.7553,38.371,9.57E+05,90.481,2.26E+06,DP
013118Abl_CL1,6,I,43097,167.57,187.55,9.0414,35.568,1.53E+06,122.78,5.29E+06,DP
013118Abl_CL1,7,I,28603,171.94,293.45,7.9318,37.036,1.06E+06,119.34,3.41E+06,DP
013118Abl_CL1,9,I,14006,215.23,270.79,8.7904,36.14,5.06E+05,119.53,1.67E+06,DP
013118Abl_CL1,10,I,29678,224.94,351.13,10.539,54.302,1.61E+06,114.09,3.39E+06,PRE
013118Abl_CL1,12,I,21386,247.51,306.71,14.891,41.746,8.93E+05,102.44,2.19E+06,DP
013118Abl_CL1,15,I,17009,211.08,185.35,16.361,32.26,5.49E+05,126.59,2.15E+06,EPI
013118Abl_CL1,16,I,27377,147.26,238.94,15.743,48.101,1.32E+06,115.29,3.16E+06,PRE
013118Abl_CL1,17,I,25157,237.46,233.72,18.64,45.102,1.13E+06,107.58,2.71E+06,PRE
013118Abl_CL1,18,I,40652,176.29,381.86,17.823,36.294,1.48E+06,115.16,4.68E+06,PRE
013118Abl_CL1,19,I,54499,125.44,302.75,19.971,33.588,1.83E+06,115.54,6.30E+06,PRE
013118Abl_CL1,21,I,17218,189.29,317.27,23.374,39.845,6.86E+05,129.24,2.23E+06,DP
013118Abl_CL1,26,I,48409,172.28,188,31.017,25.846,1.25E+06,108.82,5.27E+06,EPI
013118Abl_CL1,27,I,33585,236.44,378.08,29.469,24.614,8.27E+05,104.07,3.50E+06,EPI
013118Abl_CL1,30,I,944,159.65,264.63,26.387,32.988,31141,95.6,90246,DP
013118Abl_CL1,33,I,37372,210.96,310.87,35.082,35.678,1.33E+06,106.35,3.97E+06,PRE
013118Abl_CL1,33.2,I,37372,203,347,43,23.75,,109.45,,EPI
013118Abl_CL1,37,I,15027,153.36,287.11,38.125,30.311,4.55E+05,96.826,1.46E+06,DP
