Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,targeted
100819Abl_FN3,1,I,17741,228.63,211.79,5.4448,22.023,3.91E+05,276.77,4.91E+06,304.25,5.40E+06,F
100819Abl_FN3,2,I,26116,94.667,261.76,6.1473,21.904,5.72E+05,224.75,5.87E+06,333.88,8.72E+06,F
100819Abl_FN3,3,I,17849,277.96,292.15,4.9998,22.315,3.98E+05,318.74,5.69E+06,280,5.00E+06,F
100819Abl_FN3,4,I,30557,359.72,217.93,6.3318,21.752,6.65E+05,226.74,6.93E+06,285.5,8.72E+06,F
100819Abl_FN3,5,I,13907,158.03,242.03,7.3428,22.33,3.11E+05,303.92,4.23E+06,255.68,3.56E+06,F
100819Abl_FN3,6,I,20285,214.44,327.56,6.8869,22.032,4.47E+05,252.31,5.12E+06,270.21,5.48E+06,F
100819Abl_FN3,7,I,26712,137.17,167.64,10.375,21.822,5.83E+05,214.71,5.74E+06,325.87,8.70E+06,F
100819Abl_FN3,8,I,10611,197.26,250.45,10.915,22.381,2.37E+05,275.86,2.93E+06,317.3,3.37E+06,F
100819Abl_FN3,9,I,12323,119.22,286.71,10.95,22.393,2.76E+05,305.27,3.76E+06,289.47,3.57E+06,F
100819Abl_FN3,10,I,9713,109.92,230.67,14.158,22.135,2.15E+05,260.39,2.53E+06,292.96,2.85E+06,F
100819Abl_FN3,11,I,18737,224.6,110.13,15.681,22.171,4.15E+05,295.23,5.53E+06,240.72,4.51E+06,F
100819Abl_FN3,12,I,12635,432.89,253.05,14.139,22.322,2.82E+05,312.77,3.95E+06,223.71,2.83E+06,F
100819Abl_FN3,13,I,15598,403.48,357.28,17.236,22.406,3.50E+05,304.68,4.75E+06,317.14,4.95E+06,F
100819Abl_FN3,14,I,9509,74.344,199.33,17.293,22.492,2.14E+05,332.32,3.16E+06,299.56,2.85E+06,F
100819Abl_FN3,15,I,11742,169.95,290.64,17.92,22.689,2.66E+05,401.99,4.72E+06,250.26,2.94E+06,F
100819Abl_FN3,16,I,15945,137.19,369.42,18.692,22.247,3.55E+05,256.99,4.10E+06,323.81,5.16E+06,F
100819Abl_FN3,17,I,10951,161.4,173.4,20.002,22.296,2.44E+05,346.8,3.80E+06,275.07,3.01E+06,F
100819Abl_FN3,18,I,14884,38.578,271.11,20.845,22.279,3.32E+05,254.86,3.79E+06,306.7,4.56E+06,F
100819Abl_FN3,19,I,10486,113.36,331.62,20.447,22.666,2.38E+05,389.68,4.09E+06,270.35,2.83E+06,F
100819Abl_FN3,20,I,12906,151.28,224.35,20.187,22.02,2.84E+05,243.15,3.14E+06,284.15,3.67E+06,F
