Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,targeted
052119Abl_FB1,1,M,9772,136.86,289,4.9499,23.143,2.26E+05,316.02,3.09E+06,281.53,2.75E+06,F
052119Abl_FB1,2,I,16850,268.48,321.22,3.5846,26.338,4.44E+05,756.55,1.27E+07,430.31,7.25E+06,F
052119Abl_FB1,3,I,19687,271.16,213.07,4.721,24.902,4.90E+05,528.06,1.04E+07,423.59,8.34E+06,F
052119Abl_FB1,5,I,15348,203.02,252.93,6.0327,25.073,3.85E+05,574.06,8.81E+06,464.89,7.14E+06,F
052119Abl_FB1,6,M,6320,163.81,234.58,8.1487,24.313,1.54E+05,457.65,2.89E+06,219.59,1.39E+06,F
052119Abl_FB1,7,I,26140,117.37,149.09,12.238,24.611,6.43E+05,499.91,1.31E+07,468.41,1.22E+07,F
052119Abl_FB1,8,M,23756,191.24,378.43,9.2537,22.727,5.40E+05,189.76,4.51E+06,485.68,1.15E+07,F
052119Abl_FB1,9,I,16090,148.18,180.07,13.86,25.403,4.09E+05,539.78,8.69E+06,285.53,4.59E+06,F
052119Abl_FB1,10,I,13300,186.6,317.18,15.164,24.353,3.24E+05,546.3,7.27E+06,319.52,4.25E+06,F
052119Abl_FB1,12,M,7835,83.14,247.95,15.167,23.375,1.83E+05,352.41,2.76E+06,434.62,3.41E+06,F
052119Abl_FB1,13,I,11832,80.584,301.67,13.894,23.694,2.80E+05,334.17,3.95E+06,370.32,4.38E+06,F
052119Abl_FB1,14,I,22348,421.56,199.02,15.67,26.124,5.84E+05,731.77,1.64E+07,299.76,6.70E+06,F
052119Abl_FB1,15,I,16035,199.66,224.45,16.12,24.596,3.94E+05,561.83,9.01E+06,437.14,7.01E+06,F
052119Abl_FB1,16,I,8199,415.04,329.4,15.969,24.796,2.03E+05,560.53,4.60E+06,331.61,2.72E+06,F
052119Abl_FB1,17,I,13030,79.364,353.29,16.461,25.537,3.33E+05,618.17,8.05E+06,439.85,5.73E+06,F
052119Abl_FB1,18,I,11217,337.76,431.88,20.523,25.976,2.91E+05,760.44,8.53E+06,364.66,4.09E+06,F
052119Abl_FB1,19,I,19011,61.853,224.74,22.981,24.661,4.69E+05,503.88,9.58E+06,397.91,7.56E+06,F
052119Abl_FB1,21,I,21469,155.75,362.85,22.516,22.826,4.90E+05,352.79,7.57E+06,372.61,8.00E+06,F
052119Abl_FB1,22,I,13914,135.45,308.62,22.097,23.641,3.29E+05,387.41,5.39E+06,290.18,4.04E+06,F
052119Abl_FB1,24,I,19711,169.72,174.85,25.155,22.742,4.48E+05,381.46,7.52E+06,352.02,6.94E+06,F
052119Abl_FB1,25,I,9205,22.19,233.03,25.713,25.462,2.34E+05,625.29,5.76E+06,295.56,2.72E+06,F
052119Abl_FB1,26,I,16043,96.18,366.49,25.427,23.96,3.84E+05,484.04,7.77E+06,376.93,6.05E+06,F
052119Abl_FB1,27,I,12159,382.19,114.74,25.094,26.314,3.20E+05,853.43,1.04E+07,383.31,4.66E+06,F
052119Abl_FB1,28,I,12007,93.611,149.85,26.96,24.078,2.89E+05,486.39,5.84E+06,449.79,5.40E+06,F
052119Abl_FB1,29,I,9975,122.48,210.09,26.893,23.061,2.30E+05,419.51,4.18E+06,290.3,2.90E+06,F
052119Abl_FB1,31,I,12363,106.33,260.13,28.604,22.215,2.75E+05,265.92,3.29E+06,466.3,5.76E+06,F
052119Abl_FB1,32,I,5873,147.73,275.95,30.632,22.101,1.30E+05,354.33,2.08E+06,328.23,1.93E+06,F
052119Abl_FB1,33,I,12336,67.035,192.5,30.911,23.149,2.86E+05,457.79,5.65E+06,388.48,4.79E+06,F
052119Abl_FB1,36,I,17144,139.33,130.8,35.234,23.605,4.05E+05,371.82,6.37E+06,394.13,6.76E+06,F
052119Abl_FB1,37,I,21069,55.899,312.4,35.154,22.732,4.79E+05,297.69,6.27E+06,359.72,7.58E+06,F
052119Abl_FB1,38,I,17501,136.37,391.75,33.995,22.676,3.97E+05,305.86,5.35E+06,367.3,6.43E+06,F
052119Abl_FB1,39,I,15208,177.12,431.96,35.307,22.988,3.50E+05,387.87,5.90E+06,411.25,6.25E+06,F
052119Abl_FB1,40,I,9811,449.65,393.41,37.091,24.143,2.37E+05,446.39,4.38E+06,335.9,3.30E+06,F
052119Abl_FB1,41,I,15155,494.62,205.33,39.92,24.479,3.71E+05,460.62,6.98E+06,482.51,7.31E+06,F
052119Abl_FB1,42,I,7696,349.72,50.628,39.136,26.916,2.07E+05,953.37,7.34E+06,368.94,2.84E+06,F
052119Abl_FB1,43,I,18745,205.63,58.23,42.002,22.757,4.27E+05,403.08,7.56E+06,445.73,8.36E+06,F
