Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,Identity,targeted
070919Abl_FF2,1,I,8620,286.43,252.87,3.7064,20.586,1.77E+05,251.86,2.17E+06,348.06,3.00E+06,TE,F
070919Abl_FF2,2,I,10019,227.06,299.95,4.4782,20.56,2.06E+05,246.99,2.47E+06,317.87,3.18E+06,TE,F
070919Abl_FF2,3,I,9919,136.28,269.7,4.8539,20.886,2.07E+05,324.09,3.21E+06,232.91,2.31E+06,TE,F
070919Abl_FF2,4,M,29502,201.13,223.39,7.3735,20.679,6.10E+05,111.04,3.28E+06,343.91,1.01E+07,TE,F
070919Abl_FF2,6,I,13310,298.56,171.57,6.7938,20.352,2.71E+05,149.49,1.99E+06,404.24,5.38E+06,TE,F
070919Abl_FF2,7,I,33738,391.56,292.57,8.3289,19.665,6.63E+05,115.53,3.90E+06,399.35,1.35E+07,TE,F
070919Abl_FF2,8,I,13314,223.41,143.48,9.889,19.953,2.66E+05,162.76,2.17E+06,307.57,4.10E+06,TE,F
070919Abl_FF2,10,I,21082,293.45,402.84,10.188,20.078,4.23E+05,165,3.48E+06,412.38,8.69E+06,TE,F
070919Abl_FF2,11,I,13196,69.743,253.69,10.226,20.157,2.66E+05,128.5,1.70E+06,483.27,6.38E+06,EPI,F
070919Abl_FF2,12,I,8891,162.97,143.81,13.076,21.297,1.89E+05,377.53,3.36E+06,455.24,4.05E+06,TE,F
070919Abl_FF2,13,I,6099,127.6,237.31,13.689,39.883,2.43E+05,152.87,9.32E+05,308.21,1.88E+06,PRE,F
070919Abl_FF2,14,I,9209,380.94,168.24,12.355,20.667,1.90E+05,183.56,1.69E+06,466.17,4.29E+06,TE,F
070919Abl_FF2,15,I,13467,149.46,202.42,15.882,24.928,3.36E+05,155.37,2.09E+06,436.54,5.88E+06,EPI,F
070919Abl_FF2,16,I,8380,199.04,404.92,14.39,21.017,1.76E+05,285,2.39E+06,365.3,3.06E+06,TE,F
070919Abl_FF2,17,I,11922,132.04,162.74,16.728,23.464,2.80E+05,226.23,2.70E+06,292.82,3.49E+06,EPI,F
070919Abl_FF2,18,I,9588,127.35,354.66,15.341,20.295,1.95E+05,157.31,1.51E+06,256.98,2.46E+06,TE,F
070919Abl_FF2,19,I,9449,368.27,396.79,15.4,20.99,1.98E+05,227.11,2.15E+06,474.78,4.49E+06,TE,F
070919Abl_FF2,20,I,8901,332.46,119.3,18.536,20.826,1.85E+05,273.24,2.43E+06,273.17,2.43E+06,TE,F
070919Abl_FF2,21,I,7220,82.622,295.59,19.871,30.283,2.19E+05,199.94,1.44E+06,355.34,2.57E+06,PRE,F
070919Abl_FF2,22,I,9142,120.49,299.01,20.095,32.104,2.94E+05,110.66,1.01E+06,225.93,2.07E+06,PRE,T
070919Abl_FF2,23,I,8226,255.11,102.48,20.288,21.018,1.73E+05,267.07,2.20E+06,366.67,3.02E+06,TE,F
070919Abl_FF2,24,I,12380,113.24,201.09,22.61,39.416,4.88E+05,146.66,1.82E+06,312.77,3.87E+06,PRE,F
070919Abl_FF2,25,I,8677,452.46,214.22,21.689,20.653,1.79E+05,223.49,1.94E+06,393.1,3.41E+06,TE,F
070919Abl_FF2,26,I,15169,88.891,232.08,22.471,21.844,3.31E+05,135.48,2.06E+06,314.42,4.77E+06,EPI,F
070919Abl_FF2,27,I,9295,61.424,150.89,26.254,22.127,2.06E+05,240.73,2.24E+06,371.99,3.46E+06,TE,F
070919Abl_FF2,28,I,8611,29.974,242.72,26.483,24.576,2.12E+05,293.64,2.53E+06,273.36,2.35E+06,EPI,F
070919Abl_FF2,29,I,11427,119.7,162.8,26.902,22.35,2.55E+05,205.58,2.35E+06,338.62,3.87E+06,EPI,F
070919Abl_FF2,30,I,12396,47.237,303.03,26.912,21.743,2.70E+05,205.86,2.55E+06,409.11,5.07E+06,EPI,F
070919Abl_FF2,31,I,14127,60.182,187.43,30.161,23.146,3.27E+05,175.01,2.47E+06,374.55,5.29E+06,EPI,F
070919Abl_FF2,32,I,8703,228.48,459.81,28.038,20.79,1.81E+05,165.27,1.44E+06,389.9,3.39E+06,TE,F
070919Abl_FF2,33,I,6633,322.74,457.19,28.889,20.919,1.39E+05,197.59,1.31E+06,342.59,2.27E+06,TE,F
070919Abl_FF2,34,I,8142,130.46,106.53,32.971,20.259,1.65E+05,207.17,1.69E+06,342.4,2.79E+06,TE,F
070919Abl_FF2,35,I,8526,89.151,280.58,33.268,37.966,3.24E+05,92.155,7.86E+05,297.17,2.53E+06,PRE,F
070919Abl_FF2,36,I,8452,20.333,311.92,35.051,20.338,1.72E+05,216.14,1.83E+06,316.76,2.68E+06,TE,F
070919Abl_FF2,37,I,10646,232.51,62.92,34.674,20.354,2.17E+05,178.22,1.90E+06,326.19,3.47E+06,TE,F
070919Abl_FF2,38,I,7720,463.56,167.19,35.995,20.292,1.57E+05,151.42,1.17E+06,419.06,3.24E+06,TE,F
070919Abl_FF2,39,I,6869,61.653,242.14,32.89,24,1.65E+05,120.44,8.27E+05,410.69,2.82E+06,EPI,F
070919Abl_FF2,40,I,12744,73.447,324.13,36.571,28.034,3.57E+05,114.6,1.46E+06,375.61,4.79E+06,DP,T
