Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,targeted
050819Abl_EY1,1,I,16457,339.74,269.12,4.5116,22.838,3.76E+05,483.88,7.96E+06,1448.3,2.38E+07,F
050819Abl_EY1,2,I,10199,230.39,229.17,4.9259,24.719,2.52E+05,752.53,7.68E+06,1432.4,1.46E+07,F
050819Abl_EY1,3,I,15515,213.75,299.41,5.6929,23.323,3.62E+05,492.55,7.64E+06,1425.1,2.21E+07,F
050819Abl_EY1,4,I,8999,352.71,166.76,5.9807,23.822,2.14E+05,629.23,5.66E+06,1437.7,1.29E+07,F
050819Abl_EY1,5,I,10415,83.134,280.25,6.9881,23.284,2.43E+05,451.09,4.70E+06,1516.9,1.58E+07,F
050819Abl_EY1,6,I,10373,188.56,201.6,7.2538,24.465,2.54E+05,700.4,7.27E+06,1395.1,1.45E+07,F
050819Abl_EY1,7,I,12027,102.06,199.42,8.676,23.179,2.79E+05,443.75,5.34E+06,1526.1,1.84E+07,F
050819Abl_EY1,8,I,13577,121.2,250.95,8.6526,23.271,3.16E+05,419.89,5.70E+06,1469,1.99E+07,F
050819Abl_EY1,9,I,9965,306.1,132.81,7.6304,21.943,2.19E+05,323.76,3.23E+06,1423.9,1.42E+07,F
050819Abl_EY1,10,I,13023,168.22,254.64,11.601,23.253,3.03E+05,461.92,6.02E+06,1360.6,1.77E+07,F
050819Abl_EY1,11,I,12333,158.18,301.51,9.6873,22.817,2.81E+05,382.26,4.71E+06,1401,1.73E+07,F
050819Abl_EY1,12,I,14118,397.8,202.04,7.9926,23.524,3.32E+05,573.92,8.10E+06,1418.1,2.00E+07,F
050819Abl_EY1,13,I,14703,150.79,201.17,15.104,23.314,3.43E+05,444.99,6.54E+06,1325.9,1.95E+07,F
050819Abl_EY1,14,I,10613,120.8,343.39,15.077,23.954,2.54E+05,551.22,5.85E+06,1637.6,1.74E+07,F
050819Abl_EY1,15,I,8283,209.6,125.39,14.076,22.214,1.84E+05,362.59,3.00E+06,1414.3,1.17E+07,F
050819Abl_EY1,16,I,15859,82.432,310.51,15.729,24.025,3.81E+05,415.94,6.60E+06,1498,2.38E+07,F
050819Abl_EY1,17,I,12833,57.349,233.99,18.188,23.32,2.99E+05,428.04,5.49E+06,1485.5,1.91E+07,F
