Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum, 
031919Abl_ET7,1,I,10277,163.12,242,4.3089,18.883,1.94E+05,155.77,1.60E+06,386.23,3.97E+06,
031919Abl_ET7,3,I,34120,340.49,228.54,5.828,18.561,6.33E+05,76.816,2.62E+06,184.48,6.29E+06,
031919Abl_ET7,4,I,16416,268.29,287.6,5.6625,18.808,3.09E+05,123.99,2.04E+06,341.16,5.60E+06,
031919Abl_ET7,7,I,24439,227.62,226.89,8.6351,18.847,4.61E+05,106.77,2.61E+06,349.61,8.54E+06,
031919Abl_ET7,8,I,28829,248.57,159.14,8.7614,18.726,5.40E+05,97.264,2.80E+06,311.97,8.99E+06,
031919Abl_ET7,9,I,17720,231.88,350.6,8.1836,18.793,3.33E+05,114.9,2.04E+06,363.04,6.43E+06,
031919Abl_ET7,11,I,16627,138.75,223.89,12.102,19.156,3.19E+05,141.33,2.35E+06,420.3,6.99E+06,
031919Abl_ET7,12,I,18393,116.86,295.12,12.728,19.118,3.52E+05,131.59,2.42E+06,365.63,6.73E+06,
031919Abl_ET7,13,I,43540,77.793,180.95,10.538,18.738,8.16E+05,85.98,3.74E+06,439.58,1.91E+07,
031919Abl_ET7,15,I,25521,375.72,385.48,15.658,18.713,4.78E+05,99.915,2.55E+06,215.96,5.51E+06,
031919Abl_ET7,16,I,34206,443.64,207.82,17.04,18.765,6.42E+05,78.128,2.67E+06,178.89,6.12E+06,
031919Abl_ET7,17,I,20431,83.193,242.1,15.22,19.195,3.92E+05,112.11,2.29E+06,398.83,8.15E+06,
031919Abl_ET7,18,I,19712,152.72,343.73,17.379,19.009,3.75E+05,141.8,2.80E+06,352.76,6.95E+06,
031919Abl_ET7,20,I,22096,193.24,177.32,19.499,18.875,4.17E+05,91.877,2.03E+06,361.05,7.98E+06,
031919Abl_ET7,21,I,16581,50.431,321.41,18.189,19.015,3.15E+05,128.08,2.12E+06,340.88,5.65E+06,
031919Abl_ET7,22,I,17015,133.51,157.5,19.571,19.107,3.25E+05,110.24,1.88E+06,377.92,6.43E+06,
031919Abl_ET7,23,I,31920,449.1,365.81,25.206,18.893,6.03E+05,84.965,2.71E+06,164.84,5.26E+06,
031919Abl_ET7,24,I,16318,90.248,339.1,24.746,18.983,3.10E+05,127.39,2.08E+06,412.29,6.73E+06,
031919Abl_ET7,25,I,22366,213.67,105.42,25.508,18.86,4.22E+05,106.52,2.38E+06,425.96,9.53E+06,
031919Abl_ET7,26,I,16571,60.248,272.33,24.953,19.058,3.16E+05,125.88,2.09E+06,371.85,6.16E+06,
031919Abl_ET7,27,I,15013,136.26,197.74,26.851,18.82,2.83E+05,116.63,1.75E+06,389.39,5.85E+06,
031919Abl_ET7,28,I,21210,151.25,308.02,25.232,18.906,4.01E+05,104.19,2.21E+06,401.6,8.52E+06,
031919Abl_ET7,29,I,17614,73.032,172.44,26.091,18.978,3.34E+05,145.25,2.56E+06,442.7,7.80E+06,
031919Abl_ET7,30,I,14080,111.93,245.04,27.664,18.893,2.66E+05,107.67,1.52E+06,360.72,5.08E+06,
031919Abl_ET7,31,I,23048,158.69,394.51,29.91,19.056,4.39E+05,105,2.42E+06,411.53,9.49E+06,
031919Abl_ET7,32,I,28846,252.74,445.4,31.075,18.966,5.47E+05,93.909,2.71E+06,309.96,8.94E+06,
031919Abl_ET7,33,I,19253,183.02,229.17,30.718,18.768,3.61E+05,80.718,1.55E+06,407.61,7.85E+06,
031919Abl_ET7,34,I,16480,44.908,232.96,30.424,19.279,3.18E+05,124.51,2.05E+06,368.8,6.08E+06,
031919Abl_ET7,35,I,20968,174.24,147.96,32.376,18.886,3.96E+05,89.074,1.87E+06,404.7,8.49E+06,
031919Abl_ET7,36,I,29580,487.76,197.69,37.309,18.936,5.60E+05,64.209,1.90E+06,283.72,8.39E+06,
031919Abl_ET7,37,I,19271,149.02,271.13,33.91,18.883,3.64E+05,94.565,1.82E+06,331.58,6.39E+06,
031919Abl_ET7,38,I,25792,416.01,113.44,36.415,18.936,4.88E+05,90.349,2.33E+06,191.75,4.95E+06,
031919Abl_ET7,39,I,18019,496.47,304.65,36.35,18.946,3.41E+05,88.218,1.59E+06,244.21,4.40E+06,
031919Abl_ET7,40,I,23295,126.08,115.5,37.309,18.897,4.40E+05,112.82,2.63E+06,408.11,9.51E+06,
031919Abl_ET7,41,I,23972,136.3,344.21,36.253,18.899,4.53E+05,82.04,1.97E+06,408.45,9.79E+06,
031919Abl_ET7,42,I,15379,90.326,296.19,35.757,18.94,2.91E+05,121.4,1.87E+06,305.44,4.70E+06,
031919Abl_ET7,43,I,10841,126.98,160.05,36.321,18.961,2.06E+05,97.506,1.06E+06,372.08,4.03E+06,
031919Abl_ET7,44,I,14355,77.13,169.86,39.534,19.051,2.73E+05,125.46,1.80E+06,430.7,6.18E+06,
031919Abl_ET7,45,I,20189,52.805,212.89,41.754,19.073,3.85E+05,121.39,2.45E+06,368.43,7.44E+06,
031919Abl_ET7,46,I,12000,23.465,272.95,40.384,19.019,2.28E+05,119.1,1.43E+06,385.16,4.62E+06,
031919Abl_ET7,47,I,23084,301.28,69.082,45.409,19.046,4.40E+05,109.37,2.52E+06,260.7,6.02E+06,
031919Abl_ET7,48,I,25717,172.95,161.02,44.562,18.79,4.83E+05,76.091,1.96E+06,393.23,1.01E+07,
031919Abl_ET7,49,I,16063,121.86,206.5,43.244,18.87,3.03E+05,75.072,1.21E+06,389.09,6.25E+06,
031919Abl_ET7,50,I,16301,62.332,278.57,45.059,18.73,3.05E+05,82.919,1.35E+06,386.51,6.30E+06,
031919Abl_ET7,51,I,21440,134.97,283.53,46.56,18.775,4.03E+05,84.183,1.80E+06,288.97,6.20E+06,
031919Abl_ET7,52,I,24705,464.11,375.06,45.474,18.934,4.68E+05,72.613,1.79E+06,142.33,3.52E+06,
031919Abl_ET7,53,I,11181,102.14,245.68,48.865,18.796,2.10E+05,69.774,7.80E+05,378.83,4.24E+06,
031919Abl_ET7,54,I,26045,156.94,381.95,47.624,19.064,4.97E+05,75.637,1.97E+06,337.42,8.79E+06,
031919Abl_ET7,55,I,28013,400.96,423.56,49.776,18.981,5.32E+05,89.449,2.51E+06,160.35,4.49E+06,
031919Abl_ET7,56,I,4353,85.903,330.23,48.059,19.183,83505,40.3,1.75E+05,384.66,1.67E+06,
031919Abl_ET7,57,I,16712,98.664,172.12,53.072,18.892,3.16E+05,86.135,1.44E+06,374.41,6.26E+06,
031919Abl_ET7,58,I,23959,141.94,233.14,56.543,18.786,4.50E+05,54.878,1.31E+06,319.11,7.65E+06,
031919Abl_ET7,59,I,23586,156.65,184.1,56.311,18.768,4.43E+05,62.818,1.48E+06,332.78,7.85E+06,
031919Abl_ET7,60,I,24345,63.574,210.49,56.528,18.808,4.58E+05,93.511,2.28E+06,336.48,8.19E+06,
031919Abl_ET7,61,M,30761,129.48,313.31,57.868,18.695,5.75E+05,42.999,1.32E+06,333.32,1.03E+07,
031919Abl_ET7,62,I,22627,474.85,205.61,57.373,18.764,4.25E+05,60.381,1.37E+06,141.53,3.20E+06,
031919Abl_ET7,63,I,35185,221.93,118.14,60.647,18.754,6.60E+05,55.035,1.94E+06,416.35,1.46E+07,
031919Abl_ET7,66,I,39683,242.99,395.12,64.131,18.774,7.45E+05,47.695,1.89E+06,435.49,1.73E+07,
031919Abl_ET7,67,I,33336,363.2,126.94,66.896,18.832,6.28E+05,56.319,1.88E+06,212.1,7.07E+06,
031919Abl_ET7,69,M,10147,172.48,194.95,68.423,18.782,1.91E+05,36.263,3.68E+05,343.06,3.48E+06,
031919Abl_ET7,70,I,50955,393.11,333.11,71.892,18.739,9.55E+05,52.308,2.67E+06,206.6,1.05E+07,
031919Abl_ET7,71,I,46742,217.91,296.49,75.113,18.554,8.67E+05,40.408,1.89E+06,385.32,1.80E+07,
031919Abl_ET7,72,I,45867,331.95,197.64,77.039,18.619,8.54E+05,51.112,2.34E+06,310.94,1.43E+07,
