Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,Identity,targeted
070919Abl_FE6,1,I,21621,248.59,204.58,5.3099,21.297,4.60E+05,178.61,3.86E+06,338.26,7.31E+06,TE,F
070919Abl_FE6,2,I,22988,264.24,331.97,5.256,21.07,4.84E+05,154.06,3.54E+06,307.83,7.08E+06,TE,F
070919Abl_FE6,3,I,18956,193.57,271.79,5.8246,21.874,4.15E+05,189.9,3.60E+06,286.41,5.43E+06,TE,F
070919Abl_FE6,4,I,19563,82.425,209.98,5.5423,21.264,4.16E+05,138.23,2.70E+06,361.97,7.08E+06,TE,F
070919Abl_FE6,5,I,17237,190.34,177.21,9.2836,21.759,3.75E+05,172.89,2.98E+06,321.54,5.54E+06,TE,F
070919Abl_FE6,6,I,24128,369.78,178.61,7.7304,20.92,5.05E+05,154.27,3.72E+06,307.44,7.42E+06,TE,F
070919Abl_FE6,7,I,14029,147.38,240.42,9.1907,42.212,5.92E+05,148.23,2.08E+06,397.44,5.58E+06,PRE,T
070919Abl_FE6,8,I,33846,408.54,295.42,8.3798,21.232,7.19E+05,146.95,4.97E+06,358.01,1.21E+07,TE,F
070919Abl_FE6,9,I,20743,86.619,295.84,11.089,26.233,5.44E+05,151.89,3.15E+06,310.33,6.44E+06,EPI,F
070919Abl_FE6,10,I,12587,197.3,344.37,8.982,21.351,2.69E+05,166.48,2.10E+06,304.31,3.83E+06,TE,F
070919Abl_FE6,11,I,16527,148.13,178.38,11.927,23.144,3.83E+05,162.61,2.69E+06,347.25,5.74E+06,EPI,F
070919Abl_FE6,12,I,12650,107.98,205.55,13.527,24.193,3.06E+05,187.44,2.37E+06,329.89,4.17E+06,EPI,F
070919Abl_FE6,13,I,12222,151.72,298.42,13.616,46.927,5.74E+05,170.55,2.08E+06,344.47,4.21E+06,PRE,T
070919Abl_FE6,14,I,9379,365.46,359.23,12.218,22.327,2.09E+05,208.54,1.96E+06,336.25,3.15E+06,TE,F
070919Abl_FE6,15,I,12340,75.661,244.54,15.797,40.199,4.96E+05,189.16,2.33E+06,345.38,4.26E+06,PRE,F
070919Abl_FE6,16,I,15549,24.925,249.47,17.106,24.202,3.76E+05,245.74,3.82E+06,332.32,5.17E+06,TE,F
070919Abl_FE6,18,I,13572,108.98,347.46,19.956,21.313,2.89E+05,202.49,2.75E+06,314.01,4.26E+06,TE,F
070919Abl_FE6,19,I,16674,278.69,405.18,19.879,21.876,3.65E+05,197.14,3.29E+06,348.17,5.81E+06,TE,F
070919Abl_FE6,20,I,9842,113.65,284.72,19.714,33.67,3.31E+05,191.88,1.89E+06,325.79,3.21E+06,DP,F
070919Abl_FE6,21,I,9011,177.49,122.33,20.93,21.401,1.93E+05,222.1,2.00E+06,341.42,3.08E+06,TE,F
070919Abl_FE6,22,I,15855,170.43,261.77,21.269,25.027,3.97E+05,122.33,1.94E+06,272.82,4.33E+06,EPI,F
070919Abl_FE6,23,I,15865,169.53,336.15,20.934,25.937,4.11E+05,151.37,2.40E+06,358.32,5.68E+06,EPI,F
