Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,targeted
092319Abl_FK6,1,I,11740,242.27,215.48,5.8651,22.255,2.61E+05,159.82,1.88E+06,393.78,4.62E+06,F
092319Abl_FK6,2,I,21739,141.8,168.75,7.5608,22.308,4.85E+05,132.98,2.89E+06,356.93,7.76E+06,F
092319Abl_FK6,3,I,12844,163.37,241.63,8.1606,22.467,2.89E+05,183.7,2.36E+06,414.56,5.32E+06,F
092319Abl_FK6,4,I,12473,212.5,293.08,7.1704,22.696,2.83E+05,247.84,3.09E+06,387.76,4.84E+06,F
092319Abl_FK6,5,I,17079,154.37,312.22,7.3219,22.22,3.79E+05,151.63,2.59E+06,425.59,7.27E+06,F
092319Abl_FK6,6,I,26673,275.16,334.62,7.2611,22.079,5.89E+05,142.33,3.80E+06,392.15,1.05E+07,F
092319Abl_FK6,7,I,19761,81.31,264.57,10.096,22.51,4.45E+05,162.07,3.20E+06,414.97,8.20E+06,F
092319Abl_FK6,8,I,12111,205.13,183.87,12.841,22.403,2.71E+05,201.45,2.44E+06,406.06,4.92E+06,T
092319Abl_FK6,9,I,8318,149.63,208.59,13.986,22.39,1.86E+05,219.15,1.82E+06,339.34,2.82E+06,T
092319Abl_FK6,10,I,9518,142.16,268.39,14.753,22.154,2.11E+05,142.28,1.35E+06,414.63,3.95E+06,T
092319Abl_FK6,11,I,22715,324.02,140.22,14.988,22.284,5.06E+05,140.11,3.18E+06,405.52,9.21E+06,F
092319Abl_FK6,12,I,16258,409.55,237.04,18.071,22.402,3.64E+05,190.94,3.10E+06,396.76,6.45E+06,F
092319Abl_FK6,13,I,9461,163.86,315.05,17.961,22.422,2.12E+05,170.14,1.61E+06,407.89,3.86E+06,T
092319Abl_FK6,14,I,9028,92.431,243.93,20.271,22.328,2.02E+05,208.66,1.88E+06,429.34,3.88E+06,T
092319Abl_FK6,15,I,12205,129.29,147.05,19.836,22.484,2.74E+05,155.71,1.90E+06,433.16,5.29E+06,F
092319Abl_FK6,16,I,9519,175.87,150.26,20.331,22.328,2.13E+05,149.32,1.42E+06,311.47,2.96E+06,F
092319Abl_FK6,17,I,13573,109.22,189.24,19.963,22.268,3.02E+05,147.78,2.01E+06,403.01,5.47E+06,T
092319Abl_FK6,18,I,10082,63.988,209.26,22.965,22.506,2.27E+05,172.76,1.74E+06,402.88,4.06E+06,F
092319Abl_FK6,19,I,13447,97.813,326.9,22.479,22.423,3.02E+05,178.78,2.40E+06,450.25,6.05E+06,F
092319Abl_FK6,20,I,12480,222.25,108.48,22.618,22.649,2.83E+05,235.02,2.93E+06,391.54,4.89E+06,F
092319Abl_FK6,21,I,12855,31.015,254.01,29.342,22.216,2.86E+05,179.22,2.30E+06,389.97,5.01E+06,F
092319Abl_FK6,22,I,10518,112.63,293.73,27.387,22.189,2.33E+05,176.48,1.86E+06,404.72,4.26E+06,T
092319Abl_FK6,23,I,8662,159.68,358.06,26.715,21.875,1.89E+05,143.35,1.24E+06,425.74,3.69E+06,T
092319Abl_FK6,24,I,10934,175.15,394.66,27.907,22.482,2.46E+05,258.11,2.82E+06,507.07,5.54E+06,F
092319Abl_FK6,25,I,9603,157.44,290.97,28.302,21.913,2.10E+05,140.47,1.35E+06,354.01,3.40E+06,F
092319Abl_FK6,26,I,11202,60.874,152.12,30.932,22.186,2.49E+05,180.07,2.02E+06,364.1,4.08E+06,F
092319Abl_FK6,27,I,10700,130.25,239.79,28.638,21.886,2.34E+05,142.36,1.52E+06,414.73,4.44E+06,F
092319Abl_FK6,28,I,12096,168.93,113.75,30.088,22.015,2.66E+05,162.11,1.96E+06,415.01,5.02E+06,T
092319Abl_FK6,29,M,5317,63.859,284.95,28.321,22.337,1.19E+05,99.905,5.31E+05,403.5,2.15E+06,F
092319Abl_FK6,30,I,13285,105.95,137.41,32.73,21.875,2.91E+05,152.13,2.02E+06,400.8,5.32E+06,T
092319Abl_FK6,31,I,9900,289.7,422.85,32.879,22.258,2.20E+05,219.11,2.17E+06,364.53,3.61E+06,F
092319Abl_FK6,32,I,18447,296.5,71.406,35.122,21.717,4.01E+05,137.3,2.53E+06,504.62,9.31E+06,F
092319Abl_FK6,33,I,14306,124.59,189.26,33.319,21.832,3.12E+05,134.46,1.92E+06,357.46,5.11E+06,T
092319Abl_FK6,35,I,11297,57.916,209.95,34.644,21.539,2.43E+05,129.72,1.47E+06,378.32,4.27E+06,F
092319Abl_FK6,36,I,14024,439,351.03,39.584,21.994,3.08E+05,169.14,2.37E+06,347.21,4.87E+06,F
092319Abl_FK6,37,I,14917,132.07,329.51,39.639,21.589,3.22E+05,117.95,1.76E+06,428.67,6.39E+06,T
092319Abl_FK6,38,I,10125,136.49,260.05,39.84,21.444,2.17E+05,97.047,9.83E+05,365.78,3.70E+06,T
092319Abl_FK6,39,I,10797,125.37,123.35,40.333,21.888,2.36E+05,157.07,1.70E+06,414.68,4.48E+06,F
092319Abl_FK6,40,I,11799,103.09,239.08,42.33,21.553,2.54E+05,124.3,1.47E+06,390.25,4.60E+06,T
092319Abl_FK6,41,I,12514,129.15,373.38,43.043,21.673,2.71E+05,140.68,1.76E+06,375.77,4.70E+06,F
092319Abl_FK6,42,M,11399,76.381,317.02,42.264,21.865,2.49E+05,148.31,1.69E+06,357.71,4.08E+06,F
092319Abl_FK6,43,I,11370,73.386,177.1,44.857,21.612,2.46E+05,140.66,1.60E+06,305.55,3.47E+06,F
092319Abl_FK6,44,I,13106,204.56,58.909,47.122,21.722,2.85E+05,127.69,1.67E+06,416.42,5.46E+06,F
092319Abl_FK6,45,I,18228,53.7,252.56,43.519,21.571,3.93E+05,69.25,1.26E+06,323.03,5.89E+06,F
092319Abl_FK6,46,I,17009,171.93,400.32,46.195,21.502,3.66E+05,102.45,1.74E+06,421.23,7.16E+06,F
092319Abl_FK6,47,I,11734,109.47,163.99,48.438,21.66,2.54E+05,124.41,1.46E+06,364.38,4.28E+06,F
092319Abl_FK6,48,I,20635,123.25,109.27,54.671,21.485,4.43E+05,108.02,2.23E+06,332.13,6.85E+06,F
092319Abl_FK6,49,I,14231,104,303.02,53.036,21.391,3.04E+05,92.452,1.32E+06,391.53,5.57E+06,F
092319Abl_FK6,50,I,13909,86.923,229.41,53.055,21.381,2.97E+05,115.43,1.61E+06,351.35,4.89E+06,F
092319Abl_FK6,51,I,14216,369.13,418.38,56.945,21.804,3.10E+05,134.08,1.91E+06,276.26,3.93E+06,F
092319Abl_FK6,52,I,16506,434.87,154.67,59.473,21.647,3.57E+05,104.98,1.73E+06,351.09,5.80E+06,F
092319Abl_FK6,53,I,28996,88.258,316.08,61.94,21.498,6.23E+05,84.829,2.46E+06,354.77,1.03E+07,F
092319Abl_FK6,54,I,18958,452.06,310.2,62.552,21.821,4.14E+05,98.603,1.87E+06,263.02,4.99E+06,F
092319Abl_FK6,55,I,15258,88.107,209.75,64.444,21.417,3.27E+05,100.37,1.53E+06,317.26,4.84E+06,F
092319Abl_FK6,56,I,14558,234.19,418.68,65.338,21.546,3.14E+05,97.129,1.41E+06,363.3,5.29E+06,F
092319Abl_FK6,57,I,31936,136.74,125.54,72.15,21.342,6.82E+05,64.28,2.05E+06,302.39,9.66E+06,F
092319Abl_FK6,58,I,19018,190.48,389.47,71.807,21.283,4.05E+05,65.647,1.25E+06,350.33,6.66E+06,F
092319Abl_FK6,59,I,20704,361.65,390.91,74.844,21.488,4.45E+05,99.587,2.06E+06,470.87,9.75E+06,F
092319Abl_FK6,60,I,18069,278.21,80.064,78.425,21.425,3.87E+05,102.92,1.86E+06,370.35,6.69E+06,F
092319Abl_FK6,61,I,23472,167.27,332.39,84.316,21.175,4.97E+05,64.348,1.51E+06,340.12,7.98E+06,F
092319Abl_FK6,62,I,24179,410.7,256.87,87.141,21.408,5.18E+05,110.01,2.66E+06,419.06,1.01E+07,F
092319Abl_FK6,63,I,33253,143.16,231.56,89.451,21.191,7.05E+05,60.983,2.03E+06,337.64,1.12E+07,F
092319Abl_FK6,64,I,24441,311.03,338.81,91.84,21.351,5.22E+05,79.02,1.93E+06,423.31,1.03E+07,F
092319Abl_FK6,65,I,20491,349.75,196.07,93.625,21.311,4.37E+05,88.161,1.81E+06,444.44,9.11E+06,F
