Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum
010319Abl_EG4,26,I,20908,212.14,142.4,19.698,17.928,3.75E+05,38.549,8.06E+05,199.55,4.17E+06
010319Abl_EG4,27,I,24519,92.414,214.11,23.471,17.835,4.37E+05,40.596,9.95E+05,176.64,4.33E+06
010319Abl_EG4,28,I,27442,213.76,230.27,22.909,17.799,4.88E+05,33.522,9.20E+05,196.38,5.39E+06
010319Abl_EG4,29,I,27944,48.552,267.14,25.492,17.991,5.03E+05,34.065,9.52E+05,174.83,4.89E+06
010319Abl_EG4,30,I,21147,167.15,286.02,23.638,17.873,3.78E+05,59.817,1.27E+06,174.4,3.69E+06
010319Abl_EG4,31,I,17593,332.81,385.46,22.856,18.182,3.20E+05,50.067,8.81E+05,191.09,3.36E+06
010319Abl_EG4,32,I,30182,352.16,122.61,21.964,17.892,5.40E+05,36.855,1.11E+06,179.4,5.41E+06
010319Abl_EG4,33,I,21870,170.09,183.03,22.507,17.873,3.91E+05,44.877,9.81E+05,163,3.56E+06
010319Abl_EG4,34,I,20431,426.42,323.79,25.653,18.067,3.69E+05,58.714,1.20E+06,217.03,4.43E+06
010319Abl_EG4,35,I,7271,119.21,316.93,25.349,17.655,1.28E+05,51.141,3.72E+05,164.58,1.20E+06
010319Abl_EG4,36,I,20799,93.16,154.11,27.378,17.875,3.72E+05,34.375,7.15E+05,164.7,3.43E+06
010319Abl_EG4,37,I,9756,134.23,232.7,28.125,17.749,1.73E+05,35.701,3.48E+05,189.88,1.85E+06
010319Abl_EG4,38,I,25809,385.38,376.78,27.367,18.272,4.72E+05,39.423,1.02E+06,175.56,4.53E+06
010319Abl_EG4,39,I,18711,97.256,283.13,31.162,17.831,3.34E+05,35.137,6.57E+05,172.47,3.23E+06
010319Abl_EG4,40,I,20769,227.56,381.08,31.906,17.947,3.73E+05,34.623,7.19E+05,170.16,3.53E+06
010319Abl_EG4,41,I,20313,138.06,162.3,33.625,18.202,3.70E+05,34.893,7.09E+05,168.51,3.42E+06
010319Abl_EG4,42,I,14421,179.45,233.4,32.713,17.666,2.55E+05,33.92,4.89E+05,166.53,2.40E+06
010319Abl_EG4,43,I,18531,279.93,412.28,33.344,18.051,3.35E+05,35.305,6.54E+05,160.24,2.97E+06
010319Abl_EG4,46,I,7425,269.75,308.07,32.574,18.01,1.34E+05,27.922,2.07E+05,182.92,1.36E+06
010319Abl_EG4,49,I,2761,218.02,177.82,33.155,18.304,50537,32.653,90155,201.73,5.57E+05
010319Abl_EG4,50,I,24980,440.53,211.94,35.557,17.974,4.49E+05,41.818,1.04E+06,200.9,5.02E+06
010319Abl_EG4,51,I,18384,446.91,294.12,36.824,17.939,3.30E+05,42.321,7.78E+05,187.2,3.44E+06
010319Abl_EG4,52,I,22971,118.14,359.4,34.522,17.869,4.10E+05,33.696,7.74E+05,182.48,4.19E+06
010319Abl_EG4,56,I,30946,93.63,240.79,39.107,18.054,5.59E+05,33.795,1.05E+06,168.76,5.22E+06
010319Abl_EG4,57,I,18773,145.41,325.15,38.2,17.856,3.35E+05,37.865,7.11E+05,177.55,3.33E+06
010319Abl_EG4,58,I,36485,288.71,127.13,40.607,18.062,6.59E+05,30.795,1.12E+06,164.89,6.02E+06
010319Abl_EG4,59,I,32089,331,383.44,43.326,17.778,5.70E+05,31.576,1.01E+06,166.38,5.34E+06
010319Abl_EG4,60,I,33354,402.91,358.53,42.399,17.779,5.93E+05,32.729,1.09E+06,157.15,5.24E+06
010319Abl_EG4,61,I,17359,163.83,256.77,42.381,17.651,3.06E+05,34.626,6.01E+05,174.09,3.02E+06
010319Abl_EG4,62,I,17578,222.05,146.92,44.08,17.833,3.13E+05,33.697,5.92E+05,176.97,3.11E+06
010319Abl_EG4,63,I,14708,134.55,141.23,45.143,17.735,2.61E+05,32.637,4.80E+05,135.54,1.99E+06
010319Abl_EG4,64,I,27328,201.47,210.9,45.791,17.677,4.83E+05,37.788,1.03E+06,192.15,5.25E+06
010319Abl_EG4,65,I,21187,264.4,379.85,45.778,17.587,3.73E+05,29.549,6.26E+05,141.33,2.99E+06
010319Abl_EG4,66,I,34685,177.42,349.85,48.19,17.718,6.15E+05,32.992,1.14E+06,161.86,5.61E+06
010319Abl_EG4,67,I,19614,150.12,187.27,48.828,17.772,3.49E+05,44.415,8.71E+05,167.96,3.29E+06
010319Abl_EG4,68,I,20539,116.77,231.83,49.995,17.747,3.65E+05,33.272,6.83E+05,163.24,3.35E+06
010319Abl_EG4,69,I,36074,400.91,170.89,49.212,17.664,6.37E+05,32.261,1.16E+06,146.17,5.27E+06
010319Abl_EG4,70,I,22538,436.1,261.73,50.183,17.711,3.99E+05,31.306,7.06E+05,153.51,3.46E+06
010319Abl_EG4,72,I,22706,142.45,294.28,52.091,17.677,4.01E+05,30.791,6.99E+05,169.59,3.85E+06
010319Abl_EG4,73,I,20144,405.55,311.75,51.886,17.524,3.53E+05,30.641,6.17E+05,151.29,3.05E+06
010319Abl_EG4,74,I,19921,267.8,187.86,57.297,17.439,3.47E+05,29.347,5.85E+05,190.45,3.79E+06
010319Abl_EG4,75,I,21041,330.21,352.93,54.771,17.468,3.68E+05,30.419,6.40E+05,145.71,3.07E+06
010319Abl_EG4,76,I,29237,236.21,261.21,60.034,17.39,5.08E+05,29.74,8.70E+05,133.9,3.91E+06
010319Abl_EG4,77,I,13080,333.39,313.06,60.236,17.486,2.29E+05,31.659,4.14E+05,205.74,2.69E+06
010319Abl_EG4,78,I,22332,329.02,226.05,61.94,17.438,3.89E+05,29.109,6.50E+05,226.59,5.06E+06
