Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,Identity,targeted
100719Abl_FL6,1,I,11660,235.66,291.59,4.8229,22.189,2.59E+05,217.78,2.54E+06,466.82,5.44E+06,TE,F
100719Abl_FL6,2,I,17060,336.38,187.01,6.1387,21.727,3.71E+05,168.05,2.87E+06,325.75,5.56E+06,TE,F
100719Abl_FL6,5,I,17436,159.19,212.71,8.865,26.799,4.67E+05,233.19,4.07E+06,381.05,6.64E+06,TE,F
100719Abl_FL6,6,I,15052,175.41,267.96,8.4013,57.152,8.60E+05,270.89,4.08E+06,373.72,5.63E+06,PRE,F
100719Abl_FL6,7,I,14556,180.01,333.18,9.3658,22.124,3.22E+05,248.93,3.62E+06,343.03,4.99E+06,TE,F
100719Abl_FL6,9,I,39226,306.33,394.58,11.312,21.904,8.59E+05,142.47,5.59E+06,293.42,1.15E+07,TE,F
100719Abl_FL6,10,I,13196,246.91,142.19,12.912,23.308,3.08E+05,284.81,3.76E+06,288.97,3.81E+06,TE,F
100719Abl_FL6,11,I,19325,179.45,144.6,13.265,23.488,4.54E+05,275.91,5.33E+06,324.05,6.26E+06,TE,F
100719Abl_FL6,12,I,22075,413.36,232.35,15.178,22.882,5.05E+05,192.39,4.25E+06,403.97,8.92E+06,TE,F
100719Abl_FL6,13,I,15773,408.06,320.85,14.619,22.761,3.59E+05,272.9,4.30E+06,413.18,6.52E+06,TE,F
100719Abl_FL6,14,I,11045,346.99,144.26,15.269,23.559,2.60E+05,314.98,3.48E+06,327.14,3.61E+06,TE,F
100719Abl_FL6,15,I,9869,187.94,181.64,16.003,31.731,3.13E+05,314.76,3.11E+06,352.74,3.48E+06,DP,T
100719Abl_FL6,16,I,17442,75.933,199.02,14.199,23.95,4.18E+05,245.23,4.28E+06,476.53,8.31E+06,TE,F
100719Abl_FL6,17,I,9901,148.08,294.01,17.418,25.054,2.48E+05,224.37,2.22E+06,370.82,3.67E+06,EPI,T
