Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum, 
021919Abl_EN8,1,I,12386,360.19,225.88,3.3817,19.387,2.40E+05,221.68,2.75E+06,364.52,4.52E+06,
021919Abl_EN8,2,I,11843,259.41,227.81,3.4112,19.039,2.25E+05,230.52,2.73E+06,372.48,4.41E+06,
021919Abl_EN8,3,I,10359,345.22,297.31,3.6531,19.033,1.97E+05,225.93,2.34E+06,356.13,3.69E+06,
021919Abl_EN8,4,I,17339,183.8,185,7.5828,19.058,3.30E+05,210.07,3.64E+06,337.07,5.84E+06,
021919Abl_EN8,5,I,15026,185.93,245.08,6.2371,19.525,2.93E+05,341.5,5.13E+06,273.36,4.11E+06,
021919Abl_EN8,6,I,10102,416.46,251.82,6.608,19.028,1.92E+05,197.75,2.00E+06,352.59,3.56E+06,
021919Abl_EN8,7,I,16015,206.62,306.53,7.438,18.606,2.98E+05,137.02,2.19E+06,371.3,5.95E+06,
021919Abl_EN8,8,I,23873,326.96,361.76,8.2252,19.073,4.55E+05,179.11,4.28E+06,355.54,8.49E+06,
021919Abl_EN8,9,I,11380,366.97,142.51,9.0531,19.005,2.16E+05,187.93,2.14E+06,343.3,3.91E+06,
021919Abl_EN8,10,I,13934,268.05,120.94,9.3545,18.795,2.62E+05,194.53,2.71E+06,359.04,5.00E+06,
021919Abl_EN8,11,I,16604,106.89,269.9,8.7988,18.857,3.13E+05,130.86,2.17E+06,404.4,6.71E+06,
021919Abl_EN8,12,I,9235,395.81,340.8,10.11,19.132,1.77E+05,199.85,1.85E+06,388.21,3.59E+06,
021919Abl_EN8,13,I,10289,421.16,159.62,13.941,19.394,2.00E+05,271.19,2.79E+06,350.59,3.61E+06,
021919Abl_EN8,14,I,9500,132.6,202.66,14.009,19.15,1.82E+05,243.12,2.31E+06,437.35,4.15E+06,
021919Abl_EN8,15,I,12156,194.27,136.46,15.899,19.093,2.32E+05,227.07,2.76E+06,331.26,4.03E+06,
021919Abl_EN8,16,I,9662,457.98,237.34,14.712,19.404,1.87E+05,260.19,2.51E+06,379.09,3.66E+06,
021919Abl_EN8,17,I,11570,68.991,205.38,16.941,19.617,2.27E+05,327.43,3.79E+06,367.61,4.25E+06,
021919Abl_EN8,18,I,9445,134.52,256.54,18.514,18.693,1.77E+05,161.98,1.53E+06,425.99,4.02E+06,
021919Abl_EN8,19,I,9456,144.45,317.57,17.5,19.72,1.86E+05,210.41,1.99E+06,424.68,4.02E+06,
021919Abl_EN8,20,I,8066,461.01,289.95,19.769,19.39,1.56E+05,277.61,2.24E+06,462.95,3.73E+06,
021919Abl_EN8,21,I,10595,95.102,299.04,19.384,19.016,2.01E+05,231.13,2.45E+06,376.99,3.99E+06,
021919Abl_EN8,22,I,18817,111.19,162.83,22.5,19.113,3.60E+05,222.19,4.18E+06,353.88,6.66E+06,
021919Abl_EN8,23,I,9105,161.79,201.2,22.02,18.876,1.72E+05,171.89,1.57E+06,408.14,3.72E+06,
021919Abl_EN8,24,I,12047,199.96,381.7,23.512,18.784,2.26E+05,187.12,2.25E+06,421.72,5.08E+06,
021919Abl_EN8,25,I,8827,341.73,407.91,23.374,18.881,1.67E+05,161.7,1.43E+06,453.42,4.00E+06,
021919Abl_EN8,26,I,10233,413.19,376.74,24.637,19.025,1.95E+05,147.18,1.51E+06,453.42,4.64E+06,
021919Abl_EN8,27,I,13471,36.995,280.28,26.006,18.826,2.54E+05,163.24,2.20E+06,346.45,4.67E+06,
021919Abl_EN8,28,I,13475,256.14,76.662,27.711,18.942,2.55E+05,178.28,2.40E+06,390.12,5.26E+06,
021919Abl_EN8,29,I,17627,85.629,250.81,26.661,18.949,3.34E+05,168,2.96E+06,337.09,5.94E+06,
021919Abl_EN8,30,I,13689,101.33,346.94,26.602,19.05,2.61E+05,188.35,2.58E+06,350.96,4.80E+06,
021919Abl_EN8,31,I,9847,324.03,77.155,27.871,19.098,1.88E+05,210.16,2.07E+06,357.07,3.52E+06,
021919Abl_EN8,32,I,13596,150.39,112.4,27.612,19.364,2.63E+05,217.23,2.95E+06,344.09,4.68E+06,
021919Abl_EN8,33,I,12850,149.81,252.62,28.34,18.79,2.41E+05,146.93,1.89E+06,426,5.47E+06,
021919Abl_EN8,34,I,10461,166.71,151.01,28.234,18.76,1.96E+05,157.29,1.65E+06,402.06,4.21E+06,
021919Abl_EN8,35,I,7932,94.432,196.46,29.556,18.922,1.50E+05,156.92,1.24E+06,308.78,2.45E+06,
021919Abl_EN8,36,I,13464,66.028,152.09,32.411,18.87,2.54E+05,169.36,2.28E+06,351.65,4.73E+06,
021919Abl_EN8,37,I,13436,123.51,289.68,31.199,18.694,2.51E+05,134.41,1.81E+06,380.13,5.11E+06,
021919Abl_EN8,38,I,10903,458.13,147.28,33.486,19.032,2.08E+05,199.71,2.18E+06,406.75,4.43E+06,
021919Abl_EN8,39,I,10166,456.22,349.28,34.422,18.734,1.90E+05,165.49,1.68E+06,298.03,3.03E+06,
021919Abl_EN8,40,I,13322,289.4,425.22,33.349,18.85,2.51E+05,168.69,2.25E+06,361.32,4.81E+06,
021919Abl_EN8,41,I,8657,70.196,219.38,34.649,19.02,1.65E+05,144.73,1.25E+06,351.71,3.04E+06,
021919Abl_EN8,42,I,21008,129.21,346.11,34.705,19.075,4.01E+05,190.44,4.00E+06,374.7,7.87E+06,
021919Abl_EN8,43,I,7952,486.4,284.01,34.361,18.727,1.49E+05,186.5,1.48E+06,305.5,2.43E+06,
021919Abl_EN8,44,I,14339,397.55,94.002,37.259,18.875,2.71E+05,226.62,3.25E+06,379.71,5.44E+06,
021919Abl_EN8,45,I,10200,125.81,178.84,35.124,18.439,1.88E+05,124.83,1.27E+06,312.15,3.18E+06,
021919Abl_EN8,46,I,11806,33.33,231.15,36.401,19.259,2.27E+05,105.57,1.25E+06,315.87,3.73E+06,
021919Abl_EN8,47,I,13195,66.865,273.07,37.398,18.65,2.46E+05,142.56,1.88E+06,319.25,4.21E+06,
021919Abl_EN8,48,I,10804,426.39,384.32,36.145,18.648,2.01E+05,106.92,1.16E+06,281.47,3.04E+06,
021919Abl_EN8,49,I,11597,191.67,90.948,38.003,18.613,2.16E+05,110.69,1.28E+06,351.35,4.07E+06,
021919Abl_EN8,50,I,12500,486.26,215.43,39.162,18.977,2.37E+05,218.76,2.73E+06,342.21,4.28E+06,
021919Abl_EN8,51,I,20224,73.396,318.91,40.684,18.785,3.80E+05,187.64,3.79E+06,361.25,7.31E+06,
021919Abl_EN8,52,I,13919,158.79,385.41,41.28,18.536,2.58E+05,132.23,1.84E+06,371.74,5.17E+06,
021919Abl_EN8,53,I,8916,154.75,167.09,40.349,19.076,1.70E+05,100.51,8.96E+05,360.41,3.21E+06,
021919Abl_EN8,54,I,14808,229.64,413.33,42.38,18.562,2.75E+05,118.42,1.75E+06,225.16,3.33E+06,
021919Abl_EN8,55,I,12224,359.8,415.31,41.795,18.52,2.26E+05,112.77,1.38E+06,248.33,3.04E+06,
021919Abl_EN8,56,I,11088,163.07,125.45,42.764,18.367,2.04E+05,120.73,1.34E+06,356.72,3.96E+06,
021919Abl_EN8,57,I,9857,66.913,357.18,42.742,18.761,1.85E+05,123.6,1.22E+06,289.73,2.86E+06,
021919Abl_EN8,58,I,20739,92.56,165.06,44.988,18.504,3.84E+05,138.04,2.86E+06,364.26,7.55E+06,
021919Abl_EN8,59,I,10371,105.14,251.12,42.008,18.728,1.94E+05,80.899,8.39E+05,332.04,3.44E+06,
021919Abl_EN8,60,I,10322,18.028,243.6,44.131,19.003,1.96E+05,122.61,1.27E+06,293.18,3.03E+06,
021919Abl_EN8,61,I,24681,152.12,254.72,48.662,18.517,4.57E+05,96.635,2.39E+06,313.12,7.73E+06,
021919Abl_EN8,62,I,18262,133.85,197.53,49.442,18.358,3.35E+05,86.666,1.58E+06,308.21,5.63E+06,
021919Abl_EN8,63,I,14871,130.72,341.54,45.94,19.013,2.83E+05,81.28,1.21E+06,355.56,5.29E+06,
021919Abl_EN8,64,I,12181,52.538,262.52,48.02,18.387,2.24E+05,81.1,9.88E+05,376.07,4.58E+06,
021919Abl_EN8,65,I,8834,103.01,278.46,50.665,18.344,1.62E+05,83.025,7.33E+05,365.22,3.23E+06,
021919Abl_EN8,66,I,17525,445.92,156.09,51.116,18.563,3.25E+05,123.11,2.16E+06,261.58,4.58E+06,
021919Abl_EN8,67,I,11458,448.36,339.15,49.799,18.464,2.12E+05,130.04,1.49E+06,292.6,3.35E+06,
021919Abl_EN8,68,I,19846,250.87,96.895,54.633,18.019,3.58E+05,69.867,1.39E+06,340.91,6.77E+06,
021919Abl_EN8,69,I,13105,71.363,185.95,54.059,18.119,2.37E+05,81.573,1.07E+06,307.28,4.03E+06,
021919Abl_EN8,70,I,10677,465.71,228.79,54.616,18.673,1.99E+05,124.26,1.33E+06,305.27,3.26E+06,
021919Abl_EN8,71,I,18975,91.622,236.45,56.616,18.044,3.42E+05,71.769,1.36E+06,268.33,5.09E+06,
021919Abl_EN8,72,I,20032,162.19,366.85,55.45,18.168,3.64E+05,122.83,2.46E+06,316.16,6.33E+06,
