Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum, 
032819Abl_EV6,1,I,13331,185.84,237.73,4.0852,19.024,2.54E+05,206.67,2.76E+06,347.74,4.64E+06,
032819Abl_EV6,2,I,11881,218.84,324.02,3.654,18.765,2.23E+05,194.1,2.31E+06,319.22,3.79E+06,
032819Abl_EV6,3,I,20396,226.03,172.86,6.8347,18.6,3.79E+05,160.93,3.28E+06,339.58,6.93E+06,
032819Abl_EV6,4,I,24088,358.44,305.42,6.8599,18.513,4.46E+05,183.34,4.42E+06,401.43,9.67E+06,
032819Abl_EV6,5,I,14089,132.94,256.17,8.5049,18.617,2.62E+05,135.06,1.90E+06,304.15,4.29E+06,
032819Abl_EV6,6,I,14089,172.21,281.9,9.1775,18.708,2.64E+05,173.16,2.44E+06,410.93,5.79E+06,
032819Abl_EV6,7,I,18549,125.41,317.84,9.0857,18.611,3.45E+05,157.91,2.93E+06,308.83,5.73E+06,
032819Abl_EV6,8,I,24023,353.53,165.44,10.157,18.449,4.43E+05,139.35,3.35E+06,367.49,8.83E+06,
032819Abl_EV6,9,I,12493,166.27,198.67,13.373,18.813,2.35E+05,200.18,2.50E+06,376.25,4.70E+06,
032819Abl_EV6,10,I,15597,71.732,316.9,14.956,18.823,2.94E+05,182.01,2.84E+06,415.03,6.47E+06,
032819Abl_EV6,11,I,13233,167.62,338.69,14.436,18.864,2.50E+05,202.46,2.68E+06,314.62,4.16E+06,
032819Abl_EV6,12,I,11363,87.226,249.14,16.712,18.93,2.15E+05,244.17,2.77E+06,382.92,4.35E+06,
032819Abl_EV6,13,I,11100,155.32,145.94,18.581,18.968,2.11E+05,276.78,3.07E+06,391.61,4.35E+06,
032819Abl_EV6,14,I,10180,126.13,208.16,17.177,18.667,1.90E+05,181.03,1.84E+06,328.64,3.35E+06,
032819Abl_EV6,15,I,8555,301.9,411.91,18.808,18.89,1.62E+05,242.02,2.07E+06,299.65,2.56E+06,
032819Abl_EV6,16,I,12951,161.98,397.51,22.237,18.82,2.44E+05,215.93,2.80E+06,331.12,4.29E+06,
032819Abl_EV6,17,I,4669,102.6,282.47,20.214,19.076,89066,136.56,6.38E+05,348.81,1.63E+06,
032819Abl_EV6,18,I,9262,127.22,320.35,21.394,18.836,1.74E+05,225.08,2.08E+06,302.42,2.80E+06,
032819Abl_EV6,19,I,11756,109.19,360.64,23.301,18.91,2.22E+05,165.8,1.95E+06,388.62,4.57E+06,
032819Abl_EV6,20,I,14908,449.11,219.29,26.599,19.157,2.86E+05,292.47,4.36E+06,447.66,6.67E+06,
032819Abl_EV6,21,I,10835,142.32,261.01,25.808,18.41,1.99E+05,131.66,1.43E+06,354.65,3.84E+06,
032819Abl_EV6,22,I,7654,409.26,371.43,25.079,18.83,1.44E+05,195.01,1.49E+06,335.06,2.56E+06,
032819Abl_EV6,23,I,10485,67.854,236.17,25.774,18.767,1.97E+05,169.42,1.78E+06,378.16,3.97E+06,
032819Abl_EV6,24,M,9275,232.62,443.48,26.692,18.646,1.73E+05,129.71,1.20E+06,244.96,2.27E+06,
032819Abl_EV6,25,I,8517,108.3,182.58,26.819,18.931,1.61E+05,233.6,1.99E+06,281.81,2.40E+06,
032819Abl_EV6,26,I,12175,108.94,238.59,30.61,18.446,2.25E+05,141.39,1.72E+06,326.43,3.97E+06,
032819Abl_EV6,27,I,16220,68.605,312.45,28.965,18.716,3.04E+05,144.8,2.35E+06,344.68,5.59E+06,
032819Abl_EV6,28,I,15005,142.42,367.03,32.389,18.461,2.77E+05,125.28,1.88E+06,342.79,5.14E+06,
032819Abl_EV6,29,M,13833,255.8,413,31.468,18.493,2.56E+05,112.06,1.55E+06,368.92,5.10E+06,
032819Abl_EV6,30,I,12595,340.67,76.8,33.017,18.832,2.37E+05,254.85,3.21E+06,257.43,3.24E+06,
032819Abl_EV6,31,I,11808,163.1,90.714,31.416,18.431,2.18E+05,153.36,1.81E+06,334.28,3.95E+06,
