Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,Identity
080117Abl_BB5,5,I,20188,171.3,260.15,9.8053,102.3,2.07E+06,220.28,4.45E+06,PRE
080117Abl_BB5,10,I,19103,203.56,148.7,15.602,137.9,2.63E+06,226.47,4.33E+06,PRE
080117Abl_BB5,11,I,14209,207.45,228.66,13.645,125.82,1.79E+06,216.98,3.08E+06,PRE
080117Abl_BB5,12,I,7383,130.28,329.26,14.694,24.957,1.84E+05,239.7,1.77E+06,EPI
080117Abl_BB5,18,I,14955,170.09,280.84,19.114,77.394,1.16E+06,216.06,3.23E+06,PRE
080117Abl_BB5,22,I,17625,165.39,205.94,23.92,78.383,1.38E+06,212.76,3.75E+06,PRE
080117Abl_BB5,23,I,18354,108.63,260.31,23.766,61.952,1.14E+06,236.71,4.34E+06,PRE
080117Abl_BB5,26,I,18776,166.21,134,28.976,99.735,1.87E+06,221.07,4.15E+06,PRE
080117Abl_BB5,28,I,15052,132.44,117.65,33.742,82.841,1.25E+06,219.55,3.30E+06,PRE
080117Abl_BB5,29,I,15939,102.59,320.33,34.383,39.442,6.29E+05,248.2,3.96E+06,DP
080117Abl_BB5,30,I,19797,138.18,208.98,35.32,45.724,9.05E+05,187.26,3.71E+06,DP
080117Abl_BB5,34,I,15984,105.32,254.52,39.894,55.832,8.92E+05,238.12,3.81E+06,PRE
080117Abl_BB5,36,I,16773,112.77,197.95,49.321,37.68,6.32E+05,191.01,3.20E+06,DP
080117Abl_BB5,37,I,16808,90.486,276.51,51.009,31.445,5.29E+05,202.2,3.40E+06,DP
