Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,targeted
052119Abl_FC3,1,I,18850,306.04,194.63,5.7077,26.713,5.04E+05,732.65,1.38E+07,288.06,5.43E+06,F
052119Abl_FC3,2,I,19482,230.04,233.91,7.7172,26.154,5.10E+05,586.19,1.14E+07,384.91,7.50E+06,F
052119Abl_FC3,3,I,25831,169.45,237.78,8.2149,25.182,6.50E+05,649.24,1.68E+07,388.15,1.00E+07,F
052119Abl_FC3,4,I,16044,302.15,280.53,8.1038,27.321,4.38E+05,408.98,6.56E+06,377.93,6.06E+06,F
052119Abl_FC3,5,I,20678,245.77,307.72,9.0573,28.415,5.88E+05,381.21,7.88E+06,368.36,7.62E+06,F
052119Abl_FC3,7,I,18463,356.41,261.36,9.1725,26.001,4.80E+05,396.78,7.33E+06,399.35,7.37E+06,F
052119Abl_FC3,9,M,35282,167.46,326.1,14.123,22.388,7.90E+05,166.63,5.88E+06,416.23,1.47E+07,F
052119Abl_FC3,10,I,12026,295.95,339.03,12.823,23.59,2.84E+05,361.97,4.35E+06,382.81,4.60E+06,F
052119Abl_FC3,11,I,17254,352.89,171.86,14.966,24.572,4.24E+05,624.61,1.08E+07,418.68,7.22E+06,F
052119Abl_FC3,12,I,13633,214.63,266.58,16.59,46.847,6.39E+05,499.35,6.81E+06,341.46,4.66E+06,F
052119Abl_FC3,14,I,12487,387.09,217.07,18.199,26.989,3.37E+05,541.17,6.76E+06,423.46,5.29E+06,F
052119Abl_FC3,15,I,11976,357.01,317.28,18.272,24.666,2.95E+05,480.14,5.75E+06,384.77,4.61E+06,F
052119Abl_FC3,17,I,26299,139.65,272.42,21.827,32.182,8.46E+05,333.48,8.77E+06,365.58,9.61E+06,F
052119Abl_FC3,18,I,15890,387.85,276.21,22.845,25.649,4.08E+05,475.19,7.55E+06,312.13,4.96E+06,F
052119Abl_FC3,19,I,17099,169.37,227.76,21.882,33.211,5.68E+05,405.99,6.94E+06,397.51,6.80E+06,F
052119Abl_FC3,20,M,33166,215.28,370.55,25.455,22.595,7.49E+05,132.28,4.39E+06,433.11,1.44E+07,F
052119Abl_FC3,21,I,25770,86.616,264.72,26.378,23.499,6.06E+05,416.52,1.07E+07,367.38,9.47E+06,F
052119Abl_FC3,22,I,19702,305.29,309.8,24.796,29.166,5.75E+05,371.11,7.31E+06,377.07,7.43E+06,F
052119Abl_FC3,23,I,16158,276.67,152.18,23.834,24.529,3.96E+05,222.76,3.60E+06,319.32,5.16E+06,F
052119Abl_FC3,24,I,13118,174.98,175.13,25.545,24.396,3.20E+05,475.76,6.24E+06,403.37,5.29E+06,F
052119Abl_FC3,25,I,12821,332.56,359.43,29.508,21.955,2.81E+05,294.22,3.77E+06,320.35,4.11E+06,F
052119Abl_FC3,26,I,18998,314.81,144.25,31.3,22.212,4.22E+05,312.91,5.94E+06,452.6,8.60E+06,F
052119Abl_FC3,27,I,22423,199.55,263.11,30.044,41.883,9.39E+05,255.57,5.73E+06,363.52,8.15E+06,F
052119Abl_FC3,28,I,17664,390.81,220.41,30.966,22.591,3.99E+05,441.02,7.79E+06,387.64,6.85E+06,F
052119Abl_FC3,29,I,24444,132.75,313.07,34.552,28.156,6.88E+05,242.39,5.93E+06,358.7,8.77E+06,F
052119Abl_FC3,30,I,19726,272.12,331.62,34.643,26.806,5.29E+05,281.57,5.55E+06,365.81,7.22E+06,F
052119Abl_FC3,31,I,13868,250.07,127.5,35.204,21.896,3.04E+05,291.77,4.05E+06,311.1,4.31E+06,F
