Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,Identity
012119Abl_EI3,1,I,16960,327.1,244.36,5.3847,19.723,3.35E+05,229.77,3.90E+06,500.63,8.49E+06,TE
012119Abl_EI3,2,I,12426,141.18,284.35,5.8795,30.772,3.82E+05,321.19,3.99E+06,351.76,4.37E+06,TE
012119Abl_EI3,3,I,9020,313.74,337.84,5.5304,19.927,1.80E+05,285.06,2.57E+06,358.32,3.23E+06,TE
012119Abl_EI3,4,I,10502,252.05,348.94,5.6942,19.422,2.04E+05,298.96,3.14E+06,481.02,5.05E+06,TE
012119Abl_EI3,5,I,10818,172.2,224.9,7.6086,25.76,2.79E+05,236.42,2.56E+06,396.38,4.29E+06,TE
012119Abl_EI3,6,I,12607,196.76,295.95,7.519,20.04,2.53E+05,282.54,3.56E+06,356.32,4.49E+06,TE
012119Abl_EI3,7,I,7603,367.74,346.69,9.184,20.177,1.53E+05,322.38,2.45E+06,382.42,2.91E+06,TE
012119Abl_EI3,8,I,15924,136.65,238.38,13.099,43.646,6.95E+05,261.37,4.16E+06,384.47,6.12E+06,DP
012119Abl_EI3,9,I,9000,71.897,265.8,9.9667,23.461,2.11E+05,448.6,4.04E+06,425.22,3.83E+06,TE
012119Abl_EI3,10,M,1098,134,292.99,11.471,103.86,1.14E+05,305.72,3.36E+05,356.86,3.92E+05,PRE
012119Abl_EI3,11,I,7590,303.69,176.22,13.547,20.84,1.58E+05,407.56,3.09E+06,380.4,2.89E+06,TE
012119Abl_EI3,12,I,8608,159.59,361.53,14.016,20.829,1.79E+05,447.64,3.85E+06,316.89,2.73E+06,TE
012119Abl_EI3,13,I,10387,428.7,293.77,13.726,20.341,2.11E+05,310.03,3.22E+06,342.77,3.56E+06,TE
012119Abl_EI3,14,I,6770,189.48,190.79,15.777,21.139,1.43E+05,421.56,2.85E+06,418.62,2.83E+06,TE
012119Abl_EI3,15,I,10856,158.82,293.43,16.758,69.361,7.53E+05,223.46,2.43E+06,380.37,4.13E+06,PRE
012119Abl_EI3,16,I,6635,299.33,407.9,17.851,20.719,1.37E+05,339.19,2.25E+06,477.62,3.17E+06,TE
012119Abl_EI3,17,I,9181,386.27,174.7,18.815,20.479,1.88E+05,355.83,3.27E+06,367.35,3.37E+06,TE
012119Abl_EI3,18,I,7753,110.25,184.98,19.009,23.377,1.81E+05,371.89,2.88E+06,429.19,3.33E+06,TE
012119Abl_EI3,19,I,7433,402.61,372.15,19.037,21.041,1.56E+05,328.02,2.44E+06,458.18,3.41E+06,TE
012119Abl_EI3,20,I,8211,450.91,227.11,21.884,21.423,1.76E+05,353.95,2.91E+06,365.24,3.00E+06,TE
012119Abl_EI3,21,I,11498,99.46,230.78,22.784,73.31,8.43E+05,418.56,4.81E+06,424.42,4.88E+06,PRE
012119Abl_EI3,21.2,I,11498,85,248,16,37.357,,337.241,,428.247,,DP
012119Abl_EI3,22,I,4782,148.44,183.81,22.704,35.783,1.71E+05,292.02,1.40E+06,430.57,2.06E+06,DP
012119Abl_EI3,23,I,7246,110.58,299.02,24.076,38.657,2.80E+05,485.38,3.52E+06,400.34,2.90E+06,DP
012119Abl_EI3,24,I,6961,232.45,145.93,24.52,20.656,1.44E+05,340.08,2.37E+06,381.84,2.66E+06,TE
012119Abl_EI3,25,I,4962,150.96,321.75,23.664,44.54,2.21E+05,241.38,1.20E+06,449.32,2.23E+06,DP
012119Abl_EI3,26,I,8834,129.6,354.2,22,49.251,,672.091,,355.357,,DP
012119Abl_EI3,26.2,M,8834,126,343,16,71.218,,260.438,,336.689,,PRE
012119Abl_EI3,27,I,10531,72.987,316.6,26.453,26.908,2.83E+05,473.64,4.99E+06,444.83,4.68E+06,EPI
012119Abl_EI3,28,I,8324,81.737,273.03,25.945,25.892,2.16E+05,374.86,3.12E+06,381.2,3.17E+06,EPI
012119Abl_EI3,29,I,10563,125.12,201.69,27.605,79.358,8.38E+05,243.13,2.57E+06,350.34,3.70E+06,PRE
012119Abl_EI3,31,I,7656,455.33,352.37,29.974,21.096,1.62E+05,342.44,2.62E+06,492.51,3.77E+06,TE
012119Abl_EI3,32,I,5056,76.014,358.54,28.589,23.957,1.21E+05,523.21,2.65E+06,379.78,1.92E+06,TE
012119Abl_EI3,33,I,8876,237.51,430.63,30.801,19.81,1.76E+05,303.65,2.70E+06,377.98,3.36E+06,TE
012119Abl_EI3,34,I,8653,136.42,258.04,30.623,67.909,5.88E+05,254.2,2.20E+06,383.17,3.32E+06,PRE
012119Abl_EI3,35,I,5576,152.82,375.77,29.577,20.324,1.13E+05,269.89,1.50E+06,406.61,2.27E+06,TE
012119Abl_EI3,36,I,8219,346.55,431.06,31.491,19.866,1.63E+05,287.39,2.36E+06,377.14,3.10E+06,TE
012119Abl_EI3,37,I,6376,438.23,158.15,32.447,20.309,1.29E+05,413.48,2.64E+06,444.83,2.84E+06,TE
012119Abl_EI3,38,I,7517,66.209,203.81,33.632,20.83,1.57E+05,341.91,2.57E+06,374.57,2.82E+06,TE
012119Abl_EI3,39,I,6776,315.65,124.5,34.415,20.497,1.39E+05,344.4,2.33E+06,367.38,2.49E+06,TE
012119Abl_EI3,40,I,7870,36.917,300.34,33.804,20.567,1.62E+05,346.33,2.73E+06,365.34,2.88E+06,TE
012119Abl_EI3,41,I,7782,129.31,159.84,37.387,19.941,1.55E+05,242.26,1.89E+06,371.74,2.89E+06,TE
012119Abl_EI3,42,I,6881,134.72,332.43,34.792,33.299,2.29E+05,206.53,1.42E+06,314.65,2.17E+06,DP
012119Abl_EI3,43,I,10821,100.1,225.53,35.859,31.364,3.39E+05,278.99,3.02E+06,428.94,4.64E+06,DP
012119Abl_EI3,44,I,9352,55.447,260.56,40.151,87.239,8.16E+05,267.71,2.50E+06,307.35,2.87E+06,PRE
012119Abl_EI3,45,I,4091,88.357,279.6,35.711,23.551,96348,256.4,1.05E+06,407.45,1.67E+06,EPI
012119Abl_EI3,46,I,9487,492.83,291.79,40.05,19.857,1.88E+05,269.53,2.56E+06,438.02,4.16E+06,TE
012119Abl_EI3,47,I,12349,124.69,302.52,39.66,45.774,5.65E+05,188.61,2.33E+06,351.9,4.35E+06,PRE
012119Abl_EI3,48,I,11584,73.276,321.26,37.984,21.926,2.54E+05,290.69,3.37E+06,412.07,4.77E+06,EPI
012119Abl_EI3,49,I,6788,108.08,349.24,37.352,21.197,1.44E+05,204.46,1.39E+06,341.96,2.32E+06,EPI
012119Abl_EI3,50,I,6581,106.27,190.66,40.274,28.506,1.88E+05,192.81,1.27E+06,423.34,2.79E+06,DP
012119Abl_EI3,51,I,6323,103.05,264.59,39.427,34.163,2.16E+05,246.98,1.56E+06,307.25,1.94E+06,DP
012119Abl_EI3,52,I,7521,498.17,229.69,41.611,20.607,1.55E+05,305.66,2.30E+06,415.85,3.13E+06,TE
012119Abl_EI3,53,I,5123,71.353,217.81,42.498,28.506,1.46E+05,206.9,1.06E+06,365.84,1.87E+06,DP
012119Abl_EI3,54,I,9903,382.24,117.75,47.591,19.974,1.98E+05,285.94,2.83E+06,356.05,3.53E+06,TE
012119Abl_EI3,55,I,6649,481.68,346.2,48.048,19.61,1.30E+05,235.95,1.57E+06,270.73,1.80E+06,TE
012119Abl_EI3,56,I,6457,121.24,374.15,47.378,18.897,1.22E+05,148.7,9.60E+05,275.09,1.78E+06,TE
012119Abl_EI3,57,I,6822,209.34,114.88,48.461,22.408,1.53E+05,493.52,3.37E+06,384.95,2.63E+06,TE
012119Abl_EI3,58,I,9243,416.96,413.94,49.57,19.182,1.77E+05,221.55,2.05E+06,336.21,3.11E+06,TE
012119Abl_EI3,59,I,5289,64.863,298.44,46.467,48.268,2.55E+05,163.45,8.64E+05,308.05,1.63E+06,PRE
012119Abl_EI3,60,I,7006,117.28,260.65,48.56,50.686,3.55E+05,181.3,1.27E+06,267.39,1.87E+06,PRE
012119Abl_EI3,61,I,6502,87.849,338.52,46.458,19.798,1.29E+05,175.74,1.14E+06,385.12,2.50E+06,EPI
012119Abl_EI3,62,I,6446,110.37,293.77,50.476,30.62,1.97E+05,204.3,1.32E+06,384.18,2.48E+06,DP
012119Abl_EI3,63,I,11287,123.58,340.84,53.188,21.621,2.44E+05,184.08,2.08E+06,361.84,4.08E+06,EPI
012119Abl_EI3,64,M,10082,209.11,422.83,54.038,19.521,1.97E+05,106.32,1.07E+06,266.46,2.69E+06,TE
012119Abl_EI3,65,I,7654,486.55,194.03,55.295,19.674,1.51E+05,278.26,2.13E+06,303.22,2.32E+06,TE
012119Abl_EI3,66,I,8615,59.898,252.87,55.507,21.274,1.83E+05,176.76,1.52E+06,290.7,2.50E+06,TE
012119Abl_EI3,67,I,9394,73.809,316.5,58.051,20.89,1.96E+05,182.31,1.71E+06,352.8,3.31E+06,TE
012119Abl_EI3,68,I,7676,271.01,118.76,58.835,19.437,1.49E+05,211.37,1.62E+06,279.4,2.14E+06,TE
012119Abl_EI3,69,M,8655,449.57,150.37,56.262,19.229,1.66E+05,185.51,1.61E+06,262.15,2.27E+06,TE
012119Abl_EI3,70,I,14033,103.01,213.05,57.835,54.704,7.68E+05,157.24,2.21E+06,411.6,5.78E+06,PRE
