Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,Identity
021919Abl_EO2,1,I,8885,244.87,214.14,3.203,19.593,1.74E+05,182.19,1.62E+06,315.66,2.80E+06,TE
021919Abl_EO2,2,I,12178,316.92,199.21,4.9415,19.478,2.37E+05,190.72,2.32E+06,358.24,4.36E+06,TE
021919Abl_EO2,3,I,7257,144.79,250.59,3.5155,20.177,1.46E+05,200.76,1.46E+06,343.97,2.50E+06,TE
021919Abl_EO2,4,I,9956,341.17,270.22,4.2732,19.954,1.99E+05,250.68,2.50E+06,341.18,3.40E+06,TE
021919Abl_EO2,5,I,14524,292.44,305.38,4.6199,19.714,2.86E+05,260.7,3.79E+06,344.01,5.00E+06,TE
021919Abl_EO2,6,I,14183,230.25,306.42,4.9045,25.559,3.63E+05,206.22,2.92E+06,364.61,5.17E+06,TE
021919Abl_EO2,7,I,12137,157.06,182.12,4.7817,19.923,2.42E+05,214.43,2.60E+06,361.27,4.38E+06,TE
021919Abl_EO2,8,I,17671,181.67,341.73,5.9284,19.864,3.51E+05,219.54,3.88E+06,349.78,6.18E+06,TE
021919Abl_EO2,9,I,14941,375.01,202.8,6.413,19.184,2.87E+05,206.53,3.09E+06,375.52,5.61E+06,TE
021919Abl_EO2,10,I,8941,161.48,294.35,6.0155,22.977,2.05E+05,210.91,1.89E+06,290.04,2.59E+06,EPI
021919Abl_EO2,11,I,6211,172.46,221.41,7.7546,56.153,3.49E+05,166.24,1.03E+06,335.28,2.08E+06,PRE
021919Abl_EO2,12,I,12781,396.02,262.98,6.5737,19.365,2.48E+05,186.76,2.39E+06,356.39,4.56E+06,TE
021919Abl_EO2,13,I,18461,85.761,308.74,7.0709,19.851,3.66E+05,161.29,2.98E+06,329.65,6.09E+06,TE
021919Abl_EO2,14,I,11802,202.93,194.96,8.9439,55.074,6.50E+05,148.5,1.75E+06,360.02,4.25E+06,PRE
021919Abl_EO2,15,I,14239,181.9,263.91,10.69,46.141,6.57E+05,156.33,2.23E+06,326.03,4.64E+06,PRE
021919Abl_EO2,16,I,15811,352.92,340.18,9.2148,19.245,3.04E+05,201.06,3.18E+06,274.05,4.33E+06,TE
021919Abl_EO2,17,I,17811,299.62,136.3,9.4944,19.121,3.41E+05,181.92,3.24E+06,349.13,6.22E+06,TE
021919Abl_EO2,18,I,10729,132.58,200.81,11.696,26.146,2.81E+05,270.77,2.91E+06,372.53,4.00E+06,EPI
021919Abl_EO2,19,I,9821,112.11,239.69,10.524,25.024,2.46E+05,253.73,2.49E+06,353.17,3.47E+06,EPI
021919Abl_EO2,20,I,8402,78.366,266.33,10.505,23.269,1.96E+05,183.89,1.55E+06,341.7,2.87E+06,EPI
021919Abl_EO2,21,I,13033,94.164,175.63,9.6438,19.481,2.54E+05,142.92,1.86E+06,389.84,5.08E+06,TE
021919Abl_EO2,22,I,8105,130.95,284.98,12.597,24.051,1.95E+05,275.44,2.23E+06,389.31,3.16E+06,EPI
021919Abl_EO2,23,I,10868,239.85,133.21,13.562,19.836,2.16E+05,248.6,2.70E+06,336.19,3.65E+06,TE
021919Abl_EO2,24,I,5837,213.57,304.44,12.536,79.724,4.65E+05,166.22,9.70E+05,308.01,1.80E+06,PRE
021919Abl_EO2,25,I,9314,124.22,331.04,12.43,20.807,1.94E+05,185.77,1.73E+06,371.52,3.46E+06,EPI
021919Abl_EO2,26,I,9672,168.91,330.36,13.305,24.491,2.37E+05,264.89,2.56E+06,377.87,3.65E+06,EPI
021919Abl_EO2,27,I,12922,283.34,376.52,14.084,20.103,2.60E+05,185.98,2.40E+06,340.39,4.40E+06,TE
021919Abl_EO2,28,I,8671,184.56,127.98,14.825,19.543,1.69E+05,165.46,1.43E+06,453.3,3.93E+06,TE
021919Abl_EO2,29,I,8861,74.053,221.95,15.369,57.012,5.05E+05,206.72,1.83E+06,370.62,3.28E+06,PRE
021919Abl_EO2,30,I,7496,180.72,156.78,17.496,28.079,2.10E+05,231.03,1.73E+06,402.43,3.02E+06,DP
021919Abl_EO2,31,I,13265,431.66,208.03,16.51,19.229,2.55E+05,204.14,2.71E+06,366.72,4.86E+06,TE
021919Abl_EO2,33,I,8871,436.64,273.89,15.067,19.649,1.74E+05,215.86,1.91E+06,381.07,3.38E+06,TE
021919Abl_EO2,34,I,13537,415.88,331.47,17.104,19.2,2.60E+05,169.01,2.29E+06,363.68,4.92E+06,TE
021919Abl_EO2,35,I,15283,367.55,126.96,17.648,18.995,2.90E+05,177.31,2.71E+06,384.49,5.88E+06,TE
021919Abl_EO2,36,I,9694,213.16,178.66,18.987,69.799,6.77E+05,146.05,1.42E+06,325.36,3.15E+06,PRE
021919Abl_EO2,37,I,10580,34.651,227.94,18.627,19.508,2.06E+05,240.63,2.55E+06,407.74,4.31E+06,TE
021919Abl_EO2,38,I,10114,93.334,324.82,19.499,45.403,4.59E+05,215.21,2.18E+06,313.37,3.17E+06,PRE
021919Abl_EO2,39,I,8738,372.33,377.59,19.682,19.218,1.68E+05,271.85,2.38E+06,353.92,3.09E+06,TE
021919Abl_EO2,40,I,12258,224.24,387.29,22.156,18.936,2.32E+05,194.15,2.38E+06,366.19,4.49E+06,TE
021919Abl_EO2,41,I,11450,139.05,133.92,24.003,19.353,2.22E+05,154.87,1.77E+06,425.2,4.87E+06,TE
021919Abl_EO2,42,I,8529,144.38,214.15,21.075,49.705,4.24E+05,199.43,1.70E+06,404.06,3.45E+06,PRE
021919Abl_EO2,43,I,5985,152.17,301.94,20.45,50.164,3.00E+05,194.64,1.16E+06,370.82,2.22E+06,PRE
021919Abl_EO2,44,I,9574,90.569,207.63,22.187,29.077,2.78E+05,213.12,2.04E+06,341.93,3.27E+06,DP
021919Abl_EO2,45,I,10597,60.928,266.42,22.433,23.332,2.47E+05,196.39,2.08E+06,349.51,3.70E+06,DP
021919Abl_EO2,46,I,12664,106.86,267.83,22.995,20.666,2.62E+05,191.39,2.42E+06,371.66,4.71E+06,EPI
021919Abl_EO2,47,I,14685,180.26,297.98,23.344,42.862,6.29E+05,161.97,2.38E+06,282.77,4.15E+06,PRE
021919Abl_EO2,48,I,10448,44.805,304.74,22.652,18.978,1.98E+05,169.99,1.78E+06,357.25,3.73E+06,TE
021919Abl_EO2,50,I,17630,164.58,242,25.363,33.864,5.97E+05,156.24,2.75E+06,322.53,5.69E+06,DP
021919Abl_EO2,51,I,13468,164.28,382.72,25.559,18.826,2.54E+05,140.36,1.89E+06,418.29,5.63E+06,TE
021919Abl_EO2,52,I,8422,243.9,103.73,24.762,19.101,1.61E+05,168.69,1.42E+06,353.4,2.98E+06,TE
021919Abl_EO2,53,I,9705,144.4,343.94,24.416,22.557,2.19E+05,206.4,2.00E+06,369.43,3.59E+06,EPI
021919Abl_EO2,54,I,7893,119.68,162.39,27.492,24.354,1.92E+05,208.57,1.65E+06,299.5,2.36E+06,DP
021919Abl_EO2,55,I,3943,178.35,185.71,24.153,60.418,2.38E+05,137.35,5.42E+05,308.38,1.22E+06,PRE
021919Abl_EO2,56,I,12606,91.007,357.41,27.829,18.875,2.38E+05,206.48,2.60E+06,337.11,4.25E+06,TE
021919Abl_EO2,57,I,8196,92.685,191.65,27.789,23.73,1.95E+05,235.88,1.93E+06,334.92,2.75E+06,DP
021919Abl_EO2,58,I,9743,469.35,219.26,28.577,19.253,1.88E+05,186.35,1.82E+06,452.78,4.41E+06,TE
021919Abl_EO2,59,I,13106,448.09,349.15,28.963,19.021,2.49E+05,234.28,3.07E+06,430.88,5.65E+06,TE
021919Abl_EO2,60,I,19754,363.61,409.56,27.702,18.787,3.71E+05,153.49,3.03E+06,425.6,8.41E+06,TE
021919Abl_EO2,61,I,11711,427.59,134.81,30.243,19.241,2.25E+05,166.91,1.95E+06,392.76,4.60E+06,TE
021919Abl_EO2,62,I,7541,107.49,313.44,27.661,21.038,1.59E+05,179.61,1.35E+06,345.3,2.60E+06,EPI
021919Abl_EO2,63,I,11795,72.645,167.82,33.022,18.784,2.22E+05,155.04,1.83E+06,266.87,3.15E+06,TE
021919Abl_EO2,64,I,12478,175.34,343.91,34.195,45.92,5.73E+05,108.42,1.35E+06,344.34,4.30E+06,PRE
021919Abl_EO2,65,I,11010,308.65,80.675,33.095,18.921,2.08E+05,173.7,1.91E+06,354.49,3.90E+06,TE
