Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,Identity
112018Abl_EA5,1,I,6632,330.05,284.22,3.248,18.104,1.20E+05,149.02,9.88E+05,159.01,1.05E+06,TE
112018Abl_EA5,2,I,7412,216.19,255.68,4.2686,18.364,1.36E+05,179.66,1.33E+06,179.94,1.33E+06,TE
112018Abl_EA5,3,I,11949,303.25,214.66,5.6597,18.324,2.19E+05,130.78,1.56E+06,156.2,1.87E+06,TE
112018Abl_EA5,4,I,10630,248.15,337.66,5.3198,18.149,1.93E+05,142.38,1.51E+06,167.37,1.78E+06,TE
112018Abl_EA5,5,I,14166,142.16,273.6,5.4044,21.399,3.03E+05,141.93,2.01E+06,148.44,2.10E+06,TE
112018Abl_EA5,6,I,10315,324.25,366.7,6.8497,18.369,1.89E+05,193.62,2.00E+06,144.71,1.49E+06,TE
112018Abl_EA5,7,I,13740,156.29,184.64,7.6007,19.919,2.74E+05,126.53,1.74E+06,145.73,2.00E+06,TE
112018Abl_EA5,8,I,14130,162.1,239.2,8.4805,61.949,8.75E+05,154.62,2.18E+06,151.26,2.14E+06,PRE
112018Abl_EA5,9,I,10818,177.17,285.19,12.075,60.191,6.51E+05,186.5,2.02E+06,145.59,1.58E+06,PRE
112018Abl_EA5,10,I,13886,117.08,205.73,13.519,31.541,4.38E+05,143.02,1.99E+06,179.82,2.50E+06,DP
112018Abl_EA5,11,I,15162,98.362,252.84,10.373,30.136,4.57E+05,126.15,1.91E+06,154.45,2.34E+06,DP
112018Abl_EA5,12,I,11941,406.11,296.22,11.053,18.4,2.20E+05,176.78,2.11E+06,167.9,2.00E+06,TE
112018Abl_EA5,13,I,19132,275.92,140.92,15.053,17.929,3.43E+05,107.54,2.06E+06,162.17,3.10E+06,TE
112018Abl_EA5,14,I,14930,135.05,298.74,12.255,32.43,4.84E+05,139.4,2.08E+06,174.14,2.60E+06,DP
112018Abl_EA5,15,I,8858,160.31,225.94,17.184,81.536,7.22E+05,204.73,1.81E+06,159.33,1.41E+06,PRE
