Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,Identity
080117Abl_BD2,2,I,6366,292.87,213.35,5.956,27.34,1.74E+05,231.45,1.47E+06,EPI
080117Abl_BD2,3,I,22415,202.96,286.22,6.6845,122.53,2.75E+06,205.61,4.61E+06,PRE
080117Abl_BD2,4,I,9618,250.57,249.61,8.1347,74.434,7.16E+05,217.92,2.10E+06,DP
080117Abl_BD2,6,I,14745,224.19,213.08,10.537,95.243,1.40E+06,212.02,3.13E+06,PRE
080117Abl_BD2,8,I,9799,188.57,189.59,11.373,76.268,7.47E+05,232.16,2.28E+06,DP
080117Abl_BD2,13,I,22145,148.73,221.91,19.908,73.91,1.64E+06,208.81,4.62E+06,DP
080117Abl_BD2,14,I,20774,256.62,292.72,18.981,97.638,2.03E+06,230.63,4.79E+06,PRE
080117Abl_BD2,15,I,18832,252.95,217.02,19.238,85.701,1.61E+06,208.76,3.93E+06,PRE
080117Abl_BD2,16,I,12820,167.61,282.25,19.836,72.002,9.23E+05,211.34,2.71E+06,DP
080117Abl_BD2,17,I,5840,217.69,390.43,19.688,24.603,1.44E+05,239.12,1.40E+06,EPI
080117Abl_BD2,18,I,13572,206.48,313.08,23.147,72.978,9.90E+05,192.8,2.62E+06,DP
080117Abl_BD2,20,I,21382,229.11,131.58,29.257,38.326,8.19E+05,225.96,4.83E+06,DP
080117Abl_BD2,21,I,20902,153.33,255.65,31.506,37.786,7.90E+05,216.42,4.52E+06,DP
080117Abl_BD2,22,I,19956,222.45,366.79,33.351,89.328,1.78E+06,206.9,4.13E+06,PRE
080117Abl_BD2,23,I,5071,158.77,321.6,32.639,24.859,1.26E+05,211.57,1.07E+06,EPI
080117Abl_BD2,26,I,11887,187.83,401.97,40.687,35.821,4.26E+05,221.68,2.64E+06,EPI
080117Abl_BD2,27,I,3064,167.7,243.64,39.596,25.103,76916,222.69,6.82E+05,EPI
080117Abl_BD2,29,I,15761,120.99,249.54,46.653,45.453,7.16E+05,176.81,2.79E+06,PRE
