Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum
010319Abl_EG7,1,I,15544,295.49,273.37,4.097,17.909,2.78E+05,41.422,6.44E+05,216.82,3.37E+06
010319Abl_EG7,2,I,27796,288.6,197.56,6.2872,17.963,4.99E+05,46.289,1.29E+06,224.14,6.23E+06
010319Abl_EG7,3,I,15965,231.94,306.48,6.0033,18.032,2.88E+05,46.169,7.37E+05,230.49,3.68E+06
010319Abl_EG7,4,I,22907,228.5,162.84,7.9924,17.931,4.11E+05,49.138,1.13E+06,227.5,5.21E+06
010319Abl_EG7,5,I,23290,369.22,232.9,6.6246,18.186,4.24E+05,55.053,1.28E+06,232.42,5.41E+06
010319Abl_EG7,6,M,57239,173.31,280.79,10.97,18.188,1.04E+06,56.028,3.21E+06,213.16,1.22E+07
010319Abl_EG7,7,I,11057,111.59,277.81,6.1963,18.021,1.99E+05,41.606,4.60E+05,262.4,2.90E+06
010319Abl_EG7,8,I,25477,173.99,341.38,8.0234,18.2,4.64E+05,41.193,1.05E+06,195.78,4.99E+06
010319Abl_EG7,9,M,14906,131.78,224.43,7.6002,18.141,2.70E+05,78.969,1.18E+06,198.71,2.96E+06
010319Abl_EG7,10,I,21851,276.13,348.09,7.1172,17.919,3.92E+05,48.437,1.06E+06,205.82,4.50E+06
010319Abl_EG7,11,M,22057,192.75,214.17,8.166,18.13,4.00E+05,76.578,1.69E+06,220.16,4.86E+06
010319Abl_EG7,12,I,2375,75.473,234.1,7.8968,22.963,54538,48.903,1.16E+05,193.12,4.59E+05
010319Abl_EG7,13,I,5334,61.239,251.25,10.165,24.137,1.29E+05,54.539,2.91E+05,223.05,1.19E+06
010319Abl_EG7,14,I,19469,306.87,135.49,12.828,17.78,3.46E+05,43.841,8.54E+05,196.78,3.83E+06
010319Abl_EG7,15,I,28449,400.31,286.93,10.767,18.126,5.16E+05,32.949,9.37E+05,215.65,6.14E+06
010319Abl_EG7,16,I,29386,292.33,393.45,12.306,17.895,5.26E+05,36.954,1.09E+06,222.08,6.53E+06
010319Abl_EG7,17,I,21307,89.014,321.47,12.356,18,3.84E+05,41.317,8.80E+05,204.46,4.36E+06
010319Abl_EG7,18,I,33010,186.16,395.41,14.572,18.091,5.97E+05,36.722,1.21E+06,228.18,7.53E+06
010319Abl_EG7,19,I,15567,117.33,159.14,15.181,17.918,2.79E+05,64.294,1.00E+06,244.61,3.81E+06
010319Abl_EG7,20,I,19747,378.8,355.99,16.391,17.927,3.54E+05,39.645,7.83E+05,229.41,4.53E+06
010319Abl_EG7,21,I,18361,112.79,202.39,17.703,18.228,3.35E+05,71.303,1.31E+06,241.67,4.44E+06
010319Abl_EG7,22,I,30592,428.59,222.09,16.778,18.091,5.53E+05,46.471,1.42E+06,192.95,5.90E+06
010319Abl_EG7,23,I,23185,383.31,129.16,19.134,18.293,4.24E+05,145.48,3.37E+06,221.24,5.13E+06
010319Abl_EG7,24,I,25437,224.26,108.72,18.936,17.9,4.55E+05,50.422,1.28E+06,211.25,5.37E+06
010319Abl_EG7,25,I,2447,171.64,342.55,19.237,17.676,43253,36.919,90342,207.85,5.09E+05
010319Abl_EG7,26,I,25509,131.04,380.16,23.002,18.187,4.64E+05,38.463,9.81E+05,240.28,6.13E+06
010319Abl_EG7,27,I,5446,88.582,238.94,21.503,17.841,97161,47.927,2.61E+05,179.71,9.79E+05
010319Abl_EG7,28,I,13945,425.47,341.98,24.028,18.005,2.51E+05,36.345,5.07E+05,305.95,4.27E+06
010319Abl_EG7,29,I,18090,72.975,282.89,24.186,18.528,3.35E+05,50.035,9.05E+05,223.91,4.05E+06
010319Abl_EG7,30,I,23096,277.55,432.86,23.875,17.835,4.12E+05,39.153,9.04E+05,283.38,6.55E+06
010319Abl_EG7,31,I,3405,116.54,337.37,24.519,17.745,60422,40.833,1.39E+05,247.15,8.42E+05
010319Abl_EG7,32,I,24618,318.59,81.512,28.565,18.065,4.45E+05,43.686,1.08E+06,253.26,6.23E+06
010319Abl_EG7,33,I,13974,44.763,213.41,28.221,18.271,2.55E+05,192.2,2.69E+06,220.27,3.08E+06
010319Abl_EG7,34,I,19841,135.63,265.11,26.818,17.98,3.57E+05,53.945,1.07E+06,171.24,3.40E+06
010319Abl_EG7,35,I,21124,137.03,141.05,28.831,17.965,3.80E+05,53.575,1.13E+06,303.98,6.42E+06
010319Abl_EG7,36,I,7269,152.92,198.23,28.878,17.874,1.30E+05,34.086,2.48E+05,158.35,1.15E+06
010319Abl_EG7,37,I,27010,456.96,303.17,30.68,18.076,4.88E+05,36.1,9.75E+05,247.92,6.70E+06
010319Abl_EG7,38,I,9942,194.46,402.7,28.133,17.985,1.79E+05,41.103,4.09E+05,198.15,1.97E+06
010319Abl_EG7,39,I,17291,452.7,167.7,29.353,18.124,3.13E+05,37.918,6.56E+05,250.59,4.33E+06
010319Abl_EG7,40,I,21384,30.953,294.51,31.111,18.011,3.85E+05,48.07,1.03E+06,218.73,4.68E+06
010319Abl_EG7,41,I,18580,470.8,241.49,30.488,17.95,3.34E+05,36.743,6.83E+05,316.67,5.88E+06
010319Abl_EG7,42,I,22769,81.467,348.91,31.259,17.994,4.10E+05,37.36,8.51E+05,223.36,5.09E+06
010319Abl_EG7,43,I,11040,163.11,369.29,33.516,17.849,1.97E+05,38.61,4.26E+05,193.84,2.14E+06
010319Abl_EG7,44,I,17570,140,324.53,36.664,17.889,3.14E+05,57.651,1.01E+06,255.57,4.49E+06
010319Abl_EG7,45,I,14522,428.27,367.42,35.347,18.11,2.63E+05,32.404,4.71E+05,245.72,3.57E+06
010319Abl_EG7,46,I,26976,192.94,445.25,34.909,17.909,4.83E+05,35.169,9.49E+05,212.56,5.73E+06
010319Abl_EG7,47,I,23768,205.4,76.817,34.818,18.043,4.29E+05,41.855,9.95E+05,218.1,5.18E+06
010319Abl_EG7,48,I,7017,90.18,204.46,35.032,17.749,1.25E+05,47.728,3.35E+05,224.01,1.57E+06
010319Abl_EG7,48.2,I,7017,90.18,204.46,35,17.685,,34.647,,227.03,
010319Abl_EG7,49,I,661,487.89,183.62,33.929,22.13,14628,43.508,28759,144.04,95212
010319Abl_EG7,50,I,34324,59.228,277.37,40.983,18.207,6.25E+05,46.263,1.59E+06,207.22,7.11E+06
010319Abl_EG7,50.2,M,34324,59.228,277.37,39,17.958,,34.473,,209.236,
010319Abl_EG7,51,I,17702,392.35,399.74,39.427,17.949,3.18E+05,37.242,6.59E+05,187.04,3.31E+06
010319Abl_EG7,52,I,9262,361.47,69.697,38.143,17.808,1.65E+05,38.545,3.57E+05,245.3,2.27E+06
010319Abl_EG7,53,I,34464,442.47,124.23,41.398,17.882,6.16E+05,45.652,1.57E+06,217.17,7.48E+06
010319Abl_EG7,54,I,21766,261.99,452.36,42.738,17.729,3.86E+05,36.604,7.97E+05,186.1,4.05E+06
010319Abl_EG7,55,M,30747,479.95,220.91,43.717,17.762,5.46E+05,33.529,1.03E+06,217.2,6.68E+06
010319Abl_EG7,56,I,3349,99.731,346.11,41.414,17.627,59033,36.923,1.24E+05,217.07,7.27E+05
