
Time Index
 ==================== 
Time Index,Unit,Category,Time,NS-labs,TrackID,ID,
1,,Spot,1,DP,1000000001,1,
1,,Spot,1,DP,1000000002,2,
1,,Spot,1,DP,1000000004,4,
1,,Spot,1,DP,1000000005,5,
1,,Spot,1,DP,1000000006,6,
1,,Spot,1,DP,1000000007,7,
1,,Spot,1,DP,1000000067,67,
2,,Spot,2,DP,1000000004,68,
2,,Spot,2,DP,1000000002,69,
2,,Spot,2,DP,1000000067,70,
2,,Spot,2,DP,1000000005,131,
2,,Spot,2,DP,1000000001,159,
2,,Spot,2,DP,1000000007,195,
2,,Spot,2,DP,1000000006,258,
3,,Spot,3,DP,1000000004,259,
3,,Spot,3,DP,1000000002,260,
3,,Spot,3,DP,1000000067,261,
3,,Spot,3,DP,1000000005,262,
3,,Spot,3,DP,1000000001,263,
3,,Spot,3,DP,1000000007,264,
3,,Spot,3,DP,1000000006,265,
4,,Spot,4,DP,1000000004,266,
4,,Spot,4,DP,1000000002,267,
4,,Spot,4,DP,1000000067,268,
4,,Spot,4,DP,1000000005,269,
4,,Spot,4,DP,1000000001,270,
4,,Spot,4,DP,1000000007,271,
4,,Spot,4,DP,1000000006,272,
5,,Spot,5,DP,1000000004,273,
5,,Spot,5,DP,1000000002,274,
5,,Spot,5,DP,1000000067,275,
5,,Spot,5,DP,1000000005,276,
5,,Spot,5,DP,1000000001,277,
5,,Spot,5,DP,1000000007,278,
5,,Spot,5,DP,1000000006,279,
6,,Spot,6,DP,1000000004,280,
6,,Spot,6,DP,1000000002,281,
6,,Spot,6,DP,1000000067,282,
6,,Spot,6,DP,1000000005,283,
6,,Spot,6,DP,1000000001,284,
6,,Spot,6,DP,1000000007,285,
6,,Spot,6,DP,1000000006,286,
7,,Spot,7,DP,1000000004,287,
7,,Spot,7,DP,1000000002,288,
7,,Spot,7,DP,1000000067,289,
7,,Spot,7,DP,1000000005,290,
7,,Spot,7,DP,1000000001,291,
7,,Spot,7,DP,1000000007,292,
7,,Spot,7,DP,1000000006,293,
8,,Spot,8,DP,1000000004,294,
8,,Spot,8,DP,1000000002,295,
8,,Spot,8,DP,1000000067,296,
8,,Spot,8,DP,1000000005,297,
8,,Spot,8,DP,1000000001,298,
8,,Spot,8,DP,1000000007,299,
8,,Spot,8,DP,1000000006,300,
9,,Spot,9,DP,1000000004,301,
9,,Spot,9,DP,1000000002,302,
9,,Spot,9,DP,1000000067,303,
9,,Spot,9,DP,1000000005,304,
9,,Spot,9,DP,1000000001,305,
9,,Spot,9,DP,1000000007,306,
9,,Spot,9,DP,1000000006,307,
10,,Spot,10,DP,1000000004,308,
10,,Spot,10,DP,1000000002,309,
10,,Spot,10,DP,1000000067,310,
10,,Spot,10,DP,1000000005,311,
10,,Spot,10,DP,1000000001,312,
10,,Spot,10,DP,1000000007,313,
10,,Spot,10,DP,1000000006,314,
11,,Spot,11,DP,1000000004,315,
11,,Spot,11,DP,1000000002,316,
11,,Spot,11,DP,1000000067,317,
11,,Spot,11,DP,1000000005,318,
11,,Spot,11,DP,1000000001,319,
11,,Spot,11,DP,1000000007,320,
11,,Spot,11,DP,1000000006,321,
12,,Spot,12,DP,1000000004,322,
12,,Spot,12,DP,1000000002,323,
12,,Spot,12,DP,1000000067,324,
12,,Spot,12,DP,1000000005,325,
12,,Spot,12,DP,1000000001,326,
12,,Spot,12,DP,1000000007,327,
12,,Spot,12,DP,1000000006,328,
13,,Spot,13,DP,1000000004,329,
13,,Spot,13,DP,1000000002,330,
13,,Spot,13,DP,1000000067,331,
13,,Spot,13,DP,1000000005,332,
13,,Spot,13,DP,1000000001,333,
13,,Spot,13,DP,1000000007,334,
13,,Spot,13,DP,1000000006,335,
14,,Spot,14,DP,1000000004,336,
14,,Spot,14,DP,1000000002,337,
14,,Spot,14,DP,1000000067,338,
14,,Spot,14,DP,1000000005,339,
14,,Spot,14,DP,1000000001,340,
14,,Spot,14,DP,1000000007,341,
14,,Spot,14,DP,1000000006,342,
15,,Spot,15,DP,1000000004,343,
15,,Spot,15,DP,1000000002,344,
