"Embryo_ID","Experiment","Litter","Cellcount","TE_ICM","Treatment","Stage","Background","Gene1","Genotype1","Gene2","Genotype2","icm.count","Identity.man","count","pc.icm"
"022014_G4KO_L1","022014_G4KO_L","L",167,"ICM","Littermate",">150","CD1/mixed","any","wt","Gata4","het",74,"EPI",34,45.945945945946
"022014_G4KO_L2","022014_G4KO_L","L",173,"ICM","Littermate",">150","CD1/mixed","any","wt","Gata4","wt",71,"EPI",31,43.6619718309859
"022014_G4KO_L3","022014_G4KO_L","L",166,"ICM","Littermate",">150","CD1/mixed","any","wt","Gata4","het",78,"EPI",41,52.5641025641026
"022014_G4KO_L4","022014_G4KO_L","L",175,"ICM","Littermate",">150","CD1/mixed","any","wt","Gata4","het",81,"EPI",37,45.679012345679
"022014_G4KO_L5","022014_G4KO_L","L",173,"ICM","Littermate",">150","CD1/mixed","any","wt","Gata4","ko",77,"EPI",40,51.9480519480519
"022014_G4KO_L6","022014_G4KO_L","L",121,"ICM","Littermate","120_150","CD1/mixed","any","wt","Gata4","wt",65,"EPI",32,49.2307692307692
"032414_G4KO_P1","032414_G4KO_P","P",78,"ICM","Littermate","64_90","CD1/mixed","any","wt","Gata4","het",31,"EPI",14,45.1612903225806
"032414_G4KO_P2","032414_G4KO_P","P",97,"ICM","Littermate","90_120","CD1/mixed","any","wt","Gata4","wt",34,"EPI",14,41.1764705882353
"032414_G4KO_P3","032414_G4KO_P","P",88,"ICM","Littermate","64_90","CD1/mixed","any","wt","Gata4","ko",22,"EPI",7,31.8181818181818
"032414_G4KO_P5","032414_G4KO_P","P",87,"ICM","Littermate","64_90","CD1/mixed","any","wt","Gata4","het",36,"EPI",9,25
"032414_G4KO_P6","032414_G4KO_P","P",70,"ICM","Littermate","64_90","CD1/mixed","any","wt","Gata4","het",28,"EPI",13,46.4285714285714
"032414_G4KO_P7","032414_G4KO_P","P",82,"ICM","Littermate","64_90","CD1/mixed","any","wt","Gata4","ko",25,"EPI",14,56
"032414_G4KO_Q1","032414_G4KO_Q","Q",159,"ICM","Littermate",">150","CD1/mixed","any","wt","Gata4","het",72,"EPI",30,41.6666666666667
"032414_G4KO_Q2","032414_G4KO_Q","Q",181,"ICM","Littermate",">150","CD1/mixed","any","wt","Gata4","het",78,"EPI",39,50
"032414_G4KO_Q3","032414_G4KO_Q","Q",158,"ICM","Littermate",">150","CD1/mixed","any","wt","Gata4","het",63,"EPI",22,34.9206349206349
"032414_G4KO_Q4","032414_G4KO_Q","Q",154,"ICM","Littermate",">150","CD1/mixed","any","wt","Gata4","het",49,"EPI",22,44.8979591836735
"032414_G4KO_Q5","032414_G4KO_Q","Q",147,"ICM","Littermate","120_150","CD1/mixed","any","wt","Gata4","het",64,"EPI",18,28.125
"070714_G4KO_S2","070714_G4KO_S","S",172,"ICM","Littermate",">150","CD1/mixed","any","wt","Gata4","wt",73,"EPI",31,42.4657534246575
"070714_G4KO_S3","070714_G4KO_S","S",177,"ICM","Littermate",">150","CD1/mixed","any","wt","Gata4","wt",82,"EPI",34,41.4634146341463
"070714_G4KO_S4","070714_G4KO_S","S",132,"ICM","Littermate","120_150","CD1/mixed","any","wt","Gata4","wt",46,"EPI",24,52.1739130434783
"070714_G4KO_S5","070714_G4KO_S","S",181,"ICM","Littermate",">150","CD1/mixed","any","wt","Gata4","wt",79,"EPI",21,26.5822784810127
"120313_G4KO_A10","120313_G4KO_A","A",55,"ICM","Littermate","32_64","CD1/mixed","any","wt","Gata4","het",30,"EPI",19,63.3333333333333
"120313_G4KO_A2","120313_G4KO_A","A",62,"ICM","Littermate","32_64","CD1/mixed","any","wt","Gata4","het",32,"EPI",18,56.25
"120313_G4KO_A3","120313_G4KO_A","A",61,"ICM","Littermate","32_64","CD1/mixed","any","wt","Gata4","het",27,"EPI",20,74.0740740740741
"120313_G4KO_A4","120313_G4KO_A","A",88,"ICM","Littermate","64_90","CD1/mixed","any","wt","Gata4","het",26,"EPI",17,65.3846153846154
"120313_G4KO_A5","120313_G4KO_A","A",61,"ICM","Littermate","32_64","CD1/mixed","any","wt","Gata4","het",28,"EPI",20,71.4285714285714
"120313_G4KO_A6","120313_G4KO_A","A",71,"ICM","Littermate","64_90","CD1/mixed","any","wt","Gata4","ko",23,"EPI",17,73.9130434782609
"120313_G4KO_A7","120313_G4KO_A","A",64,"ICM","Littermate","64_90","CD1/mixed","any","wt","Gata4","het",32,"EPI",19,59.375
"120313_G4KO_A8","120313_G4KO_A","A",64,"ICM","Littermate","64_90","CD1/mixed","any","wt","Gata4","ko",32,"EPI",28,87.5
"120313_G4KO_A9","120313_G4KO_A","A",62,"ICM","Littermate","32_64","CD1/mixed","any","wt","Gata4","het",25,"EPI",19,76
"120513_G4KO_B1","120513_G4KO_B","B",93,"ICM","Littermate","90_120","CD1/mixed","any","wt","Gata4","ko",29,"EPI",11,37.9310344827586
"120513_G4KO_B2","120513_G4KO_B","B",96,"ICM","Littermate","90_120","CD1/mixed","any","wt","Gata4","wt",29,"EPI",10,34.4827586206897
"120513_G4KO_B3","120513_G4KO_B","B",92,"ICM","Littermate","90_120","CD1/mixed","any","wt","Gata4","het",29,"EPI",11,37.9310344827586
"120513_G4KO_B4","120513_G4KO_B","B",98,"ICM","Littermate","90_120","CD1/mixed","any","wt","Gata4","het",34,"EPI",12,35.2941176470588
"121613_G4KO_D1","121613_G4KO_D","D",114,"ICM","Littermate","90_120","CD1/mixed","any","wt","Gata4","wt",44,"EPI",20,45.4545454545455
"121613_G4KO_D2","121613_G4KO_D","D",98,"ICM","Littermate","90_120","CD1/mixed","any","wt","Gata4","het",32,"EPI",15,46.875
"121613_G4KO_D3","121613_G4KO_D","D",107,"ICM","Littermate","90_120","CD1/mixed","any","wt","Gata4","het",41,"EPI",20,48.780487804878
"121613_G4KO_E1","121613_G4KO_E","E",55,"ICM","Control","32_64","CD1/mixed","any","wt","Gata4","het",16,"EPI",9,56.25
"121613_G4KO_E10","121613_G4KO_E","E",102,"ICM","Control","90_120","CD1/mixed","any","wt","Gata4","het",29,"EPI",10,34.4827586206897
"121613_G4KO_E11","121613_G4KO_E","E",90,"ICM","Control","90_120","CD1/mixed","any","wt","Gata4","het",21,"EPI",11,52.3809523809524
"121613_G4KO_E2","121613_G4KO_E","E",100,"ICM","Control","90_120","CD1/mixed","any","wt","Gata4","het",38,"EPI",16,42.1052631578947
"121613_G4KO_E3","121613_G4KO_E","E",99,"ICM","Control","90_120","CD1/mixed","any","wt","Gata4","het",16,"EPI",7,43.75
"121613_G4KO_E4","121613_G4KO_E","E",110,"ICM","Control","90_120","CD1/mixed","any","wt","Gata4","het",36,"EPI",12,33.3333333333333
"121613_G4KO_E5","121613_G4KO_E","E",119,"ICM","Control","90_120","CD1/mixed","any","wt","Gata4","het",34,"EPI",15,44.1176470588235
"121613_G4KO_E6","121613_G4KO_E","E",122,"ICM","Control","120_150","CD1/mixed","any","wt","Gata4","ko",34,"EPI",22,64.7058823529412
"121613_G4KO_E7","121613_G4KO_E","E",121,"ICM","Control","120_150","CD1/mixed","any","wt","Gata4","het",32,"EPI",13,40.625
"121613_G4KO_E8","121613_G4KO_E","E",97,"ICM","Control","90_120","CD1/mixed","any","wt","Gata4","het",19,"EPI",5,26.3157894736842
"121613_G4KO_E9","121613_G4KO_E","E",107,"ICM","Control","90_120","CD1/mixed","any","wt","Gata4","ko",32,"EPI",20,62.5
"012515_G4KO_AKAL1","012515_G4KO_AK-AL","AK-AL",168,"ICM","Diapause",">150","CD1/mixed","any","wt","Gata4","ko",48,"PRE",21,43.75
"012515_G4KO_AKAL10","012515_G4KO_AK-AL","AK-AL",162,"ICM","Diapause",">150","CD1/mixed","any","wt","Gata4","het",53,"PRE",29,54.7169811320755
"012515_G4KO_AKAL2","012515_G4KO_AK-AL","AK-AL",176,"ICM","Diapause",">150","CD1/mixed","any","wt","Gata4","het",52,"PRE",29,55.7692307692308
"012515_G4KO_AKAL3","012515_G4KO_AK-AL","AK-AL",165,"ICM","Diapause",">150","CD1/mixed","any","wt","Gata4","het",58,"PRE",29,50
"012515_G4KO_AKAL4","012515_G4KO_AK-AL","AK-AL",177,"ICM","Diapause",">150","CD1/mixed","any","wt","Gata4","het",59,"PRE",31,52.5423728813559
"012515_G4KO_AKAL5","012515_G4KO_AK-AL","AK-AL",169,"ICM","Diapause",">150","CD1/mixed","any","wt","Gata4","het",51,"PRE",26,50.9803921568627
"012515_G4KO_AKAL6","012515_G4KO_AK-AL","AK-AL",141,"ICM","Diapause","120_150","CD1/mixed","any","wt","Gata4","wt",42,"PRE",22,52.3809523809524
"012515_G4KO_AKAL7","012515_G4KO_AK-AL","AK-AL",156,"ICM","Diapause",">150","CD1/mixed","any","wt","Gata4","ko",37,"PRE",17,45.945945945946
"012515_G4KO_AKAL8","012515_G4KO_AK-AL","AK-AL",160,"ICM","Diapause",">150","CD1/mixed","any","wt","Gata4","wt",46,"PRE",24,52.1739130434783
"012515_G4KO_AKAL9","012515_G4KO_AK-AL","AK-AL",157,"ICM","Diapause",">150","CD1/mixed","any","wt","Gata4","wt",42,"PRE",30,71.4285714285714
"013115_G4KO_AM1","013115_G4KO_AM","AM",166,"ICM","Diapause",">150","CD1/mixed","any","wt","Gata4","het",48,"PRE",24,50
"013115_G4KO_AM2","013115_G4KO_AM","AM",157,"ICM","Diapause",">150","CD1/mixed","any","wt","Gata4","ko",40,"PRE",13,32.5
"013115_G4KO_AM3","013115_G4KO_AM","AM",168,"ICM","Diapause",">150","CD1/mixed","any","wt","Gata4","het",56,"PRE",33,58.9285714285714
"020314_G4KO_F1","020314_G4KO_F","F",97,"ICM","Control","90_120","CD1/mixed","any","wt","Gata4","ko",27,"PRE",14,51.8518518518518
"020314_G4KO_F2","020314_G4KO_F","F",57,"ICM","Control","32_64","CD1/mixed","any","wt","Gata4","ko",18,"PRE",9,50
"020314_G4KO_F3","020314_G4KO_F","F",110,"ICM","Control","90_120","CD1/mixed","any","wt","Gata4","ko",30,"PRE",13,43.3333333333333
"020314_G4KO_F4","020314_G4KO_F","F",100,"ICM","Control","90_120","CD1/mixed","any","wt","Gata4","wt",29,"PRE",20,68.9655172413793
"020314_G4KO_F5","020314_G4KO_F","F",113,"ICM","Control","90_120","CD1/mixed","any","wt","Gata4","het",41,"PRE",19,46.3414634146341
"020314_G4KO_F6","020314_G4KO_F","F",87,"ICM","Control","64_90","CD1/mixed","any","wt","Gata4","wt",34,"PRE",23,67.6470588235294
"020314_G4KO_H1","020314_G4KO_H","H",71,"ICM","Littermate","64_90","CD1/mixed","any","wt","Gata4","het",31,"PRE",14,45.1612903225806
"020314_G4KO_H2","020314_G4KO_H","H",68,"ICM","Littermate","64_90","CD1/mixed","any","wt","Gata4","wt",31,"PRE",16,51.6129032258064
"020314_G4KO_H3","020314_G4KO_H","H",66,"ICM","Littermate","64_90","CD1/mixed","any","wt","Gata4","wt",23,"PRE",12,52.1739130434783
"020314_G4KO_H4","020314_G4KO_H","H",58,"ICM","Littermate","32_64","CD1/mixed","any","wt","Gata4","wt",24,"PRE",11,45.8333333333333
"020314_G4KO_H5","020314_G4KO_H","H",93,"ICM","Littermate","90_120","CD1/mixed","any","wt","Gata4","het",35,"PRE",21,60
"020314_G4KO_H6","020314_G4KO_H","H",65,"ICM","Littermate","64_90","CD1/mixed","any","wt","Gata4","het",31,"PRE",16,51.6129032258064
"020314_G4KO_H7","020314_G4KO_H","H",81,"ICM","Littermate","64_90","CD1/mixed","any","wt","Gata4","het",25,"PRE",15,60
"020314_G4KO_H8","020314_G4KO_H","H",65,"ICM","Littermate","64_90","CD1/mixed","any","wt","Gata4","het",26,"PRE",13,50
"021814_G4KO_I1","021814_G4KO_I","I",262,"ICM","Littermate",">150","CD1/mixed","any","wt","Gata4","het",114,"PRE",64,56.140350877193
"021814_G4KO_I2","021814_G4KO_I","I",188,"ICM","Littermate",">150","CD1/mixed","any","wt","Gata4","ko",79,"PRE",43,54.4303797468354
"022014_G4KO_L1","022014_G4KO_L","L",167,"ICM","Littermate",">150","CD1/mixed","any","wt","Gata4","het",74,"PRE",40,54.0540540540541
"022014_G4KO_L2","022014_G4KO_L","L",173,"ICM","Littermate",">150","CD1/mixed","any","wt","Gata4","wt",71,"PRE",40,56.3380281690141
"022014_G4KO_L3","022014_G4KO_L","L",166,"ICM","Littermate",">150","CD1/mixed","any","wt","Gata4","het",78,"PRE",37,47.4358974358974
"022014_G4KO_L4","022014_G4KO_L","L",175,"ICM","Littermate",">150","CD1/mixed","any","wt","Gata4","het",81,"PRE",44,54.320987654321
"022014_G4KO_L5","022014_G4KO_L","L",173,"ICM","Littermate",">150","CD1/mixed","any","wt","Gata4","ko",77,"PRE",37,48.0519480519481
"022014_G4KO_L6","022014_G4KO_L","L",121,"ICM","Littermate","120_150","CD1/mixed","any","wt","Gata4","wt",65,"PRE",31,47.6923076923077
"032414_G4KO_P1","032414_G4KO_P","P",78,"ICM","Littermate","64_90","CD1/mixed","any","wt","Gata4","het",31,"PRE",15,48.3870967741936
"032414_G4KO_P2","032414_G4KO_P","P",97,"ICM","Littermate","90_120","CD1/mixed","any","wt","Gata4","wt",34,"PRE",19,55.8823529411765
"032414_G4KO_P3","032414_G4KO_P","P",88,"ICM","Littermate","64_90","CD1/mixed","any","wt","Gata4","ko",22,"PRE",10,45.4545454545455
"032414_G4KO_P5","032414_G4KO_P","P",87,"ICM","Littermate","64_90","CD1/mixed","any","wt","Gata4","het",36,"PRE",24,66.6666666666667
"032414_G4KO_P6","032414_G4KO_P","P",70,"ICM","Littermate","64_90","CD1/mixed","any","wt","Gata4","het",28,"PRE",15,53.5714285714286
"032414_G4KO_P7","032414_G4KO_P","P",82,"ICM","Littermate","64_90","CD1/mixed","any","wt","Gata4","ko",25,"PRE",10,40
"032414_G4KO_Q1","032414_G4KO_Q","Q",159,"ICM","Littermate",">150","CD1/mixed","any","wt","Gata4","het",72,"PRE",42,58.3333333333333
"032414_G4KO_Q2","032414_G4KO_Q","Q",181,"ICM","Littermate",">150","CD1/mixed","any","wt","Gata4","het",78,"PRE",39,50
"032414_G4KO_Q3","032414_G4KO_Q","Q",158,"ICM","Littermate",">150","CD1/mixed","any","wt","Gata4","het",63,"PRE",41,65.0793650793651
"032414_G4KO_Q4","032414_G4KO_Q","Q",154,"ICM","Littermate",">150","CD1/mixed","any","wt","Gata4","het",49,"PRE",27,55.1020408163265
"032414_G4KO_Q5","032414_G4KO_Q","Q",147,"ICM","Littermate","120_150","CD1/mixed","any","wt","Gata4","het",64,"PRE",46,71.875
"070714_G4KO_S2","070714_G4KO_S","S",172,"ICM","Littermate",">150","CD1/mixed","any","wt","Gata4","wt",73,"PRE",42,57.5342465753425
"070714_G4KO_S3","070714_G4KO_S","S",177,"ICM","Littermate",">150","CD1/mixed","any","wt","Gata4","wt",82,"PRE",48,58.5365853658537
"070714_G4KO_S4","070714_G4KO_S","S",132,"ICM","Littermate","120_150","CD1/mixed","any","wt","Gata4","wt",46,"PRE",22,47.8260869565217
"070714_G4KO_S5","070714_G4KO_S","S",181,"ICM","Littermate",">150","CD1/mixed","any","wt","Gata4","wt",79,"PRE",58,73.4177215189873
"120313_G4KO_A10","120313_G4KO_A","A",55,"ICM","Littermate","32_64","CD1/mixed","any","wt","Gata4","het",30,"PRE",7,23.3333333333333
"120313_G4KO_A2","120313_G4KO_A","A",62,"ICM","Littermate","32_64","CD1/mixed","any","wt","Gata4","het",32,"PRE",3,9.375
"120313_G4KO_A3","120313_G4KO_A","A",61,"ICM","Littermate","32_64","CD1/mixed","any","wt","Gata4","het",27,"PRE",7,25.9259259259259
"120313_G4KO_A4","120313_G4KO_A","A",88,"ICM","Littermate","64_90","CD1/mixed","any","wt","Gata4","het",26,"PRE",7,26.9230769230769
"120313_G4KO_A5","120313_G4KO_A","A",61,"ICM","Littermate","32_64","CD1/mixed","any","wt","Gata4","het",28,"PRE",2,7.14285714285714
"120313_G4KO_A6","120313_G4KO_A","A",71,"ICM","Littermate","64_90","CD1/mixed","any","wt","Gata4","ko",23,"PRE",0,0
"120313_G4KO_A7","120313_G4KO_A","A",64,"ICM","Littermate","64_90","CD1/mixed","any","wt","Gata4","het",32,"PRE",11,34.375
"120313_G4KO_A8","120313_G4KO_A","A",64,"ICM","Littermate","64_90","CD1/mixed","any","wt","Gata4","ko",32,"PRE",0,0
"120313_G4KO_A9","120313_G4KO_A","A",62,"ICM","Littermate","32_64","CD1/mixed","any","wt","Gata4","het",25,"PRE",2,8
"120513_G4KO_B1","120513_G4KO_B","B",93,"ICM","Littermate","90_120","CD1/mixed","any","wt","Gata4","ko",29,"PRE",16,55.1724137931034
"120513_G4KO_B2","120513_G4KO_B","B",96,"ICM","Littermate","90_120","CD1/mixed","any","wt","Gata4","wt",29,"PRE",19,65.5172413793103
"120513_G4KO_B3","120513_G4KO_B","B",92,"ICM","Littermate","90_120","CD1/mixed","any","wt","Gata4","het",29,"PRE",17,58.6206896551724
"120513_G4KO_B4","120513_G4KO_B","B",98,"ICM","Littermate","90_120","CD1/mixed","any","wt","Gata4","het",34,"PRE",20,58.8235294117647
"121613_G4KO_D1","121613_G4KO_D","D",114,"ICM","Littermate","90_120","CD1/mixed","any","wt","Gata4","wt",44,"PRE",24,54.5454545454545
"121613_G4KO_D2","121613_G4KO_D","D",98,"ICM","Littermate","90_120","CD1/mixed","any","wt","Gata4","het",32,"PRE",14,43.75
"121613_G4KO_D3","121613_G4KO_D","D",107,"ICM","Littermate","90_120","CD1/mixed","any","wt","Gata4","het",41,"PRE",18,43.9024390243902
"121613_G4KO_E1","121613_G4KO_E","E",55,"ICM","Control","32_64","CD1/mixed","any","wt","Gata4","het",16,"PRE",7,43.75
"121613_G4KO_E10","121613_G4KO_E","E",102,"ICM","Control","90_120","CD1/mixed","any","wt","Gata4","het",29,"PRE",19,65.5172413793103
"121613_G4KO_E11","121613_G4KO_E","E",90,"ICM","Control","90_120","CD1/mixed","any","wt","Gata4","het",21,"PRE",10,47.6190476190476
"121613_G4KO_E2","121613_G4KO_E","E",100,"ICM","Control","90_120","CD1/mixed","any","wt","Gata4","het",38,"PRE",22,57.8947368421053
"121613_G4KO_E3","121613_G4KO_E","E",99,"ICM","Control","90_120","CD1/mixed","any","wt","Gata4","het",16,"PRE",9,56.25
"121613_G4KO_E4","121613_G4KO_E","E",110,"ICM","Control","90_120","CD1/mixed","any","wt","Gata4","het",36,"PRE",24,66.6666666666667
"121613_G4KO_E5","121613_G4KO_E","E",119,"ICM","Control","90_120","CD1/mixed","any","wt","Gata4","het",34,"PRE",19,55.8823529411765
"121613_G4KO_E6","121613_G4KO_E","E",122,"ICM","Control","120_150","CD1/mixed","any","wt","Gata4","ko",34,"PRE",12,35.2941176470588
"121613_G4KO_E7","121613_G4KO_E","E",121,"ICM","Control","120_150","CD1/mixed","any","wt","Gata4","het",32,"PRE",19,59.375
"121613_G4KO_E8","121613_G4KO_E","E",97,"ICM","Control","90_120","CD1/mixed","any","wt","Gata4","het",19,"PRE",14,73.6842105263158
"121613_G4KO_E9","121613_G4KO_E","E",107,"ICM","Control","90_120","CD1/mixed","any","wt","Gata4","ko",32,"PRE",12,37.5
"012515_G4KO_AKAL1","012515_G4KO_AK-AL","AK-AL",168,"TE","Diapause",">150","CD1/mixed","any","wt","Gata4","ko",48,"TE",120,250
"012515_G4KO_AKAL10","012515_G4KO_AK-AL","AK-AL",162,"TE","Diapause",">150","CD1/mixed","any","wt","Gata4","het",53,"TE",109,205.660377358491
"012515_G4KO_AKAL2","012515_G4KO_AK-AL","AK-AL",176,"TE","Diapause",">150","CD1/mixed","any","wt","Gata4","het",52,"TE",124,238.461538461538
"012515_G4KO_AKAL3","012515_G4KO_AK-AL","AK-AL",165,"TE","Diapause",">150","CD1/mixed","any","wt","Gata4","het",58,"TE",107,184.48275862069
"012515_G4KO_AKAL4","012515_G4KO_AK-AL","AK-AL",177,"TE","Diapause",">150","CD1/mixed","any","wt","Gata4","het",59,"TE",118,200
"012515_G4KO_AKAL5","012515_G4KO_AK-AL","AK-AL",169,"TE","Diapause",">150","CD1/mixed","any","wt","Gata4","het",51,"TE",118,231.372549019608
"012515_G4KO_AKAL6","012515_G4KO_AK-AL","AK-AL",141,"TE","Diapause","120_150","CD1/mixed","any","wt","Gata4","wt",42,"TE",99,235.714285714286
"012515_G4KO_AKAL7","012515_G4KO_AK-AL","AK-AL",156,"TE","Diapause",">150","CD1/mixed","any","wt","Gata4","ko",37,"TE",119,321.621621621622
"012515_G4KO_AKAL8","012515_G4KO_AK-AL","AK-AL",160,"TE","Diapause",">150","CD1/mixed","any","wt","Gata4","wt",46,"TE",114,247.826086956522
"012515_G4KO_AKAL9","012515_G4KO_AK-AL","AK-AL",157,"TE","Diapause",">150","CD1/mixed","any","wt","Gata4","wt",42,"TE",115,273.809523809524
"013115_G4KO_AM1","013115_G4KO_AM","AM",166,"TE","Diapause",">150","CD1/mixed","any","wt","Gata4","het",48,"TE",118,245.833333333333
"013115_G4KO_AM2","013115_G4KO_AM","AM",157,"TE","Diapause",">150","CD1/mixed","any","wt","Gata4","ko",40,"TE",117,292.5
"013115_G4KO_AM3","013115_G4KO_AM","AM",168,"TE","Diapause",">150","CD1/mixed","any","wt","Gata4","het",56,"TE",112,200
"020314_G4KO_F1","020314_G4KO_F","F",97,"TE","Control","90_120","CD1/mixed","any","wt","Gata4","ko",27,"TE",70,259.259259259259
"020314_G4KO_F2","020314_G4KO_F","F",57,"TE","Control","32_64","CD1/mixed","any","wt","Gata4","ko",18,"TE",39,216.666666666667
"020314_G4KO_F3","020314_G4KO_F","F",110,"TE","Control","90_120","CD1/mixed","any","wt","Gata4","ko",30,"TE",80,266.666666666667
"020314_G4KO_F4","020314_G4KO_F","F",100,"TE","Control","90_120","CD1/mixed","any","wt","Gata4","wt",29,"TE",71,244.827586206897
"020314_G4KO_F5","020314_G4KO_F","F",113,"TE","Control","90_120","CD1/mixed","any","wt","Gata4","het",41,"TE",72,175.609756097561
"020314_G4KO_F6","020314_G4KO_F","F",87,"TE","Control","64_90","CD1/mixed","any","wt","Gata4","wt",34,"TE",53,155.882352941176
"020314_G4KO_H1","020314_G4KO_H","H",71,"TE","Littermate","64_90","CD1/mixed","any","wt","Gata4","het",31,"TE",40,129.032258064516
"020314_G4KO_H2","020314_G4KO_H","H",68,"TE","Littermate","64_90","CD1/mixed","any","wt","Gata4","wt",31,"TE",37,119.354838709677
"020314_G4KO_H3","020314_G4KO_H","H",66,"TE","Littermate","64_90","CD1/mixed","any","wt","Gata4","wt",23,"TE",43,186.95652173913
"020314_G4KO_H4","020314_G4KO_H","H",58,"TE","Littermate","32_64","CD1/mixed","any","wt","Gata4","wt",24,"TE",34,141.666666666667
"020314_G4KO_H5","020314_G4KO_H","H",93,"TE","Littermate","90_120","CD1/mixed","any","wt","Gata4","het",35,"TE",58,165.714285714286
"020314_G4KO_H6","020314_G4KO_H","H",65,"TE","Littermate","64_90","CD1/mixed","any","wt","Gata4","het",31,"TE",34,109.677419354839
"020314_G4KO_H7","020314_G4KO_H","H",81,"TE","Littermate","64_90","CD1/mixed","any","wt","Gata4","het",25,"TE",56,224
"020314_G4KO_H8","020314_G4KO_H","H",65,"TE","Littermate","64_90","CD1/mixed","any","wt","Gata4","het",26,"TE",39,150
"021814_G4KO_I1","021814_G4KO_I","I",262,"TE","Littermate",">150","CD1/mixed","any","wt","Gata4","het",114,"TE",148,129.824561403509
"021814_G4KO_I2","021814_G4KO_I","I",188,"TE","Littermate",">150","CD1/mixed","any","wt","Gata4","ko",79,"TE",109,137.974683544304
"022014_G4KO_L1","022014_G4KO_L","L",167,"TE","Littermate",">150","CD1/mixed","any","wt","Gata4","het",74,"TE",93,125.675675675676
"022014_G4KO_L2","022014_G4KO_L","L",173,"TE","Littermate",">150","CD1/mixed","any","wt","Gata4","wt",71,"TE",102,143.661971830986
"022014_G4KO_L3","022014_G4KO_L","L",166,"TE","Littermate",">150","CD1/mixed","any","wt","Gata4","het",78,"TE",88,112.820512820513
"022014_G4KO_L4","022014_G4KO_L","L",175,"TE","Littermate",">150","CD1/mixed","any","wt","Gata4","het",81,"TE",94,116.049382716049
"022014_G4KO_L5","022014_G4KO_L","L",173,"TE","Littermate",">150","CD1/mixed","any","wt","Gata4","ko",77,"TE",96,124.675324675325
"022014_G4KO_L6","022014_G4KO_L","L",121,"TE","Littermate","120_150","CD1/mixed","any","wt","Gata4","wt",65,"TE",56,86.1538461538462
"032414_G4KO_P1","032414_G4KO_P","P",78,"TE","Littermate","64_90","CD1/mixed","any","wt","Gata4","het",31,"TE",47,151.612903225806
"032414_G4KO_P2","032414_G4KO_P","P",97,"TE","Littermate","90_120","CD1/mixed","any","wt","Gata4","wt",34,"TE",63,185.294117647059
"032414_G4KO_P3","032414_G4KO_P","P",88,"TE","Littermate","64_90","CD1/mixed","any","wt","Gata4","ko",22,"TE",66,300
"032414_G4KO_P5","032414_G4KO_P","P",87,"TE","Littermate","64_90","CD1/mixed","any","wt","Gata4","het",36,"TE",51,141.666666666667
"032414_G4KO_P6","032414_G4KO_P","P",70,"TE","Littermate","64_90","CD1/mixed","any","wt","Gata4","het",28,"TE",42,150
"032414_G4KO_P7","032414_G4KO_P","P",82,"TE","Littermate","64_90","CD1/mixed","any","wt","Gata4","ko",25,"TE",57,228
"032414_G4KO_Q1","032414_G4KO_Q","Q",159,"TE","Littermate",">150","CD1/mixed","any","wt","Gata4","het",72,"TE",87,120.833333333333
"032414_G4KO_Q2","032414_G4KO_Q","Q",181,"TE","Littermate",">150","CD1/mixed","any","wt","Gata4","het",78,"TE",103,132.051282051282
"032414_G4KO_Q3","032414_G4KO_Q","Q",158,"TE","Littermate",">150","CD1/mixed","any","wt","Gata4","het",63,"TE",95,150.793650793651
"032414_G4KO_Q4","032414_G4KO_Q","Q",154,"TE","Littermate",">150","CD1/mixed","any","wt","Gata4","het",49,"TE",105,214.285714285714
"032414_G4KO_Q5","032414_G4KO_Q","Q",147,"TE","Littermate","120_150","CD1/mixed","any","wt","Gata4","het",64,"TE",83,129.6875
"070714_G4KO_S2","070714_G4KO_S","S",172,"TE","Littermate",">150","CD1/mixed","any","wt","Gata4","wt",73,"TE",99,135.616438356164
"070714_G4KO_S3","070714_G4KO_S","S",177,"TE","Littermate",">150","CD1/mixed","any","wt","Gata4","wt",82,"TE",95,115.853658536585
"070714_G4KO_S4","070714_G4KO_S","S",132,"TE","Littermate","120_150","CD1/mixed","any","wt","Gata4","wt",46,"TE",86,186.95652173913
"070714_G4KO_S5","070714_G4KO_S","S",181,"TE","Littermate",">150","CD1/mixed","any","wt","Gata4","wt",79,"TE",102,129.113924050633
"120313_G4KO_A10","120313_G4KO_A","A",55,"TE","Littermate","32_64","CD1/mixed","any","wt","Gata4","het",30,"TE",25,83.3333333333333
"120313_G4KO_A2","120313_G4KO_A","A",62,"TE","Littermate","32_64","CD1/mixed","any","wt","Gata4","het",32,"TE",30,93.75
"120313_G4KO_A3","120313_G4KO_A","A",61,"TE","Littermate","32_64","CD1/mixed","any","wt","Gata4","het",27,"TE",34,125.925925925926
"120313_G4KO_A4","120313_G4KO_A","A",88,"TE","Littermate","64_90","CD1/mixed","any","wt","Gata4","het",26,"TE",62,238.461538461538
"120313_G4KO_A5","120313_G4KO_A","A",61,"TE","Littermate","32_64","CD1/mixed","any","wt","Gata4","het",28,"TE",33,117.857142857143
"120313_G4KO_A6","120313_G4KO_A","A",71,"TE","Littermate","64_90","CD1/mixed","any","wt","Gata4","ko",23,"TE",48,208.695652173913
"120313_G4KO_A7","120313_G4KO_A","A",64,"TE","Littermate","64_90","CD1/mixed","any","wt","Gata4","het",32,"TE",32,100
