"Embryo_ID","Cellcount","Stage","Genotype","icm.count","Identity.km","count","TE_ICM","Litter","Experiment","pc.icm","Gene"
"122414 FR1_2_P10.xlsx",144,3,5,80,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"122414 FR1_2_P12.xlsx",88,2,5,20,"DP",3,"ICM","no.litterID","no.experimentID",15,"FR1FR2"
"122414 FR1_2_P4.xlsx",154,3,5,92,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"17Feb15 FR1_2 Cdx2 G6 Nan E35__p7.xlsx",64,2,5,22,"DP",2,"ICM","no.litterID","no.experimentID",9.09090909090909,"FR1FR2"
"18Jun15 FR1_FR12_E35_2015_06_18__11_19_45__p02_channel=0001_frame=0001_statistics.xlsx",92,2,5,22,"DP",1,"ICM","no.litterID","no.experimentID",4.54545454545455,"FR1FR2"
"18Jun15 FR1_FR12_E35_2015_06_18__11_19_45__p05_channel=0001_frame=0001_statistics.xlsx",105,3,5,24,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"18Jun15 FR1_FR12_E35_2015_06_18__11_19_45__p06_channel=0001_frame=0001_statistics.xlsx",95,2,5,29,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"19May15 FR1_2_2015_05_19__15_35_58__p07.xlsx",77,2,5,24,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"19May15 FR1_2_2015_05_19__15_35_58__p09.xlsx",65,2,5,21,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"20Aug15 FR2_FR1_2 E35_2015_08_20__14_28_55__p08_channel=0001_frame=0001_statistics.xlsx",51,1,5,13,"DP",6,"ICM","no.litterID","no.experimentID",46.1538461538462,"FR1FR2"
"20Aug15 FR2_FR1_2 E35_2015_08_20__14_28_55__p14_channel=0001_frame=0001_statistics.xlsx",61,1,5,24,"DP",5,"ICM","no.litterID","no.experimentID",20.8333333333333,"FR1FR2"
"20Aug15 FR2_FR1_2 E35_2015_08_20__14_28_55__p17_channel=0001_frame=0001_statistics.xlsx",65,2,5,32,"DP",5,"ICM","no.litterID","no.experimentID",15.625,"FR1FR2"
"20Aug15 FR2_FR1_2 E35_2015_08_20__14_28_55__p20_channel=0001_frame=0001_statistics.xlsx",33,1,5,9,"DP",1,"ICM","no.litterID","no.experimentID",11.1111111111111,"FR1FR2"
"20Aug15 FR2_FR1_2 E35_2015_08_20__14_28_55__p21_channel=0001_frame=0001_statistics.xlsx",26,0,5,0,"DP",0,"ICM","no.litterID","no.experimentID",NA,"FR1FR2"
"23Jan15 FR1_2_P10.xlsx",76,2,5,16,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"23Jan15 FR1_2_P8.xlsx",77,2,5,22,"DP",1,"ICM","no.litterID","no.experimentID",4.54545454545455,"FR1FR2"
"27Mar15Cdx2G6Nan_p3.xlsx",54,1,5,19,"DP",3,"ICM","no.litterID","no.experimentID",15.7894736842105,"FR1FR2"
"04NOv16_FR1E45_FR1single_2016_11_04__14_20_11__p07_channel=0001_frame=0001_statistics.xlsx",126,3,5,41,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"04NOv16_FR1E45_FR1single_2016_11_04__14_20_11__p08_channel=0001_frame=0001_statistics.xlsx",98,2,5,33,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"27Oct16_FR12_FR12FGF_FR2FGF_2016_10_27__06_36_30__p01_channel=0001_frame=0001_statistics.xlsx",151,3,5,35,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"27Oct16_FR12_FR12FGF_FR2FGF_2016_10_27__06_36_30__p04_channel=0001_frame=0001_statistics.xlsx",129,3,5,26,"DP",1,"ICM","no.litterID","no.experimentID",3.84615384615385,"FR1FR2"
"27Oct16_FR12_FR12FGF_FR2FGF_2016_10_27__06_36_30__p07_channel=0001_frame=0001_statistics.xlsx",104,3,5,22,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"041015_1",98,2,5,14,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"041314_4",87,2,5,16,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"041314_5",78,2,5,17,"DP",7,"ICM","no.litterID","no.experimentID",41.1764705882353,"FR1FR2"
"050114_2",95,2,5,22,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"050114_3",107,3,5,25,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"050114_7",96,2,5,25,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"051314_9",86,2,5,26,"DP",2,"ICM","no.litterID","no.experimentID",7.69230769230769,"FR1FR2"
"061114_1",83,2,5,23,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"061114_4",93,2,5,22,"DP",3,"ICM","no.litterID","no.experimentID",13.6363636363636,"FR1FR2"
"061114_7",73,2,5,20,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"061114_8",77,2,5,25,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"02Feb15 FR1_2_P21.xlsx",63,1,4,1,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p22.xlsx",106,3,4,30,"DP",8,"ICM","no.litterID","no.experimentID",26.6666666666667,"FR1FR2"
"05Jan15 FR1_2_P10.xlsx",39,1,4,21,"DP",6,"ICM","no.litterID","no.experimentID",28.5714285714286,"FR1FR2"
"05Jan15 FR1_2_P13.xlsx",60,1,4,25,"DP",3,"ICM","no.litterID","no.experimentID",12,"FR1FR2"
"05Jan15 FR1_2_P14.xlsx",70,2,4,27,"DP",6,"ICM","no.litterID","no.experimentID",22.2222222222222,"FR1FR2"
"05Jan15 FR1_2_P18.xlsx",54,1,4,30,"DP",2,"ICM","no.litterID","no.experimentID",6.66666666666667,"FR1FR2"
"05Jan15 FR1_2_P20.xlsx",61,1,4,43,"DP",18,"ICM","no.litterID","no.experimentID",41.8604651162791,"FR1FR2"
"05Jan15 FR1_2_P7.xlsx",62,1,4,33,"DP",2,"ICM","no.litterID","no.experimentID",6.06060606060606,"FR1FR2"
"05Jan15 FR1_2_P9.xlsx",64,2,4,33,"DP",3,"ICM","no.litterID","no.experimentID",9.09090909090909,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p20.xlsx",61,1,4,23,"DP",15,"ICM","no.litterID","no.experimentID",65.2173913043478,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p27.xlsx",60,1,4,20,"DP",9,"ICM","no.litterID","no.experimentID",45,"FR1FR2"
"10May15 FR1_2 E35_2015_05_10__18_38_41__p03.xlsx",60,1,4,6,"DP",1,"ICM","no.litterID","no.experimentID",16.6666666666667,"FR1FR2"
"10May15 FR1_2 E35_2015_05_10__18_38_41__p06.xlsx",73,2,4,25,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"10May15 FR1_2 E35_2015_05_10__18_38_41__p09.xlsx",67,2,4,24,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"10May15 FR1_2 E35_2015_05_10__18_38_41__p10.xlsx",67,2,4,18,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"122414 FR1_2_P1.xlsx",84,2,4,27,"DP",2,"ICM","no.litterID","no.experimentID",7.40740740740741,"FR1FR2"
"122414 FR1_2_P9.xlsx",142,3,4,63,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"13Feb15 FR2 Cdx2 G6 Nan E35_2015_02_13__14_44_45__p6.xlsx",76,2,4,14,"DP",8,"ICM","no.litterID","no.experimentID",57.1428571428571,"FR1FR2"
"18Jun15 FR1_FR12_E35_2015_06_18__11_19_45__p01_channel=0001_frame=0001_statistics.xlsx",90,2,4,17,"DP",5,"ICM","no.litterID","no.experimentID",29.4117647058824,"FR1FR2"
"18Jun15 FR1_FR12_E35_2015_06_18__11_19_45__p07_channel=0001_frame=0001_statistics.xlsx",81,2,4,35,"DP",5,"ICM","no.litterID","no.experimentID",14.2857142857143,"FR1FR2"
"18Jun15 FR1_FR12_E35_2015_06_18__11_19_45__p10_channel=0001_frame=0001_statistics.xlsx",85,2,4,20,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"19May15 FR1_2_2015_05_19__15_35_58__p05.xlsx",83,2,4,24,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"19May15 FR1_2_2015_05_19__15_35_58__p13.xlsx",83,2,4,26,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"19May15 FR1_2_2015_05_19__15_35_58__p16.xlsx",60,1,4,16,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"19May15 FR1_2_2015_05_19__15_35_58__p17.xlsx",81,2,4,19,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"20Aug15 FR2_FR1_2 E35_2015_08_20__14_28_55__p02_channel=0001_frame=0001_statistics.xlsx",43,1,4,13,"DP",9,"ICM","no.litterID","no.experimentID",69.2307692307692,"FR1FR2"
"20Aug15 FR2_FR1_2 E35_2015_08_20__14_28_55__p04_channel=0001_frame=0001_statistics.xlsx",61,1,4,25,"DP",10,"ICM","no.litterID","no.experimentID",40,"FR1FR2"
"20Aug15 FR2_FR1_2 E35_2015_08_20__14_28_55__p06_channel=0001_frame=0001_statistics.xlsx",62,1,4,26,"DP",7,"ICM","no.litterID","no.experimentID",26.9230769230769,"FR1FR2"
"20Aug15 FR2_FR1_2 E35_2015_08_20__14_28_55__p16_channel=0001_frame=0001_statistics.xlsx",65,2,4,28,"DP",8,"ICM","no.litterID","no.experimentID",28.5714285714286,"FR1FR2"
"23Jan15 FR1_2_P11.xlsx",90,2,4,21,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"23Jan15 FR1_2_P7.xlsx",61,1,4,18,"DP",4,"ICM","no.litterID","no.experimentID",22.2222222222222,"FR1FR2"
"23Jan15 FR1_2_P9.xlsx",82,2,4,21,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"26Mar15 FR2 E35_2015_03_26__11_13_51__p1.xlsx",65,2,4,34,"DP",1,"ICM","no.litterID","no.experimentID",2.94117647058824,"FR1FR2"
"26Mar15 FR2 E35_2015_03_26__11_13_51__p2.xlsx",83,2,4,28,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"26Mar15 FR2 E35_2015_03_26__11_13_51__p4.xlsx",82,2,4,22,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"26Mar15 FR2 E35_2015_03_26__11_13_51__p6.xlsx",66,2,4,29,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"26Mar15 FR2 E35_2015_03_26__11_13_51__p7.xlsx",87,2,4,28,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"26Mar15 FR2 E35_2015_03_26__11_13_51__p8.xlsx",60,1,4,25,"DP",2,"ICM","no.litterID","no.experimentID",8,"FR1FR2"
"27Mar15Cdx2G6Nan_p2.xlsx",54,1,4,18,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"P3_channel=0001_frame=0001_statistics.xlsx",121,3,4,38,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"P4_channel=0001_frame=0001_statistics.xlsx",112,3,4,40,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"P5_channel=0001_frame=0001_statistics.xlsx",80,2,4,29,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"04NOv16_FR1E45_FR1single_2016_11_04__14_20_11__p03_channel=0001_frame=0001_statistics.xlsx",125,3,4,39,"DP",1,"ICM","no.litterID","no.experimentID",2.56410256410256,"FR1FR2"
"18Aug16_FR1_2_E45_2016_08_18__12_40_45__p6_channel=0001_frame=0001_statistics.xlsx",89,2,4,29,"DP",1,"ICM","no.litterID","no.experimentID",3.44827586206897,"FR1FR2"
"011714_1",62,1,4,20,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"011714_2",55,1,4,19,"DP",7,"ICM","no.litterID","no.experimentID",36.8421052631579,"FR1FR2"
"012414_1",72,2,4,31,"DP",8,"ICM","no.litterID","no.experimentID",25.8064516129032,"FR1FR2"
"012414_2",72,2,4,29,"DP",9,"ICM","no.litterID","no.experimentID",31.0344827586207,"FR1FR2"
"012414_3",61,1,4,17,"DP",17,"ICM","no.litterID","no.experimentID",100,"FR1FR2"
"012414_1",80,2,4,22,"DP",2,"ICM","no.litterID","no.experimentID",9.09090909090909,"FR1FR2"
"012414_2",70,2,4,16,"DP",8,"ICM","no.litterID","no.experimentID",50,"FR1FR2"
"012414_4",70,2,4,15,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"012414_6",72,2,4,24,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"012414_7",84,2,4,18,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"041015_3",67,2,4,12,"DP",1,"ICM","no.litterID","no.experimentID",8.33333333333333,"FR1FR2"
"041514_4",71,2,4,15,"DP",2,"ICM","no.litterID","no.experimentID",13.3333333333333,"FR1FR2"
"041514_5",50,1,4,8,"DP",1,"ICM","no.litterID","no.experimentID",12.5,"FR1FR2"
"041514_6",79,2,4,16,"DP",2,"ICM","no.litterID","no.experimentID",12.5,"FR1FR2"
"041714_1",88,2,4,27,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"041714_4",44,1,4,10,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"051314_11",96,2,4,25,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"061114_3",103,3,4,40,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"061114_5",63,1,4,19,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"02Feb15 FR1_2_P31.xlsx",62,1,3,16,"DP",2,"ICM","no.litterID","no.experimentID",12.5,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p02.xlsx",88,2,3,25,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p10.xlsx",83,2,3,16,"DP",11,"ICM","no.litterID","no.experimentID",68.75,"FR1FR2"
"05Jan15 FR1_2_P23.xlsx",70,2,3,31,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p01.xlsx",100,3,3,35,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p03.xlsx",98,2,3,37,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p04.xlsx",104,3,3,34,"DP",3,"ICM","no.litterID","no.experimentID",8.82352941176471,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p17.xlsx",42,1,3,11,"DP",2,"ICM","no.litterID","no.experimentID",18.1818181818182,"FR1FR2"
"122414 FR1_2_P6.xlsx",148,3,3,38,"DP",1,"ICM","no.litterID","no.experimentID",2.63157894736842,"FR1FR2"
"19May15 FR1_2_2015_05_19__15_35_58__p06.xlsx",58,1,3,25,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"23Jan15 FR1_P1.xlsx",32,1,3,12,"DP",11,"ICM","no.litterID","no.experimentID",91.6666666666667,"FR1FR2"
"23Jan15 FR1_P2.xlsx",42,1,3,18,"DP",13,"ICM","no.litterID","no.experimentID",72.2222222222222,"FR1FR2"
"04NOv16_FR1E45_FR1single_2016_11_04__14_20_11__p02_channel=0001_frame=0001_statistics.xlsx",115,3,3,23,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"011714_5",99,2,3,25,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"011714_6",68,2,3,23,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"041514_2",90,2,3,26,"DP",1,"ICM","no.litterID","no.experimentID",3.84615384615385,"FR1FR2"
"041614_1",106,3,3,20,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"041614_2",102,3,3,19,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"041614_5",87,2,3,20,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"02Feb15 FR1_2_P23.xlsx",75,2,2,22,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"02Feb15 FR1_2_P6.xlsx",70,2,2,20,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p08.xlsx",71,2,2,27,"DP",16,"ICM","no.litterID","no.experimentID",59.2592592592593,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p09.xlsx",85,2,2,29,"DP",3,"ICM","no.litterID","no.experimentID",10.3448275862069,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p11.xlsx",76,2,2,11,"DP",4,"ICM","no.litterID","no.experimentID",36.3636363636364,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p16.xlsx",78,2,2,20,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"05Jan15 FR1_2_P24.xlsx",61,1,2,31,"DP",8,"ICM","no.litterID","no.experimentID",25.8064516129032,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p07.xlsx",72,2,2,25,"DP",4,"ICM","no.litterID","no.experimentID",16,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p10.xlsx",95,2,2,38,"DP",2,"ICM","no.litterID","no.experimentID",5.26315789473684,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p12.xlsx",71,2,2,24,"DP",4,"ICM","no.litterID","no.experimentID",16.6666666666667,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p14.xlsx",51,1,2,19,"DP",7,"ICM","no.litterID","no.experimentID",36.8421052631579,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p18.xlsx",33,1,2,14,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p26.xlsx",61,1,2,25,"DP",3,"ICM","no.litterID","no.experimentID",12,"FR1FR2"
"10May15 FR1_2 E35_2015_05_10__18_38_41__p04.xlsx",63,1,2,20,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"122414 FR1_2_P15.xlsx",89,2,2,25,"DP",2,"ICM","no.litterID","no.experimentID",8,"FR1FR2"
"122414 FR1_2_P7.xlsx",92,2,2,32,"DP",1,"ICM","no.litterID","no.experimentID",3.125,"FR1FR2"
"17Feb15 FR1_2 Cdx2 G6 Nan E35__p3.xlsx",58,1,2,27,"DP",8,"ICM","no.litterID","no.experimentID",29.6296296296296,"FR1FR2"
"17Feb15 FR1_2 Cdx2 G6 Nan E35__p4.xlsx",56,1,2,20,"DP",3,"ICM","no.litterID","no.experimentID",15,"FR1FR2"
"19May15 FR1_2_2015_05_19__15_35_58__p10.xlsx",85,2,2,17,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"19May15 FR1_2_2015_05_19__15_35_58__p12.xlsx",62,1,2,26,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"19May15 FR1_2_2015_05_19__15_35_58__p15.xlsx",87,2,2,27,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"20Aug15 FR2_FR1_2 E35_2015_08_20__14_28_55__p03_channel=0001_frame=0001_statistics.xlsx",73,2,2,22,"DP",6,"ICM","no.litterID","no.experimentID",27.2727272727273,"FR1FR2"
"20Aug15 FR2_FR1_2 E35_2015_08_20__14_28_55__p13_channel=0001_frame=0001_statistics.xlsx",48,1,2,20,"DP",14,"ICM","no.litterID","no.experimentID",70,"FR1FR2"
"20Aug15 FR2_FR1_2 E35_2015_08_20__14_28_55__p18_channel=0001_frame=0001_statistics.xlsx",63,1,2,28,"DP",7,"ICM","no.litterID","no.experimentID",25,"FR1FR2"
"23Jan15 FR1_P3.xlsx",36,1,2,16,"DP",9,"ICM","no.litterID","no.experimentID",56.25,"FR1FR2"
"23Jan15 FR1_P4.xlsx",61,1,2,17,"DP",10,"ICM","no.litterID","no.experimentID",58.8235294117647,"FR1FR2"
"23Jan15 FR1_P5.xlsx",64,2,2,24,"DP",18,"ICM","no.litterID","no.experimentID",75,"FR1FR2"
"27Mar15Cdx2G6Nan_p6.xlsx",68,2,2,31,"DP",5,"ICM","no.litterID","no.experimentID",16.1290322580645,"FR1FR2"
"27Mar15Cdx2G6Nan_p8.xlsx",61,1,2,18,"DP",6,"ICM","no.litterID","no.experimentID",33.3333333333333,"FR1FR2"
"04NOv16_FR1E45_FR1single_2016_11_04__14_20_11__p09_channel=0001_frame=0001_statistics.xlsx",120,3,2,46,"DP",1,"ICM","no.litterID","no.experimentID",2.17391304347826,"FR1FR2"
"04NOv16_FR1E45_FR1single_2016_11_04__14_20_11__p11_channel=0001_frame=0001_statistics.xlsx",127,3,2,36,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"04NOv16_FR1E45_FR1single_2016_11_04__14_20_11__p12_channel=0001_frame=0001_statistics.xlsx",98,2,2,19,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"18Aug16_FR1_2_E45_2016_08_18__12_40_45__p4_channel=0001_frame=0001_statistics.xlsx",92,2,2,30,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"18Aug16_FR1_2_E45_2016_08_18__12_40_45__p5_channel=0001_frame=0001_statistics.xlsx",102,3,2,32,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"011314_1",98,2,2,22,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"011314_3",73,2,2,20,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"011314_9",83,2,2,33,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"011314_10",83,2,2,26,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"011714_4",51,1,2,15,"DP",1,"ICM","no.litterID","no.experimentID",6.66666666666667,"FR1FR2"
"011714_7",49,1,2,12,"DP",6,"ICM","no.litterID","no.experimentID",50,"FR1FR2"
"041314_8",93,2,2,17,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"041314_9",65,2,2,11,"DP",7,"ICM","no.litterID","no.experimentID",63.6363636363636,"FR1FR2"
"041614_6",77,2,2,22,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"041614_7",92,2,2,31,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"051314_3",87,2,2,32,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"051314_4",99,2,2,21,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"02Feb15 FR1_2_P11.xlsx",32,1,1,6,"DP",1,"ICM","no.litterID","no.experimentID",16.6666666666667,"FR1FR2"
"02Feb15 FR1_2_P17.xlsx",64,2,1,25,"DP",6,"ICM","no.litterID","no.experimentID",24,"FR1FR2"
"02Feb15 FR1_2_P18.xlsx",65,2,1,28,"DP",5,"ICM","no.litterID","no.experimentID",17.8571428571429,"FR1FR2"
"02Feb15 FR1_2_P20.xlsx",90,2,1,26,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"02Feb15 FR1_2_P26.xlsx",43,1,1,16,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"02Feb15 FR1_2_P29.xlsx",49,1,1,20,"DP",6,"ICM","no.litterID","no.experimentID",30,"FR1FR2"
"02Feb15 FR1_2_P3.xlsx",67,2,1,20,"DP",6,"ICM","no.litterID","no.experimentID",30,"FR1FR2"
"02Feb15 FR1_2_P7.xlsx",64,2,1,31,"DP",13,"ICM","no.litterID","no.experimentID",41.9354838709677,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p04.xlsx",84,2,1,18,"DP",3,"ICM","no.litterID","no.experimentID",16.6666666666667,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p14.xlsx",63,1,1,14,"DP",1,"ICM","no.litterID","no.experimentID",7.14285714285714,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p15.xlsx",89,2,1,14,"DP",2,"ICM","no.litterID","no.experimentID",14.2857142857143,"FR1FR2"
"05Jan15 FR1_2_P15.xlsx",57,1,1,29,"DP",5,"ICM","no.litterID","no.experimentID",17.2413793103448,"FR1FR2"
"05Jan15 FR1_2_P8.xlsx",63,1,1,25,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p28.xlsx",62,1,1,22,"DP",14,"ICM","no.litterID","no.experimentID",63.6363636363636,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p29.xlsx",53,1,1,19,"DP",10,"ICM","no.litterID","no.experimentID",52.6315789473684,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p31.xlsx",61,1,1,26,"DP",6,"ICM","no.litterID","no.experimentID",23.0769230769231,"FR1FR2"
"10May15 FR1_2 E35_2015_05_10__18_38_41__p02.xlsx",53,1,1,4,"DP",1,"ICM","no.litterID","no.experimentID",25,"FR1FR2"
"10May15 FR1_2 E35_2015_05_10__18_38_41__p05.xlsx",62,1,1,25,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"10May15 FR1_2 E35_2015_05_10__18_38_41__p08.xlsx",62,1,1,13,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"122414 FR1_2_P14.xlsx",92,2,1,23,"DP",1,"ICM","no.litterID","no.experimentID",4.34782608695652,"FR1FR2"
"122414 FR1_2_P3.xlsx",148,3,1,70,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"13Feb15 FR2 Cdx2 G6 Nan E35_2015_02_13__14_44_45__p2.xlsx",89,2,1,14,"DP",11,"ICM","no.litterID","no.experimentID",78.5714285714286,"FR1FR2"
"13Feb15 FR2 Cdx2 G6 Nan E35_2015_02_13__14_44_45__p3.xlsx",110,3,1,17,"DP",4,"ICM","no.litterID","no.experimentID",23.5294117647059,"FR1FR2"
"13Feb15 FR2 Cdx2 G6 Nan E35_2015_02_13__14_44_45__p4.xlsx",92,2,1,21,"DP",11,"ICM","no.litterID","no.experimentID",52.3809523809524,"FR1FR2"
"17Feb15 FR1_2 Cdx2 G6 Nan E35__p1.xlsx",69,2,1,25,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"18Jun15 FR1_FR12_E35_2015_06_18__11_19_45__p11_channel=0001_frame=0001_statistics.xlsx",93,2,1,30,"DP",2,"ICM","no.litterID","no.experimentID",6.66666666666667,"FR1FR2"
"19May15 FR1_2_2015_05_19__15_35_58__p14.xlsx",97,2,1,29,"DP",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
