"Embryo_ID","Cellcount","Stage","Genotype","icm.count","Identity.km","count","TE_ICM","Litter","Experiment","pc.icm","Gene"
"20Aug15 FR2_FR1_2 E35_2015_08_20__14_28_55__p16_channel=0001_frame=0001_statistics.xlsx",65,2,4,28,"EPI",5,"ICM","no.litterID","no.experimentID",17.8571428571429,"FR1FR2"
"23Jan15 FR1_2_P11.xlsx",90,2,4,21,"EPI",7,"ICM","no.litterID","no.experimentID",33.3333333333333,"FR1FR2"
"23Jan15 FR1_2_P7.xlsx",61,1,4,18,"EPI",4,"ICM","no.litterID","no.experimentID",22.2222222222222,"FR1FR2"
"23Jan15 FR1_2_P9.xlsx",82,2,4,21,"EPI",10,"ICM","no.litterID","no.experimentID",47.6190476190476,"FR1FR2"
"26Mar15 FR2 E35_2015_03_26__11_13_51__p1.xlsx",65,2,4,34,"EPI",17,"ICM","no.litterID","no.experimentID",50,"FR1FR2"
"26Mar15 FR2 E35_2015_03_26__11_13_51__p2.xlsx",83,2,4,28,"EPI",15,"ICM","no.litterID","no.experimentID",53.5714285714286,"FR1FR2"
"26Mar15 FR2 E35_2015_03_26__11_13_51__p4.xlsx",82,2,4,22,"EPI",9,"ICM","no.litterID","no.experimentID",40.9090909090909,"FR1FR2"
"26Mar15 FR2 E35_2015_03_26__11_13_51__p6.xlsx",66,2,4,29,"EPI",14,"ICM","no.litterID","no.experimentID",48.2758620689655,"FR1FR2"
"26Mar15 FR2 E35_2015_03_26__11_13_51__p7.xlsx",87,2,4,28,"EPI",12,"ICM","no.litterID","no.experimentID",42.8571428571429,"FR1FR2"
"26Mar15 FR2 E35_2015_03_26__11_13_51__p8.xlsx",60,1,4,25,"EPI",11,"ICM","no.litterID","no.experimentID",44,"FR1FR2"
"27Mar15Cdx2G6Nan_p2.xlsx",54,1,4,18,"EPI",7,"ICM","no.litterID","no.experimentID",38.8888888888889,"FR1FR2"
"P3_channel=0001_frame=0001_statistics.xlsx",121,3,4,38,"EPI",16,"ICM","no.litterID","no.experimentID",42.1052631578947,"FR1FR2"
"P4_channel=0001_frame=0001_statistics.xlsx",112,3,4,40,"EPI",16,"ICM","no.litterID","no.experimentID",40,"FR1FR2"
"P5_channel=0001_frame=0001_statistics.xlsx",80,2,4,29,"EPI",5,"ICM","no.litterID","no.experimentID",17.2413793103448,"FR1FR2"
"04NOv16_FR1E45_FR1single_2016_11_04__14_20_11__p03_channel=0001_frame=0001_statistics.xlsx",125,3,4,39,"EPI",13,"ICM","no.litterID","no.experimentID",33.3333333333333,"FR1FR2"
"18Aug16_FR1_2_E45_2016_08_18__12_40_45__p6_channel=0001_frame=0001_statistics.xlsx",89,2,4,29,"EPI",9,"ICM","no.litterID","no.experimentID",31.0344827586207,"FR1FR2"
"011714_1",62,1,4,20,"EPI",16,"ICM","no.litterID","no.experimentID",80,"FR1FR2"
"011714_2",55,1,4,19,"EPI",8,"ICM","no.litterID","no.experimentID",42.1052631578947,"FR1FR2"
"012414_1",72,2,4,31,"EPI",10,"ICM","no.litterID","no.experimentID",32.258064516129,"FR1FR2"
"012414_2",72,2,4,29,"EPI",10,"ICM","no.litterID","no.experimentID",34.4827586206897,"FR1FR2"
"012414_3",61,1,4,17,"EPI",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"012414_1",80,2,4,22,"EPI",6,"ICM","no.litterID","no.experimentID",27.2727272727273,"FR1FR2"
"012414_2",70,2,4,16,"EPI",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"012414_4",70,2,4,15,"EPI",6,"ICM","no.litterID","no.experimentID",40,"FR1FR2"
"012414_6",72,2,4,24,"EPI",11,"ICM","no.litterID","no.experimentID",45.8333333333333,"FR1FR2"
"012414_7",84,2,4,18,"EPI",4,"ICM","no.litterID","no.experimentID",22.2222222222222,"FR1FR2"
"041015_3",67,2,4,12,"EPI",3,"ICM","no.litterID","no.experimentID",25,"FR1FR2"
"041514_4",71,2,4,15,"EPI",5,"ICM","no.litterID","no.experimentID",33.3333333333333,"FR1FR2"
"041514_5",50,1,4,8,"EPI",3,"ICM","no.litterID","no.experimentID",37.5,"FR1FR2"
"041514_6",79,2,4,16,"EPI",5,"ICM","no.litterID","no.experimentID",31.25,"FR1FR2"
"041714_1",88,2,4,27,"EPI",14,"ICM","no.litterID","no.experimentID",51.8518518518518,"FR1FR2"
"041714_4",44,1,4,10,"EPI",2,"ICM","no.litterID","no.experimentID",20,"FR1FR2"
"051314_11",96,2,4,25,"EPI",12,"ICM","no.litterID","no.experimentID",48,"FR1FR2"
"061114_3",103,3,4,40,"EPI",17,"ICM","no.litterID","no.experimentID",42.5,"FR1FR2"
"061114_5",63,1,4,19,"EPI",10,"ICM","no.litterID","no.experimentID",52.6315789473684,"FR1FR2"
"02Feb15 FR1_2_P31.xlsx",62,1,3,16,"EPI",14,"ICM","no.litterID","no.experimentID",87.5,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p02.xlsx",88,2,3,25,"EPI",23,"ICM","no.litterID","no.experimentID",92,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p10.xlsx",83,2,3,16,"EPI",3,"ICM","no.litterID","no.experimentID",18.75,"FR1FR2"
"05Jan15 FR1_2_P23.xlsx",70,2,3,31,"EPI",25,"ICM","no.litterID","no.experimentID",80.6451612903226,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p01.xlsx",100,3,3,35,"EPI",27,"ICM","no.litterID","no.experimentID",77.1428571428572,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p03.xlsx",98,2,3,37,"EPI",33,"ICM","no.litterID","no.experimentID",89.1891891891892,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p04.xlsx",104,3,3,34,"EPI",23,"ICM","no.litterID","no.experimentID",67.6470588235294,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p17.xlsx",42,1,3,11,"EPI",8,"ICM","no.litterID","no.experimentID",72.7272727272727,"FR1FR2"
"122414 FR1_2_P6.xlsx",148,3,3,38,"EPI",30,"ICM","no.litterID","no.experimentID",78.9473684210526,"FR1FR2"
"19May15 FR1_2_2015_05_19__15_35_58__p06.xlsx",58,1,3,25,"EPI",25,"ICM","no.litterID","no.experimentID",100,"FR1FR2"
"23Jan15 FR1_P1.xlsx",32,1,3,12,"EPI",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"23Jan15 FR1_P2.xlsx",42,1,3,18,"EPI",5,"ICM","no.litterID","no.experimentID",27.7777777777778,"FR1FR2"
"04NOv16_FR1E45_FR1single_2016_11_04__14_20_11__p02_channel=0001_frame=0001_statistics.xlsx",115,3,3,23,"EPI",20,"ICM","no.litterID","no.experimentID",86.9565217391304,"FR1FR2"
"011714_5",99,2,3,25,"EPI",15,"ICM","no.litterID","no.experimentID",60,"FR1FR2"
"011714_6",68,2,3,23,"EPI",22,"ICM","no.litterID","no.experimentID",95.6521739130435,"FR1FR2"
"041514_2",90,2,3,26,"EPI",12,"ICM","no.litterID","no.experimentID",46.1538461538462,"FR1FR2"
"041614_1",106,3,3,20,"EPI",20,"ICM","no.litterID","no.experimentID",100,"FR1FR2"
"041614_2",102,3,3,19,"EPI",17,"ICM","no.litterID","no.experimentID",89.4736842105263,"FR1FR2"
"041614_5",87,2,3,20,"EPI",15,"ICM","no.litterID","no.experimentID",75,"FR1FR2"
"02Feb15 FR1_2_P23.xlsx",75,2,2,22,"EPI",12,"ICM","no.litterID","no.experimentID",54.5454545454545,"FR1FR2"
"02Feb15 FR1_2_P6.xlsx",70,2,2,20,"EPI",11,"ICM","no.litterID","no.experimentID",55,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p08.xlsx",71,2,2,27,"EPI",1,"ICM","no.litterID","no.experimentID",3.7037037037037,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p09.xlsx",85,2,2,29,"EPI",9,"ICM","no.litterID","no.experimentID",31.0344827586207,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p11.xlsx",76,2,2,11,"EPI",7,"ICM","no.litterID","no.experimentID",63.6363636363636,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p16.xlsx",78,2,2,20,"EPI",9,"ICM","no.litterID","no.experimentID",45,"FR1FR2"
"05Jan15 FR1_2_P24.xlsx",61,1,2,31,"EPI",21,"ICM","no.litterID","no.experimentID",67.741935483871,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p07.xlsx",72,2,2,25,"EPI",13,"ICM","no.litterID","no.experimentID",52,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p10.xlsx",95,2,2,38,"EPI",13,"ICM","no.litterID","no.experimentID",34.2105263157895,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p12.xlsx",71,2,2,24,"EPI",11,"ICM","no.litterID","no.experimentID",45.8333333333333,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p14.xlsx",51,1,2,19,"EPI",5,"ICM","no.litterID","no.experimentID",26.3157894736842,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p18.xlsx",33,1,2,14,"EPI",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p26.xlsx",61,1,2,25,"EPI",5,"ICM","no.litterID","no.experimentID",20,"FR1FR2"
"10May15 FR1_2 E35_2015_05_10__18_38_41__p04.xlsx",63,1,2,20,"EPI",17,"ICM","no.litterID","no.experimentID",85,"FR1FR2"
"122414 FR1_2_P15.xlsx",89,2,2,25,"EPI",10,"ICM","no.litterID","no.experimentID",40,"FR1FR2"
"122414 FR1_2_P7.xlsx",92,2,2,32,"EPI",13,"ICM","no.litterID","no.experimentID",40.625,"FR1FR2"
"17Feb15 FR1_2 Cdx2 G6 Nan E35__p3.xlsx",58,1,2,27,"EPI",16,"ICM","no.litterID","no.experimentID",59.2592592592593,"FR1FR2"
"17Feb15 FR1_2 Cdx2 G6 Nan E35__p4.xlsx",56,1,2,20,"EPI",7,"ICM","no.litterID","no.experimentID",35,"FR1FR2"
"19May15 FR1_2_2015_05_19__15_35_58__p10.xlsx",85,2,2,17,"EPI",6,"ICM","no.litterID","no.experimentID",35.2941176470588,"FR1FR2"
"19May15 FR1_2_2015_05_19__15_35_58__p12.xlsx",62,1,2,26,"EPI",11,"ICM","no.litterID","no.experimentID",42.3076923076923,"FR1FR2"
"19May15 FR1_2_2015_05_19__15_35_58__p15.xlsx",87,2,2,27,"EPI",10,"ICM","no.litterID","no.experimentID",37.037037037037,"FR1FR2"
"20Aug15 FR2_FR1_2 E35_2015_08_20__14_28_55__p03_channel=0001_frame=0001_statistics.xlsx",73,2,2,22,"EPI",8,"ICM","no.litterID","no.experimentID",36.3636363636364,"FR1FR2"
"20Aug15 FR2_FR1_2 E35_2015_08_20__14_28_55__p13_channel=0001_frame=0001_statistics.xlsx",48,1,2,20,"EPI",2,"ICM","no.litterID","no.experimentID",10,"FR1FR2"
"20Aug15 FR2_FR1_2 E35_2015_08_20__14_28_55__p18_channel=0001_frame=0001_statistics.xlsx",63,1,2,28,"EPI",10,"ICM","no.litterID","no.experimentID",35.7142857142857,"FR1FR2"
"23Jan15 FR1_P3.xlsx",36,1,2,16,"EPI",3,"ICM","no.litterID","no.experimentID",18.75,"FR1FR2"
"23Jan15 FR1_P4.xlsx",61,1,2,17,"EPI",4,"ICM","no.litterID","no.experimentID",23.5294117647059,"FR1FR2"
"23Jan15 FR1_P5.xlsx",64,2,2,24,"EPI",1,"ICM","no.litterID","no.experimentID",4.16666666666667,"FR1FR2"
"27Mar15Cdx2G6Nan_p6.xlsx",68,2,2,31,"EPI",8,"ICM","no.litterID","no.experimentID",25.8064516129032,"FR1FR2"
"27Mar15Cdx2G6Nan_p8.xlsx",61,1,2,18,"EPI",6,"ICM","no.litterID","no.experimentID",33.3333333333333,"FR1FR2"
"04NOv16_FR1E45_FR1single_2016_11_04__14_20_11__p09_channel=0001_frame=0001_statistics.xlsx",120,3,2,46,"EPI",12,"ICM","no.litterID","no.experimentID",26.0869565217391,"FR1FR2"
"04NOv16_FR1E45_FR1single_2016_11_04__14_20_11__p11_channel=0001_frame=0001_statistics.xlsx",127,3,2,36,"EPI",18,"ICM","no.litterID","no.experimentID",50,"FR1FR2"
"04NOv16_FR1E45_FR1single_2016_11_04__14_20_11__p12_channel=0001_frame=0001_statistics.xlsx",98,2,2,19,"EPI",10,"ICM","no.litterID","no.experimentID",52.6315789473684,"FR1FR2"
"18Aug16_FR1_2_E45_2016_08_18__12_40_45__p4_channel=0001_frame=0001_statistics.xlsx",92,2,2,30,"EPI",15,"ICM","no.litterID","no.experimentID",50,"FR1FR2"
"18Aug16_FR1_2_E45_2016_08_18__12_40_45__p5_channel=0001_frame=0001_statistics.xlsx",102,3,2,32,"EPI",13,"ICM","no.litterID","no.experimentID",40.625,"FR1FR2"
"011314_1",98,2,2,22,"EPI",12,"ICM","no.litterID","no.experimentID",54.5454545454545,"FR1FR2"
"011314_3",73,2,2,20,"EPI",10,"ICM","no.litterID","no.experimentID",50,"FR1FR2"
"011314_9",83,2,2,33,"EPI",15,"ICM","no.litterID","no.experimentID",45.4545454545455,"FR1FR2"
"011314_10",83,2,2,26,"EPI",15,"ICM","no.litterID","no.experimentID",57.6923076923077,"FR1FR2"
"011714_4",51,1,2,15,"EPI",5,"ICM","no.litterID","no.experimentID",33.3333333333333,"FR1FR2"
"011714_7",49,1,2,12,"EPI",4,"ICM","no.litterID","no.experimentID",33.3333333333333,"FR1FR2"
"041314_8",93,2,2,17,"EPI",7,"ICM","no.litterID","no.experimentID",41.1764705882353,"FR1FR2"
"041314_9",65,2,2,11,"EPI",1,"ICM","no.litterID","no.experimentID",9.09090909090909,"FR1FR2"
"041614_6",77,2,2,22,"EPI",5,"ICM","no.litterID","no.experimentID",22.7272727272727,"FR1FR2"
"041614_7",92,2,2,31,"EPI",15,"ICM","no.litterID","no.experimentID",48.3870967741936,"FR1FR2"
"051314_3",87,2,2,32,"EPI",12,"ICM","no.litterID","no.experimentID",37.5,"FR1FR2"
"051314_4",99,2,2,21,"EPI",12,"ICM","no.litterID","no.experimentID",57.1428571428571,"FR1FR2"
"02Feb15 FR1_2_P11.xlsx",32,1,1,6,"EPI",5,"ICM","no.litterID","no.experimentID",83.3333333333333,"FR1FR2"
"02Feb15 FR1_2_P17.xlsx",64,2,1,25,"EPI",13,"ICM","no.litterID","no.experimentID",52,"FR1FR2"
"02Feb15 FR1_2_P18.xlsx",65,2,1,28,"EPI",11,"ICM","no.litterID","no.experimentID",39.2857142857143,"FR1FR2"
"02Feb15 FR1_2_P20.xlsx",90,2,1,26,"EPI",11,"ICM","no.litterID","no.experimentID",42.3076923076923,"FR1FR2"
"02Feb15 FR1_2_P26.xlsx",43,1,1,16,"EPI",15,"ICM","no.litterID","no.experimentID",93.75,"FR1FR2"
"02Feb15 FR1_2_P29.xlsx",49,1,1,20,"EPI",14,"ICM","no.litterID","no.experimentID",70,"FR1FR2"
"02Feb15 FR1_2_P3.xlsx",67,2,1,20,"EPI",9,"ICM","no.litterID","no.experimentID",45,"FR1FR2"
"02Feb15 FR1_2_P7.xlsx",64,2,1,31,"EPI",13,"ICM","no.litterID","no.experimentID",41.9354838709677,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p04.xlsx",84,2,1,18,"EPI",8,"ICM","no.litterID","no.experimentID",44.4444444444444,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p14.xlsx",63,1,1,14,"EPI",5,"ICM","no.litterID","no.experimentID",35.7142857142857,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p15.xlsx",89,2,1,14,"EPI",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"05Jan15 FR1_2_P15.xlsx",57,1,1,29,"EPI",11,"ICM","no.litterID","no.experimentID",37.9310344827586,"FR1FR2"
"05Jan15 FR1_2_P8.xlsx",63,1,1,25,"EPI",11,"ICM","no.litterID","no.experimentID",44,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p28.xlsx",62,1,1,22,"EPI",3,"ICM","no.litterID","no.experimentID",13.6363636363636,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p29.xlsx",53,1,1,19,"EPI",3,"ICM","no.litterID","no.experimentID",15.7894736842105,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p31.xlsx",61,1,1,26,"EPI",11,"ICM","no.litterID","no.experimentID",42.3076923076923,"FR1FR2"
"10May15 FR1_2 E35_2015_05_10__18_38_41__p02.xlsx",53,1,1,4,"EPI",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"10May15 FR1_2 E35_2015_05_10__18_38_41__p05.xlsx",62,1,1,25,"EPI",11,"ICM","no.litterID","no.experimentID",44,"FR1FR2"
"10May15 FR1_2 E35_2015_05_10__18_38_41__p08.xlsx",62,1,1,13,"EPI",4,"ICM","no.litterID","no.experimentID",30.7692307692308,"FR1FR2"
"122414 FR1_2_P14.xlsx",92,2,1,23,"EPI",14,"ICM","no.litterID","no.experimentID",60.8695652173913,"FR1FR2"
"122414 FR1_2_P3.xlsx",148,3,1,70,"EPI",32,"ICM","no.litterID","no.experimentID",45.7142857142857,"FR1FR2"
"13Feb15 FR2 Cdx2 G6 Nan E35_2015_02_13__14_44_45__p2.xlsx",89,2,1,14,"EPI",2,"ICM","no.litterID","no.experimentID",14.2857142857143,"FR1FR2"
"13Feb15 FR2 Cdx2 G6 Nan E35_2015_02_13__14_44_45__p3.xlsx",110,3,1,17,"EPI",4,"ICM","no.litterID","no.experimentID",23.5294117647059,"FR1FR2"
"13Feb15 FR2 Cdx2 G6 Nan E35_2015_02_13__14_44_45__p4.xlsx",92,2,1,21,"EPI",3,"ICM","no.litterID","no.experimentID",14.2857142857143,"FR1FR2"
"17Feb15 FR1_2 Cdx2 G6 Nan E35__p1.xlsx",69,2,1,25,"EPI",25,"ICM","no.litterID","no.experimentID",100,"FR1FR2"
"18Jun15 FR1_FR12_E35_2015_06_18__11_19_45__p11_channel=0001_frame=0001_statistics.xlsx",93,2,1,30,"EPI",15,"ICM","no.litterID","no.experimentID",50,"FR1FR2"
"19May15 FR1_2_2015_05_19__15_35_58__p14.xlsx",97,2,1,29,"EPI",13,"ICM","no.litterID","no.experimentID",44.8275862068966,"FR1FR2"
"20Aug15 FR2_FR1_2 E35_2015_08_20__14_28_55__p07_channel=0001_frame=0001_statistics.xlsx",45,1,1,8,"EPI",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"20Aug15 FR2_FR1_2 E35_2015_08_20__14_28_55__p12_channel=0001_frame=0001_statistics.xlsx",63,1,1,25,"EPI",9,"ICM","no.litterID","no.experimentID",36,"FR1FR2"
"20Aug15 FR2_FR1_2 E35_2015_08_20__14_28_55__p15_channel=0001_frame=0001_statistics.xlsx",66,2,1,27,"EPI",11,"ICM","no.litterID","no.experimentID",40.7407407407407,"FR1FR2"
"23Jan15 FR1_2_P6.xlsx",74,2,1,23,"EPI",9,"ICM","no.litterID","no.experimentID",39.1304347826087,"FR1FR2"
"26Mar15 FR2 E35_2015_03_26__11_13_51__p3.xlsx",93,2,1,33,"EPI",15,"ICM","no.litterID","no.experimentID",45.4545454545455,"FR1FR2"
"27Mar15Cdx2G6Nan_p4.xlsx",59,1,1,21,"EPI",10,"ICM","no.litterID","no.experimentID",47.6190476190476,"FR1FR2"
"P1_channel=0001_frame=0001_statistics.xlsx",70,2,1,29,"EPI",6,"ICM","no.litterID","no.experimentID",20.6896551724138,"FR1FR2"
"P6_channel=0001_frame=0001_statistics.xlsx",111,3,1,28,"EPI",8,"ICM","no.litterID","no.experimentID",28.5714285714286,"FR1FR2"
"04NOv16_FR1E45_FR1single_2016_11_04__14_20_11__p01_channel=0001_frame=0001_statistics.xlsx",99,2,1,23,"EPI",4,"ICM","no.litterID","no.experimentID",17.3913043478261,"FR1FR2"
"04NOv16_FR1E45_FR1single_2016_11_04__14_20_11__p04_channel=0001_frame=0001_statistics.xlsx",93,2,1,23,"EPI",6,"ICM","no.litterID","no.experimentID",26.0869565217391,"FR1FR2"
"04NOv16_FR1E45_FR1single_2016_11_04__14_20_11__p05_channel=0001_frame=0001_statistics.xlsx",118,3,1,40,"EPI",34,"ICM","no.litterID","no.experimentID",85,"FR1FR2"
"18Aug16_FR1_2_E45_2016_08_18__12_40_45__p8_channel=0001_frame=0001_statistics.xlsx",103,3,1,31,"EPI",9,"ICM","no.litterID","no.experimentID",29.0322580645161,"FR1FR2"
"27Oct16_FR12_FR12FGF_FR2FGF_2016_10_27__06_36_30__p02_channel=0001_frame=0001_statistics.xlsx",96,2,1,33,"EPI",1,"ICM","no.litterID","no.experimentID",3.03030303030303,"FR1FR2"
"27Oct16_FR12_FR12FGF_FR2FGF_2016_10_27__06_36_30__p03_channel=0001_frame=0001_statistics.xlsx",117,3,1,35,"EPI",14,"ICM","no.litterID","no.experimentID",40,"FR1FR2"
"27Oct16_FR12_FR12FGF_FR2FGF_2016_10_27__06_36_30__p06_channel=0001_frame=0001_statistics.xlsx",149,3,1,90,"EPI",29,"ICM","no.litterID","no.experimentID",32.2222222222222,"FR1FR2"
"011314_8",77,2,1,25,"EPI",9,"ICM","no.litterID","no.experimentID",36,"FR1FR2"
"011714_3",65,2,1,25,"EPI",12,"ICM","no.litterID","no.experimentID",48,"FR1FR2"
"012414_6",60,1,1,17,"EPI",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"012414_7",61,1,1,14,"EPI",7,"ICM","no.litterID","no.experimentID",50,"FR1FR2"
"041015_2",88,2,1,22,"EPI",6,"ICM","no.litterID","no.experimentID",27.2727272727273,"FR1FR2"
"041015_4",81,2,1,19,"EPI",9,"ICM","no.litterID","no.experimentID",47.3684210526316,"FR1FR2"
"041015_5",81,2,1,23,"EPI",13,"ICM","no.litterID","no.experimentID",56.5217391304348,"FR1FR2"
"041015_6",79,2,1,15,"EPI",8,"ICM","no.litterID","no.experimentID",53.3333333333333,"FR1FR2"
"041015_7",93,2,1,28,"EPI",13,"ICM","no.litterID","no.experimentID",46.4285714285714,"FR1FR2"
"041015_8",71,2,1,18,"EPI",10,"ICM","no.litterID","no.experimentID",55.5555555555556,"FR1FR2"
"041015_9",72,2,1,24,"EPI",11,"ICM","no.litterID","no.experimentID",45.8333333333333,"FR1FR2"
"041015_10",69,2,1,19,"EPI",11,"ICM","no.litterID","no.experimentID",57.8947368421053,"FR1FR2"
"041314_3",42,1,1,18,"EPI",3,"ICM","no.litterID","no.experimentID",16.6666666666667,"FR1FR2"
"041314_6",74,2,1,15,"EPI",1,"ICM","no.litterID","no.experimentID",6.66666666666667,"FR1FR2"
"041314_10",83,2,1,18,"EPI",5,"ICM","no.litterID","no.experimentID",27.7777777777778,"FR1FR2"
"041514_1",59,1,1,6,"EPI",2,"ICM","no.litterID","no.experimentID",33.3333333333333,"FR1FR2"
"041614_4",106,3,1,23,"EPI",10,"ICM","no.litterID","no.experimentID",43.4782608695652,"FR1FR2"
"041614_9",100,3,1,25,"EPI",10,"ICM","no.litterID","no.experimentID",40,"FR1FR2"
"041614_10",97,2,1,20,"EPI",6,"ICM","no.litterID","no.experimentID",30,"FR1FR2"
"041714_2",104,3,1,28,"EPI",7,"ICM","no.litterID","no.experimentID",25,"FR1FR2"
"041714_6",91,2,1,23,"EPI",7,"ICM","no.litterID","no.experimentID",30.4347826086957,"FR1FR2"
"041714_7",104,3,1,24,"EPI",12,"ICM","no.litterID","no.experimentID",50,"FR1FR2"
"041714_8",99,2,1,26,"EPI",14,"ICM","no.litterID","no.experimentID",53.8461538461538,"FR1FR2"
"02Feb15 FR1_2_P24.xlsx",71,2,9,29,"PRE",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"02Feb15 FR1_2_P28.xlsx",58,1,9,26,"PRE",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"05Jan15 FR1_2_P1.xlsx",66,2,9,33,"PRE",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"05Jan15 FR1_2_P17.xlsx",62,1,9,31,"PRE",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p08.xlsx",75,2,9,36,"PRE",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p13.xlsx",64,2,9,28,"PRE",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p16.xlsx",33,1,9,7,"PRE",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p19.xlsx",56,1,9,25,"PRE",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p24.xlsx",59,1,9,20,"PRE",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"23Jan15 FR1_2_P13.xlsx",82,2,9,20,"PRE",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"011314_4",97,2,9,29,"PRE",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"042314_1",64,2,9,34,"PRE",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"050114_1",105,3,9,45,"PRE",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"051314_5",85,2,9,31,"PRE",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"051314_7",64,2,9,23,"PRE",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"02Feb15 FR1_2_P22.xlsx",55,1,8,20,"PRE",6,"ICM","no.litterID","no.experimentID",30,"FR1FR2"
"02Feb15 FR1_2_P4.xlsx",47,1,8,13,"PRE",1,"ICM","no.litterID","no.experimentID",7.69230769230769,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p24.xlsx",84,2,8,16,"PRE",11,"ICM","no.litterID","no.experimentID",68.75,"FR1FR2"
"05Jan15 FR1_2_P11.xlsx",59,1,8,29,"PRE",5,"ICM","no.litterID","no.experimentID",17.2413793103448,"FR1FR2"
"05Jan15 FR1_2_P21.xlsx",60,1,8,31,"PRE",7,"ICM","no.litterID","no.experimentID",22.5806451612903,"FR1FR2"
"05Jan15 FR1_2_P22.xlsx",61,1,8,41,"PRE",20,"ICM","no.litterID","no.experimentID",48.780487804878,"FR1FR2"
"05Jan15 FR1_2_P25.xlsx",67,2,8,25,"PRE",8,"ICM","no.litterID","no.experimentID",32,"FR1FR2"
"05Jan15 FR1_2_P6.xlsx",61,1,8,28,"PRE",14,"ICM","no.litterID","no.experimentID",50,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p02.xlsx",92,2,8,21,"PRE",14,"ICM","no.litterID","no.experimentID",66.6666666666667,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p06.xlsx",79,2,8,21,"PRE",12,"ICM","no.litterID","no.experimentID",57.1428571428571,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p22.xlsx",55,1,8,21,"PRE",8,"ICM","no.litterID","no.experimentID",38.0952380952381,"FR1FR2"
