Embryo_ID,Cell_ID, Size,TE_ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
032017Abl_E6,1,11623,TE,243.12,289.92,6.5876,2835.4,3.30E+07,200.86,2.33E+06,86.596,1.01E+06,873.95,1.02E+07,563.56,6.55E+06,
032017Abl_E6,2,10795,TE,282.98,269.65,7.2381,2781.2,3.00E+07,86.704,9.36E+05,43.721,4.72E+05,784.99,8.47E+06,413.22,4.46E+06,
032017Abl_E6,3,11492,TE,267.19,226.1,7.942,2828.6,3.25E+07,78.034,8.97E+05,42.046,4.83E+05,805.13,9.25E+06,540.84,6.22E+06,
032017Abl_E6,4,12726,TE,320.06,244.5,8.3937,2293.3,2.92E+07,180.99,2.30E+06,89.136,1.13E+06,881.85,1.12E+07,408.78,5.20E+06,
032017Abl_E6,5,9763,TE,284.53,322.67,9.9846,2516.9,2.46E+07,81.147,7.92E+05,42.395,4.14E+05,896.83,8.76E+06,370.29,3.62E+06,
032017Abl_E6,6,9123,TE,237.92,211.45,11.569,2360.8,2.15E+07,112.54,1.03E+06,51.106,4.66E+05,925.44,8.44E+06,375.5,3.43E+06,
032017Abl_E6,7,9528,ICM,208.88,257.35,10.754,2026,1.93E+07,158.81,1.51E+06,76.877,7.32E+05,862.42,8.22E+06,870.9,8.30E+06,
032017Abl_E6,8,10587,TE,338.05,284.64,12.002,2022,2.14E+07,112.56,1.19E+06,57.692,6.11E+05,839.67,8.89E+06,333.87,3.53E+06,
032017Abl_E6,9,16527,TE,185.62,296.58,11.426,2521.1,4.17E+07,106.03,1.75E+06,51.471,8.51E+05,859.53,1.42E+07,474.13,7.84E+06,
032017Abl_E6,10,12779,TE,323.43,319.68,17.089,1680.5,2.15E+07,59.27,7.57E+05,33.729,4.31E+05,886.92,1.13E+07,268.93,3.44E+06,
032017Abl_E6,11,13924,TE,227.63,338.74,16.062,2412.9,3.36E+07,98.16,1.37E+06,48.293,6.72E+05,840.01,1.17E+07,354.45,4.94E+06,
032017Abl_E6,12,15200,TE,303.74,206.77,16.185,1578.5,2.40E+07,54.9,8.34E+05,32.362,4.92E+05,861.86,1.31E+07,341.9,5.20E+06,
032017Abl_E6,13,5845,ICM,249.46,260.21,16.314,1508.6,8.82E+06,910.09,5.32E+06,384.47,2.25E+06,829.43,4.85E+06,212.02,1.24E+06,
032017Abl_E6,14,8131,TE,370.11,304.28,20.727,1704,1.39E+07,94.607,7.69E+05,51.253,4.17E+05,846.47,6.88E+06,203.71,1.66E+06,
032017Abl_E6,15,12081,TE,272.25,354.8,22.509,2009.8,2.43E+07,99.79,1.21E+06,49.213,5.95E+05,861.36,1.04E+07,340.53,4.11E+06,
032017Abl_E6,16,13196,TE,195.97,187.87,26.081,2003.5,2.64E+07,107.2,1.41E+06,51.056,6.74E+05,917.96,1.21E+07,281.33,3.71E+06,
032017Abl_E6,17,5979,ICM,223.19,214.61,21.275,1640.2,9.81E+06,130.72,7.82E+05,70.757,4.23E+05,871.71,5.21E+06,937.32,5.60E+06,
032017Abl_E6,18,5474,ICM,203.75,247.98,20.989,1691.8,9.26E+06,1004,5.50E+06,424.25,2.32E+06,879.92,4.82E+06,186.6,1.02E+06,
032017Abl_E6,19,6159,ICM,232.21,295.37,20.133,1207.6,7.44E+06,252.19,1.55E+06,120.32,7.41E+05,829.2,5.11E+06,461.08,2.84E+06,
032017Abl_E6,20,4613,ICM,190.08,288.64,21.481,2360.8,1.09E+07,518.86,2.39E+06,208.65,9.63E+05,815.98,3.76E+06,895.07,4.13E+06,
032017Abl_E6,21,9419,TE,371.23,270.81,25.526,1774.6,1.67E+07,99.175,9.34E+05,53.639,5.05E+05,921.41,8.68E+06,151.23,1.42E+06,
032017Abl_E6,22,11560,TE,244.49,160.58,26.752,1656.2,1.91E+07,114.93,1.33E+06,54.458,6.30E+05,859.51,9.94E+06,247.16,2.86E+06,
032017Abl_E6,23,10531,TE,341.13,244.64,25.863,1487.8,1.57E+07,78.273,8.24E+05,43.942,4.63E+05,850.79,8.96E+06,236.39,2.49E+06,
032017Abl_E6,24,11164,TE,152.58,250.7,27.63,2107.2,2.35E+07,117.94,1.32E+06,56.276,6.28E+05,880.84,9.83E+06,306.37,3.42E+06,
032017Abl_E6,25,6181,ICM,250.88,200.17,27.081,1128.4,6.97E+06,835.54,5.16E+06,370.38,2.29E+06,890.33,5.50E+06,130.92,8.09E+05,
032017Abl_E6,26,6417,ICM,234.41,266.37,27.131,1078.6,6.92E+06,351.47,2.26E+06,171.05,1.10E+06,805.17,5.17E+06,294.33,1.89E+06,
032017Abl_E6,27,12066,TE,297.46,181.21,28.765,1266.6,1.53E+07,75.627,9.13E+05,37.815,4.56E+05,940.15,1.13E+07,255.83,3.09E+06,
032017Abl_E6,28,3375,ICM,202.31,318.78,26.936,1461.4,4.93E+06,862.14,2.91E+06,357.87,1.21E+06,896.61,3.03E+06,124.79,4.21E+05,
032017Abl_E6,29,10931,ICM,261.23,248.23,31.889,667.62,7.30E+06,47.631,5.21E+05,34.282,3.75E+05,832.56,9.10E+06,335.86,3.67E+06,
032017Abl_E6,30,4579,ICM,167.78,282.76,29.887,1843.6,8.44E+06,492.4,2.25E+06,230.22,1.05E+06,854.33,3.91E+06,655.21,3.00E+06,
032017Abl_E6,31,6216,ICM,230.6,337.2,29.445,1516,9.42E+06,415.18,2.58E+06,188.18,1.17E+06,826.79,5.14E+06,442.19,2.75E+06,
032017Abl_E6,32,10853,TE,335.52,305.91,31.21,976.45,1.06E+07,44.219,4.80E+05,27.606,3.00E+05,831.48,9.02E+06,151.83,1.65E+06,
032017Abl_E6,33,11233,TE,243.53,365.13,33.522,1537.9,1.73E+07,38.463,4.32E+05,26.769,3.01E+05,884.91,9.94E+06,267.18,3.00E+06,
032017Abl_E6,33.2,11233,TE,261,335,38,720.539,1.73E+07,206.469,4.32E+05,113.275,3.01E+05,884.07,9.94E+06,142.62,3.00E+06,
032017Abl_E6,34,15867,TE,328.23,207.8,35.814,1040.3,1.65E+07,139.33,2.21E+06,67.998,1.08E+06,909,1.44E+07,160.78,2.55E+06,
032017Abl_E6,35,3161,ICM,176.49,229.18,32.411,1309.4,4.14E+06,390.02,1.23E+06,191.99,6.07E+05,833.07,2.63E+06,573.28,1.81E+06,
032017Abl_E6,36,6621,ICM,210.35,230.51,36.41,889.48,5.89E+06,75.578,5.00E+05,47.728,3.16E+05,803.64,5.32E+06,398.22,2.64E+06,
032017Abl_E6,37,9281,TE,373.73,280.12,36.702,1247.5,1.16E+07,38.907,3.61E+05,27.548,2.56E+05,801.67,7.44E+06,51.558,4.79E+05,
032017Abl_E6,38,15763,TE,295.24,344.35,36.69,658.86,1.04E+07,32.486,5.12E+05,22.595,3.56E+05,827.84,1.30E+07,119.18,1.88E+06,
032017Abl_E6,39,9989,ICM,274.28,217.52,37.642,662.8,6.62E+06,73.359,7.33E+05,44.953,4.49E+05,768.51,7.68E+06,282.59,2.82E+06,
032017Abl_E6,41,7563,ICM,266.39,302.41,37.754,556.04,4.21E+06,37.663,2.85E+05,28.636,2.17E+05,918.94,6.95E+06,343.26,2.60E+06,
032017Abl_E6,42,4444,ICM,225.33,280.35,36.605,844.62,3.75E+06,85.571,3.80E+05,53.832,2.39E+05,854.35,3.80E+06,424.98,1.89E+06,
032017Abl_E6,43,6406,ICM,229.2,204.48,38.903,907.92,5.82E+06,384.05,2.46E+06,197.3,1.26E+06,863.08,5.53E+06,147.9,9.47E+05,
032017Abl_E6,44,6378,ICM,193.01,272.94,37.913,825.1,5.26E+06,195.62,1.25E+06,95.682,6.10E+05,894.86,5.71E+06,388.64,2.48E+06,
032017Abl_E6,45,1517,ICM,227.87,321.29,36.538,847.36,1.29E+06,217.23,3.30E+05,104.12,1.58E+05,890.91,1.35E+06,373.9,5.67E+05,
032017Abl_E6,46,6348,ICM,192.32,312.15,40.762,973.6,6.18E+06,173.92,1.10E+06,92.506,5.87E+05,849.7,5.39E+06,515,3.27E+06,
032017Abl_E6,47,13100,TE,317.37,301.02,42.593,607.2,7.95E+06,36.735,4.81E+05,20.824,2.73E+05,794.16,1.04E+07,53.695,7.03E+05,
032017Abl_E6,48,10691,TE,160.68,298.87,44.04,1073.9,1.15E+07,50.289,5.38E+05,30.867,3.30E+05,774.13,8.28E+06,193.73,2.07E+06,
032017Abl_E6,49,11928,ICM,288.67,179.24,43.183,949.25,1.13E+07,67.322,8.03E+05,38.969,4.65E+05,826.59,9.86E+06,160.1,1.91E+06,
032017Abl_E6,50,11907,TE,181.48,202.39,43.635,845.31,1.01E+07,48.766,5.81E+05,30.711,3.66E+05,790.87,9.42E+06,148.75,1.77E+06,
032017Abl_E6,51,3494,ICM,260.39,277.11,40.467,551.58,1.93E+06,37.822,1.32E+05,28.815,1.01E+05,687.62,2.40E+06,382.99,1.34E+06,
032017Abl_E6,52,9055,TE,272.17,288.36,48.951,490.55,4.44E+06,86.652,7.85E+05,57.041,5.17E+05,832.33,7.54E+06,141.79,1.28E+06,
032017Abl_E6,53,9593,TE,323.86,223.93,47.198,744.91,7.15E+06,37.991,3.64E+05,24.664,2.37E+05,836.88,8.03E+06,136.13,1.31E+06,
032017Abl_E6,54,9523,ICM,190.79,263.56,47.89,504.7,4.81E+06,206.54,1.97E+06,118.39,1.13E+06,799.26,7.61E+06,125.08,1.19E+06,
032017Abl_E6,55,12146,TE,252.12,203.44,50.408,521.47,6.33E+06,101.53,1.23E+06,61.013,7.41E+05,834.21,1.01E+07,110.56,1.34E+06,
032017Abl_E6,56,6651,ICM,217.22,241.79,48.772,427.55,2.84E+06,35.322,2.35E+05,25.415,1.69E+05,819.66,5.45E+06,238.75,1.59E+06,
032017Abl_E6,57,4059,ICM,258.01,255.12,49.381,390.13,1.58E+06,159.83,6.49E+05,101.73,4.13E+05,804.32,3.26E+06,112.78,4.58E+05,
032017Abl_E6,58,9905,TE,316.69,258.63,51.529,451.22,4.47E+06,23.653,2.34E+05,18.298,1.81E+05,910.85,9.02E+06,88.162,8.73E+05,
032017Abl_E6,59,8154,TE,283.47,238.94,50.501,425.9,3.47E+06,74.047,6.04E+05,47.227,3.85E+05,807.31,6.58E+06,167.48,1.37E+06,
032017Abl_E6,60,15154,TE,284.86,326.9,51.823,414.08,6.28E+06,42.217,6.40E+05,29.127,4.41E+05,815.55,1.24E+07,87.212,1.32E+06,
032017Abl_E6,61,11511,ICM,222.12,297.53,54.004,364.23,4.19E+06,58.475,6.73E+05,39.527,4.55E+05,848.12,9.76E+06,182.59,2.10E+06,
032017Abl_E6,62,5623,TE,220.64,219.74,58.937,314.64,1.77E+06,40.879,2.30E+05,27.732,1.56E+05,766.35,4.31E+06,83.407,4.69E+05,
