Embryo_ID,Cell_ID,TE_ICM,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,CH4-Avg,CH4-Sum,CH5-Avg,CH5-Sum
092217Pdgfra_BR10,1,TE,I,13124,306.18,234.66,3.7802,2574.4,3.38E+07,176.39,2.31E+06,268.93,3.53E+06,1364.6,1.79E+07,59.65,7.83E+05
092217Pdgfra_BR10,2,TE,I,17798,208.47,259.06,10.929,2220.6,3.95E+07,67.259,1.20E+06,142.87,2.54E+06,1349.8,2.40E+07,61.923,1.10E+06
092217Pdgfra_BR10,3,TE,I,16905,208.25,353.86,21.036,1846.1,3.12E+07,47.099,7.96E+05,211.62,3.58E+06,1324.3,2.24E+07,56.063,9.48E+05
092217Pdgfra_BR10,4,TE,I,14702,256.76,165.67,20.871,2524.2,3.71E+07,41.855,6.15E+05,99.496,1.46E+06,1386.1,2.04E+07,53.826,7.91E+05
092217Pdgfra_BR10,5,TE,I,20316,353.81,352.57,25.978,1521.6,3.09E+07,58.635,1.19E+06,91.761,1.86E+06,1307.4,2.66E+07,42.073,8.55E+05
092217Pdgfra_BR10,6,ICM,I,16636,200.22,241.14,26.209,1541.5,2.56E+07,242.39,4.03E+06,381.66,6.35E+06,1336.6,2.22E+07,52.009,8.65E+05
092217Pdgfra_BR10,7,TE,I,8974,398.04,277.51,28.008,1751.6,1.57E+07,37.582,3.37E+05,90.319,8.11E+05,1288.2,1.16E+07,46.93,4.21E+05
092217Pdgfra_BR10,8,ICM,I,20936,213.27,189.79,30.059,1440.5,3.02E+07,407.6,8.53E+06,289.13,6.05E+06,1316.5,2.76E+07,60.331,1.26E+06
092217Pdgfra_BR10,9,ICM,I,17138,193.54,310.38,29.395,1037,1.78E+07,645.33,1.11E+07,259.06,4.44E+06,1347.1,2.31E+07,44.65,7.65E+05
092217Pdgfra_BR10,10,ICM,I,12618,156.74,259.56,29.327,1635.3,2.06E+07,61.409,7.75E+05,255.28,3.22E+06,1282.4,1.62E+07,49.88,6.29E+05
092217Pdgfra_BR10,13,TE,I,14415,164.93,199.02,37.283,1320.9,1.90E+07,65.202,9.40E+05,152.14,2.19E+06,1443,2.08E+07,47.216,6.81E+05
092217Pdgfra_BR10,14,TE,M,7150,150.3,321.01,35.453,1367.8,9.78E+06,46.654,3.34E+05,50.464,3.61E+05,1384.6,9.90E+06,39.735,2.84E+05
092217Pdgfra_BR10,16,ICM,I,13257,193.03,243.82,39.675,989.96,1.31E+07,432.89,5.74E+06,350.19,4.64E+06,1351.5,1.79E+07,39.847,5.28E+05
092217Pdgfra_BR10,18,TE,I,24206,208.55,376.94,44.252,722.17,1.75E+07,43.223,1.05E+06,53.778,1.30E+06,1304.7,3.16E+07,38.528,9.33E+05
092217Pdgfra_BR10,19,ICM,I,17434,226.27,230.95,48.607,695.54,1.21E+07,195.73,3.41E+06,309.62,5.40E+06,1119.5,1.95E+07,36.775,6.41E+05
092217Pdgfra_BR10,20,ICM,I,11377,167.79,259.61,49.735,662.97,7.54E+06,283.19,3.22E+06,168.55,1.92E+06,1190.6,1.35E+07,32.484,3.70E+05
092217Pdgfra_BR10,21,ICM,I,19152,200.15,310.41,50.004,560.03,1.07E+07,308.66,5.91E+06,179.24,3.43E+06,1222.4,2.34E+07,33.283,6.37E+05
092217Pdgfra_BR10,22,ICM,I,18141,165.69,336.71,50.213,606.91,1.10E+07,200.52,3.64E+06,206.13,3.74E+06,1287.3,2.34E+07,34.825,6.32E+05
092217Pdgfra_BR10,23,TE,I,26244,255.3,148,51.798,708.3,1.86E+07,79.055,2.07E+06,129.58,3.40E+06,1249.5,3.28E+07,36.518,9.58E+05
092217Pdgfra_BR10,24,TE,I,24024,288.66,400.3,55.431,711.32,1.71E+07,53.247,1.28E+06,79.274,1.90E+06,1258.6,3.02E+07,34.222,8.22E+05
092217Pdgfra_BR10,25,TE,I,28321,174.33,182.91,56.551,550.63,1.56E+07,41.139,1.17E+06,77.993,2.21E+06,1304.4,3.69E+07,32.292,9.15E+05
092217Pdgfra_BR10,26,ICM,I,15203,217.49,186.34,54.869,454.52,6.91E+06,65.115,9.90E+05,176.11,2.68E+06,1172.1,1.78E+07,31.576,4.80E+05
092217Pdgfra_BR10,27,TE,I,28270,366,195.65,57.797,640.82,1.81E+07,77.655,2.20E+06,99.967,2.83E+06,1275.5,3.61E+07,29.778,8.42E+05
092217Pdgfra_BR10,28,ICM,I,16958,254.38,205.9,59.735,759.37,1.29E+07,240.1,4.07E+06,119.47,2.03E+06,1470.8,2.49E+07,31.715,5.38E+05
092217Pdgfra_BR10,29,TE,M,21442,137.67,248.71,56.596,536.9,1.15E+07,33.719,7.23E+05,39.145,8.39E+05,1352.5,2.90E+07,28.845,6.18E+05
092217Pdgfra_BR10,30,TE,I,13343,377.31,258.7,64.074,603.42,8.05E+06,22.891,3.05E+05,41.96,5.60E+05,1389.5,1.85E+07,27.602,3.68E+05
092217Pdgfra_BR10,31,ICM,I,19919,210.37,253.13,64.489,413.34,8.23E+06,184.1,3.67E+06,129.46,2.58E+06,1084.2,2.16E+07,29.134,5.80E+05
092217Pdgfra_BR10,32,ICM,I,23871,196.02,329.43,66.089,349.34,8.34E+06,64.548,1.54E+06,115.21,2.75E+06,1192.9,2.85E+07,29.66,7.08E+05
092217Pdgfra_BR10,33,TE,I,12820,372.23,297.43,71.651,539.32,6.91E+06,21.127,2.71E+05,33.158,4.25E+05,1483.4,1.90E+07,25.639,3.29E+05
092217Pdgfra_BR10,34,TE,I,30262,160.91,298.17,75.313,213.31,6.46E+06,42.846,1.30E+06,57.053,1.73E+06,1151.4,3.48E+07,23.087,6.99E+05
092217Pdgfra_BR10,35,TE,M,17190,292.97,210.4,75.192,883.55,1.52E+07,26.189,4.50E+05,41.428,7.12E+05,1500.3,2.58E+07,24.882,4.28E+05
092217Pdgfra_BR10,36,TE,I,24030,199.55,240.55,79.872,230.68,5.54E+06,58.4,1.40E+06,71.237,1.71E+06,1154.7,2.77E+07,23.534,5.66E+05
092217Pdgfra_BR10,37,TE,I,13528,293.21,258.9,82.248,554.14,7.50E+06,19.99,2.70E+05,41.745,5.65E+05,1502.1,2.03E+07,24.512,3.32E+05
092217Pdgfra_BR10,38,TE,I,22601,234.08,302.56,81.584,352.48,7.97E+06,45.903,1.04E+06,54.349,1.23E+06,1486.9,3.36E+07,21.358,4.83E+05
