Embryo_ID,Cell_ID, Size, TE_ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
033017Abl_P4,1,6554,TE,234.55,258.4,4.6483,3036.2,1.99E+07,83.792,5.49E+05,130.95,8.58E+05,1069.1,7.01E+06,511.68,3.35E+06,
033017Abl_P4,2,8998,TE,287.09,262.04,5.3679,2882,2.59E+07,48.094,4.33E+05,83.403,7.50E+05,1110.2,9.99E+06,271.48,2.44E+06,
033017Abl_P4,3,6581,TE,262.79,238.78,6.0415,2787.7,1.83E+07,48.974,3.22E+05,92.963,6.12E+05,1004.9,6.61E+06,308.96,2.03E+06,
033017Abl_P4,4,10793,TE,191.6,257.46,6.6814,2804.4,3.03E+07,59.241,6.39E+05,120.44,1.30E+06,1035.1,1.12E+07,188.08,2.03E+06,
033017Abl_P4,5,8162,TE,284.05,306.28,7.3542,2153,1.76E+07,52.661,4.30E+05,75.472,6.16E+05,1049.6,8.57E+06,316.55,2.58E+06,
033017Abl_P4,6,8289,TE,205.25,319.9,7.8923,2431.2,2.02E+07,60.193,4.99E+05,89.154,7.39E+05,1048.1,8.69E+06,393.89,3.26E+06,
033017Abl_P4,7,5030,TE,295.27,223.8,9.37,3173,1.60E+07,64.78,3.26E+05,60.508,3.04E+05,1079.8,5.43E+06,353.2,1.78E+06,
033017Abl_P4,8,10297,TE,326.7,300.74,10.084,2788.8,2.87E+07,46.096,4.75E+05,99.007,1.02E+06,1079.9,1.11E+07,158.58,1.63E+06,
033017Abl_P4,9,8485,TE,219.89,206.25,10.468,2394.8,2.03E+07,48.165,4.09E+05,115.57,9.81E+05,1128.8,9.58E+06,343.79,2.92E+06,
033017Abl_P4,10,5863,TE,222.55,242.98,12.212,2864.1,1.68E+07,97.82,5.74E+05,434.9,2.55E+06,1054.5,6.18E+06,176.44,1.03E+06,
