Embryo_ID,Cell_ID, Size, TE_ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
032317Abl_I6,1,7513,TE,268.71,281.57,4.5498,2526.8,1.90E+07,43.469,3.27E+05,35.47,2.66E+05,1109.3,8.33E+06,334.46,2.51E+06,
032317Abl_I6,2,10056,TE,301.64,234.79,6.9967,1800.7,1.81E+07,34.175,3.44E+05,27.945,2.81E+05,1107.8,1.11E+07,215.55,2.17E+06,
032317Abl_I6,3,10359,TE,152.48,252.22,7.7891,1863.5,1.93E+07,41.656,4.32E+05,56.877,5.89E+05,1020.7,1.06E+07,307.51,3.19E+06,
032317Abl_I6,4,13771,TE,213.91,283.03,8.4342,2542.8,3.50E+07,55.357,7.62E+05,31.89,4.39E+05,1090.4,1.50E+07,237.1,3.27E+06,
032317Abl_I6,5,6318,TE,293.65,318.01,9.2858,2817.2,1.78E+07,37.396,2.36E+05,46.674,2.95E+05,1097.5,6.93E+06,250.57,1.58E+06,
032317Abl_I6,7,11613,TE,201.44,241.8,14.432,2303,2.67E+07,95.702,1.11E+06,150.77,1.75E+06,1103.3,1.28E+07,309.15,3.59E+06,
032317Abl_I6,7.2,11613,ICM,201.44,241.8,14.432,1886.216,2.67E+07,160.151,1.11E+06,340.323,1.75E+06,1060.197,1.28E+07,188.014,3.59E+06,
032317Abl_I6,8,12912,TE,236.3,220.62,12.256,2391,3.09E+07,39.732,5.13E+05,33.23,4.29E+05,1039.1,1.34E+07,398.83,5.15E+06,
032317Abl_I6,9,8294,TE,332.37,290.4,12.424,2188.6,1.82E+07,40.936,3.40E+05,33.371,2.77E+05,1078.8,8.95E+06,207.48,1.72E+06,
032317Abl_I6,10,6434,TE,181.1,312.6,12.385,2833.9,1.82E+07,49.846,3.21E+05,34.245,2.20E+05,1018.2,6.55E+06,339.79,2.19E+06,
032317Abl_I6,11,5994,TE,273.67,203.31,13.582,2404,1.44E+07,37.807,2.27E+05,31.894,1.91E+05,1097.3,6.58E+06,337.28,2.02E+06,
032317Abl_I6,12,9737,TE,243.28,334.93,12.884,1953.6,1.90E+07,42.917,4.18E+05,33.632,3.27E+05,1041.3,1.01E+07,351.33,3.42E+06,
032317Abl_I6,13,3305,ICM,164.95,274.98,13.556,1994.8,6.59E+06,102.26,3.38E+05,556.99,1.84E+06,1038.6,3.43E+06,127.99,4.23E+05,
032317Abl_I6,14,7672,TE,354.4,244.56,17.979,2279.1,1.75E+07,36.651,2.81E+05,32.279,2.48E+05,1117.5,8.57E+06,229.04,1.76E+06,
032317Abl_I6,15,7303,TE,148.27,325.04,19.454,2360.8,1.72E+07,47.701,3.48E+05,58.316,4.26E+05,1139.1,8.32E+06,339.32,2.48E+06,
032317Abl_I6,16,10600,ICM,169.65,217.13,20.281,1870.3,1.98E+07,119.41,1.27E+06,426.67,4.52E+06,1050.7,1.11E+07,144.54,1.53E+06,
032317Abl_I6,17,8297,TE,133.79,216.54,20.275,2087.8,1.73E+07,50.28,4.17E+05,43.691,3.63E+05,1078.8,8.95E+06,320.25,2.66E+06,
032317Abl_I6,18,3929,ICM,146.61,288.28,17.59,2117.9,8.32E+06,85.01,3.34E+05,500.76,1.97E+06,1071.9,4.21E+06,79.641,3.13E+05,
032317Abl_I6,19,6247,TE,284.64,352.53,21.014,2721.9,1.70E+07,37.631,2.35E+05,33.601,2.10E+05,1086.7,6.79E+06,409.14,2.56E+06,
032317Abl_I6,20,12480,ICM,135.78,250.97,21.317,1774.2,2.21E+07,82.35,1.03E+06,364.86,4.55E+06,991.8,1.24E+07,89.649,1.12E+06,
032317Abl_I6,21,7010,ICM,195.89,293.86,20.861,1731.7,1.21E+07,195.55,1.37E+06,45.676,3.20E+05,1057.3,7.41E+06,894.93,6.27E+06,
032317Abl_I6,22,3997,TE,121.23,316.06,21.491,2748.5,1.10E+07,253.13,1.01E+06,29.63,1.18E+05,1027.3,4.11E+06,46.536,1.86E+05,
032317Abl_I6,23,7106,TE,199.21,341.01,22.807,2128.4,1.51E+07,39.417,2.80E+05,30.704,2.18E+05,1042.5,7.41E+06,343.21,2.44E+06,
032317Abl_I6,24,6326,ICM,176.12,265.05,23.713,2078.3,1.31E+07,448.26,2.84E+06,52.796,3.34E+05,1118.6,7.08E+06,974.39,6.16E+06,
032317Abl_I6,25,6525,TE,293.3,171.2,24.879,1978.4,1.29E+07,33.896,2.21E+05,27.016,1.76E+05,1045.2,6.82E+06,246.68,1.61E+06,
032317Abl_I6,26,14632,TE,342.01,184.73,26.674,1919.6,2.81E+07,41.416,6.06E+05,30.387,4.45E+05,1141.5,1.67E+07,182.3,2.67E+06,
032317Abl_I6,27,7445,TE,200.73,200.04,26.103,1528.4,1.14E+07,36.54,2.72E+05,32.963,2.45E+05,1097.5,8.17E+06,293.65,2.19E+06,
032317Abl_I6,28,13610,TE,377.81,280.39,28.169,1997.6,2.72E+07,31.609,4.30E+05,27.901,3.80E+05,1094.4,1.49E+07,237.1,3.23E+06,
032317Abl_I6,29,7765,TE,241.52,177.74,27.724,1360.3,1.06E+07,33.168,2.58E+05,27.906,2.17E+05,1157.7,8.99E+06,248.62,1.93E+06,
032317Abl_I6,30,15241,ICM,206.08,308.52,29.648,1714.3,2.61E+07,210.39,3.21E+06,37.817,5.76E+05,1027.6,1.57E+07,815.68,1.24E+07,
032317Abl_I6,31,8117,TE,342.09,343.21,29.06,1489.8,1.21E+07,28.641,2.32E+05,31.832,2.58E+05,1172.8,9.52E+06,195.64,1.59E+06,
032317Abl_I6,32,7202,ICM,198.08,236.36,29.498,1220.1,8.79E+06,147.31,1.06E+06,81.349,5.86E+05,1016.9,7.32E+06,660.31,4.76E+06,
032317Abl_I6,33,10084,TE,109.31,301.4,32.139,1404,1.42E+07,38.129,3.84E+05,28.819,2.91E+05,1030.6,1.04E+07,161.7,1.63E+06,
032317Abl_I6,34,6580,TE,252.79,363.53,32.435,1917.6,1.26E+07,34.048,2.24E+05,27.385,1.80E+05,1128.4,7.43E+06,258.95,1.70E+06,
032317Abl_I6,36,4929,ICM,143.15,280.23,31.781,1177,5.80E+06,183.96,9.07E+05,43.909,2.16E+05,1031.1,5.08E+06,529.14,2.61E+06,
032317Abl_I6,37,12066,ICM,142.11,206.07,33.149,1445.2,1.74E+07,162.86,1.97E+06,128.38,1.55E+06,1062.4,1.28E+07,546.08,6.59E+06,
032317Abl_I6,38,4581,ICM,206.23,269.99,31.065,1266.3,5.80E+06,241.25,1.11E+06,41.087,1.88E+05,1003.6,4.60E+06,884.71,4.05E+06,
032317Abl_I6,39,10294,ICM,131.45,241.36,33.192,1459.9,1.50E+07,96.47,9.93E+05,319.28,3.29E+06,1027,1.06E+07,162.82,1.68E+06,
032317Abl_I6,40,11052,ICM,150.86,323.39,34.271,1565.1,1.73E+07,62.325,6.89E+05,316.46,3.50E+06,989.8,1.09E+07,68.057,7.52E+05,
